Cation 1,Cation 1 mol%,Cation 2,Cation 2 mol%,Cation 3,Cation 3 mol%,Cation 4,Cation 4 mol%,Cation 5,Cation 5 mol%,Cation 6,Cation 6 mol%,Anion 1,Anion 1 mol%,Anion 2,Anion 2 mol%,Promotor,Support 1,Support 1 mol%,Support 2,Support 2 mol%,Support 3,Support 3 mol%,Preparation,"Temperature, K","p(CH4), bar","p(O2), bar",p(CH4)/p(O2),"p total, bar","Contact time, s","X(O2), %","X(CH4), %","S(COx), %","S(C2=), %","S(C2-), %","S(C2), %","Y(C2), %"
La,50.0,Ti,50.0,,,,,,,,,,,,,,,,,,,,Pyrolysis,1023,0.41,0.10,4.0,1.0,0.60 ,99.0,20.0,,,,50.0,10.0
La,4.8,Ca,95.2,,,,,,,,,,,,,,,,,,,,Impregnation,1073,0.81,0.20,4.0,1.0,0.03 ,,22.7,,,,66.8,15.2
La,13.6,Ba,86.4,,,,,,,,,,,,,,,,,,,,Impregnation,1073,0.14,0.06,2.3,1.0,0.04 ,99.9,36.6,51.0,,,50.0,18.3
La,9.1,Mg,90.9,,,,,,,,,,,,,,,,,,,,Impregnation,1073,0.81,0.20,4.0,1.0,0.03 ,,24.1,,,,63.3,15.3
La,9.1,Mg,90.9,,,,,,,,,,,,,,,,,,,,Impregnation,1023,0.81,0.20,4.0,1.0,0.04 ,98.7,29.1,,,,70.0,20.4
La,10.7,Ba,89.3,,,,,,,,,,,,,,,,,,,,n.a.,1023,0.50,0.10,5.0,1.0,2.77 ,,23.0,,,,65.0,14.9
La,13.6,Ba,86.4,,,,,,,,,,,,,,,,,,,,Impregnation,1073,0.14,0.06,2.3,1.0,0.04 ,99.9,36.6,51.0,,,50.0,18.3
La,100.0,,,,,,,,,,,,,,,,,,,,,,Therm.decomp.,1153,0.91,0.09,10.0,1.0,0.24 ,69.6,10.1,,,,65.3,6.6
La,4.5,Sr,4.6,Th,90.9,,,,,,,,,,,,,,,,,,Therm.decomp.,1153,0.91,0.09,10.0,1.0,0.24 ,99.4,15.1,,,,74.9,11.3
La,9.1,Th,90.9,,,,,,,,,,,,,,,,,,,,Therm.decomp.,1153,0.91,0.09,10.0,1.0,0.24 ,99.7,13.8,,,,68.3,9.4
La,100.0,,,,,,,,,,,,,,,,,,,,,,n.a.,998,0.18,0.02,8.8,1.0,2.38 ,91.0,9.4,53.0,,,46.6,4.4
La,9.1,Mg,90.9,,,,,,,,,,,,,,,,,,,,Impregnation,1073,0.80,0.20,4.0,1.0,0.06 ,,29.2,,,,60.3,17.6
La,24.4,Na,75.6,,,,,,,,,,,,,,,,,,,,n.a.,1023,0.40,0.08,5.0,1.0,0.65 ,92.0,26.0,22.0,32.0,40.0,72.0,18.7
La,100.0,,,,,,,,,,,,,,,,,,,,,,Therm.decomp.,1073,0.15,0.08,1.9,1.0,0.72 ,,37.6,,,,24.8,9.3
La,27.0,Ca,73.0,,,,,,,,,,,,,,,,,,,,Therm.decomp.,1013,0.93,0.07,13.3,1.0,0.02 ,95.0,11.8,,,,76.0,9.0
La,100.0,,,,,,,,,,,,,,,,,,,,,,Therm.decomp.,1048,0.50,0.09,5.5,1.0,0.38 ,99.0,25.1,,,,46.2,11.6
