Cation 1,Cation 1 mol%,Cation 2,Cation 2 mol%,Cation 3,Cation 3 mol%,Cation 4,Cation 4 mol%,Cation 5,Cation 5 mol%,Cation 6,Cation 6 mol%,Anion 1,Anion 1 mol%,Anion 2,Anion 2 mol%,Promotor,Support 1,Support 1 mol%,Support 2,Support 2 mol%,Support 3,Support 3 mol%,Preparation,"Temperature, K","p(CH4), bar","p(O2), bar",p(CH4)/p(O2),"p total, bar","Contact time, s","X(O2), %","X(CH4), %","S(COx), %","S(C2=), %","S(C2-), %","S(C2), %","Y(C2), %"
Sr,22.55 ,Sm,77.45 ,,,,,,,,,,,,,,,,,,,,Precipitation,973 ,0.42 ,0.08 ,5.0 ,1.0 ,0.25 ,,24.7 ,,,,56.2 ,14.1 
Sr,22.55 ,Sm,77.45 ,,,,,,,,,,,,,,,,,,,,Precipitation,998 ,0.42 ,0.08 ,5.0 ,1.0 ,0.25 ,,25.7 ,,,,58.4 ,15.1 
Sr,22.55 ,Sm,77.45 ,,,,,,,,,,,,,,,,,,,,Precipitation,1023 ,0.42 ,0.08 ,5.0 ,1.0 ,0.25 ,,26.0 ,,,,60.0 ,15.7 
Sr,22.55 ,Sm,77.45 ,,,,,,,,,,,,,,,,,,,,Precipitation,1048 ,0.42 ,0.08 ,5.0 ,1.0 ,0.25 ,,25.7 ,,,,59.3 ,15.4 
Sr,22.55 ,Sm,77.45 ,,,,,,,,,,,,,,,,,,,,Precipitation,1073 ,0.42 ,0.08 ,5.0 ,1.0 ,0.25 ,,23.9 ,,,,57.4 ,13.8 
Sr,22.55 ,Sm,77.45 ,,,,,,,,,,,,,,,,,,,,Precipitation,1098 ,0.42 ,0.08 ,5.0 ,1.0 ,0.25 ,,22.4 ,,,,54.0 ,12.2 
Sr,22.55 ,Sm,77.45 ,,,,,,,,,,,,,,,,,,,,Precipitation,1123 ,0.42 ,0.08 ,5.0 ,1.0 ,0.25 ,,20.2 ,,,,47.2 ,9.6 
Sr,0.34 ,La,3.43 ,,,,,,,,,,,,,,Al,96.23 ,,,,,Sol-gel,699 ,0.84 ,0.17 ,5.1 ,1.0 ,0.02 ,0.8 ,0.8 ,,1.2 ,1.0 ,2.2 ,0.0 
Sr,0.34 ,La,3.43 ,,,,,,,,,,,,,,Al,96.23 ,,,,,Sol-gel,745 ,0.84 ,0.17 ,5.1 ,1.0 ,0.02 ,1.7 ,0.5 ,,1.2 ,1.2 ,2.4 ,0.0 
Sr,0.34 ,La,3.43 ,,,,,,,,,,,,,,Al,96.23 ,,,,,Sol-gel,788 ,0.84 ,0.17 ,5.1 ,1.0 ,0.02 ,10.7 ,1.5 ,,1.0 ,1.7 ,2.7 ,0.0 
Sr,0.34 ,La,3.43 ,,,,,,,,,,,,,,Al,96.23 ,,,,,Sol-gel,833 ,0.84 ,0.17 ,5.1 ,1.0 ,0.02 ,59.2 ,9.8 ,,2.5 ,17.9 ,20.5 ,2.0 
Sr,0.34 ,La,3.43 ,,,,,,,,,,,,,,Al,96.23 ,,,,,Sol-gel,878 ,0.84 ,0.17 ,5.1 ,1.0 ,0.02 ,95.1 ,23.5 ,,18.1 ,33.0 ,51.1 ,12.0 
Sr,0.34 ,La,3.43 ,,,,,,,,,,,,,,Al,96.23 ,,,,,Sol-gel,921 ,0.84 ,0.17 ,5.1 ,1.0 ,0.02 ,99.5 ,26.4 ,,24.2 ,33.0 ,57.2 ,15.1 
Sr,0.34 ,La,3.43 ,,,,,,,,,,,,,,Al,96.23 ,,,,,Sol-gel,1009 ,0.84 ,0.17 ,5.1 ,1.0 ,0.02 ,100.0 ,26.7 ,,28.4 ,32.5 ,60.9 ,16.3 
Sr,55.56 ,Al,44.44 ,,,,,,,,,,,,,,,,,,,,Impregnation,1083 ,0.83 ,0.17 ,4.9 ,1.0 ,0.04 ,,10.0 ,,25.6 ,28.4 ,54.0 ,5.4 
Sr,55.56 ,Al,44.44 ,,,,,,,,,,,,,,,,,,,,Impregnation,1083 ,0.83 ,0.17 ,4.9 ,1.0 ,0.04 ,,18.0 ,,34.8 ,23.2 ,58.0 ,10.4 
Sr,55.56 ,Al,44.44 ,,,,,,,,,,,,,,,,,,,,Impregnation,1083 ,0.83 ,0.17 ,4.9 ,1.0 ,0.04 ,,29.0 ,,39.0 ,23.0 ,62.0 ,18.0 
Sr,33.00 ,Al,67.00 ,,,,,,,,,,,,,,,,,,,,Impregnation,1083 ,0.83 ,0.17 ,4.9 ,1.0 ,0.04 ,,25.0 ,,18.0 ,45.0 ,63.0 ,15.8 
Sr,20.00 ,Al,80.00 ,,,,,,,,,,,,,,,,,,,,Precipitation,1083 ,0.83 ,0.17 ,4.9 ,1.0 ,0.04 ,,20.0 ,,23.3 ,13.7 ,37.0 ,7.4 
Sr,24.81 ,Al,75.19 ,,,,,,,,,,,,,,,,,,,,Precipitation,1083 ,0.83 ,0.17 ,4.9 ,1.0 ,0.04 ,,21.0 ,,30.1 ,15.9 ,46.0 ,9.7 
Sr,33.33 ,Al,66.67 ,,,,,,,,,,,,,,,,,,,,Precipitation,1083 ,0.83 ,0.17 ,4.9 ,1.0 ,0.04 ,,23.0 ,,38.0 ,19.0 ,57.0 ,13.1 
Sr,42.86 ,Al,57.14 ,,,,,,,,,,,,,,,,,,,,Precipitation,1083 ,0.83 ,0.17 ,4.9 ,1.0 ,0.04 ,,26.0 ,,40.0 ,21.0 ,61.0 ,15.9 
Sr,46.24 ,Al,53.76 ,,,,,,,,,,,,,,,,,,,,Precipitation,1083 ,0.83 ,0.17 ,4.9 ,1.0 ,0.04 ,,26.0 ,,39.2 ,21.8 ,61.0 ,15.9 
Sr,50.00 ,Al,50.00 ,,,,,,,,,,,,,,,,,,,,Precipitation,1083 ,0.83 ,0.17 ,4.9 ,1.0 ,0.04 ,,27.0 ,,39.7 ,23.3 ,63.0 ,17.0 
Sr,55.56 ,Al,44.44 ,,,,,,,,,,,,,,,,,,,,Precipitation,1083 ,0.83 ,0.17 ,4.9 ,1.0 ,0.04 ,,28.0 ,,39.7 ,23.3 ,63.0 ,17.6 
Sr,60.00 ,Al,40.00 ,,,,,,,,,,,,,,,,,,,,Sol-gel,1083 ,0.83 ,0.17 ,4.9 ,1.0 ,0.04 ,,6.0 ,,24.0 ,40.0 ,64.0 ,3.8 
Sr,50.00 ,Al,50.00 ,,,,,,,,,,,,,,,,,,,,Sol-gel,1083 ,0.83 ,0.17 ,4.9 ,1.0 ,0.04 ,,6.0 ,,25.1 ,35.9 ,61.0 ,3.7 
Sr,33.33 ,Al,66.67 ,,,,,,,,,,,,,,,,,,,,Sol-gel,1083 ,0.83 ,0.17 ,4.9 ,1.0 ,0.04 ,,9.0 ,,29.5 ,24.5 ,54.0 ,4.9 
Sr,60.00 ,Al,40.00 ,,,,,,,,,,,,,,,,,,,,Sol-gel,1083 ,0.83 ,0.17 ,4.9 ,1.0 ,0.04 ,,27.0 ,,40.0 ,19.0 ,59.0 ,15.9 
Sr,60.00 ,Al,40.00 ,,,,,,,,,,,,,,,,,,,,Sol-gel,1083 ,0.83 ,0.17 ,4.9 ,1.0 ,0.04 ,,27.0 ,,40.2 ,13.8 ,54.0 ,14.6 
Sr,55.56 ,Al,44.44 ,,,,,,,,,,,,,,,,,,,,Sol-gel,1083 ,0.83 ,0.17 ,4.9 ,1.0 ,0.04 ,,22.0 ,,,,51.0 ,11.2 
Sr,50.00 ,Ti,50.00 ,,,,,,,,,,,,,,,,,,,,Impregnation,1123 ,0.10 ,0.05 ,2.0 ,1.0 ,0.02 ,,16.5 ,,15.1 ,31.7 ,46.8 ,7.7 
Sr,50.00 ,Ti,45.00 ,Pb,5.00 ,,,,,,,,,,,,,,,,,,Impregnation,1123 ,0.10 ,0.05 ,2.0 ,1.0 ,0.02 ,,15.8 ,,19.1 ,46.0 ,65.1 ,10.3 
Sr,50.00 ,Ti,45.00 ,Mg,5.00 ,,,,,,,,,,,,,,,,,,Impregnation,1123 ,0.10 ,0.05 ,2.0 ,1.0 ,0.02 ,,39.9 ,,22.8 ,27.3 ,50.1 ,20.0 
Sr,50.00 ,Ti,45.00 ,Ca,5.00 ,,,,,,,,,,,,,,,,,,Impregnation,1123 ,0.10 ,0.05 ,2.0 ,1.0 ,0.02 ,,12.3 ,,16.3 ,52.2 ,68.5 ,8.4 
Sr,50.00 ,Ti,45.00 ,Ba,5.00 ,,,,,,,,,,,,,,,,,,Impregnation,1123 ,0.10 ,0.05 ,2.0 ,1.0 ,0.02 ,,9.8 ,,15.3 ,51.9 ,67.2 ,6.6 
Sr,50.00 ,Ti,45.00 ,Al,5.00 ,,,,,,,,,,,,,,,,,,Impregnation,1123 ,0.10 ,0.05 ,2.0 ,1.0 ,0.02 ,,27.9 ,,24.3 ,38.8 ,63.1 ,17.6 
Sr,66.66 ,Ti,33.33 ,,,,,,,,,,,,,,,,,,,,Impregnation,1123 ,0.10 ,0.05 ,2.0 ,1.0 ,0.02 ,,20.3 ,,16.1 ,43.6 ,59.7 ,12.1 
Sr,66.66 ,Ti,30.00 ,Mg,3.33 ,,,,,,,,,,,,,,,,,,Impregnation,1123 ,0.10 ,0.05 ,2.0 ,1.0 ,0.02 ,,29.7 ,,28.4 ,36.9 ,65.3 ,19.4 
Sr,66.66 ,Ti,30.00 ,Al,3.33 ,,,,,,,,,,,,,,,,,,Impregnation,1123 ,0.10 ,0.05 ,2.0 ,1.0 ,0.02 ,,18.5 ,,19.5 ,50.7 ,70.2 ,13.0 
Sr,50.00 ,Ti,50.00 ,,,,,,,,,,,,,,,,,,,,Impregnation,1123 ,0.20 ,0.05 ,4.0 ,1.0 ,0.02 ,,15.0 ,,20.9 ,41.7 ,62.6 ,9.4 
Sr,50.00 ,Ti,45.00 ,Pb,5.00 ,,,,,,,,,,,,,,,,,,Impregnation,1123 ,0.20 ,0.05 ,4.0 ,1.0 ,0.02 ,,18.3 ,,21.7 ,50.0 ,71.7 ,13.1 
Sr,50.00 ,Ti,45.00 ,Mg,5.00 ,,,,,,,,,,,,,,,,,,Impregnation,1123 ,0.20 ,0.05 ,4.0 ,1.0 ,0.02 ,,24.2 ,,27.8 ,36.2 ,64.0 ,15.5 
Sr,50.00 ,Ti,45.00 ,Ca,5.00 ,,,,,,,,,,,,,,,,,,Impregnation,1123 ,0.20 ,0.05 ,4.0 ,1.0 ,0.02 ,,13.6 ,,21.4 ,55.7 ,77.1 ,10.5 
Sr,50.00 ,Ti,45.00 ,Ba,5.00 ,,,,,,,,,,,,,,,,,,Impregnation,1123 ,0.20 ,0.05 ,4.0 ,1.0 ,0.02 ,,12.3 ,,17.1 ,56.6 ,73.7 ,9.1 
Sr,50.00 ,Ti,45.00 ,Al,5.00 ,,,,,,,,,,,,,,,,,,Impregnation,1123 ,0.20 ,0.05 ,4.0 ,1.0 ,0.02 ,,20.3 ,,28.8 ,46.0 ,74.8 ,15.2 
Sr,66.66 ,Ti,33.33 ,,,,,,,,,,,,,,,,,,,,Impregnation,1123 ,0.20 ,0.05 ,4.0 ,1.0 ,0.02 ,,20.7 ,,27.5 ,41.2 ,68.7 ,14.2 
Sr,66.66 ,Ti,30.00 ,Mg,3.33 ,,,,,,,,,,,,,,,,,,Impregnation,1123 ,0.20 ,0.05 ,4.0 ,1.0 ,0.02 ,,23.9 ,,31.5 ,44.1 ,75.6 ,18.1 
Sr,66.66 ,Ti,30.00 ,Al,3.33 ,,,,,,,,,,,,,,,,,,Impregnation,1123 ,0.20 ,0.05 ,4.0 ,1.0 ,0.02 ,,17.4 ,,23.3 ,55.9 ,79.2 ,13.8 
Sr,50.00 ,Ti,50.00 ,,,,,,,,,,,,,,,,,,,,Impregnation,1173 ,0.10 ,0.05 ,2.0 ,1.0 ,0.02 ,,15.4 ,,14.5 ,36.2 ,50.7 ,7.8 
Sr,50.00 ,Ti,45.00 ,Pb,5.00 ,,,,,,,,,,,,,,,,,,Impregnation,1173 ,0.10 ,0.05 ,2.0 ,1.0 ,0.02 ,,22.0 ,,21.8 ,32.8 ,54.6 ,12.0 
Sr,50.00 ,Ti,45.00 ,Mg,5.00 ,,,,,,,,,,,,,,,,,,Impregnation,1173 ,0.10 ,0.05 ,2.0 ,1.0 ,0.02 ,,35.6 ,,20.3 ,24.4 ,44.7 ,15.9 
Sr,50.00 ,Ti,45.00 ,Ca,5.00 ,,,,,,,,,,,,,,,,,,Impregnation,1173 ,0.10 ,0.05 ,2.0 ,1.0 ,0.02 ,,15.6 ,,21.7 ,45.5 ,67.2 ,10.5 
Sr,50.00 ,Ti,45.00 ,Ba,5.00 ,,,,,,,,,,,,,,,,,,Impregnation,1173 ,0.10 ,0.05 ,2.0 ,1.0 ,0.02 ,,15.4 ,,19.7 ,51.1 ,70.8 ,10.9 
Sr,50.00 ,Ti,45.00 ,Al,5.00 ,,,,,,,,,,,,,,,,,,Impregnation,1173 ,0.10 ,0.05 ,2.0 ,1.0 ,0.02 ,,34.5 ,,25.3 ,25.3 ,50.5 ,17.4 
Sr,66.66 ,Ti,33.33 ,,,,,,,,,,,,,,,,,,,,Impregnation,1173 ,0.10 ,0.05 ,2.0 ,1.0 ,0.02 ,,32.6 ,,25.9 ,31.1 ,57.0 ,18.6 
Sr,66.66 ,Ti,30.00 ,Mg,3.33 ,,,,,,,,,,,,,,,,,,Impregnation,1173 ,0.10 ,0.05 ,2.0 ,1.0 ,0.02 ,,37.1 ,,29.1 ,29.1 ,58.2 ,21.6 
Sr,66.66 ,Ti,30.00 ,Al,3.33 ,,,,,,,,,,,,,,,,,,Impregnation,1173 ,0.10 ,0.05 ,2.0 ,1.0 ,0.02 ,,26.7 ,,30.2 ,39.2 ,69.4 ,18.5 
Sr,50.00 ,Ti,50.00 ,,,,,,,,,,,,,,,,,,,,Impregnation,1173 ,0.20 ,0.05 ,4.0 ,1.0 ,0.02 ,,19.4 ,,23.5 ,42.4 ,65.9 ,12.8 
Sr,50.00 ,Ti,45.00 ,Pb,5.00 ,,,,,,,,,,,,,,,,,,Impregnation,1173 ,0.20 ,0.05 ,4.0 ,1.0 ,0.02 ,,21.4 ,,24.8 ,39.7 ,64.5 ,13.8 
Sr,50.00 ,Ti,45.00 ,Mg,5.00 ,,,,,,,,,,,,,,,,,,Impregnation,1173 ,0.20 ,0.05 ,4.0 ,1.0 ,0.02 ,,22.1 ,,24.2 ,31.5 ,55.7 ,12.3 
Sr,50.00 ,Ti,45.00 ,Ca,5.00 ,,,,,,,,,,,,,,,,,,Impregnation,1173 ,0.20 ,0.05 ,4.0 ,1.0 ,0.02 ,,14.6 ,,21.6 ,51.9 ,73.5 ,10.7 
Sr,50.00 ,Ti,45.00 ,Ba,5.00 ,,,,,,,,,,,,,,,,,,Impregnation,1173 ,0.20 ,0.05 ,4.0 ,1.0 ,0.02 ,,17.0 ,,28.0 ,50.4 ,78.4 ,13.3 
Sr,50.00 ,Ti,45.00 ,Al,5.00 ,,,,,,,,,,,,,,,,,,Impregnation,1173 ,0.20 ,0.05 ,4.0 ,1.0 ,0.02 ,,24.3 ,,30.5 ,36.7 ,67.2 ,16.3 
Sr,66.66 ,Ti,33.33 ,,,,,,,,,,,,,,,,,,,,Impregnation,1173 ,0.20 ,0.05 ,4.0 ,1.0 ,0.02 ,,25.3 ,,29.8 ,38.7 ,68.5 ,17.3 
Sr,66.66 ,Ti,30.00 ,Mg,3.33 ,,,,,,,,,,,,,,,,,,Impregnation,1173 ,0.20 ,0.05 ,4.0 ,1.0 ,0.02 ,,28.2 ,,33.9 ,37.3 ,71.2 ,20.1 
Sr,66.66 ,Ti,30.00 ,Al,3.33 ,,,,,,,,,,,,,,,,,,Impregnation,1173 ,0.20 ,0.05 ,4.0 ,1.0 ,0.02 ,,24.3 ,,34.0 ,40.8 ,74.8 ,18.2 
Sr,100.00 ,,,,,,,,,,,,,,,,,,,,,,n.a.,1023 ,0.40 ,0.10 ,4.0 ,1.0 ,0.01 ,16.0 ,3.0 ,67.0 ,,,33.0 ,1.0 
Sr,1.84 ,,,,,,,,,,,,,,,,La,98.16 ,,,,,n.a.,1023 ,0.16 ,0.04 ,4.0 ,1.9 ,0.00 ,,13.4 ,2.5 ,0.0 ,20.9 ,20.9 ,2.8 
Sr,1.84 ,,,,,,,,,,,,,,,,La,98.16 ,,,,,n.a.,1023 ,0.16 ,0.04 ,4.0 ,1.9 ,0.00 ,,19.4 ,3.9 ,0.0 ,20.3 ,20.3 ,3.9 
Sr,1.84 ,,,,,,,,,,,,,,,,La,98.16 ,,,,,n.a.,1023 ,0.16 ,0.04 ,4.0 ,1.9 ,0.00 ,,26.9 ,5.3 ,0.0 ,19.7 ,19.7 ,5.3 
Sr,1.84 ,,,,,,,,,,,,,,,,La,98.16 ,,,,,n.a.,1023 ,0.16 ,0.04 ,4.0 ,1.9 ,0.00 ,,33.0 ,6.7 ,1.2 ,20.1 ,21.3 ,7.0 
Sr,1.84 ,,,,,,,,,,,,,,,,La,98.16 ,,,,,n.a.,1048 ,0.16 ,0.04 ,4.0 ,1.9 ,0.00 ,,18.1 ,3.8 ,0.2 ,19.9 ,20.2 ,3.7 
Sr,1.84 ,,,,,,,,,,,,,,,,La,98.16 ,,,,,n.a.,1048 ,0.16 ,0.04 ,4.0 ,1.9 ,0.00 ,,23.9 ,5.3 ,2.7 ,20.4 ,23.0 ,5.5 
Sr,1.84 ,,,,,,,,,,,,,,,,La,98.16 ,,,,,n.a.,1048 ,0.16 ,0.04 ,4.0 ,1.9 ,0.00 ,,34.1 ,7.1 ,2.6 ,22.0 ,24.6 ,8.4 
Sr,1.84 ,,,,,,,,,,,,,,,,La,98.16 ,,,,,n.a.,1048 ,0.16 ,0.04 ,4.0 ,1.9 ,0.00 ,,43.1 ,8.5 ,2.9 ,22.9 ,25.7 ,11.1 
Sr,1.84 ,,,,,,,,,,,,,,,,La,98.16 ,,,,,n.a.,1048 ,0.16 ,0.04 ,4.0 ,1.9 ,0.00 ,,65.6 ,13.6 ,5.1 ,23.3 ,28.3 ,18.6 
Sr,1.84 ,,,,,,,,,,,,,,,,La,98.16 ,,,,,n.a.,1073 ,0.16 ,0.04 ,4.0 ,1.9 ,0.00 ,,23.5 ,5.3 ,2.4 ,22.2 ,24.6 ,5.8 
Sr,1.84 ,,,,,,,,,,,,,,,,La,98.16 ,,,,,n.a.,1073 ,0.16 ,0.04 ,4.0 ,1.9 ,0.00 ,,29.4 ,6.8 ,4.9 ,23.3 ,28.2 ,8.3 
Sr,1.84 ,,,,,,,,,,,,,,,,La,98.16 ,,,,,n.a.,1073 ,0.16 ,0.04 ,4.0 ,1.9 ,0.00 ,,44.7 ,9.6 ,4.9 ,23.8 ,28.7 ,12.8 
Sr,1.84 ,,,,,,,,,,,,,,,,La,98.16 ,,,,,n.a.,1073 ,0.16 ,0.04 ,4.0 ,1.9 ,0.00 ,,52.9 ,10.8 ,5.4 ,24.5 ,29.9 ,15.8 
Sr,1.84 ,,,,,,,,,,,,,,,,La,98.16 ,,,,,n.a.,1073 ,0.16 ,0.04 ,4.0 ,1.9 ,0.00 ,,76.8 ,15.9 ,7.4 ,24.3 ,31.8 ,24.4 
Sr,1.84 ,,,,,,,,,,,,,,,,La,98.16 ,,,,,n.a.,1098 ,0.16 ,0.04 ,4.0 ,1.9 ,0.00 ,,31.8 ,7.5 ,5.4 ,25.0 ,30.4 ,9.7 
Sr,1.84 ,,,,,,,,,,,,,,,,La,98.16 ,,,,,n.a.,1098 ,0.16 ,0.04 ,4.0 ,1.9 ,0.00 ,,57.7 ,12.2 ,8.2 ,25.5 ,33.7 ,19.5 
Sr,1.84 ,,,,,,,,,,,,,,,,La,98.16 ,,,,,n.a.,1098 ,0.16 ,0.04 ,4.0 ,1.9 ,0.00 ,,64.2 ,14.0 ,8.4 ,26.0 ,34.4 ,22.1 
Sr,1.84 ,,,,,,,,,,,,,,,,La,98.16 ,,,,,n.a.,1098 ,0.16 ,0.04 ,4.0 ,1.9 ,0.00 ,,88.0 ,18.7 ,11.2 ,25.5 ,36.7 ,32.3 
Sr,1.84 ,,,,,,,,,,,,,,,,La,98.16 ,,,,,n.a.,1123 ,0.16 ,0.04 ,4.0 ,1.9 ,0.00 ,,66.8 ,14.7 ,11.2 ,25.0 ,36.2 ,24.1 
Sr,1.84 ,,,,,,,,,,,,,,,,La,98.16 ,,,,,n.a.,1123 ,0.16 ,0.04 ,4.0 ,1.9 ,0.00 ,,73.8 ,16.0 ,11.6 ,26.2 ,37.8 ,27.9 
Sr,1.84 ,,,,,,,,,,,,,,,,La,98.16 ,,,,,n.a.,1123 ,0.16 ,0.04 ,4.0 ,1.9 ,0.00 ,,93.8 ,20.6 ,14.6 ,25.4 ,40.1 ,37.6 
Sr,1.48 ,,,,,,,,,,,,,,,,La,98.52 ,,,,,Impregnation,673 ,0.75 ,0.25 ,3.0 ,1.0 ,0.04 ,,0.0 ,,,,0.0 ,0.0 
Sr,1.48 ,,,,,,,,,,,,,,,,La,98.52 ,,,,,Impregnation,723 ,0.75 ,0.25 ,3.0 ,1.0 ,0.04 ,,0.0 ,,,,0.0 ,0.0 
Sr,1.48 ,,,,,,,,,,,,,,,,La,98.52 ,,,,,Impregnation,748 ,0.75 ,0.25 ,3.0 ,1.0 ,0.04 ,,0.0 ,,,,0.0 ,0.0 
Sr,1.48 ,,,,,,,,,,,,,,,,La,98.52 ,,,,,Impregnation,773 ,0.75 ,0.25 ,3.0 ,1.0 ,0.04 ,,34.8 ,,,,46.1 ,16.0 
Sr,1.48 ,,,,,,,,,,,,,,,,La,98.52 ,,,,,Impregnation,823 ,0.75 ,0.25 ,3.0 ,1.0 ,0.04 ,,35.1 ,,,,48.6 ,17.1 
Sr,1.48 ,,,,,,,,,,,,,,,,La,98.52 ,,,,,Impregnation,873 ,0.75 ,0.25 ,3.0 ,1.0 ,0.04 ,,35.3 ,,,,48.0 ,17.0 
Sr,1.48 ,,,,,,,,,,,,,,,,La,98.52 ,,,,,Impregnation,923 ,0.75 ,0.25 ,3.0 ,1.0 ,0.04 ,,35.2 ,,,,48.5 ,17.1 
Sr,1.48 ,,,,,,,,,,,,,,,,La,98.52 ,,,,,Impregnation,973 ,0.75 ,0.25 ,3.0 ,1.0 ,0.04 ,,35.0 ,,,,47.4 ,16.6 
Sr,1.48 ,,,,,,,,,,,,,,,,La,98.52 ,,,,,Impregnation,1023 ,0.75 ,0.25 ,3.0 ,1.0 ,0.04 ,,34.9 ,,,,45.0 ,15.7 
Sr,1.48 ,,,,,,,,,,,,,,,,La,98.52 ,,,,,Impregnation,1073 ,0.75 ,0.25 ,3.0 ,1.0 ,0.04 ,,34.5 ,,,,42.9 ,14.8 
Sr,6.14 ,,,,,,,,,,,,,,,,La,93.86 ,,,,,Impregnation,673 ,0.75 ,0.25 ,3.0 ,1.0 ,0.04 ,,0.0 ,,,,0.0 ,0.0 
Sr,6.14 ,,,,,,,,,,,,,,,,La,93.86 ,,,,,Impregnation,723 ,0.75 ,0.25 ,3.0 ,1.0 ,0.04 ,,0.0 ,,,,0.0 ,0.0 
Sr,6.14 ,,,,,,,,,,,,,,,,La,93.86 ,,,,,Impregnation,748 ,0.75 ,0.25 ,3.0 ,1.0 ,0.04 ,,0.0 ,,,,0.0 ,0.0 
Sr,6.14 ,,,,,,,,,,,,,,,,La,93.86 ,,,,,Impregnation,773 ,0.75 ,0.25 ,3.0 ,1.0 ,0.04 ,,34.0 ,,,,49.6 ,16.8 
Sr,6.14 ,,,,,,,,,,,,,,,,La,93.86 ,,,,,Impregnation,823 ,0.75 ,0.25 ,3.0 ,1.0 ,0.04 ,,34.5 ,,,,50.7 ,17.5 
Sr,6.14 ,,,,,,,,,,,,,,,,La,93.86 ,,,,,Impregnation,873 ,0.75 ,0.25 ,3.0 ,1.0 ,0.04 ,,34.9 ,,,,52.7 ,18.4 
Sr,6.14 ,,,,,,,,,,,,,,,,La,93.86 ,,,,,Impregnation,923 ,0.75 ,0.25 ,3.0 ,1.0 ,0.04 ,,34.9 ,,,,54.8 ,19.1 
Sr,6.14 ,,,,,,,,,,,,,,,,La,93.86 ,,,,,Impregnation,973 ,0.75 ,0.25 ,3.0 ,1.0 ,0.04 ,,35.0 ,,,,52.9 ,18.5 
Sr,6.14 ,,,,,,,,,,,,,,,,La,93.86 ,,,,,Impregnation,1023 ,0.75 ,0.25 ,3.0 ,1.0 ,0.04 ,,34.5 ,,,,53.4 ,18.4 
Sr,6.14 ,,,,,,,,,,,,,,,,La,93.86 ,,,,,Impregnation,1073 ,0.75 ,0.25 ,3.0 ,1.0 ,0.04 ,,34.5 ,,,,51.4 ,17.7 
Sr,10.61 ,,,,,,,,,,,,,,,,La,89.39 ,,,,,Impregnation,673 ,0.75 ,0.25 ,3.0 ,1.0 ,0.04 ,,0.0 ,,,,0.0 ,0.0 
Sr,10.61 ,,,,,,,,,,,,,,,,La,89.39 ,,,,,Impregnation,723 ,0.75 ,0.25 ,3.0 ,1.0 ,0.04 ,,0.0 ,,,,0.0 ,0.0 
Sr,10.61 ,,,,,,,,,,,,,,,,La,89.39 ,,,,,Impregnation,748 ,0.75 ,0.25 ,3.0 ,1.0 ,0.04 ,,0.0 ,,,,0.0 ,0.0 
Sr,10.61 ,,,,,,,,,,,,,,,,La,89.39 ,,,,,Impregnation,773 ,0.75 ,0.25 ,3.0 ,1.0 ,0.04 ,,34.2 ,,,,48.0 ,16.5 
Sr,10.61 ,,,,,,,,,,,,,,,,La,89.39 ,,,,,Impregnation,823 ,0.75 ,0.25 ,3.0 ,1.0 ,0.04 ,,35.9 ,,,,50.5 ,18.1 
Sr,10.61 ,,,,,,,,,,,,,,,,La,89.39 ,,,,,Impregnation,873 ,0.75 ,0.25 ,3.0 ,1.0 ,0.04 ,,36.2 ,,,,52.9 ,19.2 
Sr,10.61 ,,,,,,,,,,,,,,,,La,89.39 ,,,,,Impregnation,923 ,0.75 ,0.25 ,3.0 ,1.0 ,0.04 ,,35.8 ,,,,54.0 ,19.3 
Sr,10.61 ,,,,,,,,,,,,,,,,La,89.39 ,,,,,Impregnation,973 ,0.75 ,0.25 ,3.0 ,1.0 ,0.04 ,,36.1 ,,,,54.4 ,19.6 
Sr,10.61 ,,,,,,,,,,,,,,,,La,89.39 ,,,,,Impregnation,1023 ,0.75 ,0.25 ,3.0 ,1.0 ,0.04 ,,36.5 ,,,,53.2 ,19.4 
Sr,10.61 ,,,,,,,,,,,,,,,,La,89.39 ,,,,,Impregnation,1073 ,0.75 ,0.25 ,3.0 ,1.0 ,0.04 ,,37.0 ,,,,52.5 ,19.4 
Sr,14.89 ,,,,,,,,,,,,,,,,La,85.11 ,,,,,Impregnation,673 ,0.75 ,0.25 ,3.0 ,1.0 ,0.04 ,,0.0 ,,,,0.0 ,0.0 
Sr,14.89 ,,,,,,,,,,,,,,,,La,85.11 ,,,,,Impregnation,723 ,0.75 ,0.25 ,3.0 ,1.0 ,0.04 ,,0.0 ,,,,0.0 ,0.0 
Sr,14.89 ,,,,,,,,,,,,,,,,La,85.11 ,,,,,Impregnation,748 ,0.75 ,0.25 ,3.0 ,1.0 ,0.04 ,,0.0 ,,,,0.0 ,0.0 
Sr,14.89 ,,,,,,,,,,,,,,,,La,85.11 ,,,,,Impregnation,773 ,0.75 ,0.25 ,3.0 ,1.0 ,0.04 ,,34.9 ,,,,48.5 ,17.0 
Sr,14.89 ,,,,,,,,,,,,,,,,La,85.11 ,,,,,Impregnation,823 ,0.75 ,0.25 ,3.0 ,1.0 ,0.04 ,,36.5 ,,,,52.0 ,19.0 
Sr,14.89 ,,,,,,,,,,,,,,,,La,85.11 ,,,,,Impregnation,873 ,0.75 ,0.25 ,3.0 ,1.0 ,0.04 ,,37.1 ,,,,52.6 ,19.5 
