Promotor,Preparation,"Temperature, K",p(CH4)/p(O2),"p total, bar","Contact time, s","X(O2), %","X(CH4), %","S(COx), %","S(C2=), %","S(C2-), %","S(C2), %","Y(C2), %",Na_C_mol%,Mg_C_mol%,Ca_C_mol%,Mn_C_mol%,La_C_mol%,Ba_C_mol%,Zr_C_mol%,W_C_mol%,Ti_C_mol%,Ce_C_mol%,S_A_mol%,P_A_mol%,Cl_A_mol%,Si_S_mol%,C_S_mol%,Mg_S_mol%,Ti_S_mol%
0,1,1123,9.9,1.0,0.4,75.0,9.0,0.0,0.0,0.0,90.0,8.1,6.9,0.0,90.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
0,1,1123,9.9,1.0,0.4,65.0,8.5,0.0,0.0,0.0,83.0,7.1,6.6,0.0,77.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,0.0,0.0,0.0,0.0
0,1,973,4.0,1.0,1.33,100.0,40.0,0.0,48.0,0.0,63.0,25.2,8.9,0.0,0.0,3.5,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,83.1,0.0,0.0,0.0
0,1,1023,4.0,1.0,0.7,0.0,24.7,0.0,0.0,0.0,61.6,15.2,9.1,0.0,90.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1023,4.0,1.0,0.7,0.0,17.9,0.0,0.0,0.0,62.6,11.2,28.6,0.0,71.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1043,5.0,1.0,0.04,0.0,22.0,0.0,0.0,0.0,13.7,3.0,12.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1023,5.0,1.0,0.06,0.0,11.5,0.0,6.4,14.4,20.8,2.4,10.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1023,5.0,1.0,0.06,0.0,17.4,0.0,21.0,36.5,57.5,10.0,1.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,923,5.0,1.0,0.06,62.0,10.1,0.0,8.9,23.5,32.4,3.3,1.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,923,5.0,1.0,0.06,34.4,8.1,0.0,10.1,34.4,44.5,3.6,3.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,923,5.0,1.0,0.06,30.2,9.5,0.0,13.3,44.6,57.9,5.5,5.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,923,5.0,1.0,0.06,21.4,4.8,0.0,9.4,43.8,53.2,2.6,10.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,923,5.0,1.0,0.06,9.3,3.0,0.0,7.3,46.6,53.9,1.6,20.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1048,4.8,1.0,1.5,0.0,1.8,0.0,0.0,0.0,47.7,0.9,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1069,0.3,1.0,0.15,0.0,21.5,0.0,0.0,0.0,58.1,12.5,44.18,0.0,0.0,1.93,0.0,0.0,31.8,1.09,0.0,0.0,7.22,13.79,0.0,0.0,0.0,0.0,0.0
0,1,1069,0.3,1.0,0.15,0.0,21.6,0.0,0.0,0.0,63.2,13.7,48.55,0.0,0.0,3.0,0.0,0.0,32.94,2.25,0.0,0.0,3.74,9.52,0.0,0.0,0.0,0.0,0.0
0,1,1069,0.3,1.0,0.15,0.0,13.1,0.0,0.0,0.0,59.5,7.8,60.37,0.0,0.0,0.0,0.0,0.0,32.49,2.22,0.0,0.0,4.92,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1069,0.3,1.0,0.19,0.0,15.9,0.0,0.0,0.0,53.0,8.4,86.89,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,4.67,5.95,0.0,0.0,0.0,0.0,0.0
0,1,1069,0.3,1.0,0.17,0.0,21.7,0.0,0.0,0.0,36.4,7.9,81.28,0.0,0.0,3.84,0.0,0.0,7.91,1.08,0.0,0.0,3.59,2.29,0.0,0.0,0.0,0.0,0.0
0,1,1069,0.3,1.0,0.15,0.0,24.0,0.0,0.0,0.0,61.9,14.9,39.42,0.0,0.0,4.42,0.0,0.0,36.45,1.66,0.0,0.0,11.03,7.02,0.0,0.0,0.0,0.0,0.0
0,1,1069,0.3,1.0,0.19,0.0,22.6,0.0,0.0,0.0,32.9,7.4,78.64,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,15.32,4.88,0.0,0.0,0.0,0.0,0.0
0,1,1069,0.3,1.0,0.17,0.0,17.0,0.0,0.0,0.0,49.7,8.4,71.74,0.0,0.0,2.08,0.0,0.0,8.59,2.35,0.0,0.0,7.8,7.45,0.0,0.0,0.0,0.0,0.0
0,1,1069,0.3,1.0,0.17,0.0,16.3,0.0,0.0,0.0,47.5,7.8,69.67,0.0,0.0,3.1,0.0,0.0,12.76,1.31,0.0,0.0,5.79,7.37,0.0,0.0,0.0,0.0,0.0
0,1,1069,0.3,1.0,0.16,0.0,16.1,0.0,0.0,0.0,51.8,8.4,67.25,0.0,0.0,0.79,0.0,0.0,26.05,0.0,0.0,0.0,5.91,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1069,0.3,1.0,0.18,0.0,14.3,0.0,0.0,0.0,57.1,8.2,58.87,0.0,0.0,0.0,0.0,0.0,11.69,0.0,0.0,0.0,15.92,13.52,0.0,0.0,0.0,0.0,0.0
0,1,1069,0.3,1.0,0.16,0.0,12.9,0.0,0.0,0.0,60.5,7.8,57.8,0.0,0.0,2.74,0.0,0.0,22.56,1.54,0.0,0.0,15.36,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1069,0.3,1.0,0.16,0.0,14.6,0.0,0.0,0.0,57.6,8.4,56.02,0.0,0.0,3.29,0.0,0.0,27.09,0.46,0.0,0.0,9.22,3.91,0.0,0.0,0.0,0.0,0.0
0,1,1069,0.3,1.0,0.17,0.0,14.8,0.0,0.0,0.0,53.1,7.9,66.97,0.0,0.0,0.79,0.0,0.0,19.64,1.79,0.0,0.0,8.91,1.89,0.0,0.0,0.0,0.0,0.0
0,1,1069,0.3,1.0,0.18,0.0,15.4,0.0,0.0,0.0,53.0,8.1,82.71,0.0,0.0,2.25,0.0,0.0,0.0,1.27,0.0,0.0,8.42,5.36,0.0,0.0,0.0,0.0,0.0
0,1,1069,0.3,1.0,0.15,0.0,20.3,0.0,0.0,0.0,64.0,13.0,41.35,0.0,0.0,2.17,0.0,0.0,35.81,1.84,0.0,0.0,16.25,2.59,0.0,0.0,0.0,0.0,0.0
0,1,1069,0.3,1.0,0.17,0.0,11.8,0.0,0.0,0.0,71.0,8.4,54.85,0.0,0.0,3.55,0.0,0.0,21.96,0.0,0.0,0.0,13.29,6.35,0.0,0.0,0.0,0.0,0.0
0,1,1069,0.3,1.0,0.19,0.0,12.4,0.0,0.0,0.0,62.5,7.8,76.43,0.0,0.0,0.89,0.0,0.0,0.0,1.0,0.0,0.0,13.25,8.44,0.0,0.0,0.0,0.0,0.0
0,1,1069,0.3,1.0,0.18,0.0,16.3,0.0,0.0,0.0,45.7,7.5,75.76,0.0,0.0,2.72,0.0,0.0,7.46,0.51,0.0,0.0,13.55,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1069,0.3,1.0,0.18,0.0,10.8,0.0,0.0,0.0,69.2,7.5,74.79,0.0,0.0,0.0,0.0,0.0,10.8,1.48,0.0,0.0,9.81,3.12,0.0,0.0,0.0,0.0,0.0
0,1,1069,0.3,1.0,0.18,0.0,16.5,0.0,0.0,0.0,65.9,10.9,62.68,0.0,0.0,5.98,0.0,0.0,0.0,3.37,0.0,0.0,27.97,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1069,0.3,1.0,0.18,0.0,12.5,0.0,0.0,0.0,64.2,8.0,66.36,0.0,0.0,0.98,0.0,0.0,8.06,1.65,0.0,0.0,18.29,4.66,0.0,0.0,0.0,0.0,0.0
0,1,1069,0.3,1.0,0.18,0.0,14.1,0.0,0.0,0.0,58.6,8.2,65.57,0.0,0.0,2.55,0.0,0.0,13.99,0.0,0.0,0.0,15.87,2.02,0.0,0.0,0.0,0.0,0.0
0,1,1069,0.3,1.0,0.17,0.0,8.8,0.0,0.0,0.0,81.8,7.2,64.0,0.0,0.0,0.0,0.0,0.0,19.8,0.68,0.0,0.0,11.23,4.29,0.0,0.0,0.0,0.0,0.0
0,1,1069,0.3,1.0,0.18,0.0,12.8,0.0,0.0,0.0,60.9,7.8,69.7,0.0,0.0,1.09,0.0,0.0,13.49,0.31,0.0,0.0,10.21,5.2,0.0,0.0,0.0,0.0,0.0
0,1,1069,0.3,1.0,0.14,0.0,25.7,0.0,0.0,0.0,72.1,18.5,35.81,0.0,0.0,9.07,0.0,0.0,37.22,2.84,0.0,0.0,3.3,11.76,0.0,0.0,0.0,0.0,0.0
0,1,1069,0.3,1.0,0.15,0.0,22.1,0.0,0.0,0.0,77.6,17.2,52.0,0.0,0.0,6.57,0.0,0.0,20.22,6.79,0.0,0.0,10.76,3.65,0.0,0.0,0.0,0.0,0.0
0,1,1069,0.3,1.0,0.18,0.0,15.4,0.0,0.0,0.0,77.7,12.0,69.71,0.0,0.0,2.37,0.0,0.0,0.0,1.78,0.0,0.0,12.95,13.19,0.0,0.0,0.0,0.0,0.0
0,1,1069,0.3,1.0,0.15,0.0,23.9,0.0,0.0,0.0,78.8,18.8,49.2,0.0,0.0,3.07,0.0,0.0,33.71,0.56,0.0,0.0,3.71,9.75,0.0,0.0,0.0,0.0,0.0
0,1,1069,0.3,1.0,0.18,0.0,12.0,0.0,0.0,0.0,68.1,8.2,86.3,0.0,0.0,2.38,0.0,0.0,0.0,1.8,0.0,0.0,3.81,5.71,0.0,0.0,0.0,0.0,0.0
0,1,1069,0.3,1.0,0.18,0.0,15.4,0.0,0.0,0.0,77.7,12.0,69.71,0.0,0.0,2.37,0.0,0.0,0.0,1.78,0.0,0.0,12.95,13.19,0.0,0.0,0.0,0.0,0.0
0,1,1069,0.3,1.0,0.18,0.0,18.6,0.0,0.0,0.0,67.3,12.5,75.64,0.0,0.0,0.83,0.0,0.0,5.75,1.41,0.0,0.0,13.6,2.77,0.0,0.0,0.0,0.0,0.0
0,1,1069,0.3,1.0,0.15,0.0,13.3,0.0,0.0,0.0,56.0,7.4,49.2,0.0,0.0,3.07,0.0,0.0,33.71,0.56,0.0,0.0,3.71,9.75,0.0,0.0,0.0,0.0,0.0
0,1,1080,0.3,1.0,0.15,0.0,16.9,0.0,0.0,0.0,74.1,12.6,39.42,0.0,0.0,4.42,0.0,0.0,36.45,1.66,0.0,0.0,11.03,7.02,0.0,0.0,0.0,0.0,0.0
0,1,1095,0.3,1.0,0.15,0.0,22.3,0.0,0.0,0.0,61.0,13.6,39.42,0.0,0.0,4.42,0.0,0.0,36.45,1.66,0.0,0.0,11.03,7.02,0.0,0.0,0.0,0.0,0.0
0,1,1105,0.3,1.0,0.15,0.0,25.2,0.0,0.0,0.0,57.6,14.6,39.42,0.0,0.0,4.42,0.0,0.0,36.45,1.66,0.0,0.0,11.03,7.02,0.0,0.0,0.0,0.0,0.0
0,1,1115,0.3,1.0,0.15,0.0,23.1,0.0,0.0,0.0,54.2,12.5,39.42,0.0,0.0,4.42,0.0,0.0,36.45,1.66,0.0,0.0,11.03,7.02,0.0,0.0,0.0,0.0,0.0
0,1,1130,0.3,1.0,0.15,0.0,21.3,0.0,0.0,0.0,50.8,10.8,39.42,0.0,0.0,4.42,0.0,0.0,36.45,1.66,0.0,0.0,11.03,7.02,0.0,0.0,0.0,0.0,0.0
0,1,1073,5.0,1.0,0.13,0.0,21.0,0.0,44.1,33.9,78.0,16.4,2.09,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,96.87,0.0,0.0,0.0
0,1,1073,4.8,1.0,0.13,0.0,20.0,0.0,47.7,26.3,74.0,14.8,2.09,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,96.87,0.0,0.0,0.0
0,1,1073,5.0,1.0,0.13,0.0,33.0,0.0,51.3,19.7,71.0,23.4,2.15,0.0,0.0,1.08,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,95.7,0.0,0.0,0.0
0,1,1073,4.8,1.0,0.13,0.0,30.0,0.0,49.4,17.6,67.0,20.1,2.15,0.0,0.0,1.08,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,95.7,0.0,0.0,0.0
0,1,1073,5.0,1.0,0.13,0.0,31.0,0.0,50.1,20.9,71.0,22.0,2.13,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,1.81,0.0,0.0,0.0,94.99,0.0,0.0,0.0
0,1,1073,4.8,1.0,0.13,0.0,27.0,0.0,51.6,22.4,74.0,20.0,2.13,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,1.81,0.0,0.0,0.0,94.99,0.0,0.0,0.0
0,1,973,5.0,1.0,0.13,0.0,4.7,0.0,0.0,0.0,20.3,1.0,4.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,94.79,0.0
0,1,1023,5.0,1.0,0.13,0.0,8.2,0.0,0.0,0.0,42.5,3.5,4.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,94.79,0.0
0,1,1073,5.0,1.0,0.13,0.0,16.1,0.0,0.0,0.0,48.1,7.7,4.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,94.79,0.0
0,1,973,5.0,1.0,0.13,0.0,1.1,0.0,0.0,0.0,32.0,0.4,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.24,0.0
0,1,1023,5.0,1.0,0.13,0.0,3.5,0.0,0.0,0.0,40.2,1.4,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.24,0.0
0,1,1073,5.0,1.0,0.13,0.0,10.4,0.0,0.0,0.0,44.2,4.6,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.24,0.0
0,1,1023,3.0,1.0,0.23,0.0,31.0,69.3,30.7,20.9,51.6,16.0,13.72,0.0,0.0,1.51,0.0,0.0,2.31,0.73,0.0,0.0,3.45,0.71,0.0,77.57,0.0,0.0,0.0
0,1,1023,3.0,1.0,0.23,0.0,46.3,56.2,43.8,7.2,51.1,23.6,13.72,0.0,0.0,1.51,0.0,0.0,2.31,0.73,0.0,0.0,3.45,0.71,0.0,77.57,0.0,0.0,0.0
0,1,1023,3.0,1.0,0.23,0.0,44.7,51.9,48.1,8.2,56.3,25.2,13.72,0.0,0.0,1.51,0.0,0.0,2.31,0.73,0.0,0.0,3.45,0.71,0.0,77.57,0.0,0.0,0.0
0,1,1023,3.0,1.0,0.23,0.0,44.4,52.5,47.5,8.4,56.0,24.8,13.72,0.0,0.0,1.51,0.0,0.0,2.31,0.73,0.0,0.0,3.45,0.71,0.0,77.57,0.0,0.0,0.0
0,1,1023,3.0,1.0,0.23,0.0,29.5,65.1,34.9,15.8,50.7,14.9,13.72,0.0,0.0,1.51,0.0,0.0,2.31,0.73,0.0,0.0,3.45,0.71,0.0,77.57,0.0,0.0,0.0
0,1,1023,3.0,1.0,0.23,0.0,44.0,54.7,45.3,7.2,52.5,23.1,13.72,0.0,0.0,1.51,0.0,0.0,2.31,0.73,0.0,0.0,3.45,0.71,0.0,77.57,0.0,0.0,0.0
0,1,1023,3.0,1.0,0.23,0.0,13.6,79.1,20.9,25.6,46.5,6.3,13.72,0.0,0.0,1.51,0.0,0.0,2.31,0.73,0.0,0.0,3.45,0.71,0.0,77.57,0.0,0.0,0.0
0,1,1073,2.5,1.0,0.05,100.0,31.2,43.1,17.3,15.0,32.3,10.1,2.08,0.0,0.0,2.23,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,94.65,0.0,0.0,0.0
0,1,1073,2.5,1.0,0.05,100.0,30.7,43.8,43.4,14.7,58.1,17.8,2.08,0.0,0.0,2.23,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,94.65,0.0,0.0,0.0
0,1,1073,3.0,1.0,1.95,0.0,27.8,35.0,42.1,22.9,65.0,18.1,2.08,0.0,0.0,2.23,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,94.65,0.0,0.0,0.0
0,1,1073,3.0,1.0,1.95,0.0,33.8,40.7,40.7,18.6,59.3,20.0,2.08,0.0,0.0,2.23,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,94.65,0.0,0.0,0.0
0,1,1023,4.0,1.0,0.06,27.0,8.0,24.0,0.0,0.0,76.0,6.1,2.08,0.0,0.0,2.23,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,94.65,0.0,0.0,0.0
0,1,948,6.0,0.4,0.23,21.0,3.4,44.3,0.0,0.0,55.7,1.9,3.62,0.0,0.0,1.62,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0
0,1,973,6.0,0.4,0.23,97.7,22.1,24.6,0.0,0.0,75.4,16.7,3.62,0.0,0.0,1.62,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0
0,1,923,6.0,0.4,0.25,10.6,1.1,89.1,0.0,0.0,10.9,0.1,3.62,0.0,0.0,1.62,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0
0,1,948,6.0,0.4,0.25,24.6,3.9,47.8,0.0,0.0,52.2,2.1,3.62,0.0,0.0,1.62,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0
0,1,973,6.0,0.4,0.25,93.4,20.2,28.4,0.0,0.0,71.6,14.5,3.62,0.0,0.0,1.62,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0
0,1,983,6.0,0.4,0.25,96.9,21.5,27.0,0.0,0.0,73.0,15.7,3.62,0.0,0.0,1.62,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0
0,1,988,6.0,0.4,0.25,97.8,22.1,25.5,0.0,0.0,74.5,16.4,3.62,0.0,0.0,1.62,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0
0,1,948,6.0,0.4,0.28,21.2,3.4,47.5,0.0,0.0,52.5,1.8,3.62,0.0,0.0,1.62,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0
0,1,973,6.0,0.4,0.28,40.0,7.6,36.3,0.0,0.0,63.7,4.9,3.62,0.0,0.0,1.62,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0
0,1,983,6.0,0.4,0.28,95.5,21.1,27.2,0.0,0.0,72.8,15.3,3.62,0.0,0.0,1.62,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0
0,1,998,6.0,0.4,0.28,98.0,22.0,26.0,0.0,0.0,74.0,16.3,3.62,0.0,0.0,1.62,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0
0,1,948,3.0,0.3,0.23,8.3,1.7,81.5,0.0,0.0,18.5,0.3,3.62,0.0,0.0,1.62,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0
0,1,973,3.0,0.3,0.23,99.6,36.2,34.9,0.0,0.0,65.1,23.6,3.62,0.0,0.0,1.62,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0
0,1,948,3.0,0.3,0.23,9.9,2.2,74.0,0.0,0.0,26.0,0.6,3.62,0.0,0.0,1.62,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0
0,1,973,3.0,0.3,0.23,100.0,36.6,34.8,0.0,0.0,65.2,23.9,3.62,0.0,0.0,1.62,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0
0,1,948,3.0,0.3,0.23,9.3,3.0,45.3,0.0,0.0,54.7,1.6,3.62,0.0,0.0,1.62,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0
0,1,973,3.0,0.3,0.23,14.9,5.4,36.8,0.0,0.0,63.2,3.4,3.62,0.0,0.0,1.62,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0
0,1,1003,3.0,0.3,0.23,99.1,37.0,34.3,0.0,0.0,65.7,24.3,3.62,0.0,0.0,1.62,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0
0,1,1008,3.0,0.3,0.23,99.9,37.2,33.6,0.0,0.0,66.4,24.7,3.62,0.0,0.0,1.62,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0
0,1,973,3.0,0.2,0.28,6.8,1.8,65.2,0.0,0.0,34.8,0.6,3.62,0.0,0.0,1.62,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0
0,1,1008,3.0,0.2,0.28,99.5,37.0,36.0,0.0,0.0,64.0,23.7,3.62,0.0,0.0,1.62,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0
0,1,973,4.0,0.2,0.28,12.1,3.6,56.9,0.0,0.0,43.1,1.5,3.62,0.0,0.0,1.62,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0
0,1,1008,4.0,0.2,0.28,25.5,8.5,29.7,0.0,0.0,70.3,6.0,3.62,0.0,0.0,1.62,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0
0,1,1023,4.0,0.2,0.28,99.4,31.8,27.6,0.0,0.0,72.4,23.0,3.62,0.0,0.0,1.62,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0
0,1,973,6.0,0.2,0.28,7.8,1.2,56.7,0.0,0.0,43.3,0.5,3.62,0.0,0.0,1.62,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0
0,1,1008,6.0,0.2,0.28,24.9,6.1,26.4,0.0,0.0,73.6,4.5,3.62,0.0,0.0,1.62,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0
0,1,1023,6.0,0.2,0.28,37.7,9.3,23.6,0.0,0.0,76.4,7.1,3.62,0.0,0.0,1.62,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0
0,1,1048,6.0,0.2,0.28,98.4,26.0,18.4,0.0,0.0,81.6,21.2,3.62,0.0,0.0,1.62,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0
0,1,1092,2.1,1.0,0.15,89.0,37.0,52.0,35.0,13.0,48.0,17.8,2.1,0.0,0.0,2.25,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,94.6,0.0,0.0,0.0
0,1,1124,2.2,1.0,0.15,96.0,40.0,55.0,28.0,17.0,45.0,18.0,2.1,0.0,0.0,2.25,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,94.6,0.0,0.0,0.0
0,1,1175,2.0,1.0,0.15,97.0,45.0,47.0,36.0,17.0,53.0,23.9,2.1,0.0,0.0,2.25,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,94.6,0.0,0.0,0.0
0,1,1123,2.7,1.0,0.15,95.0,34.0,50.0,36.0,14.0,50.0,17.0,2.1,0.0,0.0,2.25,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,94.6,0.0,0.0,0.0
0,1,1151,2.7,1.0,0.15,96.0,39.0,50.0,34.0,16.0,50.0,19.5,2.1,0.0,0.0,2.25,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,94.6,0.0,0.0,0.0
0,1,1172,3.0,1.0,0.15,96.0,44.0,48.0,36.0,16.0,52.0,22.9,2.1,0.0,0.0,2.25,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,94.6,0.0,0.0,0.0
0,1,1182,3.0,1.0,0.15,97.0,44.0,46.0,38.0,16.0,54.0,23.8,2.1,0.0,0.0,2.25,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,94.6,0.0,0.0,0.0
0,1,1181,2.7,1.0,0.15,98.0,38.0,53.0,32.0,35.0,65.0,24.7,2.1,0.0,0.0,2.25,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,94.6,0.0,0.0,0.0
0,1,1083,4.9,1.0,0.04,0.0,18.0,0.0,44.6,23.4,68.0,12.2,2.08,0.0,0.0,2.23,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,94.65,0.0,0.0,0.0
0,1,1073,2.0,1.0,0.27,98.8,43.9,50.3,0.0,0.0,47.1,20.7,8.9,0.0,0.0,3.5,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,83.1,0.0,0.0,0.0
0,1,1073,2.0,1.0,0.55,88.8,43.8,43.3,45.8,0.0,53.3,23.3,2.08,0.0,0.0,2.23,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,94.66,0.0,0.0,0.0
0,1,1013,2.0,1.0,0.55,41.3,28.3,34.8,49.1,0.0,49.1,13.9,2.08,0.0,0.0,2.23,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,94.66,0.0,0.0,0.0
0,1,1033,2.0,1.0,0.55,58.9,36.6,37.3,50.1,0.0,50.1,18.3,2.08,0.0,0.0,2.23,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,94.66,0.0,0.0,0.0
0,1,1053,2.0,1.0,0.55,73.6,41.2,41.5,48.0,0.0,48.0,19.8,2.08,0.0,0.0,2.23,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,94.66,0.0,0.0,0.0
0,1,1073,2.0,1.0,0.55,88.7,43.9,45.7,44.8,0.0,44.8,19.7,2.08,0.0,0.0,2.23,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,94.66,0.0,0.0,0.0
