Promotor,Preparation,"Temperature, K",p(CH4)/p(O2),"p total, bar","Contact time, s","X(O2), %","X(CH4), %","S(COx), %","S(C2=), %","S(C2-), %","S(C2), %","Y(C2), %",Na_C_mol%,Mg_C_mol%,Ca_C_mol%,Mn_C_mol%,La_C_mol%,Ba_C_mol%,Zr_C_mol%,W_C_mol%,Ti_C_mol%,Ce_C_mol%,S_A_mol%,P_A_mol%,Cl_A_mol%,Si_S_mol%,C_S_mol%,Mg_S_mol%,Ti_S_mol%
0,1,1093,2.0,1.0,0.55,94.8,46.4,47.4,43.0,0.0,43.0,20.0,2.08,0.0,0.0,2.23,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,94.66,0.0,0.0,0.0
0,1,1073,1.0,1.0,0.55,0.0,54.8,51.7,0.0,0.0,40.5,22.0,2.08,0.0,0.0,2.23,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,94.66,0.0,0.0,0.0
0,1,1073,2.0,1.0,0.55,0.0,45.4,45.6,0.0,0.0,46.1,20.8,2.08,0.0,0.0,2.23,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,94.66,0.0,0.0,0.0
0,1,1073,3.0,1.0,0.55,0.0,35.2,35.1,0.0,0.0,46.9,17.9,2.08,0.0,0.0,2.23,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,94.66,0.0,0.0,0.0
0,1,1073,4.0,1.0,0.55,0.0,26.2,28.3,0.0,0.0,50.4,13.2,2.08,0.0,0.0,2.23,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,94.66,0.0,0.0,0.0
0,1,1073,5.0,1.0,0.55,0.0,22.1,23.6,0.0,0.0,52.3,11.5,2.08,0.0,0.0,2.23,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,94.66,0.0,0.0,0.0
0,1,1073,2.0,1.0,0.36,0.0,42.5,39.4,0.0,0.0,47.3,20.0,2.08,0.0,0.0,2.23,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,94.66,0.0,0.0,0.0
0,1,1073,2.0,1.0,1.44,0.0,46.7,54.3,0.0,0.0,40.2,18.7,2.08,0.0,0.0,2.23,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,94.66,0.0,0.0,0.0
0,1,1073,2.0,1.0,0.9,0.0,46.1,47.7,0.0,0.0,42.5,19.6,2.08,0.0,0.0,2.23,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,94.66,0.0,0.0,0.0
0,1,1073,2.0,1.0,0.72,0.0,44.9,46.2,0.0,0.0,41.6,18.6,2.08,0.0,0.0,2.23,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,94.66,0.0,0.0,0.0
0,1,1073,2.0,1.0,0.51,0.0,41.0,42.5,0.0,0.0,42.1,17.1,2.08,0.0,0.0,2.23,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,94.66,0.0,0.0,0.0
0,1,1073,2.0,1.0,0.42,0.0,38.9,43.0,0.0,0.0,42.9,16.6,2.08,0.0,0.0,2.23,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,94.66,0.0,0.0,0.0
0,1,1073,2.0,1.0,0.36,0.0,36.2,40.8,0.0,0.0,43.4,15.5,2.08,0.0,0.0,2.23,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,94.66,0.0,0.0,0.0
0,1,1123,3.0,1.0,0.9,0.0,37.0,43.0,0.0,0.0,57.0,21.1,3.62,0.0,0.0,1.62,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0
0,1,1123,4.0,1.0,0.9,0.0,30.0,38.0,0.0,0.0,62.0,18.6,3.62,0.0,0.0,1.62,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0
0,1,1123,5.0,1.0,0.9,0.0,25.0,35.0,0.0,0.0,65.0,16.3,3.62,0.0,0.0,1.62,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0
0,1,1123,6.0,1.0,0.9,0.0,22.0,33.0,0.0,0.0,67.0,14.7,3.62,0.0,0.0,1.62,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0
0,1,1048,4.0,1.0,0.9,0.0,20.5,54.0,0.0,0.0,46.0,9.4,3.62,0.0,0.0,1.62,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0
0,1,1073,4.0,1.0,0.9,0.0,24.0,46.0,0.0,0.0,54.0,13.0,3.62,0.0,0.0,1.62,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0
0,1,1098,4.0,1.0,0.9,0.0,27.5,42.0,0.0,0.0,58.0,16.0,3.62,0.0,0.0,1.62,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0
0,0,1073,5.0,1.0,0.05,0.0,4.6,0.0,0.0,0.0,40.0,1.8,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,98.14,0.0,0.0,0.0
0,1,1056,1.8,1.0,0.02,33.0,16.0,35.0,28.0,34.0,65.0,10.0,2.08,0.0,0.0,2.23,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,94.65,0.0,0.0,0.0
0,1,1153,1.9,1.0,0.02,99.0,46.0,52.0,33.0,10.0,48.0,22.0,2.08,0.0,0.0,2.23,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,94.65,0.0,0.0,0.0
0,1,1175,1.8,1.0,0.02,99.0,46.0,54.0,32.0,9.0,46.0,21.0,2.08,0.0,0.0,2.23,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,94.65,0.0,0.0,0.0
0,1,1121,2.2,1.0,0.02,84.0,30.0,47.0,33.0,17.0,53.0,16.0,2.08,0.0,0.0,2.23,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,94.65,0.0,0.0,0.0
0,1,1152,2.2,1.0,0.02,93.0,35.0,43.0,37.0,15.0,57.0,20.0,2.08,0.0,0.0,2.23,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,94.65,0.0,0.0,0.0
0,1,1185,2.4,1.0,0.02,97.0,36.0,41.0,40.0,13.0,60.0,22.0,2.08,0.0,0.0,2.23,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,94.65,0.0,0.0,0.0
0,1,1004,1.9,1.0,0.04,12.0,4.0,36.0,7.0,43.0,64.0,2.6,2.08,0.0,0.0,2.23,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,94.65,0.0,0.0,0.0
0,1,1056,1.8,1.0,0.04,33.0,16.0,35.0,28.0,34.0,65.0,10.4,2.08,0.0,0.0,2.23,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,94.65,0.0,0.0,0.0
0,1,1153,1.9,1.0,0.04,99.0,46.0,52.0,33.0,10.0,48.0,22.1,2.08,0.0,0.0,2.23,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,94.65,0.0,0.0,0.0
0,1,1175,1.8,1.0,0.05,99.0,46.0,54.0,32.0,9.0,46.0,21.2,2.08,0.0,0.0,2.23,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,94.65,0.0,0.0,0.0
0,1,1121,2.2,1.0,0.05,84.0,30.0,47.0,33.0,17.0,53.0,15.9,2.08,0.0,0.0,2.23,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,94.65,0.0,0.0,0.0
0,1,1152,2.2,1.0,0.05,93.0,35.0,43.0,37.0,15.0,57.0,20.0,2.08,0.0,0.0,2.23,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,94.65,0.0,0.0,0.0
0,1,1185,2.4,1.0,0.05,97.0,36.0,41.0,40.0,13.0,60.0,21.6,2.08,0.0,0.0,2.23,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,94.65,0.0,0.0,0.0
0,1,1023,4.0,1.0,0.02,31.0,4.0,77.0,0.0,0.0,23.0,0.9,2.09,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,96.87,0.0,0.0,0.0
0,1,1023,4.0,1.0,0.02,37.0,7.0,42.0,0.0,0.0,58.0,4.1,2.11,0.0,0.0,0.79,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,96.05,0.0,0.0,0.0
0,1,1023,4.0,1.0,0.02,42.0,5.0,83.0,0.0,0.0,17.0,0.9,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,48.95,48.95,0.0,0.0
0,1,1023,4.0,1.0,0.02,14.0,4.0,38.0,0.0,0.0,62.0,2.5,1.43,0.0,0.0,0.53,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,48.66,48.66,0.0,0.0
0,1,1023,4.0,1.0,0.01,100.0,15.0,91.0,0.0,0.0,9.0,1.4,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.88,0.0
0,1,1023,4.0,1.0,0.01,26.0,4.0,74.0,0.0,0.0,26.0,1.0,1.44,0.0,0.0,0.53,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.31,0.0
0,1,1023,4.0,1.0,0.01,41.0,6.0,53.0,0.0,0.0,47.0,2.8,2.74,0.0,0.0,0.0,0.0,0.0,0.0,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.88
0,1,1023,4.0,1.0,0.01,12.0,4.0,21.0,0.0,0.0,79.0,3.2,2.77,0.0,0.0,1.03,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.81
0,1,1023,4.0,1.0,0.01,21.0,4.0,72.0,0.0,0.0,28.0,1.1,2.74,0.0,0.0,0.0,0.0,0.0,0.0,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.88
0,1,1023,4.0,1.0,0.01,8.0,2.5,36.0,0.0,0.0,64.0,1.6,2.77,0.0,0.0,1.03,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.81
0,1,1023,4.0,1.0,0.01,4.0,2.0,24.0,0.0,0.0,76.0,1.5,66.66,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1023,4.0,1.0,0.01,8.0,3.0,23.0,0.0,0.0,77.0,2.3,2.11,0.0,0.0,0.79,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,96.05,0.0,0.0,0.0
0,1,1098,2.5,1.0,0.01,0.0,26.5,27.8,0.0,0.0,72.2,19.1,2.11,0.0,0.0,0.79,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,96.05,0.0,0.0,0.0
0,1,1098,2.5,1.0,0.01,0.0,35.4,41.9,0.0,0.0,58.1,20.6,2.11,0.0,0.0,0.79,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,96.05,0.0,0.0,0.0
0,1,1098,3.0,1.0,0.01,0.0,26.8,40.4,0.0,0.0,59.6,16.0,2.11,0.0,0.0,0.79,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,96.05,0.0,0.0,0.0
0,1,1073,4.0,1.0,0.23,0.0,4.2,0.0,46.0,23.0,69.0,2.9,2.09,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,96.87,0.0,0.0,0.0
0,1,773,4.0,1.0,1.5,0.0,0.3,0.0,0.0,0.0,0.2,0.1,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41,0.0,0.0,0.0,0.0,0.0,89.53,0.0
0,1,823,4.0,1.0,1.5,0.0,0.3,0.0,0.0,0.0,0.3,0.1,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41,0.0,0.0,0.0,0.0,0.0,89.53,0.0
0,1,873,4.0,1.0,1.5,0.0,0.7,0.0,0.0,0.0,0.5,0.1,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41,0.0,0.0,0.0,0.0,0.0,89.53,0.0
0,1,923,4.0,1.0,1.5,0.0,22.4,0.0,0.0,0.0,56.7,12.6,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41,0.0,0.0,0.0,0.0,0.0,89.53,0.0
0,1,973,4.0,1.0,1.5,0.0,21.9,0.0,0.0,0.0,55.9,12.1,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41,0.0,0.0,0.0,0.0,0.0,89.53,0.0
0,1,1023,4.0,1.0,1.5,0.0,21.6,0.0,0.0,0.0,53.4,11.5,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41,0.0,0.0,0.0,0.0,0.0,89.53,0.0
0,1,1073,4.0,1.0,1.5,0.0,20.4,0.0,0.0,0.0,49.6,10.1,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41,0.0,0.0,0.0,0.0,0.0,89.53,0.0
0,1,1021,4.0,1.2,0.95,9.6,1.8,46.3,3.8,47.9,51.7,1.0,2.62,0.0,0.0,2.19,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,94.21,0.0,0.0,0.0
0,1,1031,4.0,1.2,0.95,11.6,2.6,47.2,5.7,46.3,52.0,1.4,2.62,0.0,0.0,2.19,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,94.21,0.0,0.0,0.0
0,1,1041,4.0,1.2,0.95,15.3,3.8,44.6,6.5,46.3,52.7,2.0,2.62,0.0,0.0,2.19,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,94.21,0.0,0.0,0.0
0,1,1052,4.0,1.2,0.95,18.7,5.0,42.6,8.4,46.3,54.7,2.7,2.62,0.0,0.0,2.19,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,94.21,0.0,0.0,0.0
0,1,1061,4.0,1.2,0.95,23.7,7.4,41.0,11.3,44.6,55.9,4.1,2.62,0.0,0.0,2.19,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,94.21,0.0,0.0,0.0
0,1,1071,4.0,1.2,0.95,29.7,9.2,38.6,14.8,44.3,59.1,5.5,2.62,0.0,0.0,2.19,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,94.21,0.0,0.0,0.0
0,1,1023,4.0,1.0,0.37,0.0,15.8,0.0,0.0,0.0,36.6,5.8,2.08,0.0,0.0,2.23,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,94.65,0.0,0.0,0.0
0,1,1073,2.0,1.0,0.36,67.7,33.5,0.0,0.0,0.0,24.0,10.9,2.13,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,96.81,0.0,0.0,0.0
0,1,953,3.0,1.0,0.06,3.3,0.7,0.0,0.0,0.0,7.2,0.1,3.09,0.0,0.0,8.26,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,87.01,0.0,0.0,0.0
0,1,973,3.0,1.0,0.06,14.1,3.6,0.0,0.0,0.0,24.6,0.9,3.09,0.0,0.0,8.26,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,87.01,0.0,0.0,0.0
0,1,1023,3.0,1.0,0.06,52.7,21.7,0.0,0.0,0.0,53.2,11.6,3.09,0.0,0.0,8.26,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,87.01,0.0,0.0,0.0
0,1,1043,3.0,1.0,0.06,80.0,33.7,0.0,0.0,0.0,57.8,19.4,3.09,0.0,0.0,8.26,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,87.01,0.0,0.0,0.0
0,1,1073,3.0,1.0,0.06,97.1,38.7,0.0,0.0,0.0,58.5,22.6,3.09,0.0,0.0,8.26,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,87.01,0.0,0.0,0.0
0,1,1093,3.0,1.0,0.13,97.6,39.1,0.0,0.0,0.0,58.5,22.9,3.09,0.0,0.0,8.26,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,87.01,0.0,0.0,0.0
0,1,1073,3.0,1.0,0.13,0.0,20.9,0.0,0.0,0.0,67.1,14.0,3.09,0.0,0.0,8.26,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,87.01,0.0,0.0,0.0
0,1,1073,3.0,1.0,0.04,0.0,10.8,0.0,0.0,0.0,71.6,7.7,3.09,0.0,0.0,8.26,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,87.01,0.0,0.0,0.0
0,1,1073,2.0,1.0,0.06,0.0,42.2,0.0,0.0,0.0,45.6,19.2,3.09,0.0,0.0,8.26,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,87.01,0.0,0.0,0.0
0,1,1073,4.0,1.0,0.06,0.0,19.8,0.0,0.0,0.0,64.1,12.7,3.09,0.0,0.0,8.26,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,87.01,0.0,0.0,0.0
0,1,1073,5.0,1.0,0.06,0.0,12.8,0.0,0.0,0.0,70.9,9.1,3.09,0.0,0.0,8.26,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,87.01,0.0,0.0,0.0
0,1,1113,3.0,1.0,0.07,0.0,39.0,0.0,39.5,17.2,56.7,22.1,0.3,0.0,0.0,1.93,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.0,0.0,96.56,0.0,0.0,0.0
0,1,1105,3.0,1.0,0.06,0.0,35.1,0.0,30.5,20.3,50.8,17.8,6.28,0.0,0.0,5.66,0.0,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,86.53,0.0,0.0,0.0
0,1,1109,3.0,1.0,0.06,0.0,36.9,0.0,34.1,18.9,53.0,19.6,9.5,0.0,0.0,5.43,0.0,0.0,0.0,1.49,0.0,0.0,0.0,0.0,0.0,83.58,0.0,0.0,0.0
0,1,1126,3.0,1.0,0.06,0.0,39.5,0.0,36.5,19.2,55.7,22.0,5.15,0.0,0.0,12.87,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,80.46,0.0,0.0,0.0
0,1,1093,3.0,1.0,0.06,0.0,23.3,0.0,30.9,28.0,58.9,13.7,12.13,0.0,0.0,11.86,0.0,0.0,0.0,1.59,0.0,0.0,0.0,0.0,0.0,74.42,0.0,0.0,0.0
0,1,1114,3.0,1.0,0.06,0.0,38.9,0.0,32.9,20.6,53.5,20.8,5.69,0.0,0.0,5.61,0.0,0.0,0.0,3.64,0.0,0.0,0.0,0.0,0.0,85.06,0.0,0.0,0.0
0,1,1111,3.0,1.0,0.06,0.0,37.2,0.0,31.0,19.4,50.4,18.8,10.55,0.0,0.0,5.48,0.0,0.0,0.0,3.37,0.0,0.0,0.0,0.0,0.0,80.6,0.0,0.0,0.0
0,1,1110,3.0,1.0,0.06,0.0,40.3,0.0,37.2,20.6,57.8,23.3,4.72,0.0,0.0,13.93,0.0,0.0,0.0,3.14,0.0,0.0,0.0,0.0,0.0,78.21,0.0,0.0,0.0
0,1,1106,3.0,1.0,0.06,0.0,34.3,0.0,35.9,22.5,58.4,20.0,4.8,0.0,0.0,12.54,0.0,0.0,0.0,3.19,0.0,0.0,0.0,0.0,0.0,79.47,0.0,0.0,0.0
0,1,1112,3.0,1.0,0.07,0.0,31.4,0.0,32.9,19.3,52.2,16.4,2.53,0.0,0.0,2.7,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,94.16,0.0,0.0,0.0
0,1,1090,3.0,1.0,0.07,0.0,31.8,0.0,35.7,17.8,53.5,17.0,5.14,0.0,0.0,2.15,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,92.18,0.0,0.0,0.0
0,1,1092,3.0,1.0,0.06,0.0,34.5,0.0,39.7,17.3,57.0,19.7,2.26,0.0,0.0,5.49,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,91.67,0.0,0.0,0.0
0,1,1106,3.0,1.0,0.07,0.0,29.1,0.0,32.1,20.1,52.2,15.2,5.79,0.0,0.0,0.31,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,93.27,0.0,0.0,0.0
0,1,1121,3.0,1.0,0.07,0.0,29.5,0.0,28.9,19.3,48.2,14.2,2.3,0.0,0.0,2.49,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,93.69,0.0,0.0,0.0
0,1,1105,3.0,1.0,0.07,0.0,28.3,0.0,30.5,19.0,49.5,14.0,5.55,0.0,0.0,2.23,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,90.72,0.0,0.0,0.0
0,1,1113,3.0,1.0,0.06,0.0,29.2,0.0,29.1,19.4,48.5,14.2,2.17,0.0,0.0,5.69,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,90.76,0.0,0.0,0.0
0,1,1109,3.0,1.0,0.06,0.0,32.7,0.0,36.3,20.1,56.4,18.4,5.96,0.0,0.0,6.44,0.0,0.0,0.0,1.66,0.0,0.0,0.0,0.0,0.0,85.95,0.0,0.0,0.0
0,1,1114,3.0,1.0,0.06,0.0,39.2,0.0,39.6,18.9,58.5,22.9,2.92,0.0,0.0,6.34,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,89.94,0.0,0.0,0.0
0,1,1103,3.0,1.0,0.06,0.0,32.1,0.0,38.3,21.3,59.6,19.1,7.43,0.0,0.0,6.17,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,85.63,0.0,0.0,0.0
0,1,1114,3.0,1.0,0.06,0.0,39.7,0.0,40.7,19.4,60.1,23.8,2.9,0.0,0.0,8.27,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,88.06,0.0,0.0,0.0
0,1,1095,3.0,1.0,0.06,0.0,30.0,0.0,40.4,23.8,64.2,19.3,6.92,0.0,0.0,8.14,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,84.24,0.0,0.0,0.0
0,1,1110,3.0,1.0,0.06,0.0,37.8,0.0,35.7,19.8,55.5,21.0,2.97,0.0,0.0,6.28,0.0,0.0,0.0,1.97,0.0,0.0,0.0,0.0,0.0,88.77,0.0,0.0,0.0
0,1,1115,3.0,1.0,0.06,0.0,38.1,0.0,37.8,18.9,56.7,21.6,7.16,0.0,0.0,6.03,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0,84.98,0.0,0.0,0.0
0,1,1103,3.0,1.0,0.06,0.0,36.8,0.0,37.2,18.6,55.8,20.5,2.6,0.0,0.0,8.35,0.0,0.0,0.0,1.97,0.0,0.0,0.0,0.0,0.0,87.08,0.0,0.0,0.0
0,1,1111,3.0,1.0,0.06,0.0,34.4,0.0,37.3,18.6,55.9,19.2,7.25,0.0,0.0,7.9,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0,83.02,0.0,0.0,0.0
0,1,1117,3.0,1.0,0.06,0.0,41.3,0.0,34.9,18.4,53.3,22.0,3.21,0.0,0.0,6.1,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,89.09,0.0,0.0,0.0
0,1,1118,3.0,1.0,0.06,0.0,40.6,0.0,35.9,17.9,53.8,21.9,7.01,0.0,0.0,6.14,0.0,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,85.27,0.0,0.0,0.0
0,1,1121,3.0,1.0,0.06,0.0,42.5,0.0,37.4,18.7,56.1,23.8,3.09,0.0,0.0,8.26,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,87.01,0.0,0.0,0.0
0,1,1113,3.0,1.0,0.06,0.0,42.8,0.0,37.7,18.0,55.7,23.8,6.86,0.0,0.0,8.07,0.0,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,83.49,0.0,0.0,0.0
0,1,1115,3.0,1.0,0.06,0.0,42.6,0.0,37.9,18.0,55.9,23.8,3.06,0.0,0.0,6.07,0.0,0.0,0.0,2.29,0.0,0.0,0.0,0.0,0.0,88.58,0.0,0.0,0.0
0,1,1111,3.0,1.0,0.06,0.0,41.4,0.0,35.6,18.7,54.3,22.5,6.99,0.0,0.0,5.89,0.0,0.0,0.0,2.13,0.0,0.0,0.0,0.0,0.0,84.99,0.0,0.0,0.0
0,1,1111,3.0,1.0,0.06,0.0,41.5,0.0,36.0,19.0,55.0,22.8,2.94,0.0,0.0,8.38,0.0,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,86.47,0.0,0.0,0.0
0,1,1110,3.0,1.0,0.06,0.0,41.2,0.0,34.8,18.3,53.1,21.9,6.58,0.0,0.0,7.89,0.0,0.0,0.0,2.18,0.0,0.0,0.0,0.0,0.0,83.36,0.0,0.0,0.0
0,1,1073,2.0,1.0,0.09,91.8,28.4,61.5,22.3,15.9,38.2,10.8,2.74,0.0,0.0,0.0,0.0,0.0,0.0,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.88
0,1,1073,3.0,1.0,0.09,94.3,25.1,57.5,25.9,16.2,42.1,10.6,2.74,0.0,0.0,0.0,0.0,0.0,0.0,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.88
0,1,1073,4.0,1.0,0.09,95.5,23.2,58.9,24.5,16.3,40.8,9.5,2.74,0.0,0.0,0.0,0.0,0.0,0.0,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.88
0,1,1073,5.0,1.0,0.09,97.4,20.5,60.1,24.3,15.2,39.5,8.1,2.74,0.0,0.0,0.0,0.0,0.0,0.0,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.88
0,1,973,3.0,1.0,0.07,0.0,7.4,60.1,19.1,17.8,39.9,2.9,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.5,0.0,0.0,0.0
0,1,973,3.0,1.0,0.07,0.0,13.3,62.4,22.0,12.9,37.6,5.0,1.34,0.0,0.0,0.0,0.0,0.0,0.0,2.69,8.25,0.0,0.0,0.0,0.0,87.71,0.0,0.0,0.0
0,1,973,3.0,1.0,0.07,0.0,9.6,62.9,19.3,15.1,37.1,3.6,1.32,0.0,9.7,0.0,0.0,0.0,0.0,2.65,0.0,0.0,0.0,0.0,0.0,86.33,0.0,0.0,0.0
0,1,973,3.0,1.0,0.07,0.0,10.3,65.7,18.5,13.3,34.3,3.5,1.42,0.0,0.0,0.0,0.0,3.04,0.0,2.84,0.0,0.0,0.0,0.0,0.0,92.7,0.0,0.0,0.0
0,1,973,3.0,1.0,0.07,0.0,10.5,67.0,17.0,13.3,33.0,3.5,1.42,0.0,0.0,0.0,0.0,0.0,0.0,2.84,0.0,2.98,0.0,0.0,0.0,92.75,0.0,0.0,0.0
0,1,973,3.0,1.0,0.07,0.0,9.4,65.2,17.5,14.8,34.8,3.3,1.42,0.0,0.0,0.0,3.01,0.0,0.0,2.84,0.0,0.0,0.0,0.0,0.0,92.73,0.0,0.0,0.0
