Promotor,Preparation,"Temperature, K","p(CH4), bar","p(O2), bar",p(CH4)/p(O2),"p total, bar","Contact time, s","X(O2), %","X(CH4), %","S(COx), %","S(C2=), %","S(C2-), %","S(C2), %","Y(C2), %",Mn_C_mol%,Na_C_mol%,Li_C_mol%,Mg_C_mol%,Ti_C_mol%,Si_C_mol%,Ag_C_mol%,W_C_mol%,Mo_C_mol%,Nd_C_mol%,K_C_mol%,Ce_C_mol%,La_C_mol%,Ga_C_mol%,Zr_C_mol%,Ba_C_mol%,Ni_C_mol%,Al_C_mol%,Rb_C_mol%,Ca_C_mol%,Cu_C_mol%,Cr_C_mol%,Nb_C_mol%,Sn_C_mol%,Fe_C_mol%,Ge_C_mol%,Cs_C_mol%,Zn_C_mol%,Sr_C_mol%,Gd_C_mol%,Sm_C_mol%,Ta_C_mol%,Co_C_mol%,Rh_C_mol%,Ir_C_mol%,Pt_C_mol%, Na _C_mol%,P_C_mol%,Cl_A_mol%,P_A_mol%,C_A_mol%,S_A_mol%,B_A_mol%,Al_S_mol%,Si_S_mol%,La_S_mol%,Ca_S_mol%,Zr_S_mol%,C_S_mol%,Mg_S_mol%,Fe_S_mol%,Sr_S_mol%,Ti_S_mol%,Co_S_mol%
0,Solid-phase technique,1122,0.68,0.32,2.1,1.0,0.14,18.0,13.0,42.0,27.0,30.0,58.0,7.5,2.23,2.08,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Solid-phase technique,1157,0.68,0.32,2.1,1.0,0.14,32.0,22.0,45.0,33.0,19.0,55.0,12.1,2.23,2.08,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Solid-phase technique,1187,0.68,0.32,2.1,1.0,0.14,50.0,29.0,51.0,33.0,13.0,49.0,14.2,2.23,2.08,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Sol-gel,998,0.53,0.27,2.0,1.0,0.18,0.0,1.4,71.4,2.6,26.0,28.6,0.4,2.91,2.72,0.0,0.0,93.01,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Sol-gel,998,0.53,0.27,2.0,1.0,0.18,0.0,2.8,76.5,3.9,19.6,23.5,0.6,2.57,2.4,0.0,23.46,70.37,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Sol-gel,998,0.53,0.27,2.0,1.0,0.18,0.0,11.2,72.5,7.9,19.6,27.5,3.1,2.23,2.08,0.0,47.33,47.33,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Sol-gel,998,0.53,0.27,2.0,1.0,0.18,0.0,1.4,68.9,2.8,28.3,31.1,0.4,1.88,1.75,0.0,71.62,23.87,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Sol-gel,998,0.53,0.27,2.0,1.0,0.18,0.0,3.8,88.8,1.9,9.3,11.2,0.4,1.52,1.42,0.0,96.35,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Sol-gel,998,0.53,0.27,2.0,1.0,0.18,0.0,7.2,97.4,0.4,2.2,2.6,0.2,2.91,2.72,0.0,0.0,93.01,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Sol-gel,1023,0.53,0.27,2.0,1.0,0.18,0.0,2.1,52.6,4.3,43.1,47.4,1.0,2.57,2.4,0.0,23.46,70.37,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Sol-gel,1023,0.53,0.27,2.0,1.0,0.18,0.0,9.9,76.1,6.8,17.1,23.9,2.3,2.23,2.08,0.0,47.33,47.33,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Sol-gel,1023,0.53,0.27,2.0,1.0,0.18,0.0,25.7,58.1,21.0,21.0,41.9,10.8,1.88,1.75,0.0,71.62,23.87,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Sol-gel,1023,0.53,0.27,2.0,1.0,0.18,0.0,4.3,62.8,6.2,31.0,37.2,1.6,1.52,1.42,0.0,96.35,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Sol-gel,1023,0.53,0.27,2.0,1.0,0.18,0.0,4.9,65.1,8.1,26.8,34.9,1.7,2.91,2.72,0.0,0.0,93.01,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Sol-gel,1023,0.53,0.27,2.0,1.0,0.18,0.0,12.7,96.3,0.9,2.8,3.7,0.5,2.57,2.4,0.0,23.46,70.37,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Sol-gel,1048,0.53,0.27,2.0,1.0,0.18,0.0,5.0,50.5,11.4,38.1,49.5,2.4,2.23,2.08,0.0,47.33,47.33,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Sol-gel,1048,0.53,0.27,2.0,1.0,0.18,0.0,22.6,62.5,17.8,19.7,37.5,8.5,1.88,1.75,0.0,71.62,23.87,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Sol-gel,1048,0.53,0.27,2.0,1.0,0.18,0.0,37.1,55.4,27.4,17.2,44.6,16.5,1.52,1.42,0.0,96.35,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Sol-gel,1048,0.53,0.27,2.0,1.0,0.18,0.0,9.2,49.4,16.9,33.7,50.6,4.6,2.91,2.72,0.0,0.0,93.01,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Sol-gel,1048,0.53,0.27,2.0,1.0,0.18,0.0,10.6,59.8,15.1,25.1,40.2,4.3,2.57,2.4,0.0,23.46,70.37,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Sol-gel,1048,0.53,0.27,2.0,1.0,0.18,0.0,18.1,94.3,1.9,3.8,5.7,1.0,2.23,2.08,0.0,47.33,47.33,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Sol-gel,1073,0.53,0.27,2.0,1.0,0.18,0.0,11.8,48.9,19.2,31.9,51.1,6.0,1.88,1.75,0.0,71.62,23.87,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Sol-gel,1073,0.53,0.27,2.0,1.0,0.18,0.0,34.0,59.8,24.7,15.5,40.2,13.7,1.52,1.42,0.0,96.35,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Sol-gel,1073,0.53,0.27,2.0,1.0,0.18,0.0,41.4,56.9,28.7,14.4,43.1,17.9,2.91,2.72,0.0,0.0,93.01,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Sol-gel,1073,0.53,0.27,2.0,1.0,0.18,0.0,15.8,38.2,29.3,32.5,61.8,9.8,2.57,2.4,0.0,23.46,70.37,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Sol-gel,1073,0.53,0.27,2.0,1.0,0.18,0.0,11.9,46.9,23.6,29.5,53.1,6.3,2.23,2.08,0.0,47.33,47.33,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Sol-gel,1073,0.53,0.27,2.0,1.0,0.18,0.0,21.7,91.9,3.6,4.5,8.1,1.8,1.88,1.75,0.0,71.62,23.87,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Sol-gel,1098,0.53,0.27,2.0,1.0,0.18,0.0,23.9,48.6,30.0,21.4,51.4,12.3,1.52,1.42,0.0,96.35,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Sol-gel,1098,0.53,0.27,2.0,1.0,0.18,0.0,37.5,59.4,27.1,13.5,40.6,15.2,2.91,2.72,0.0,0.0,93.01,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Sol-gel,1098,0.53,0.27,2.0,1.0,0.18,0.0,42.4,57.3,29.4,13.3,42.7,18.1,2.57,2.4,0.0,23.46,70.37,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Sol-gel,1098,0.53,0.27,2.0,1.0,0.18,0.0,40.9,56.0,31.4,12.6,44.0,18.0,2.23,2.08,0.0,47.33,47.33,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Sol-gel,1098,0.53,0.27,2.0,1.0,0.18,0.0,16.3,43.1,31.0,25.9,56.9,9.3,1.88,1.75,0.0,71.62,23.87,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Sol-gel,1098,0.53,0.27,2.0,1.0,0.18,0.0,23.5,89.0,5.8,5.2,11.0,2.6,1.52,1.42,0.0,96.35,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Sol-gel,1123,0.53,0.27,2.0,1.0,0.18,0.0,37.3,54.4,32.9,12.7,45.6,17.0,2.91,2.72,0.0,0.0,93.01,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Sol-gel,1123,0.53,0.27,2.0,1.0,0.18,0.0,39.1,58.7,29.5,11.8,41.3,16.1,2.57,2.4,0.0,23.46,70.37,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Sol-gel,1123,0.53,0.27,2.0,1.0,0.18,0.0,42.4,58.3,29.8,11.9,41.7,17.7,2.23,2.08,0.0,47.33,47.33,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Sol-gel,1123,0.53,0.27,2.0,1.0,0.18,0.0,42.0,59.0,30.5,10.5,41.0,17.2,1.88,1.75,0.0,71.62,23.87,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Sol-gel,1123,0.53,0.27,2.0,1.0,0.18,0.0,29.8,49.2,36.3,14.5,50.8,15.1,1.52,1.42,0.0,96.35,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,n.a.,1073,0.83,0.17,5.0,1.0,0.05,0.0,15.2,0.0,0.0,0.0,14.6,2.2,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,n.a.,1073,0.83,0.17,5.0,1.0,0.05,0.0,22.0,0.0,0.0,0.0,59.9,13.2,2.08,0.41,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,n.a.,1073,0.83,0.17,5.0,1.0,0.05,0.0,25.6,0.0,0.0,0.0,65.7,16.8,2.09,0.82,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,n.a.,1073,0.83,0.17,5.0,1.0,0.05,0.0,26.8,0.0,0.0,0.0,68.3,18.3,2.1,1.24,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,n.a.,1073,0.83,0.17,5.0,1.0,0.05,0.0,24.5,0.0,0.0,0.0,68.3,16.7,2.11,1.66,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,n.a.,1073,0.83,0.17,5.0,1.0,0.05,0.0,19.0,0.0,0.0,0.0,65.0,12.4,2.11,2.08,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,n.a.,1073,0.83,0.17,5.0,1.0,0.05,0.0,17.2,0.0,0.0,0.0,69.2,11.9,2.12,2.51,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,n.a.,1073,0.83,0.17,5.0,1.0,0.05,0.0,10.3,0.0,0.0,0.0,46.9,4.8,1.11,1.24,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,n.a.,1073,0.83,0.17,5.0,1.0,0.05,0.0,26.7,0.0,0.0,0.0,69.2,18.5,2.21,1.24,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,n.a.,1073,0.83,0.17,5.0,1.0,0.05,0.0,25.2,0.0,0.0,0.0,66.7,16.8,3.31,1.24,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
