Promotor,Preparation,"Temperature, K",p(CH4)/p(O2),"p total, bar","Contact time, s","X(O2), %","X(CH4), %","S(COx), %","S(C2=), %","S(C2-), %","S(C2), %","Y(C2), %",Na_C_mol%,Mg_C_mol%,Ca_C_mol%,Al_C_mol%,K_C_mol%,Sr_C_mol%,Mn_C_mol%,Pb_C_mol%,La_C_mol%,Ba_C_mol%,Co_C_mol%,Zr_C_mol%,Si_C_mol%,Zn_C_mol%,W_C_mol%,Mo_C_mol%,Gd_C_mol%,Sm_C_mol%,Pr_C_mol%,Bi_C_mol%,Ti_C_mol%,Ag_C_mol%,P_C_mol%,Ni_C_mol%,Ce_C_mol%,Yb_C_mol%,Cu_C_mol%,Fe_C_mol%,Li_C_mol%,Cs_C_mol%,Rb_C_mol%,Y_C_mol%,Nb_C_mol%,Ta_C_mol%,Tb_C_mol%,Th_C_mol%,Rh_C_mol%,Ir_C_mol%,Pt_C_mol%,Cr_C_mol%, Na _C_mol%,Sn_C_mol%,V_C_mol%,Sc_C_mol%,Nd_C_mol%,Ga_C_mol%,Ge_C_mol%,Sb_C_mol%,S_A_mol%,C_A_mol%,P_A_mol%,Cl_A_mol%,I_A_mol%,Br_A_mol%,F_A_mol%,B_A_mol%,Si_S_mol%,Al_S_mol%,C_S_mol%,Mg_S_mol%,Co_S_mol%,La_S_mol%,Ce_S_mol%,Pr_S_mol%,Nd_S_mol%,Sm_S_mol%,Tb_S_mol%,Dy_S_mol%,Yb_S_mol%,Ca_S_mol%,Zr_S_mol%,Fe_S_mol%,Sr_S_mol%,Ti_S_mol%,Sn_S_mol%
0,Therm.decomp.,978,2.5,1,4.8,100,19.3,0,0,0,25.4,4.9,9,89.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1023,5,1,0.06,0,11.5,0,6.4,14.4,20.8,2.4,10,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1023,5,1,0.06,0,17.4,0,21,36.5,57.5,10,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,923,5,1,0.06,62,10.1,0,8.9,23.5,32.4,3.3,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,923,5,1,0.06,34.4,8.1,0,10.1,34.4,44.5,3.6,3,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,923,5,1,0.06,30.2,9.5,0,13.3,44.6,57.9,5.5,5,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,923,5,1,0.06,21.4,4.8,0,9.4,43.8,53.2,2.6,10,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,923,5,1,0.06,9.3,3,0,7.3,46.6,53.9,1.6,20,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1048,4.8,1,1.5,0,27.5,0,0,0,70.3,19.3,23.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1048,4.8,1,1.5,0,20.1,0,0,0,59,11.9,23.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1048,4.8,1,1.5,0,1.8,0,0,0,47.7,0.9,23.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1069,0.3,1,0.15,0,21.5,0,0,0,58.1,12.5,44.18,0,0,0,0,0,1.93,0,0,0,0,31.8,0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22,0,13.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1069,0.3,1,0.15,0,21.6,0,0,0,63.2,13.7,48.55,0,0,0,0,0,3,0,0,0,0,32.94,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.74,0,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1069,0.3,1,0.15,0,13.1,0,0,0,59.5,7.8,60.37,0,0,0,0,0,0,0,0,0,0,32.49,0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1069,0.3,1,0.19,0,15.9,0,0,0,53,8.4,86.89,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67,0,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1069,0.3,1,0.17,0,21.7,0,0,0,36.4,7.9,81.28,0,0,0,0,0,3.84,0,0,0,0,7.91,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59,0,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1069,0.3,1,0.15,0,24,0,0,0,61.9,14.9,39.42,0,0,0,0,0,4.42,0,0,0,0,36.45,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.03,0,7.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1069,0.3,1,0.19,0,22.6,0,0,0,32.9,7.4,78.64,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.32,0,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1069,0.3,1,0.17,0,17,0,0,0,49.7,8.4,71.74,0,0,0,0,0,2.08,0,0,0,0,8.59,0,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,0,7.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1069,0.3,1,0.17,0,16.3,0,0,0,47.5,7.8,69.67,0,0,0,0,0,3.1,0,0,0,0,12.76,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79,0,7.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1069,0.3,1,0.16,0,16.1,0,0,0,51.8,8.4,67.25,0,0,0,0,0,0.79,0,0,0,0,26.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1069,0.3,1,0.18,0,14.3,0,0,0,57.1,8.2,58.87,0,0,0,0,0,0,0,0,0,0,11.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.92,0,13.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1069,0.3,1,0.16,0,12.9,0,0,0,60.5,7.8,57.8,0,0,0,0,0,2.74,0,0,0,0,22.56,0,0,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1069,0.3,1,0.16,0,14.6,0,0,0,57.6,8.4,56.02,0,0,0,0,0,3.29,0,0,0,0,27.09,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.22,0,3.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1069,0.3,1,0.17,0,14.8,0,0,0,53.1,7.9,66.97,0,0,0,0,0,0.79,0,0,0,0,19.64,0,0,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.91,0,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1069,0.3,1,0.18,0,15.4,0,0,0,53,8.1,82.71,0,0,0,0,0,2.25,0,0,0,0,0,0,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.42,0,5.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1069,0.3,1,0.15,0,20.3,0,0,0,64,13,41.35,0,0,0,0,0,2.17,0,0,0,0,35.81,0,0,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.25,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1069,0.3,1,0.17,0,11.8,0,0,0,71,8.4,54.85,0,0,0,0,0,3.55,0,0,0,0,21.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.29,0,6.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1069,0.3,1,0.19,0,12.4,0,0,0,62.5,7.8,76.43,0,0,0,0,0,0.89,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.25,0,8.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1069,0.3,1,0.18,0,16.3,0,0,0,45.7,7.5,75.76,0,0,0,0,0,2.72,0,0,0,0,7.46,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1069,0.3,1,0.18,0,10.8,0,0,0,69.2,7.5,74.79,0,0,0,0,0,0,0,0,0,0,10.8,0,0,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.81,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1069,0.3,1,0.18,0,16.5,0,0,0,65.9,10.9,62.68,0,0,0,0,0,5.98,0,0,0,0,0,0,0,3.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1069,0.3,1,0.18,0,12.5,0,0,0,64.2,8,66.36,0,0,0,0,0,0.98,0,0,0,0,8.06,0,0,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.29,0,4.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1069,0.3,1,0.18,0,14.1,0,0,0,58.6,8.2,65.57,0,0,0,0,0,2.55,0,0,0,0,13.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.87,0,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1069,0.3,1,0.17,0,8.8,0,0,0,81.8,7.2,64,0,0,0,0,0,0,0,0,0,0,19.8,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.23,0,4.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1069,0.3,1,0.18,0,12.8,0,0,0,60.9,7.8,69.7,0,0,0,0,0,1.09,0,0,0,0,13.49,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.21,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1069,0.3,1,0.14,0,25.7,0,0,0,72.1,18.5,35.81,0,0,0,0,0,9.07,0,0,0,0,37.22,0,0,2.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1069,0.3,1,0.15,0,22.1,0,0,0,77.6,17.2,52,0,0,0,0,0,6.57,0,0,0,0,20.22,0,0,6.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.76,0,3.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1069,0.3,1,0.18,0,15.4,0,0,0,77.7,12,69.71,0,0,0,0,0,2.37,0,0,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.95,0,13.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1069,0.3,1,0.15,0,23.9,0,0,0,78.8,18.8,49.2,0,0,0,0,0,3.07,0,0,0,0,33.71,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71,0,9.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1069,0.3,1,0.18,0,12,0,0,0,68.1,8.2,86.3,0,0,0,0,0,2.38,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81,0,5.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1069,0.3,1,0.18,0,15.4,0,0,0,77.7,12,69.71,0,0,0,0,0,2.37,0,0,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.95,0,13.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1069,0.3,1,0.18,0,18.6,0,0,0,67.3,12.5,75.64,0,0,0,0,0,0.83,0,0,0,0,5.75,0,0,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,0,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1069,0.3,1,0.15,0,13.3,0,0,0,56,7.4,49.2,0,0,0,0,0,3.07,0,0,0,0,33.71,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71,0,9.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1080,0.3,1,0.15,0,16.9,0,0,0,74.1,12.6,39.42,0,0,0,0,0,4.42,0,0,0,0,36.45,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.03,0,7.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1095,0.3,1,0.15,0,22.3,0,0,0,61,13.6,39.42,0,0,0,0,0,4.42,0,0,0,0,36.45,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.03,0,7.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1105,0.3,1,0.15,0,25.2,0,0,0,57.6,14.6,39.42,0,0,0,0,0,4.42,0,0,0,0,36.45,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.03,0,7.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1115,0.3,1,0.15,0,23.1,0,0,0,54.2,12.5,39.42,0,0,0,0,0,4.42,0,0,0,0,36.45,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.03,0,7.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1130,0.3,1,0.15,0,21.3,0,0,0,50.8,10.8,39.42,0,0,0,0,0,4.42,0,0,0,0,36.45,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.03,0,7.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,n.a.,973,2.5,1,1.05,0,3.4,53.8,11.2,35,46.2,1.6,11.11,0,0,0,0,0,0,0,44.44,0,44.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,n.a.,973,2.5,1,0.92,0,5.7,52.7,17.6,29.7,47.3,2.7,11.11,0,0,0,0,0,0,0,0,0,44.44,0,0,0,0,0,44.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,n.a.,973,2.5,1,0.96,0,3.3,76.4,4.1,19.5,23.6,0.8,11.11,0,0,0,0,0,0,0,0,0,44.44,0,0,0,0,0,0,44.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,n.a.,993,2.5,1,1.05,0,5.1,47.1,17.3,35.6,52.9,2.7,11.11,0,0,0,0,0,0,0,44.44,0,44.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,n.a.,993,2.5,1,0.92,0,6.8,47,21.7,31.3,53,3.6,11.11,0,0,0,0,0,0,0,0,0,44.44,0,0,0,0,0,44.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,n.a.,993,2.5,1,0.96,0,4.6,67.5,8.1,24.4,32.5,1.5,11.11,0,0,0,0,0,0,0,0,0,44.44,0,0,0,0,0,0,44.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,n.a.,1013,2.5,1,1.05,0,7,41.2,25,33.8,58.8,4.1,11.11,0,0,0,0,0,0,0,44.44,0,44.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,n.a.,1013,2.5,1,0.92,0,9.1,41.6,29.4,29,58.4,5.3,11.11,0,0,0,0,0,0,0,0,0,44.44,0,0,0,0,0,44.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,n.a.,1013,2.5,1,0.96,0,7.8,59.4,14.8,25.8,40.6,3.2,11.11,0,0,0,0,0,0,0,0,0,44.44,0,0,0,0,0,0,44.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,n.a.,1033,2.5,1,1.05,0,9.1,35.4,34.6,30,64.6,5.9,11.11,0,0,0,0,0,0,0,44.44,0,44.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,n.a.,1033,2.5,1,0.92,0,13.7,38.7,34.3,27,61.3,8.4,11.11,0,0,0,0,0,0,0,0,0,44.44,0,0,0,0,0,44.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,n.a.,1033,2.5,1,0.96,0,9.5,54.4,22,23.6,45.6,4.3,11.11,0,0,0,0,0,0,0,0,0,44.44,0,0,0,0,0,0,44.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,n.a.,1053,2.5,1,1.05,0,11.9,31.6,41.1,27.3,68.4,8.1,11.11,0,0,0,0,0,0,0,44.44,0,44.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,n.a.,1053,2.5,1,0.92,0,17,36,38.3,25.7,64,10.9,11.11,0,0,0,0,0,0,0,0,0,44.44,0,0,0,0,0,44.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,n.a.,1053,2.5,1,0.96,0,13.2,45.4,27.6,27,54.6,7.2,11.11,0,0,0,0,0,0,0,0,0,44.44,0,0,0,0,0,0,44.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1123,5,0.9,0,0,11.8,0,30.1,42.9,73,8.6,2.08,0,0,0,0,0,4.44,0,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Impregnation,1123,5,0.9,0,0,14.2,0,34.5,48.2,82.7,11.7,2.08,0,0,0,0,0,4.44,0,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
