Cation 1,Cation 1 mol%,Cation 2,Cation 2 mol%,Cation 3,Cation 3 mol%,Cation 4,Cation 4 mol%,Cation 5,Cation 5 mol%,Cation 6,Cation 6 mol%,Anion 1,Anion 1 mol%,Anion 2,Anion 2 mol%,Promotor,Support 1,Support 1 mol%,Support 2,Support 2 mol%,Support 3,Support 3 mol%,Preparation,"Temperature, K","p(CH4), bar","p(O2), bar",p(CH4)/p(O2),"p total, bar","Contact time, s","X(O2), %","X(CH4), %","S(COx), %","S(C2=), %","S(C2-), %","S(C2), %","Y(C2), %"
Li,5.0,Ti,45.0,Sr,50.0,,,,,,,,,,,,,,,,,,Pyrolysis,1123,0.50,0.38,1.3,1.0,0.79 ,,43.2,,,,25.7,11.1
Li,5.0,Ti,45.0,Sr,50.0,,,,,,,,,,,,,,,,,,Sol-gel,1123,0.50,0.38,1.3,1.0,0.79 ,,33.0,,,,3.5,1.2
Li,6.8,Ba,36.4,Sr,27.8,Ti,29.0,,,,,,,,,,,,,,,,Impregnation,1073,0.40,0.20,2.0,1.0,0.60 ,,37.0,,,,59.5,22.0
Li,3.0,Mg,97.0,,,,,,,,,,,,,,,,,,,,Impregnation,1053,0.28,0.07,4.0,1.0,0.86 ,,30.0,,,,65.0,19.5
Li,9.1,Ca,90.9,,,,,,,,,,,,,,,,,,,,Therm.decomp.,1023,0.80,0.20,4.0,1.0,0.70 ,,12.8,,,,68.0,8.7
Li,28.6,Ca,71.4,,,,,,,,,,,,,,,,,,,,Therm.decomp.,1023,0.80,0.20,4.0,1.0,0.70 ,,22.0,,,,62.2,13.7
Li,73.7,La,26.3,,,,,,,,,,,,,,,,,,,,Therm.decomp.,1023,0.18,0.01,16.3,1.0,0.07 ,65.0,1.8,,,,100.0,1.8
Li,10.0,Mg,90.0,,,,,,,,,,,,,,,,,,,,Impregnation,1063,0.68,0.07,10.0,1.0,0.22 ,,12.9,,,,75.0,9.7
Li,37.5,Mg,62.5,,,,,,,,,,,,,,,,,,,,Impregnation,907,0.08,0.05,1.7,1.0,1.00 ,,0.3,,,,56.7,0.2
Li,20.0,Ni,60.0,,,,,,,,,Cl,20.0,,,,,,,,,,Impregnation,1023,0.10,0.05,2.0,1.0,0.60 ,,,,,,,8.0
