,Order,Temperature,pCH4_per_pO2,Contact time,R2,RMSE,MAE,n_estimators,max_depth,min_child_weight,gamma,subsample,colsample_bytree,learning_rate
855,7333,815.8,3.75,0.504,0.707005491,1.018058714,0.686338213,560,18,2.569648986,0.010135734,0.781703518,0.524334355,0.041389711
856,6094,815.8,3.75,0.576,0.70694326,1.018075106,0.684323681,763,44,7.487504661,0.008644042,0.903220013,0.593208207,0.097528
857,6851,815.8,4,0,0.706986311,1.018084804,0.686148536,811,19,5.742918953,0.005806563,0.575235312,0.556436799,0.035257287
858,6339,815.8,4,0.072,0.706897507,1.018097304,0.68478799,327,14,2.35422737,0.011892119,0.714297789,0.520732486,0.065283166
859,4505,815.8,4,0.144,0.706944835,1.018099418,0.685506565,959,2,2.307736125,0.003864828,0.98402343,0.895135136,0.047532481
860,6115,815.8,4,0.216,0.706901237,1.018148097,0.685547548,863,34,4.414998552,0.022323749,0.683430551,0.557348028,0.028325334
861,7182,815.8,4,0.288,0.706945861,1.018171018,0.685958837,389,46,7.348364169,0.013639498,0.874127021,0.575551866,0.057676005
862,4502,815.8,4,0.36,0.706892106,1.018191007,0.684497271,410,8,4.598069894,0.02445601,0.892722999,0.619446838,0.065318708
863,5712,815.8,4,0.432,0.706935419,1.018194123,0.685108327,887,1,2.887311563,0.459034178,0.848388849,0.99776358,0.053823015
864,6992,815.8,4,0.504,0.706884368,1.018200139,0.685302248,602,19,3.707604519,0.012159556,0.530174402,0.594177304,0.041130643
865,6865,815.8,4,0.576,0.706866106,1.018221263,0.684505921,864,14,5.888490433,0.013686065,0.746792157,0.520814043,0.093946157
866,7121,815.8,4.25,0,0.706850796,1.018223282,0.685422685,912,15,6.189173948,0.013612966,0.745323486,0.513230347,0.043601305
867,6114,815.8,4.25,0.072,0.706857207,1.018224569,0.685401956,392,38,3.222935763,0.005907967,0.720082661,0.647077292,0.04127631
868,6134,815.8,4.25,0.144,0.706836051,1.018227287,0.68538861,973,15,1.076213271,0.016378435,0.695532235,0.523225926,0.076861672
869,7102,815.8,4.25,0.216,0.706896745,1.018231106,0.68481294,854,28,4.399266092,0.018092362,0.779065897,0.600980188,0.077192291
870,6473,815.8,4.25,0.288,0.706902198,1.018231845,0.686664139,342,48,6.979299402,0.006774846,0.719754544,0.538230659,0.082293182
871,5878,815.8,4.25,0.36,0.706851801,1.018235097,0.685846202,474,18,1.794064582,0.221246088,0.938758212,0.505298041,0.018818315
872,5650,815.8,4.25,0.432,0.706887964,1.0182415,0.684990541,969,17,5.803059383,0.055545185,0.555519703,0.566360239,0.098873683
873,6614,815.8,4.25,0.504,0.70689448,1.018249938,0.685263758,626,13,1.283758802,0.265521853,0.541403004,0.501197747,0.07353931
874,7665,815.8,4.25,0.576,0.706875573,1.018256124,0.685253875,709,20,5.934998293,0.002669331,0.708776371,0.986782526,0.089447504
875,6152,815.8,4.5,0,0.706884974,1.018262635,0.684952023,999,2,1.166860077,0.031492834,0.500695342,0.871507724,0.078478621
876,3956,815.8,4.5,0.072,0.706907448,1.018264753,0.685569441,932,4,3.513335131,0.012310667,0.624231018,0.52055957,0.03097646
877,6570,815.8,4.5,0.144,0.706805061,1.01826729,0.685245144,434,41,2.131843454,0.008186761,0.513326901,0.528135029,0.058594859
878,7014,815.8,4.5,0.216,0.706871905,1.018267709,0.685478327,918,5,7.062490395,0.017175134,0.753710192,0.59755342,0.084379814
879,7458,815.8,4.5,0.288,0.706808166,1.018270439,0.685213352,590,41,5.118222065,0.026036472,0.58015153,0.594500442,0.087088637
880,4501,815.8,4.5,0.36,0.706840775,1.018280158,0.685266332,426,7,6.151845926,0.019040344,0.730551389,0.643706848,0.087013466
881,6281,815.8,4.5,0.432,0.706836334,1.018293357,0.685824996,977,45,1.536529495,0.03433092,0.927043693,0.500297716,0.066716459
882,6534,815.8,4.5,0.504,0.706817575,1.018303883,0.685008918,821,45,7.803029316,0.017821968,0.771863238,0.586665171,0.076503307
883,6216,815.8,4.5,0.576,0.70687677,1.018309796,0.685549094,805,10,4.123466108,0.033257862,0.600018284,0.605435371,0.095174981
884,5984,815.8,4.75,0,0.706870755,1.018309881,0.685759972,892,5,5.798370923,0.012338244,0.693110851,0.546248526,0.030927482
885,5652,815.8,4.75,0.072,0.706806262,1.018329216,0.684692661,825,9,5.107303853,0.010827219,0.586878985,0.586294808,0.047687719
886,5947,815.8,4.75,0.144,0.7068557,1.018343098,0.684701944,282,38,4.22285043,0.084442552,0.588923168,0.526187617,0.099728355
887,6343,815.8,4.75,0.216,0.706853979,1.018349636,0.686482539,851,8,4.457421929,0.01502152,0.813855536,0.548688363,0.030880306
888,5653,815.8,4.75,0.288,0.706788772,1.01835959,0.684764049,577,5,2.22672063,0.000322865,0.518572989,0.534167637,0.030339712
889,5651,815.8,4.75,0.36,0.706734067,1.018370271,0.683877053,491,20,4.914337717,0.588152854,0.713657486,0.534118258,0.05616429
890,7120,815.8,4.75,0.432,0.706820125,1.018388497,0.685818307,539,24,2.689089418,0.004583702,0.984403008,0.552197993,0.068817717
891,6972,815.8,4.75,0.504,0.706775404,1.018397563,0.683439276,592,26,6.730346823,0.006304957,0.723130091,0.853445345,0.065899676
892,7354,815.8,4.75,0.576,0.706809247,1.018399598,0.685799978,780,40,2.12942487,0.005369126,0.551067306,0.666111903,0.021429518
893,6200,815.8,5,0,0.706770975,1.018404442,0.684490482,852,5,6.021046481,0.003171375,0.539858062,0.681886508,0.076964549
894,4975,815.8,5,0.072,0.706825896,1.018406416,0.684977419,609,50,3.521392351,0.028985529,0.549553822,0.625339147,0.07308544
895,5733,815.8,5,0.144,0.706814384,1.018406923,0.685639374,335,36,3.448234339,0.002350057,0.681881833,0.945266445,0.097571937
896,6407,815.8,5,0.216,0.706782374,1.018408595,0.686104644,583,40,6.313270593,0.003725874,0.526014049,0.556258676,0.088336012
897,6655,815.8,5,0.288,0.70674875,1.018419095,0.685538047,993,23,3.677234901,0.016996956,0.656864274,0.594030058,0.069826698
898,6368,815.8,5,0.36,0.706785585,1.018421514,0.687620069,913,12,6.011783884,0.024250872,0.653590621,0.61699109,0.098544818
899,6470,815.8,5,0.432,0.706770199,1.018429737,0.686364696,497,30,5.672426912,0.001029914,0.686456498,0.513700485,0.049733479
900,6893,815.8,5,0.504,0.706784515,1.018435317,0.685300769,885,32,6.244407397,0.026406625,0.686554115,0.581751693,0.047596189
901,6238,815.8,5,0.576,0.706804405,1.018435487,0.685382944,345,49,2.698389333,0.004246799,0.831686911,0.608932406,0.083200788
902,6888,815.8,5.25,0,0.706802117,1.018444569,0.685836502,860,46,7.956338526,0.014752669,0.669263973,0.547586127,0.097672848
903,7433,815.8,5.25,0.072,0.706705626,1.01845564,0.685583701,979,23,7.134069635,0.025532354,0.885028598,0.58737334,0.082615427
904,7353,815.8,5.25,0.144,0.7067723,1.018463765,0.685600956,473,16,3.341669519,0.013638803,0.926491676,0.519598868,0.096459943
905,6032,815.8,5.25,0.216,0.706770517,1.018465096,0.68620651,485,20,6.383934081,0.039811756,0.771624019,0.544620721,0.080273387
906,6597,815.8,5.25,0.288,0.706760438,1.018465477,0.685399298,1000,2,3.525676964,0.00939812,0.532541185,0.987427335,0.0457669
907,6278,815.8,5.25,0.36,0.706770204,1.018477881,0.683751348,990,2,1.573762457,0.023304159,0.926057329,0.861328039,0.088132525
908,6194,815.8,5.25,0.432,0.70676084,1.018480538,0.685129402,284,28,6.077509208,0.019420264,0.690261121,0.625756641,0.086665541
909,6677,815.8,5.25,0.504,0.706765715,1.018486034,0.68552658,778,32,3.185522377,0.025315947,0.65376988,0.600685557,0.068856737
910,6451,815.8,5.25,0.576,0.70676755,1.018493347,0.685815192,217,9,6.906005811,0.012325997,0.954318637,0.607812816,0.091547502
911,7267,815.8,5.5,0,0.70676467,1.018494881,0.686245773,442,49,7.981424421,0.004236973,0.710426792,0.517402616,0.050683416
912,3984,815.8,5.5,0.072,0.706774907,1.018499278,0.68604475,839,18,5.310519412,0.004879275,0.999321264,0.558023234,0.079696887
913,1961,815.8,5.5,0.144,0.706764057,1.018500837,0.686547821,847,45,3.816465631,0.017831661,0.772543966,0.55707028,0.064970551
914,6151,815.8,5.5,0.216,0.706679417,1.018510443,0.685089688,196,8,4.309100132,0.000850979,0.592070118,0.529595376,0.096548341
915,7228,815.8,5.5,0.288,0.706736986,1.018513071,0.685900642,766,12,2.353509534,0.020585069,0.59345383,0.581900739,0.041755888
916,7415,815.8,5.5,0.36,0.706567614,1.018517975,0.684873222,280,29,3.833675034,0.011151958,0.973320504,0.658218113,0.072555355
917,7436,815.8,5.5,0.432,0.706548604,1.018550967,0.685348225,809,24,3.177306389,0.048204905,0.621126153,0.542635113,0.091806169
918,6803,815.8,5.5,0.504,0.706721554,1.018556901,0.686134193,824,18,5.964029057,0.013356741,0.983696368,0.527146536,0.093574679
919,7351,815.8,5.5,0.576,0.706728252,1.018558123,0.684329185,832,19,1.065205342,0.019615842,0.512800923,0.652135217,0.090564983
920,6262,815.8,5.75,0,0.706718268,1.018567682,0.685109526,852,24,2.26995866,0.001475231,0.759322921,0.609713806,0.029860035
921,6808,815.8,5.75,0.072,0.706718275,1.018569269,0.685071389,959,7,2.303287285,0.015495581,0.601730132,0.633128264,0.058619792
922,9,815.8,5.75,0.144,0.70667215,1.018573674,0.685180172,868,48,2.671733833,0.012737346,0.68585664,0.575446772,0.051937456
923,6637,815.8,5.75,0.216,0.706710253,1.018581397,0.685483564,603,21,3.288076718,0.025094533,0.707221508,0.627319322,0.098695469
924,6326,815.8,5.75,0.288,0.706688246,1.018590544,0.686040721,799,2,7.100006939,0.036788213,0.834276393,0.703924264,0.050972262
925,5731,815.8,5.75,0.36,0.70664211,1.018591171,0.684329263,493,2,1.549431803,0.008587419,0.556590217,0.898742438,0.099604318
926,7124,815.8,5.75,0.432,0.706660751,1.018593338,0.687671056,894,43,5.210320177,0.007206735,0.554360067,0.58356539,0.034847707
927,7264,815.8,5.75,0.504,0.706633923,1.018594025,0.686621237,568,10,4.157820037,0.059284549,0.548514222,0.575876917,0.081699466
928,6383,815.8,5.75,0.576,0.706696419,1.018609251,0.686291824,565,14,7.987141795,0.019020814,0.966597278,0.527566173,0.096038612
929,6914,815.8,6,0,0.706678475,1.018619457,0.686506961,414,2,6.261537103,0.000378105,0.945906751,0.975567738,0.056974288
930,2858,815.8,6,0.072,0.706699758,1.018629783,0.68584924,868,22,5.929830969,0.015237313,0.644797274,0.644190803,0.061696942
931,6367,815.8,6,0.144,0.706671154,1.018652267,0.686157671,966,4,3.297892642,0.023748133,0.984599901,0.531459658,0.096353349
932,5801,815.8,6,0.216,0.706649747,1.018655775,0.686230082,402,2,3.705205281,0.00080689,0.689116311,0.7523279,0.049529896
933,7416,815.8,6,0.288,0.706551455,1.018659701,0.683879378,757,18,7.894397444,0.002275292,0.96914735,0.570167513,0.031864616
934,3491,815.8,6,0.36,0.706650968,1.018668204,0.685995867,964,46,1.189323726,0.010876963,0.539396219,0.610332526,0.03630242
935,6218,815.8,6,0.432,0.706618124,1.01867226,0.685965342,865,14,3.555304008,0.019322094,0.639765251,0.516356112,0.079976224
936,6595,815.8,6,0.504,0.706653642,1.018677416,0.685881863,928,34,2.123839109,0.038015748,0.671520042,0.646208001,0.081645528
937,7059,815.8,6,0.576,0.706621271,1.018680518,0.68355228,894,13,6.5713279,0.024031955,0.597708062,0.535608679,0.056211152
938,6242,839,1,0,0.706630255,1.018683164,0.686431445,325,47,4.658632709,0.017408991,0.543172726,0.501081015,0.091033569
939,7204,839,1,0.072,0.706650592,1.018683821,0.686407432,692,2,3.331076317,0.006859009,0.880519532,0.843413118,0.03999806
940,7414,839,1,0.144,0.706577584,1.018688003,0.684530926,326,35,5.991678446,0.007205318,0.687900142,0.513572513,0.078217263
941,5772,839,1,0.216,0.706561484,1.018696226,0.685989833,826,25,2.167451497,0.013649454,0.844940433,0.560864624,0.066564674
942,7079,839,1,0.288,0.706551414,1.018698674,0.68466646,696,17,6.44995768,0.016701322,0.776745888,0.535753495,0.051190419
943,6616,839,1,0.36,0.706637377,1.018708511,0.685480353,946,33,2.254119373,0.011982997,0.559730702,0.500317667,0.054414823
944,6801,839,1,0.432,0.706539435,1.01872333,0.684873138,813,4,7.134458244,0.038642506,0.898104529,0.596238613,0.071926312
945,6849,839,1,0.504,0.706626786,1.0187368,0.686390296,939,2,4.927974542,0.273961882,0.54718934,0.593617017,0.073269331
946,5696,839,1,0.576,0.706549673,1.018739737,0.686491156,827,25,6.162878636,0.015734726,0.510973832,0.658360294,0.056033243
947,6530,839,1.25,0,0.706582921,1.018748704,0.684729949,781,41,6.826942172,0.046234845,0.641891167,0.51955192,0.088954649
948,6742,839,1.25,0.072,0.706623222,1.018749568,0.686705567,618,15,6.15396928,0.022477042,0.589746851,0.565056288,0.097325203
949,6389,839,1.25,0.144,0.706586209,1.018780576,0.686574851,572,5,3.008978906,0.011467657,0.688109769,0.52407807,0.094935841
950,6361,839,1.25,0.216,0.706529612,1.018786552,0.687481185,907,43,7.04001824,0.064252068,0.748353001,0.635621411,0.067762613
951,6131,839,1.25,0.288,0.706571742,1.018791871,0.683950381,602,32,6.132148444,0.026132952,0.616408333,0.543357852,0.093490461
952,2360,839,1.25,0.36,0.70660066,1.018798822,0.685342131,406,2,1.12121892,0.072147131,0.50164952,0.995176153,0.062285165
953,4520,839,1.25,0.432,0.70655645,1.018808033,0.685667338,780,28,3.518271001,0.01236544,0.945709588,0.555135465,0.049232479
954,1037,839,1.25,0.504,0.70659686,1.018808451,0.686221049,633,8,7.395803054,0.018831328,0.824853765,0.588701442,0.068202562
955,6408,839,1.25,0.576,0.706585821,1.018808901,0.685895209,958,50,6.079635593,0.031598751,0.552470359,0.51794236,0.088495132
956,6971,839,1.5,0.648,0.706531677,1.018812529,0.684691371,814,20,5.677088889,0.00910919,0.857446166,0.524959359,0.034325411
957,6429,839,1.5,0.72,0.706582461,1.018814734,0.686338175,982,44,7.101089827,0.229796562,0.736269262,0.601036164,0.090313564
958,6868,839,1.5,0.792,0.706585771,1.018820247,0.686191354,841,8,1.815085388,0.001231338,0.804959412,0.576428833,0.054060555
959,5673,839,1.5,0.864,0.706517948,1.018829784,0.685607371,693,30,7.97045612,0.005799299,0.987184003,0.517670968,0.073185522
960,7100,839,1.5,0.936,0.706500771,1.018830988,0.68420626,365,42,2.36216666,0.001065773,0.924501199,0.576463072,0.048775448
961,4503,839,1.5,1.008,0.706517028,1.018842266,0.685420725,286,2,7.098440382,0.01036066,0.854048202,0.997319271,0.079440264
962,8,839,1.5,1.08,0.706552028,1.01884575,0.685686447,909,20,7.805704327,0.020113269,0.772428297,0.637147859,0.066738054
963,6722,839,1.5,1.152,0.706509159,1.018858249,0.686381344,892,33,2.865553703,0.035235523,0.577243744,0.569090019,0.065010879
964,6848,839,1.5,1.224,0.706519722,1.018862637,0.686012759,952,1,1.024288829,0.047662395,0.731636455,0.993880243,0.097317349
965,6004,839,1.5,1.296,0.706500888,1.018863407,0.686798783,840,17,5.817077388,0.033071606,0.640796543,0.500163187,0.042097767
966,1812,839,1.5,1.368,0.706496638,1.018871439,0.68561258,270,20,3.32462868,0.004590896,0.851807264,0.526222738,0.061255428
967,5777,839,1.5,1.44,0.706502944,1.018880074,0.686028809,716,15,5.330206722,0.005002121,0.52186778,0.566744989,0.08378719
968,6174,839,1.75,0.648,0.706526123,1.01890335,0.685415438,981,11,2.803419535,0.001293918,0.599920712,0.766408821,0.071110178
969,6575,839,1.75,0.72,0.706431407,1.01894328,0.685239378,943,47,7.273849908,0.007743138,0.817362751,0.524217504,0.037811231
970,7038,839,1.75,0.792,0.706465738,1.018945704,0.68553686,542,10,6.868777967,0.028285905,0.678266343,0.630205587,0.095911682
971,5716,839,1.75,0.864,0.706487925,1.018946907,0.685458196,598,32,6.879184085,0.062455339,0.654061163,0.636778024,0.099544641
972,4526,839,1.75,0.936,0.706476341,1.018947089,0.686116797,808,31,5.660295842,0.275702077,0.835748981,0.614549826,0.033011883
973,6866,839,1.75,1.008,0.706485273,1.018976633,0.685511168,309,20,3.01316576,0.0028453,0.623398559,0.653434325,0.064490951
974,6325,839,1.75,1.08,0.706480598,1.018983087,0.686340756,494,34,2.475532546,0.187630852,0.623899691,0.651362225,0.0673937
975,7116,839,1.75,1.152,0.706365692,1.018995772,0.686350367,982,2,1.247789217,0.014914228,0.87399678,0.95212249,0.074718719
976,3261,839,1.75,1.224,0.706457439,1.019002187,0.686373769,736,25,2.488584564,0.015311229,0.663668926,0.655768642,0.082963974
977,6236,839,1.75,1.296,0.706468172,1.019002272,0.686271992,220,2,1.883054036,0.000991246,0.771760049,0.951413317,0.099925335
978,6550,839,1.75,1.368,0.706356874,1.01900874,0.685096493,923,30,2.157530252,0.013868697,0.838103114,0.501813402,0.065098616
979,12,839,1.75,1.44,0.706432314,1.019009545,0.684775862,869,25,2.08543674,0.021229701,0.663179925,0.642465804,0.093170273
980,6428,839,2,0.648,0.706432001,1.019016874,0.686031003,489,15,7.259578315,0.020666306,0.988997038,0.578639008,0.0573145
981,6724,839,2,0.72,0.706456628,1.019020167,0.686414927,787,45,5.968041648,0.021647901,0.940428887,0.640562322,0.092815004
982,6573,839,2,0.792,0.706451846,1.019023713,0.685570288,365,23,3.891364646,0.006364836,0.502922208,0.500989649,0.093567114
983,6676,839,2,0.864,0.706397917,1.019028109,0.685271586,419,22,7.647427414,0.01222013,0.669780997,0.612136329,0.075026571
984,6471,839,2,0.936,0.70645696,1.019032595,0.686355161,839,25,4.628279012,0.282493246,0.511961075,0.615901526,0.076448736
985,5883,839,2,1.008,0.706451957,1.019036259,0.686163492,282,22,3.810019068,0.006511804,0.873862794,0.53361731,0.099429955
986,74,839,2,1.08,0.706405896,1.019056394,0.686238588,343,26,3.690778512,0.009314015,0.927681159,0.575502669,0.058168259
987,7795,839,2,1.152,0.70640791,1.019057264,0.686117135,290,20,2.062765111,0.018015337,0.607850943,0.592080159,0.084027532
988,5964,839,2,1.224,0.706444356,1.01906802,0.685966727,629,14,2.365565598,0.018342937,0.780986173,0.650998211,0.09530863
989,7497,839,2,1.296,0.706379709,1.019082994,0.685183418,447,43,7.655143237,0.012924151,0.761724751,0.562743736,0.099757179
990,7515,839,2,1.368,0.706267354,1.019083474,0.685862173,737,4,8.693238979,0.002125695,0.988653096,0.562327267,0.064646851
991,6823,839,2,1.44,0.706368326,1.019085434,0.68680464,268,34,5.117004473,0.031306479,0.871879986,0.586759851,0.098483293
992,1,839,2.25,0.648,0.706388683,1.019096804,0.68554031,399,2,5.593284974,0.313710288,0.836718865,0.568211796,0.039523735
993,6619,839,2.25,0.72,0.706394317,1.019104943,0.685525646,838,49,4.620810865,0.026585491,0.59754031,0.540829101,0.055879226
994,6887,839,2.25,0.792,0.706408472,1.019109937,0.68640904,919,33,6.51778545,0.005865011,0.782094971,0.659470854,0.036900365
995,5962,839,2.25,0.864,0.706357794,1.019111748,0.687238189,957,27,5.277686688,0.003758642,0.943068398,0.57887498,0.03592945
996,1707,839,2.25,0.936,0.706358101,1.01911187,0.686269559,843,22,3.085893848,0.028584923,0.583159124,0.607747727,0.091584684
997,6551,839,2.25,1.008,0.706371671,1.01911537,0.685856981,664,50,7.640322745,0.017189472,0.719555244,0.611296683,0.082777859
998,5822,839,2.25,1.08,0.706376158,1.01913068,0.686549949,792,8,8.915836406,0.005367287,0.746929419,0.530135957,0.091872902
999,5669,839,2.25,1.152,0.706358292,1.019139879,0.685686378,530,7,7.381876066,0.011644907,0.999327853,0.534897534,0.048125449
1000,6426,839,2.25,1.224,0.70640025,1.019142888,0.686275097,344,49,4.926176613,0.007351306,0.664180304,0.55463617,0.090568503
1001,6740,839,2.25,1.296,0.706380599,1.019148797,0.686347261,923,50,6.379232494,0.031763825,0.56453553,0.535468082,0.090164431
1002,6991,839,2.25,1.368,0.706250522,1.019153907,0.686263839,860,23,7.064362374,0.014913093,0.677181848,0.536138624,0.082982853
1003,7308,839,2.25,1.44,0.70638431,1.01915522,0.686567447,809,43,1.243026203,0.026949472,0.612898261,0.660215487,0.077426362
1004,5899,839,2.5,0.648,0.706321256,1.01915609,0.686484878,677,41,5.36716442,0.007477719,0.915187987,0.541320631,0.038953675
1005,7326,839,2.5,0.72,0.706282078,1.019160293,0.685576698,496,19,5.128258164,0.044144337,0.713577752,0.555960393,0.079472997
1006,4599,839,2.5,0.792,0.706385227,1.019167035,0.685771431,801,44,6.838153677,0.004720564,0.667592327,0.664742514,0.034936934
1007,5840,839,2.5,0.864,0.706336993,1.019168085,0.685952286,828,35,7.668964587,0.00500394,0.778053599,0.582631422,0.047750378
1008,1751,839,2.5,0.936,0.706349966,1.019173413,0.685690692,969,13,6.171278208,0.022999166,0.605868182,0.630487619,0.063370533
1009,4519,839,2.5,1.008,0.706343412,1.01917779,0.686370362,198,38,6.198259412,0.000933388,0.776869116,0.581260888,0.096470918
1010,7183,839,2.5,1.08,0.706365539,1.019178638,0.686389464,578,20,7.83046108,0.060880883,0.818419868,0.529652078,0.046932576
1011,4529,839,2.5,1.152,0.706338675,1.01918601,0.686790936,983,49,4.963614833,0.005793136,0.989937878,0.576985049,0.020296795
1012,5754,839,2.5,1.224,0.706360664,1.019194123,0.685751393,806,4,4.421247878,0.015936612,0.58524657,0.651422191,0.082943721
1013,5965,839,2.5,1.296,0.706368263,1.019200087,0.686680924,294,45,4.296814278,0.008905789,0.796122744,0.542557735,0.05394831
1014,2908,839,2.5,1.368,0.706365569,1.019206904,0.686452564,627,11,1.050251204,0.006773504,0.558296915,0.545677186,0.096829434
1015,5758,839,2.5,1.44,0.706337563,1.019210191,0.685973988,567,41,6.948058165,0.013256019,0.736806838,0.608457693,0.090792059
1016,5904,839,2.75,0.648,0.706342983,1.01922539,0.686538994,846,44,2.189343062,0.017918172,0.589744778,0.524958923,0.096424262
1017,6872,839,2.75,0.72,0.70632922,1.019225706,0.687145574,711,1,4.003047061,0.328422727,0.754316966,0.962370891,0.078497789
1018,5736,839,2.75,0.792,0.706327492,1.019228928,0.685874065,586,11,4.796490115,0.004559952,0.67225244,0.531398352,0.031299124
1019,6323,839,2.75,0.864,0.706296942,1.01923481,0.684514489,297,18,9.576725677,0.003080562,0.879066043,0.634371622,0.087000466
1020,5672,839,2.75,0.936,0.706235243,1.019235989,0.685762674,644,32,7.221857144,0.050754561,0.735036113,0.528572761,0.091579208
1021,5905,839,2.75,1.008,0.706336427,1.019236768,0.686466236,424,7,6.846628269,0.030107333,0.585250881,0.607877089,0.089367708
1022,5901,839,2.75,1.08,0.706343571,1.019238087,0.684503334,588,29,6.32565125,0.027192261,0.726314084,0.634507714,0.021876264
1023,6006,839,2.75,1.152,0.706343345,1.019243333,0.686307542,281,23,4.39194939,0.010403255,0.862871245,0.503666281,0.055482819
1024,6870,839,2.75,1.224,0.70633224,1.019248076,0.686008777,593,27,6.877491552,0.030375896,0.62972339,0.549535733,0.07362135
1025,4495,839,2.75,1.296,0.706279293,1.019254838,0.686105355,615,36,5.760661031,0.045766293,0.592437906,0.604765479,0.082567276
1026,82,839,2.75,1.368,0.706274331,1.01925879,0.68597297,369,18,6.550558888,0.004005831,0.622390592,0.654093034,0.096150491
1027,6553,839,2.75,1.44,0.706295692,1.01926556,0.685884026,767,6,2.097343805,0.023922462,0.761797507,0.606607585,0.05714769
1028,6029,839,3,0.648,0.706290885,1.019267684,0.686335987,961,15,4.213143838,0.008972665,0.683493233,0.517134026,0.026154353
1029,6111,839,3,0.72,0.706288913,1.019269545,0.685155063,608,30,3.610364146,0.032082838,0.500380143,0.576267983,0.096075909
1030,6449,839,3,0.792,0.706283869,1.019273935,0.687332659,581,28,6.877027923,0.321409435,0.767874872,0.646874299,0.069593503
1031,6787,839,3,0.864,0.706310763,1.019276668,0.68644328,824,37,7.173130123,0.00620674,0.763280669,0.506494387,0.059595718
1032,2604,839,3,0.936,0.706325479,1.019279586,0.686843307,627,11,7.373633314,0.008012486,0.704895307,0.546309617,0.09204515
1033,6703,839,3,1.008,0.706305224,1.019282929,0.686307964,742,8,7.813134513,0.006746358,0.806002311,0.596508039,0.092684902
1034,6302,839,3,1.08,0.706266311,1.019287958,0.685005724,945,4,3.132552276,0.019484734,0.834620765,0.508482517,0.084942775
1035,6723,839,3,1.152,0.706301476,1.019289433,0.686369018,778,44,4.919277583,0.008230317,0.821511012,0.549671662,0.046637247
1036,6763,839,3,1.224,0.706305338,1.019301345,0.685889457,827,7,4.145528463,0.01403176,0.683685199,0.664511985,0.064639504
1037,6780,839,3,1.296,0.706196657,1.019318117,0.687130312,566,44,1.997417384,0.006407077,0.506001858,0.645622573,0.081653997
1038,2348,839,3,1.368,0.706302217,1.019319954,0.687550652,765,39,4.46463571,0.009961282,0.988970821,0.593294928,0.050683273
1039,3039,839,3,1.44,0.706252009,1.019326307,0.68566626,318,3,5.870596127,0.003053161,0.60104128,0.667230899,0.088541379
1040,6425,839,3.25,0.648,0.706280314,1.019331536,0.686702923,596,50,4.439657342,0.016312143,0.544374602,0.62917281,0.033226771
1041,4455,839,3.25,0.72,0.706286366,1.019337368,0.686083084,674,47,6.831995569,0.040987138,0.747787673,0.57830608,0.064132206
1042,6217,839,3.25,0.792,0.706277541,1.019350126,0.686261038,999,49,6.257567416,0.043790126,0.75463862,0.628662258,0.068165107
1043,6741,839,3.25,0.864,0.706272757,1.019357882,0.686653266,951,7,4.398326695,0.02595883,0.662516569,0.614295836,0.072324539
1044,5861,839,3.25,0.936,0.706229598,1.019358185,0.686371367,983,48,1.008663329,0.000385874,0.997824114,0.99522082,0.014448284
1045,6284,839,3.25,1.008,0.706240419,1.019359763,0.685393677,576,11,4.361311798,0.033857605,0.512954707,0.579651227,0.096116615
1046,5860,839,3.25,1.08,0.706273409,1.019359841,0.685954861,583,47,4.634474041,0.010723033,0.57807123,0.545876541,0.066935155
1047,7748,839,3.25,1.152,0.706228906,1.019364502,0.684992677,520,21,1.348151438,0.003713222,0.940709096,0.505191264,0.06205076
1048,6324,839,3.25,1.224,0.706260177,1.019365624,0.686608742,362,22,4.303319124,0.020011388,0.547693954,0.585215618,0.06460784
1049,3084,839,3.25,1.296,0.706219361,1.019369293,0.686652649,741,34,2.398657169,0.008567964,0.884346752,0.623011227,0.05094119
1050,7186,839,3.25,1.368,0.706243177,1.019370218,0.685840357,573,21,3.08649562,0.012866964,0.867955711,0.539676943,0.035649378
1051,2935,839,3.25,1.44,0.706254689,1.019370226,0.685819527,681,43,3.156273144,0.022646415,0.670693632,0.561682647,0.060804651
1052,6721,839,3.5,0.648,0.70625775,1.019383321,0.686288931,216,46,5.686052403,0.000535874,0.913889341,0.509438344,0.091034209
1053,6178,839,3.5,0.72,0.706235209,1.019383355,0.686122988,427,2,1.734510897,0.003290272,0.632734438,0.694043192,0.09361453
1054,5943,839,3.5,0.792,0.706261533,1.019385301,0.68638104,430,44,5.484394056,0.030451959,0.556002661,0.633423358,0.096911374
1055,4569,839,3.5,0.864,0.706257434,1.019388802,0.686463218,730,18,7.376366841,0.073992612,0.839787772,0.502615937,0.097267602
1056,6450,839,3.5,0.936,0.706249845,1.019392031,0.686251385,750,24,4.986034071,0.015421254,0.992811236,0.504637183,0.067998707
1057,6827,839,3.5,1.008,0.706213813,1.019393504,0.686064616,317,8,5.975743692,0.00197892,0.914381539,0.618179103,0.075155641
1058,6869,839,3.5,1.08,0.706211775,1.019397039,0.686140657,278,37,4.686210928,0.013393458,0.547688663,0.662615015,0.090183966
1059,6718,839,3.5,1.152,0.706184695,1.019398066,0.686693797,795,11,3.973426031,0.012848749,0.796729374,0.605836007,0.074702195
1060,6406,839,3.5,1.224,0.706241448,1.019418466,0.686522959,800,47,2.752796257,0.01395659,0.667781209,0.525869699,0.078862083
