,Order,Temperature,pCH4_per_pO2,Contact time,R2,RMSE,MAE,n_estimators,max_depth,min_child_weight,gamma,subsample,colsample_bytree,learning_rate
2571,2428,978.2,4.25,1.152,0.703893934,1.023441985,0.689135977,806,8,7.444871198,0.005070725,0.930356821,0.643120139,0.054124604
2572,2462,978.2,4.25,1.224,0.703873927,1.023444046,0.688579325,757,17,2.20166663,0.004081457,0.957563071,0.608342845,0.036342628
2573,5037,978.2,4.25,1.296,0.703904609,1.023445318,0.689490089,859,37,4.375855052,0.003475038,0.855085922,0.627595547,0.017922305
2574,4242,978.2,4.25,1.368,0.703915938,1.02344697,0.687996502,978,45,5.792649698,0.023446898,0.558849206,0.567073384,0.085714115
2575,1557,978.2,4.25,1.44,0.703909709,1.023450834,0.68882433,915,48,3.793501831,0.022163219,0.648000169,0.560131034,0.044551227
2576,1480,978.2,4.5,0.648,0.703909577,1.023451485,0.688550538,445,36,7.518922019,0.028133398,0.904546115,0.583046127,0.073287195
2577,3428,978.2,4.5,0.72,0.703916237,1.023451976,0.688808893,796,29,7.176787667,0.015583696,0.807272526,0.599432239,0.081460151
2578,5821,978.2,4.5,0.792,0.703900871,1.023452675,0.688918424,660,32,6.017240529,0.002606053,0.772851002,0.509597516,0.0320105
2579,1809,978.2,4.5,0.864,0.703900054,1.023453609,0.68866336,970,27,4.723775617,0.018712752,0.544097043,0.555257411,0.057109922
2580,4314,978.2,4.5,0.936,0.703903218,1.023455321,0.687679239,843,35,3.434521787,0.008626119,0.762082472,0.583253999,0.035591056
2581,3730,978.2,4.5,1.008,0.703902066,1.023459668,0.688149475,406,17,7.195963702,0.002648907,0.708931974,0.538538937,0.089026224
2582,343,978.2,4.5,1.08,0.703847236,1.023459692,0.687501426,978,3,3.619616838,0.021486835,0.660735848,0.694468821,0.076648832
2583,3182,978.2,4.5,1.152,0.703893225,1.023461274,0.688909621,909,7,4.704890695,0.03442756,0.604866534,0.61674534,0.094313337
2584,3349,978.2,4.5,1.224,0.703855899,1.023461487,0.68851242,894,31,7.107809169,0.022767814,0.834241425,0.508837695,0.057077673
2585,4676,978.2,4.5,1.296,0.703910042,1.023462733,0.689269924,760,46,7.600655433,0.004180741,0.777770148,0.589435558,0.038673522
2586,2784,978.2,4.5,1.368,0.703854939,1.023463147,0.688715736,854,2,3.342258311,0.005958013,0.669139881,0.671733521,0.046939052
2587,4458,978.2,4.5,1.44,0.703882235,1.023465768,0.688574653,942,19,4.101947634,0.027020421,0.769580743,0.509920842,0.053860953
2588,2527,978.2,4.75,0.648,0.7038527,1.023467015,0.688338307,829,41,5.571643213,0.000679165,0.809870522,0.625154531,0.02209123
2589,4251,978.2,4.75,0.72,0.703907142,1.023467444,0.688241195,773,21,6.808633173,0.014375274,0.835883072,0.568997974,0.092547247
2590,953,978.2,4.75,0.792,0.703869445,1.023468943,0.688691606,673,9,4.16949498,0.029317973,0.573337682,0.540281667,0.035875847
2591,3262,978.2,4.75,0.864,0.703874675,1.023475267,0.688552158,182,31,3.329281585,0.00706948,0.757114391,0.512257565,0.099114413
2592,5396,978.2,4.75,0.936,0.703899779,1.023476252,0.688817909,742,1,3.340314346,0.336809137,0.646300916,0.944164942,0.073839059
2593,4767,978.2,4.75,1.008,0.703896432,1.023478497,0.68879609,968,47,5.645123319,0.03050568,0.563838012,0.533916603,0.049319909
2594,3782,978.2,4.75,1.08,0.70388299,1.023478677,0.688691156,687,2,3.485513529,0.008767944,0.760161989,0.674066297,0.0969394
2595,660,978.2,4.75,1.152,0.703859909,1.023478952,0.688642543,285,14,5.909683877,0.015885419,0.869762047,0.570384054,0.077375152
2596,4698,978.2,4.75,1.224,0.703900144,1.023479839,0.688632659,219,26,5.506760246,0.004216762,0.904357089,0.597349039,0.077282335
2597,593,978.2,4.75,1.296,0.703869468,1.023482622,0.685860206,814,42,1.032917642,0.005725697,0.517126992,0.632668841,0.083503844
2598,659,978.2,4.75,1.368,0.703887986,1.023483234,0.688072905,475,38,4.485259756,0.013716629,0.654638007,0.556312521,0.043688672
2599,3500,978.2,4.75,1.44,0.703870118,1.023485132,0.688133177,863,45,5.023132079,0.010824827,0.980272925,0.5880162,0.044740861
2600,3232,978.2,5,0.648,0.703867329,1.023487961,0.688762467,916,28,4.811639669,0.015733486,0.601962645,0.631325048,0.021396086
2601,5542,978.2,5,0.72,0.703892213,1.023488428,0.688853519,188,35,7.001666844,0.000763859,0.885063442,0.636232281,0.079418833
2602,4074,978.2,5,0.792,0.703867177,1.023490874,0.686328481,472,41,5.170359646,0.004881373,0.675416678,0.6423026,0.053693301
2603,1349,978.2,5,0.864,0.703828209,1.02349257,0.688980594,862,50,3.271516652,0.012838691,0.559767981,0.624909312,0.040214119
2604,1830,978.2,5,0.936,0.703877209,1.02349309,0.689203257,624,49,9.998559707,0.001706392,0.84984687,0.516477727,0.097429592
2605,3721,978.2,5,1.008,0.703882395,1.023493663,0.688635852,657,45,4.837958824,0.003438879,0.946935135,0.605874021,0.023068916
2606,3072,978.2,5,1.08,0.703836437,1.023495116,0.688501374,802,37,4.009598108,0.003476727,0.917357216,0.514567586,0.022483962
2607,3600,978.2,5,1.152,0.703837915,1.023495351,0.688564606,593,28,4.755917434,0.000239214,0.52369238,0.575780011,0.044507182
2608,3241,978.2,5,1.224,0.703862223,1.023496785,0.687241969,823,5,7.272252699,0.04603627,0.855821399,0.542013687,0.09356917
2609,3100,978.2,5,1.296,0.703834925,1.023497728,0.689300769,937,4,5.698594231,0.054406869,0.568712151,0.653950417,0.072853358
2610,4278,978.2,5,1.368,0.703884216,1.02349815,0.688677124,798,16,6.327066269,0.017779963,0.824651154,0.562275765,0.09310174
2611,3566,978.2,5,1.44,0.703842711,1.023500565,0.688524905,554,2,6.96953558,0.001242265,0.719540617,0.878747768,0.092899656
2612,7285,978.2,5.25,0.648,0.703800658,1.023500884,0.69072344,455,19,4.122211782,0.006091308,0.582817033,0.6319972,0.043417168
2613,3607,978.2,5.25,0.72,0.703831039,1.023507232,0.688660789,806,20,4.791456553,0.011556641,0.671634694,0.61021486,0.037754352
2614,172,978.2,5.25,0.792,0.703869692,1.023508486,0.688735905,738,21,6.107979929,0.003173965,0.834393384,0.537438607,0.021170979
2615,2444,978.2,5.25,0.864,0.703854908,1.023509425,0.688636121,360,33,4.021252644,7.23913E-05,0.677954338,0.529624614,0.059112362
2616,2904,978.2,5.25,0.936,0.70388045,1.023510749,0.688875206,881,36,4.449928093,0.005292313,0.823600197,0.547488513,0.036201316
2617,3589,978.2,5.25,1.008,0.70382597,1.02351599,0.688405376,288,45,2.833865893,0.04574185,0.595320709,0.651183993,0.053903019
2618,5000,978.2,5.25,1.08,0.703873936,1.023517009,0.689014892,704,49,4.360583708,0.157138922,0.662126827,0.534387659,0.034849563
2619,1914,978.2,5.25,1.152,0.703877925,1.023518133,0.688880538,483,32,2.876769206,0.027203004,0.560467646,0.902558868,0.079576737
2620,77,978.2,5.25,1.224,0.70381293,1.023518969,0.689271717,851,7,4.952644313,0.001179999,0.999656828,0.557810356,0.020264438
2621,2172,978.2,5.25,1.296,0.703811845,1.023520844,0.688666259,887,38,4.075399205,0.012840102,0.576290582,0.562224164,0.066758417
2622,2372,978.2,5.25,1.368,0.703857971,1.023522197,0.688651952,907,29,6.653395449,0.006108745,0.782688215,0.597770582,0.090446762
2623,3622,978.2,5.25,1.44,0.703822334,1.023522273,0.688508245,768,19,4.923789917,0.011738893,0.741694086,0.533068767,0.038816213
2624,3090,978.2,5.5,0.648,0.703820296,1.023523006,0.688498251,466,23,4.04563002,0.017314184,0.822698084,0.521179656,0.091388745
2625,1184,978.2,5.5,0.72,0.703856976,1.023523864,0.688785753,929,33,6.23587827,0.00087404,0.720114994,0.879478669,0.076015455
2626,3647,978.2,5.5,0.792,0.703872038,1.023527344,0.687540264,329,34,3.557613845,0.037563734,0.887112262,0.647418948,0.050460713
2627,3903,978.2,5.5,0.864,0.703831073,1.023528858,0.68892952,552,38,3.037881184,0.05199804,0.545149312,0.647664327,0.06905138
2628,3271,978.2,5.5,0.936,0.703824601,1.02352928,0.686151974,231,34,4.23147154,0.010954145,0.843298569,0.541151686,0.097861512
2629,2713,978.2,5.5,1.008,0.703842345,1.023531136,0.688740909,302,12,5.823279913,0.051797781,0.609354504,0.500763554,0.081311509
2630,3071,978.2,5.5,1.08,0.703815496,1.023531301,0.688346111,321,41,3.205488397,0.066180429,0.640259901,0.501423033,0.08824633
2631,2837,978.2,5.5,1.152,0.703870178,1.023531546,0.689050762,189,9,3.171415639,0.005786576,0.820284624,0.500721454,0.088157371
2632,4548,978.2,5.5,1.224,0.703857265,1.023532639,0.688858228,470,32,2.08775931,0.093397116,0.855592215,0.543767424,0.086910754
2633,3523,978.2,5.5,1.296,0.703840443,1.023536413,0.687221254,978,24,5.775274114,0.008927957,0.534282449,0.601299923,0.037089469
2634,912,978.2,5.5,1.368,0.703802568,1.023536872,0.688699657,196,30,4.789272408,0.006329961,0.584974673,0.591025882,0.095609935
2635,3597,978.2,5.5,1.44,0.703811795,1.023540483,0.687913445,594,2,4.895837931,0.037259941,0.926541804,0.920655642,0.09129513
2636,1162,978.2,5.75,0.648,0.703798943,1.023543135,0.689037863,661,2,6.268324428,0.040045547,0.817289446,0.677430842,0.096739863
2637,4719,978.2,5.75,0.72,0.703861886,1.023545957,0.688898774,813,49,6.568868209,0.044846969,0.75507824,0.544004692,0.083388103
2638,5226,978.2,5.75,0.792,0.70381843,1.023547035,0.688884033,468,24,7.64215887,0.003004039,0.730383144,0.590947184,0.090239993
2639,3346,978.2,5.75,0.864,0.703806304,1.023547183,0.688342307,506,18,1.847509902,0.003173794,0.713795481,0.961497325,0.081644104
2640,198,978.2,5.75,0.936,0.703819881,1.02354845,0.68877694,971,4,4.904919963,0.007309534,0.93015335,0.585368091,0.062527345
2641,2411,978.2,5.75,1.008,0.703832301,1.023548492,0.68877918,952,18,5.257852851,0.01113551,0.550281582,0.553678819,0.087741214
2642,3821,978.2,5.75,1.08,0.703827321,1.023548555,0.688443221,820,26,6.180517644,0.126952668,0.720517814,0.585900886,0.076775569
2643,3498,978.2,5.75,1.152,0.703832319,1.023550451,0.688999719,628,9,2.275396005,0.004276422,0.696511175,0.628143483,0.041273496
2644,2788,978.2,5.75,1.224,0.703804243,1.023550744,0.688609958,960,43,4.115669463,0.010258075,0.734409493,0.596439348,0.057638532
2645,465,978.2,5.75,1.296,0.70384351,1.023551326,0.689398589,996,42,4.296960429,0.048906155,0.589011162,0.571668888,0.094278545
2646,3251,978.2,5.75,1.368,0.703830414,1.023551752,0.688788043,938,24,3.449238765,0.007683616,0.516007678,0.542735112,0.022927664
2647,1454,978.2,5.75,1.44,0.703828442,1.023553516,0.688982457,830,20,5.422228909,0.01788778,0.856987912,0.54926428,0.097872818
2648,4807,978.2,6,0.648,0.703838843,1.023554515,0.688276511,674,2,2.247160927,0.020057511,0.573049438,0.946035969,0.032777563
2649,4155,978.2,6,0.72,0.703823421,1.023554565,0.687138573,340,17,6.426473433,0.006582293,0.97996021,0.517939306,0.04734307
2650,2711,978.2,6,0.792,0.703828526,1.023555014,0.687939951,793,40,1.223004514,0.226243114,0.725671246,0.604803098,0.077843709
2651,4207,978.2,6,0.864,0.703841852,1.023555304,0.688242091,941,43,4.115028338,0.025345951,0.962497868,0.553038175,0.032091536
2652,4231,978.2,6,0.936,0.703852376,1.023556819,0.688959963,808,41,7.329980924,0.008448388,0.980176887,0.560081567,0.025464721
2653,4026,978.2,6,1.008,0.703839879,1.023561235,0.689446314,934,12,4.917896808,0.018872678,0.940483507,0.530406869,0.056409222
2654,5148,978.2,6,1.08,0.703849494,1.023561491,0.688726165,652,40,4.958575558,0.000867326,0.698196517,0.570310407,0.023994019
2655,2507,978.2,6,1.152,0.703797014,1.023563235,0.689018888,693,2,2.659098491,0.032725807,0.999713543,0.500088247,0.042692147
2656,4448,978.2,6,1.224,0.703820797,1.023565579,0.688155918,968,18,6.466134169,0.010997986,0.549155416,0.649915902,0.071491443
2657,3976,978.2,6,1.296,0.703847325,1.023566703,0.690952101,223,33,4.124807365,0.018379504,0.889843309,0.586697173,0.087625071
2658,1727,978.2,6,1.368,0.703783607,1.023569632,0.688601006,623,48,6.891330329,0.016495541,0.746329662,0.501062462,0.090226597
2659,44,978.2,6,1.44,0.703816938,1.023569944,0.689315128,610,28,5.137532773,0.013429441,0.720661801,0.519204709,0.072041577
2660,2026,1001.4,1,0,0.703791718,1.023570812,0.688593331,559,8,2.973214506,0.024582915,0.997619817,0.628288924,0.043453238
2661,2960,1001.4,1,0.072,0.703816081,1.023576518,0.688923239,948,2,7.283318675,0.092517127,0.838652695,0.975311435,0.09961864
2662,4274,1001.4,1,0.144,0.703838803,1.023576629,0.688685704,952,14,4.144101084,0.015665236,0.54201856,0.562978893,0.05054206
2663,4830,1001.4,1,0.216,0.703841072,1.023580865,0.688692774,567,46,6.865004966,0.017939704,0.612551818,0.518037421,0.033651391
2664,1032,1001.4,1,0.288,0.703841423,1.023581214,0.68868909,414,2,3.729377103,0.035948976,0.657259243,0.674562945,0.056263837
2665,5254,1001.4,1,0.36,0.703832206,1.023582897,0.689207999,999,2,2.0208593,0.264112245,0.709643991,0.530964888,0.088596037
2666,2503,1001.4,1,0.432,0.703785578,1.023582993,0.688475395,611,24,2.09669504,0.013614189,0.524180311,0.555224469,0.082124443
2667,2441,1001.4,1,0.504,0.703809975,1.02358707,0.688292616,269,27,6.673401747,0.074703464,0.79828097,0.611375605,0.099780099
2668,2732,1001.4,1,0.576,0.703790035,1.023589006,0.688535349,99,21,5.065236244,0.008784664,0.775463007,0.582014603,0.098556959
2669,2124,1001.4,1.25,0,0.703825492,1.023589255,0.688585879,610,2,1.6464873,0.002221126,0.619971166,0.99959969,0.06367573
2670,5562,1001.4,1.25,0.072,0.703824269,1.023589631,0.687562992,526,42,6.492273477,0.013714011,0.769867689,0.560619339,0.092377136
2671,1097,1001.4,1.25,0.144,0.703771864,1.023589921,0.688845887,927,38,2.607208516,0.018087336,0.516871776,0.536242328,0.055343678
2672,5504,1001.4,1.25,0.216,0.703832787,1.023591484,0.688465263,922,48,2.482546914,0.02778277,0.659902271,0.5143338,0.098235799
2673,742,1001.4,1.25,0.288,0.703770364,1.023592512,0.68743953,983,29,6.45307202,0.003128202,0.77861432,0.537687546,0.036714462
2674,2929,1001.4,1.25,0.36,0.703816945,1.023592874,0.688515528,350,17,4.773190109,0.00693356,0.650963935,0.652881797,0.070688669
2675,6388,1001.4,1.25,0.432,0.703821804,1.02359634,0.689228395,766,11,4.84177177,0.019690151,0.960290072,0.538214429,0.05717544
2676,3689,1001.4,1.25,0.504,0.703831494,1.023596512,0.688904133,815,27,2.24402298,0.017994142,0.909692621,0.566864239,0.072603702
2677,3904,1001.4,1.25,0.576,0.703791657,1.023596964,0.688823182,336,44,4.956857142,0.005629188,0.721117932,0.503794805,0.062477163
2678,592,1001.4,1.5,0.648,0.703826912,1.023596985,0.688751775,191,33,7.977344467,0.110030411,0.908844059,0.649506248,0.066184555
2679,3096,1001.4,1.5,0.72,0.703774262,1.023602544,0.688508797,330,49,5.568297594,0.024167774,0.776678048,0.602661868,0.044674685
2680,1269,1001.4,1.5,0.792,0.703761862,1.023607202,0.689466815,609,6,4.674107245,0.023460969,0.750837989,0.619725309,0.083151759
2681,3615,1001.4,1.5,0.864,0.703770805,1.023611306,0.687067566,198,50,4.323210876,0.017479463,0.785478314,0.579761412,0.091312029
2682,4439,1001.4,1.5,0.936,0.70379417,1.023611588,0.687342165,611,44,4.462367862,0.012718417,0.694260762,0.603740816,0.068410817
2683,1958,1001.4,1.5,1.008,0.703758888,1.02361234,0.687796277,544,37,2.572468259,0.004592001,0.648668817,0.527239892,0.057478129
2684,3418,1001.4,1.5,1.08,0.703820637,1.02361719,0.68962864,813,15,5.097242518,0.012094534,0.64096118,0.620320583,0.040594882
2685,2709,1001.4,1.5,1.152,0.703789747,1.023622021,0.689113205,272,48,3.56406286,0.074801375,0.637926492,0.624230989,0.097082552
2686,4958,1001.4,1.5,1.224,0.7038061,1.023623399,0.689219043,752,6,2.889330789,0.005307885,0.987156856,0.577448956,0.09637811
2687,2809,1001.4,1.5,1.296,0.703761943,1.023623828,0.687954702,680,5,2.788636187,0.004879174,0.962699026,0.615965633,0.099853457
2688,576,1001.4,1.5,1.368,0.7038095,1.023624432,0.688434165,872,42,4.258061439,0.016054942,0.988185072,0.505938578,0.091220679
2689,914,1001.4,1.5,1.44,0.703761972,1.023624767,0.688361414,574,45,2.697944103,0.011455764,0.779212282,0.528185491,0.050333314
2690,5044,1001.4,1.75,0.648,0.703814507,1.023625283,0.688862901,958,48,4.775876941,0.024809071,0.946248973,0.588623413,0.098138033
2691,4063,1001.4,1.75,0.72,0.703802672,1.023625528,0.688874298,514,4,4.103012384,0.020624806,0.99997794,0.554061229,0.097029009
2692,3209,1001.4,1.75,0.792,0.703794684,1.023629744,0.688716826,895,27,2.35757879,0.01188124,0.841982049,0.617220573,0.090791996
2693,3211,1001.4,1.75,0.864,0.703794019,1.023630893,0.688779699,331,16,3.737425243,0.005433631,0.665757055,0.547494598,0.057949252
2694,68,1001.4,1.75,0.936,0.703806693,1.023634539,0.689200849,711,2,5.397227532,0.051133025,0.907410065,0.669024786,0.060857521
2695,3726,1001.4,1.75,1.008,0.703800016,1.02363602,0.689017992,593,34,2.898410509,0.007749115,0.693601629,0.501598188,0.060346538
2696,3620,1001.4,1.75,1.08,0.703755226,1.023638221,0.68846276,352,23,4.666666193,0.018433735,0.608223963,0.572576585,0.079403142
2697,1265,1001.4,1.75,1.152,0.703743746,1.0236385,0.688836569,965,12,4.169660939,0.011538065,0.863175366,0.564811099,0.085571128
2698,4090,1001.4,1.75,1.224,0.703781285,1.023639292,0.688705848,210,3,1.979234186,0.00482825,0.812390228,0.992480988,0.099875677
2699,3173,1001.4,1.75,1.296,0.703804213,1.023642493,0.688577059,901,47,1.921391875,0.160546584,0.941310184,0.648996316,0.040263965
2700,132,1001.4,1.75,1.368,0.703773519,1.023644057,0.688937469,730,20,4.05747196,0.000491003,0.689690559,0.522243021,0.027874741
2701,1581,1001.4,1.75,1.44,0.703739571,1.023645713,0.688943732,599,49,3.516348043,0.001081714,0.563213414,0.574427178,0.036125637
2702,2895,1001.4,2,0.648,0.703803862,1.023646221,0.689867872,334,34,3.294752027,0.007792578,0.969133528,0.639667617,0.072127787
2703,2589,1001.4,2,0.72,0.703796111,1.023647568,0.688332867,864,37,4.534120393,0.015610282,0.707766603,0.552329309,0.072579937
2704,2688,1001.4,2,0.792,0.703774838,1.023647781,0.689017459,336,28,5.98927911,0.002346745,0.955842079,0.561461904,0.057266902
2705,3198,1001.4,2,0.864,0.703783626,1.023650446,0.688679199,838,28,7.023519987,0.014906594,0.848466736,0.543846927,0.075111596
2706,1076,1001.4,2,0.936,0.703735693,1.023652413,0.68885078,610,12,6.57013211,0.003441094,0.714055497,0.594469024,0.061339941
2707,4853,1001.4,2,1.008,0.70377986,1.023652977,0.688864768,232,18,4.212835173,0.013261501,0.626513406,0.526894813,0.091024689
2708,3539,1001.4,2,1.08,0.703754281,1.023653357,0.6881108,892,50,3.200782584,0.035809868,0.552666959,0.598285847,0.095119746
2709,2276,1001.4,2,1.152,0.703759899,1.023658227,0.686922053,508,4,5.067553985,0.051382427,0.749502195,0.510829993,0.089253754
2710,4036,1001.4,2,1.224,0.703782851,1.023659777,0.687235524,338,48,7.813273932,0.022629044,0.719873973,0.513961152,0.070234289
2711,2776,1001.4,2,1.296,0.703740223,1.023661353,0.688838063,927,34,6.059020724,0.021774575,0.779392823,0.61666771,0.090164025
2712,3478,1001.4,2,1.368,0.703777185,1.023661601,0.688505128,490,12,4.821251284,0.00337327,0.77249683,0.607789024,0.039598989
2713,2062,1001.4,2,1.44,0.703761171,1.023663389,0.688930281,869,18,7.539920097,0.00110768,0.673991345,0.998131276,0.061703546
2714,4389,1001.4,2.25,0.648,0.703769671,1.023665113,0.688682785,762,17,4.909094607,0.165058426,0.719409108,0.59855726,0.036824224
2715,2022,1001.4,2.25,0.72,0.703728023,1.023665663,0.689825035,684,44,4.519127409,0.028312303,0.91554549,0.52154131,0.08292322
2716,363,1001.4,2.25,0.792,0.703727917,1.023665846,0.688527816,631,10,3.885904978,0.005279663,0.669779166,0.623188301,0.025998753
2717,3637,1001.4,2.25,0.864,0.703735896,1.023671618,0.688364352,725,48,2.446830904,0.00132499,0.730368989,0.64376002,0.034094927
2718,2211,1001.4,2.25,0.936,0.703721621,1.023676723,0.688491974,656,49,5.273231927,0.002934386,0.985919305,0.580985789,0.02972027
2719,3054,1001.4,2.25,1.008,0.703731096,1.023677122,0.688651129,332,10,4.622749133,0.007140897,0.990849429,0.504293832,0.061232261
2720,3236,1001.4,2.25,1.08,0.703755933,1.023680446,0.687080525,680,45,3.037961779,0.006966587,0.873807296,0.635783935,0.043295656
2721,1014,1001.4,2.25,1.152,0.703752113,1.023681041,0.688906066,852,27,6.22826813,0.002450115,0.91634715,0.525412622,0.027442079
2722,3893,1001.4,2.25,1.224,0.703741243,1.023684067,0.688417401,601,23,5.538325064,0.010057625,0.822375891,0.523593048,0.097176422
2723,448,1001.4,2.25,1.296,0.703716333,1.023685857,0.68909252,971,47,6.801073414,0.021909479,0.611391588,0.654604485,0.088216568
2724,2778,1001.4,2.25,1.368,0.703724159,1.023689105,0.688572068,576,12,4.93034166,0.034648093,0.702192492,0.609117291,0.074331224
2725,2786,1001.4,2.25,1.44,0.703724133,1.02368915,0.688415222,166,29,3.91103992,0.28204078,0.608371692,0.507048972,0.074959583
2726,46,1001.4,2.5,0.648,0.703773857,1.023690104,0.688780522,876,37,2.902227781,0.000786397,0.529693959,0.975968586,0.039596303
2727,4508,1001.4,2.5,0.72,0.703715803,1.023693023,0.690127835,962,47,6.829784124,0.005462683,0.986537149,0.639471841,0.041284253
2728,4445,1001.4,2.5,0.792,0.703746139,1.023694576,0.686841159,889,29,7.06267943,0.002345266,0.757640505,0.57729796,0.036964066
2729,2722,1001.4,2.5,0.864,0.703747346,1.023695282,0.688988453,261,25,3.116000128,0.005934282,0.789540834,0.607272456,0.07463574
2730,3769,1001.4,2.5,0.936,0.703757502,1.023695519,0.688667426,263,20,4.560504457,0.004840104,0.783403081,0.559497234,0.065554024
2731,4956,1001.4,2.5,1.008,0.703770329,1.0236962,0.688924626,594,2,3.281653747,0.005650775,0.589865971,0.888165264,0.075251888
2732,3816,1001.4,2.5,1.08,0.703741681,1.023696527,0.688937542,845,9,6.752289207,0.011863071,0.797455453,0.609918119,0.042576975
2733,4072,1001.4,2.5,1.152,0.703761236,1.023697124,0.688961516,999,11,5.977632412,0.001631366,0.622363616,0.59288621,0.026513492
2734,2005,1001.4,2.5,1.224,0.703732073,1.023697429,0.688591977,585,34,3.7365863,0.002330339,0.535784722,0.607764084,0.036874893
2735,3338,1001.4,2.5,1.296,0.703718662,1.023698601,0.688644686,574,40,5.824350836,0.009186588,0.54771647,0.618735161,0.084926465
2736,4614,1001.4,2.5,1.368,0.703772532,1.023699735,0.688751924,307,47,7.52324627,0.013762956,0.787751374,0.540196087,0.093343282
2737,6890,1001.4,2.5,1.44,0.703725857,1.023700818,0.689693905,818,27,2.967782135,0.006459521,0.950190549,0.545702141,0.044717006
2738,2763,1001.4,2.75,0.648,0.703724833,1.023701656,0.688479505,764,25,6.03965308,0.003747185,0.859202829,0.642335836,0.03272572
2739,4555,1001.4,2.75,0.72,0.70375985,1.023701801,0.688102978,923,29,7.823747909,0.014285747,0.755521199,0.562589287,0.066707764
2740,4547,1001.4,2.75,0.792,0.703759308,1.023701905,0.689264462,839,43,3.513799488,0.013846649,0.83547532,0.643437512,0.067212772
2741,3482,1001.4,2.75,0.864,0.703753286,1.023702893,0.688642613,404,22,3.694967189,0.065864343,0.527596107,0.649055405,0.091706973
2742,339,1001.4,2.75,0.936,0.703759693,1.023702951,0.689152629,806,17,2.617605798,0.012667179,0.8921558,0.520309748,0.058701592
2743,346,1001.4,2.75,1.008,0.703705445,1.023704668,0.688775159,834,18,2.795425926,0.003614215,0.963474266,0.502891363,0.04246565
2744,5271,1001.4,2.75,1.08,0.703767901,1.023706801,0.688393496,973,44,7.956876733,0.03452334,0.783700439,0.569365294,0.02530297
2745,3454,1001.4,2.75,1.152,0.703751991,1.023706898,0.688747068,550,31,2.55428562,0.005137057,0.773499842,0.521418944,0.052335833
2746,4044,1001.4,2.75,1.224,0.703755526,1.02370699,0.689624119,861,46,2.417843928,0.029055736,0.724056069,0.871996985,0.089498217
2747,2533,1001.4,2.75,1.296,0.703709772,1.02371396,0.688960244,786,42,2.188346089,0.020500356,0.578838186,0.558410995,0.099431563
2748,4144,1001.4,2.75,1.368,0.703730521,1.023715079,0.688630481,564,31,4.655938417,3.77404E-05,0.953783592,0.64022224,0.029627911
2749,449,1001.4,2.75,1.44,0.703726068,1.023716678,0.688993811,616,44,5.429910897,0.005609967,0.694458873,0.527288336,0.035438518
2750,2169,1001.4,3,0.648,0.703698312,1.023716989,0.68909726,762,2,5.7511204,0.058993569,0.632416943,0.684323149,0.06765479
2751,1603,1001.4,3,0.72,0.703697865,1.023717761,0.688906305,273,41,2.303456429,0.008201813,0.618562886,0.962915912,0.094756303
2752,2663,1001.4,3,0.792,0.703742359,1.023721747,0.68735739,432,31,2.42139844,0.012247059,0.514102586,0.593631918,0.09249191
2753,2496,1001.4,3,0.864,0.703712146,1.023723574,0.687706263,741,43,6.848528727,0.019644333,0.6939231,0.570078626,0.098540336
2754,2103,1001.4,3,0.936,0.703747604,1.023723839,0.689164249,922,32,6.625534457,0.024279317,0.629973152,0.560661138,0.056880431
2755,3786,1001.4,3,1.008,0.703740756,1.023724451,0.688965531,273,33,2.99929903,0.003766751,0.982149408,0.520885322,0.082040267
2756,1979,1001.4,3,1.08,0.703693649,1.023725045,0.689434572,589,28,3.921635692,0.024269213,0.615220726,0.516195491,0.048253625
2757,572,1001.4,3,1.152,0.703726711,1.02372929,0.689157409,800,35,6.54640875,0.018250627,0.611383277,0.615827142,0.067024154
2758,23,1001.4,3,1.224,0.703688469,1.023730166,0.688002693,782,44,7.97602391,0.004792208,0.789204428,0.566690145,0.076861634
2759,3507,1001.4,3,1.296,0.703728211,1.023730333,0.688770558,357,50,5.494933097,0.004195454,0.574481602,0.52023479,0.086041622
2760,5457,1001.4,3,1.368,0.703735404,1.023735067,0.68887807,311,46,4.705295651,0.079074072,0.572414958,0.660187542,0.092015981
2761,3007,1001.4,3,1.44,0.703705368,1.023735284,0.688838845,626,43,4.922209348,0.009563819,0.709605199,0.611573488,0.058890159
2762,34,1001.4,3.25,0.648,0.703718817,1.023735663,0.688335863,359,30,6.717555346,0.008118209,0.638809665,0.537119881,0.092361864
2763,2387,1001.4,3.25,0.72,0.703734297,1.023735678,0.689417321,215,39,2.624926179,0.041388189,0.55833347,0.952606304,0.07510498
2764,1039,1001.4,3.25,0.792,0.703743405,1.023738636,0.688923902,618,45,3.305132717,0.022345983,0.669904838,0.620249695,0.092392868
2765,5360,1001.4,3.25,0.864,0.703747406,1.023739191,0.688755978,221,48,4.75551887,0.007810571,0.991275976,0.593678985,0.095048333
2766,1035,1001.4,3.25,0.936,0.703718035,1.023739918,0.687491406,920,10,3.07465207,0.196467642,0.898150891,0.535999109,0.07132207
2767,4037,1001.4,3.25,1.008,0.703735925,1.023740857,0.689420386,596,22,6.823647595,0.00919671,0.601591157,0.539837142,0.061563634
2768,3581,1001.4,3.25,1.08,0.703703445,1.023741183,0.688366851,974,48,2.161770202,0.016277456,0.605228207,0.552502854,0.030090427
2769,3322,1001.4,3.25,1.152,0.703692955,1.023743013,0.68859813,859,15,4.379888252,0.015469783,0.827395438,0.56080574,0.067446344
