Temperature,pCH4_per_pO2,Contact time,Y(C2),Accuracy,MAE,Extrapolating Variables
1187,4.5,0.936,21.19098153,0.710347544,0.683586167,"['Temperature', 'Contact time']"
1187,4.5,1.008,21.19098153,0.710347544,0.683586167,"['Temperature', 'Contact time']"
1187,4.5,1.08,21.19098153,0.710347544,0.683586167,"['Temperature', 'Contact time']"
1187,4.5,1.152,21.19098153,0.710347544,0.683586167,"['Temperature', 'Contact time']"
1187,4.5,1.224,21.19098153,0.710347544,0.683586167,"['Temperature', 'Contact time']"
1187,4.5,1.296,21.19098153,0.710347544,0.683586167,"['Temperature', 'Contact time']"
1187,4.5,1.368,21.19098153,0.710347544,0.683586167,"['Temperature', 'Contact time']"
1187,4.5,1.44,21.19098153,0.710347544,0.683586167,"['Temperature', 'Contact time']"
1187,4.75,0.648,21.19098153,0.749288068,0.501756177,"['Temperature', 'Contact time']"
1187,4.75,0.72,21.19098153,0.749288068,0.501756177,"['Temperature', 'Contact time']"
1187,4.75,0.792,21.19098153,0.749288068,0.501756177,"['Temperature', 'Contact time']"
1187,4.75,0.864,21.19098153,0.749288068,0.501756177,"['Temperature', 'Contact time']"
1187,4.75,0.936,21.19098153,0.749288068,0.501756177,"['Temperature', 'Contact time']"
1187,4.75,1.008,21.19098153,0.749288068,0.501756177,"['Temperature', 'Contact time']"
1187,4.75,1.08,21.19098153,0.749288068,0.501756177,"['Temperature', 'Contact time']"
1187,4.75,1.152,21.19098153,0.749288068,0.501756177,"['Temperature', 'Contact time']"
1187,4.75,1.224,21.19098153,0.749288068,0.501756177,"['Temperature', 'Contact time']"
1187,4.75,1.296,21.19098153,0.749288068,0.501756177,"['Temperature', 'Contact time']"
1187,4.75,1.368,21.19098153,0.749288068,0.501756177,"['Temperature', 'Contact time']"
1187,4.75,1.44,21.19098153,0.749288068,0.501756177,"['Temperature', 'Contact time']"
1187,5,0.648,20.40922342,0.711607503,0.681248292,"['Temperature', 'Contact time']"
1187,5,0.72,20.40922342,0.711607503,0.681248292,"['Temperature', 'Contact time']"
1187,5,0.792,20.40922342,0.711607503,0.681248292,"['Temperature', 'Contact time']"
1187,5,0.864,20.40922342,0.711607503,0.681248292,"['Temperature', 'Contact time']"
1187,5,0.936,20.40922342,0.711607503,0.681248292,"['Temperature', 'Contact time']"
1187,5,1.008,20.40922342,0.711607503,0.681248292,"['Temperature', 'Contact time']"
1187,5,1.08,20.40922342,0.711607503,0.681248292,"['Temperature', 'Contact time']"
1187,5,1.152,20.40922342,0.711607503,0.681248292,"['Temperature', 'Contact time']"
1187,5,1.224,20.40922342,0.711607503,0.681248292,"['Temperature', 'Contact time']"
1187,5,1.296,20.40922342,0.711607503,0.681248292,"['Temperature', 'Contact time']"
1187,5,1.368,20.40922342,0.711607503,0.681248292,"['Temperature', 'Contact time']"
1187,5,1.44,20.40922342,0.711607503,0.681248292,"['Temperature', 'Contact time']"
1187,5.25,0.648,20.40922342,0.748833843,0.501577352,"['Temperature', 'Contact time']"
1187,5.25,0.72,20.40922342,0.748833843,0.501577352,"['Temperature', 'Contact time']"
1187,5.25,0.792,20.40922342,0.748833843,0.501577352,"['Temperature', 'Contact time']"
1187,5.25,0.864,20.40922342,0.748833843,0.501577352,"['Temperature', 'Contact time']"
1187,5.25,0.936,20.40922342,0.748833843,0.501577352,"['Temperature', 'Contact time']"
1187,5.25,1.008,20.40922342,0.748833843,0.501577352,"['Temperature', 'Contact time']"
1187,5.25,1.08,20.40922342,0.748833843,0.501577352,"['Temperature', 'Contact time']"
1187,5.25,1.152,20.40922342,0.748833843,0.501577352,"['Temperature', 'Contact time']"
1187,5.25,1.224,20.40922342,0.748833843,0.501577352,"['Temperature', 'Contact time']"
1187,5.25,1.296,20.40922342,0.748833843,0.501577352,"['Temperature', 'Contact time']"
1187,5.25,1.368,20.40922342,0.748833843,0.501577352,"['Temperature', 'Contact time']"
1187,5.25,1.44,20.40922342,0.748833843,0.501577352,"['Temperature', 'Contact time']"
1187,5.5,0.648,20.40922342,0.708781259,0.685475127,"['Temperature', 'Contact time']"
1187,5.5,0.72,20.40922342,0.708781259,0.685475127,"['Temperature', 'Contact time']"
1187,5.5,0.792,20.40922342,0.708781259,0.685475127,"['Temperature', 'Contact time']"
1187,5.5,0.864,20.40922342,0.708781259,0.685475127,"['Temperature', 'Contact time']"
1187,5.5,0.936,20.40922342,0.708781259,0.685475127,"['Temperature', 'Contact time']"
1187,5.5,1.008,20.40922342,0.708781259,0.685475127,"['Temperature', 'Contact time']"
1187,5.5,1.08,20.40922342,0.708781259,0.685475127,"['Temperature', 'Contact time']"
1187,5.5,1.152,20.40922342,0.708781259,0.685475127,"['Temperature', 'Contact time']"
1187,5.5,1.224,20.40922342,0.708781259,0.685475127,"['Temperature', 'Contact time']"
1187,5.5,1.296,20.40922342,0.708781259,0.685475127,"['Temperature', 'Contact time']"
1187,5.5,1.368,20.40922342,0.708781259,0.685475127,"['Temperature', 'Contact time']"
1187,5.5,1.44,20.40922342,0.708781259,0.685475127,"['Temperature', 'Contact time']"
1187,5.75,0.648,20.40922342,0.220437834,1.407365071,"['Temperature', 'Contact time']"
1187,5.75,0.72,20.40922342,0.262589845,1.345978952,"['Temperature', 'Contact time']"
1187,5.75,0.792,20.40922342,0.30471737,1.284633812,"['Temperature', 'Contact time']"
1187,5.75,0.864,20.40922342,0.346869381,1.223247694,"['Temperature', 'Contact time']"
1187,5.75,0.936,20.40922342,0.388996905,1.161902554,"['Temperature', 'Contact time']"
1187,5.75,1.008,20.40922342,0.431148917,1.100516435,"['Temperature', 'Contact time']"
1187,5.75,1.08,20.40922342,0.473300928,1.039130316,"['Temperature', 'Contact time']"
1187,5.75,1.152,20.40922342,0.515452939,0.977744197,"['Temperature', 'Contact time']"
1187,5.75,1.224,20.40922342,0.557604951,0.916358079,"['Temperature', 'Contact time']"
1187,5.75,1.296,20.40922342,0.599756962,0.85497196,"['Temperature', 'Contact time']"
1187,5.75,1.368,20.40922342,0.641908973,0.793585841,"['Temperature', 'Contact time']"
1187,5.75,1.44,20.40922342,0.684060985,0.732199722,"['Temperature', 'Contact time']"
1187,6,0.648,20.40922342,0.460010298,1.155180386,"['Temperature', 'Contact time']"
1187,6,0.72,20.40922342,0.484451251,1.112786687,"['Temperature', 'Contact time']"
1187,6,0.792,20.40922342,0.508848653,1.070482923,"['Temperature', 'Contact time']"
1187,6,0.864,20.40922342,0.533289605,1.028089224,"['Temperature', 'Contact time']"
1187,6,0.936,20.40922342,0.557687007,0.985785459,"['Temperature', 'Contact time']"
1187,6,1.008,20.40922342,0.58212796,0.94339176,"['Temperature', 'Contact time']"
1187,6,1.08,20.40922342,0.606568913,0.900998061,"['Temperature', 'Contact time']"
1187,6,1.152,20.40922342,0.631009866,0.858604362,"['Temperature', 'Contact time']"
1187,6,1.224,20.40922342,0.655450819,0.816210663,"['Temperature', 'Contact time']"
1187,6,1.296,20.40922342,0.679891771,0.773816964,"['Temperature', 'Contact time']"
1187,6,1.368,20.40922342,0.704332724,0.731423265,"['Temperature', 'Contact time']"
1187,6,1.44,20.40922342,0.728773677,0.689029566,"['Temperature', 'Contact time']"
1092,2.1,0.15,16.14692869,0.743870933,0.503342677,['Temperature']
1124,2.2,0.15,17.85287774,0.706675552,0.685369222,['Temperature']
1175,2,0.15,23.28852735,0.744141326,0.503262827,['Temperature']
1123,2.7,0.15,17.69087008,0.745122943,0.501808754,['Temperature']
1151,2.7,0.15,20.9501151,0.707793745,0.683803204,['Temperature']
1172,3,0.15,21.30489275,0.709436426,0.682973591,['Temperature']
1182,3,0.15,22.49507822,0.745251119,0.502992664,['Temperature']
1181,2.7,0.15,24.17982708,0.708356338,0.683551364,['Temperature']
1121,2.2,0.02,15.8181404,0.587352066,0.778737835,['Temperature']
1152,2.2,0.02,19.40252404,0.706494274,0.685777096,['Temperature']
1185,2.4,0.02,21.12464263,0.688943521,0.697363267,['Temperature']
1056,1.8,0.04,8.897596318,0.70317428,0.687844137,['Temperature']
1153,1.9,0.04,18.46075315,0.706898294,0.684834679,['Temperature']
1175,1.8,0.05,22.43250824,0.827014739,0.443284706,['Temperature']
1121,2.2,0.05,16.40473908,0.742580823,0.508287188,['Temperature']
1152,2.2,0.05,19.98912271,0.718493924,0.675010296,['Temperature']
1185,2.4,0.05,21.71124131,0.743305184,0.503769886,['Temperature']
1083,4.9,0.04,12.04728278,0.699598996,0.691794294,['Temperature']
1073,2.5,0.05,13.57365084,0.706976786,0.685005297,['Temperature']
1073,2.5,0.05,13.57365084,0.706976786,0.685005297,['Temperature']
1073,2,0.55,19.8820515,0.704109199,0.685009799,['Temperature']
1033,2,0.55,17.9492458,0.743627916,0.503478373,['Temperature']
1053,2,0.55,17.54902468,0.587245889,0.801764928,['Temperature']
1073,2,0.55,19.8820515,0.704109199,0.685009799,['Temperature']
1093,2,0.55,21.33955063,0.810864682,0.567386021,['Temperature']
1073,2,0.55,19.8820515,0.704109199,0.685009799,['Temperature']
1073,3,0.55,15.20147869,0.638966407,0.749524412,['Temperature']
1073,4,0.55,14.66137908,0.948247159,0.22955671,['Temperature']
1073,5,0.55,13.83194706,0.706988505,0.685782959,['Temperature']
1073,2,0.36,19.64492159,0.70722918,0.684705446,['Temperature']
1073,2,0.51,16.93330668,0.743258773,0.50801226,['Temperature']
1073,2,0.42,16.50018111,0.706963998,0.685079197,['Temperature']
1073,2,0.36,19.64492159,0.70722918,0.684705446,['Temperature']
1056,1.8,0.02,12.0015191,0.742988323,0.505007316,['Temperature']
1153,1.9,0.02,21.56467298,0.705853327,0.684516732,['Temperature']
1175,1.8,0.02,21.58093529,0.706698257,0.685280611,['Temperature']
1122,2.1,0.14,9.575186461,0.742254294,0.506457628,['Temperature']
1157,2.1,0.14,12.67733961,0.742677195,0.50659557,['Temperature']
1187,2.1,0.14,15.0943,0.704651958,0.687743381,['Temperature']
1048,3,0.36,16.68442834,0.704133027,0.689041826,['Temperature']
1073,3,0.36,16.69462651,0.704627792,0.688192103,['Temperature']
1073,3,0.36,16.69462651,0.704627792,0.688192103,['Temperature']
1038,3,0.19,7.223017651,0.369748965,1.013087497,['Temperature']
1073,3,0.19,10.44274641,0.74387428,0.503729845,['Temperature']
1093,3,0.19,12.80682413,0.704651073,0.686686814,['Temperature']
1113,3,0.19,13.1837118,0.81820334,0.561793335,['Temperature']
1128,3,0.19,11.58767097,0.743971961,0.503153123,['Temperature']
1038,3,0.09,9.595384786,0.703101956,0.688772748,['Temperature']
1073,3,0.09,13.61863644,0.699740588,0.693189885,['Temperature']
1098,3,0.09,17.60278481,0.706022971,0.686451889,['Temperature']
1113,3,0.09,17.49054458,0.743487931,0.505644374,['Temperature']
1133,3,0.09,17.56288725,0.705207611,0.687603095,['Temperature']
1148,3,0.09,18.71972513,0.706805379,0.684145017,['Temperature']
1113,3,0.04,12.47728205,0.738176141,0.65337767,['Temperature']
1113,4,0.04,13.37025572,0.803773989,0.579811828,['Temperature']
1113,5,0.04,12.56055901,0.70592008,0.686690721,['Temperature']
1113,6,0.04,12.56055901,0.783702209,0.603629455,['Temperature']
1053,3,0.04,4.542570677,0.705263609,0.68700411,['Temperature']
1073,3,0.04,8.057064387,0.702065845,0.691030746,['Temperature']
1093,3,0.04,12.1003826,0.731905283,0.658125786,['Temperature']
1133,3,0.04,12.54962031,0.743817233,0.502992,['Temperature']
1153,3,0.04,14.3759319,0.775724887,0.4797966,['Temperature']
1173,3,0.04,14.0011245,0.730990905,0.666655386,['Temperature']
1048,4,0.05,11.71299863,0.74366765,0.503545161,['Temperature']
1048,4,0.04,7.424315569,0.70378502,0.688776758,['Temperature']
1048,4,0.04,7.424315569,0.70378502,0.688776758,['Temperature']
1048,4,0.04,7.424315569,0.70378502,0.688776758,['Temperature']
1073,3,0,18.30700768,0.870195808,0.482000178,['Temperature']
1073,3,0,18.30700768,0.870195808,0.482000178,['Temperature']
1048,3,0,18.40977113,0.845731371,0.423886583,['Temperature']
1048,3,0,18.40977113,0.845731371,0.423886583,['Temperature']
723,4,0.01,0,0.702915466,0.687999607,['Temperature']
748,4,0.01,0,0.702915466,0.687999607,['Temperature']
773,4,0.01,0,0.702915466,0.687999607,['Temperature']
798,4,0.01,0,0.702915466,0.687999607,['Temperature']
823,4,0.01,0,0.702915466,0.687999607,['Temperature']
1048,4,0.01,11.63165398,0.736912746,0.543708062,['Temperature']
1073,4,0.01,12.80142692,0.91795626,0.389089731,['Temperature']
1073,2,0.36,19.64492159,0.70722918,0.684705446,['Temperature']
823,4,0.07,2.012875387,0.703999025,0.688485873,['Temperature']
1073,4,0.07,16.9356225,0.70518733,0.688156523,['Temperature']
1073,3,0.36,16.69462651,0.704627792,0.688192103,['Temperature']
1123,3,0.36,17.28257817,0.707148784,0.685113414,['Temperature']
723,1.5,0,9.551309758,0.73718615,0.551328626,['Temperature']
723,1.5,0.072,6.994392112,0.703973636,0.688221752,['Temperature']
723,1.5,0.144,3.243188454,0.743190944,0.505275013,['Temperature']
723,1.5,0.216,2.962152095,0.7433505,0.504454866,['Temperature']
723,1.5,0.288,2.962152095,0.70400984,0.688647524,['Temperature']
723,1.5,0.36,9.589847711,0.704895104,0.687652845,['Temperature']
723,1.5,0.432,6.617509592,0.703301654,0.689029711,['Temperature']
723,1.5,0.504,6.617509592,0.742809999,0.506513906,['Temperature']
723,1.5,0.576,9.933110279,0.705107536,0.685937571,['Temperature']
723,1.75,0,9.551309758,0.737582442,0.548233767,['Temperature']
723,1.75,0.072,6.994392112,0.705100437,0.687271648,['Temperature']
723,1.75,0.144,3.243188454,0.702540251,0.690654116,['Temperature']
723,1.75,0.216,2.962152095,0.742810353,0.508802646,['Temperature']
723,1.75,0.288,2.962152095,0.743557442,0.503664215,['Temperature']
723,1.75,0.36,9.589847711,0.704356331,0.687496602,['Temperature']
723,1.75,0.432,6.617509592,0.704050295,0.688480545,['Temperature']
723,1.75,0.504,6.617509592,0.703742672,0.688776628,['Temperature']
723,1.75,0.576,9.933110279,0.704252131,0.687705051,['Temperature']
723,2,0,7.930769467,0.702472078,0.690580591,['Temperature']
723,2,0.072,5.287248717,0.740242382,0.536617936,['Temperature']
723,2,0.144,1.408573088,0.703489822,0.688947943,['Temperature']
723,2,0.216,1.193470945,0.742758525,0.505147614,['Temperature']
723,2,0.288,1.193470945,0.743586526,0.503794704,['Temperature']
723,2,0.36,7.821168953,0.703211069,0.691980284,['Temperature']
723,2,0.432,4.825053139,0.704052963,0.688462412,['Temperature']
723,2,0.504,4.825053139,0.704052576,0.688463136,['Temperature']
723,2,0.576,8.206915799,0.70306367,0.690192536,['Temperature']
723,2.25,0,7.046489346,0.743171193,0.510608495,['Temperature']
723,2.25,0.072,3.494753987,0.702551666,0.690529154,['Temperature']
723,2.25,0.144,0,0.737848458,0.542936849,['Temperature']
723,2.25,0.216,0,0.706017363,0.686167962,['Temperature']
723,2.25,0.288,0,0.740314942,0.54262699,['Temperature']
723,2.25,0.36,5.958626398,0.704578124,0.688158812,['Temperature']
723,2.25,0.432,2.044605542,0.743649161,0.503424031,['Temperature']
723,2.25,0.504,2.044605542,0.740476379,0.539889052,['Temperature']
723,2.25,0.576,4.701343831,0.74048741,0.537398658,['Temperature']
723,2.5,0,6.782047281,0.705734387,0.687215927,['Temperature']
723,2.5,0.072,3.476320872,0.742525906,0.51009517,['Temperature']
723,2.5,0.144,0,0.702513769,0.690556415,['Temperature']
723,2.5,0.216,0,0.702542586,0.690523332,['Temperature']
723,2.5,0.288,0,0.740463882,0.540941727,['Temperature']
723,2.5,0.36,5.940193284,0.702614985,0.690496336,['Temperature']
723,2.5,0.432,2.026172611,0.702942056,0.689117594,['Temperature']
723,2.5,0.504,2.026172611,0.705269282,0.687592053,['Temperature']
723,2.5,0.576,4.682910717,0.703562602,0.688956766,['Temperature']
723,2.75,0,6.560958847,0.703601139,0.686851457,['Temperature']
723,2.75,0.072,3.335918263,0.702539752,0.690521969,['Temperature']
723,2.75,0.144,0,0.703415953,0.688404702,['Temperature']
723,2.75,0.216,0,0.702536673,0.690515997,['Temperature']
723,2.75,0.288,0,0.702534089,0.690517208,['Temperature']
723,2.75,0.36,5.807724179,0.702613611,0.690500728,['Temperature']
723,2.75,0.432,1.893703691,0.704009766,0.68851418,['Temperature']
723,2.75,0.504,1.893703691,0.704984611,0.686045765,['Temperature']
723,2.75,0.576,4.550441612,0.703586508,0.688939255,['Temperature']
723,3,0,6.887156007,0.704481025,0.686867698,['Temperature']
723,3,0.072,2.836903934,0.703862029,0.688553258,['Temperature']
723,3,0.144,0,0.742823209,0.505748369,['Temperature']
723,3,0.216,0,0.742460445,0.516612162,['Temperature']
723,3,0.288,0,0.701954026,0.691074865,['Temperature']
723,3,0.36,4.696822231,0.743488326,0.508639774,['Temperature']
723,3,0.432,0.695549291,0.704024662,0.688427328,['Temperature']
723,3,0.504,0.695549291,0.704103173,0.688377774,['Temperature']
723,3,0.576,3.352292825,0.705372326,0.687526413,['Temperature']
723,3.25,0,6.887156007,0.703943781,0.688740751,['Temperature']
723,3.25,0.072,2.836903934,0.743082575,0.51111216,['Temperature']
723,3.25,0.144,0,0.70484707,0.686662921,['Temperature']
723,3.25,0.216,0,0.743522913,0.503631334,['Temperature']
723,3.25,0.288,0,0.703606898,0.689017128,['Temperature']
723,3.25,0.36,4.696822231,0.70459555,0.687323774,['Temperature']
723,3.25,0.432,0.695549291,0.70414176,0.68835076,['Temperature']
723,3.25,0.504,0.695549291,0.704121507,0.688468671,['Temperature']
723,3.25,0.576,3.352292825,0.700840749,0.692241817,['Temperature']
723,3.5,0,6.887156007,0.701899466,0.690853923,['Temperature']
723,3.5,0.072,2.836903934,0.743471668,0.503973044,['Temperature']
723,3.5,0.144,0,0.706894742,0.686529432,['Temperature']
723,3.5,0.216,0,0.703943607,0.688545436,['Temperature']
723,3.5,0.288,0,0.698304138,0.694694548,['Temperature']
723,3.5,0.36,4.696822231,0.742917287,0.505222456,['Temperature']
723,3.5,0.432,0.695549291,0.743601312,0.506042321,['Temperature']
723,3.5,0.504,0.695549291,0.734697761,0.547902202,['Temperature']
723,3.5,0.576,3.352292825,0.702931499,0.689740825,['Temperature']
723,3.75,0,6.887156007,0.705614077,0.686662584,['Temperature']
723,3.75,0.072,2.836903934,0.702233405,0.688482386,['Temperature']
723,3.75,0.144,0,0.74278753,0.506912212,['Temperature']
723,3.75,0.216,0,0.743326774,0.504019674,['Temperature']
723,3.75,0.288,0,0.698444151,0.691306698,['Temperature']
723,3.75,0.36,4.696822231,0.740313398,0.538235543,['Temperature']
723,3.75,0.432,0.695549291,0.74357518,0.50409231,['Temperature']
723,3.75,0.504,0.695549291,0.743445555,0.503836387,['Temperature']
723,3.75,0.576,3.352292825,0.70411835,0.688419713,['Temperature']
723,4,0,5.726450934,0.704060684,0.688524965,['Temperature']
723,4,0.072,2.060366919,0.743398106,0.504215646,['Temperature']
723,4,0.144,0,0.741531586,0.516006437,['Temperature']
723,4,0.216,0,0.743444692,0.504325256,['Temperature']
723,4,0.288,0,0.70435807,0.688352322,['Temperature']
723,4,0.36,3.077133259,0.742139771,0.508787067,['Temperature']
723,4,0.432,0,0.704314461,0.684475222,['Temperature']
723,4,0.504,0,0.704281042,0.684610649,['Temperature']
723,4,0.576,1.500681153,0.703897028,0.688379452,['Temperature']
723,4.25,0,5.726450934,0.74261833,0.505453261,['Temperature']
723,4.25,0.072,2.060366919,0.702715007,0.690095247,['Temperature']
723,4.25,0.144,0,0.703475455,0.689520077,['Temperature']
723,4.25,0.216,0,0.704346789,0.688373924,['Temperature']
723,4.25,0.288,0,0.741061211,0.517394502,['Temperature']
723,4.25,0.36,3.077133259,0.743222992,0.510672313,['Temperature']
723,4.25,0.432,0,0.703686853,0.687855048,['Temperature']
723,4.25,0.504,0,0.735703181,0.55101183,['Temperature']
723,4.25,0.576,1.500681153,0.703844181,0.688479992,['Temperature']
723,4.5,0,5.726450934,0.743395547,0.506838731,['Temperature']
723,4.5,0.072,2.060366919,0.743480217,0.503684671,['Temperature']
723,4.5,0.144,0,0.703096134,0.6887898,['Temperature']
723,4.5,0.216,0,0.742364751,0.505975661,['Temperature']
723,4.5,0.288,0,0.702298493,0.690698924,['Temperature']
723,4.5,0.36,3.077133259,0.704209917,0.68693739,['Temperature']
723,4.5,0.432,0,0.70359961,0.68901113,['Temperature']
723,4.5,0.504,0,0.743068265,0.511025372,['Temperature']
723,4.5,0.576,1.500681153,0.70386944,0.68846922,['Temperature']
723,4.75,0,5.726450934,0.703284704,0.689379646,['Temperature']
723,4.75,0.072,2.060366919,0.706491266,0.683427636,['Temperature']
723,4.75,0.144,0,0.703780813,0.688986143,['Temperature']
723,4.75,0.216,0,0.740204283,0.537491294,['Temperature']
723,4.75,0.288,0,0.739867975,0.538434703,['Temperature']
723,4.75,0.36,3.077133259,0.743212269,0.50488099,['Temperature']
723,4.75,0.432,0,0.703376678,0.689029708,['Temperature']
723,4.75,0.504,0,0.706232165,0.684799259,['Temperature']
723,4.75,0.576,1.500681153,0.702485811,0.687973461,['Temperature']
723,5,0,5.063559949,0.74261433,0.512769069,['Temperature']
723,5,0.072,1.397475291,0.704025873,0.686568639,['Temperature']
723,5,0.144,0,0.743339666,0.504344301,['Temperature']
723,5,0.216,0,0.702709508,0.688479822,['Temperature']
723,5,0.288,0,0.703937513,0.688424587,['Temperature']
723,5,0.36,2.394502368,0.735692461,0.573183727,['Temperature']
723,5,0.432,0,0.704202375,0.687723773,['Temperature']
723,5,0.504,0,0.742968347,0.505130764,['Temperature']
723,5,0.576,0.81804925,0.743229011,0.504447556,['Temperature']
723,5.25,0,5.063559949,0.705389302,0.68731793,['Temperature']
723,5.25,0.072,1.397475291,0.703906033,0.688814417,['Temperature']
723,5.25,0.144,0,0.743486835,0.503795276,['Temperature']
723,5.25,0.216,0,0.702881482,0.690634424,['Temperature']
723,5.25,0.288,0,0.704205885,0.688453486,['Temperature']
723,5.25,0.36,2.394502368,0.742373793,0.505972744,['Temperature']
723,5.25,0.432,0,0.705278969,0.687436286,['Temperature']
723,5.25,0.504,0,0.740042452,0.537417799,['Temperature']
723,5.25,0.576,0.81804925,0.702791122,0.689422369,['Temperature']
723,5.5,0,5.063559949,0.704532556,0.689064906,['Temperature']
723,5.5,0.072,1.397475291,0.704581897,0.688782748,['Temperature']
723,5.5,0.144,0,0.743682421,0.50344361,['Temperature']
723,5.5,0.216,0,0.704149007,0.688502948,['Temperature']
723,5.5,0.288,0,0.703861698,0.688744484,['Temperature']
723,5.5,0.36,2.394502368,0.704061742,0.688336126,['Temperature']
723,5.5,0.432,0,0.706565904,0.685474119,['Temperature']
723,5.5,0.504,0,0.704626174,0.687413632,['Temperature']
723,5.5,0.576,0.81804925,0.742892493,0.509367626,['Temperature']
723,5.75,0,5.063559949,0.703604728,0.689222446,['Temperature']
723,5.75,0.072,1.397475291,0.70461177,0.688792539,['Temperature']
723,5.75,0.144,0,0.70325008,0.689328908,['Temperature']
723,5.75,0.216,0,0.702491596,0.690204734,['Temperature']
723,5.75,0.288,0,0.743355041,0.503983599,['Temperature']
723,5.75,0.36,2.394502368,0.704203676,0.687849999,['Temperature']
723,5.75,0.432,0,0.705200132,0.686794923,['Temperature']
723,5.75,0.504,0,0.703583028,0.685829677,['Temperature']
723,5.75,0.576,0.81804925,0.742576553,0.506229516,['Temperature']
723,6,0,5.063559949,0.740455766,0.537150487,['Temperature']
723,6,0.072,1.397475291,0.704559842,0.688892497,['Temperature']
723,6,0.144,0,0.743448413,0.503772346,['Temperature']
723,6,0.216,0,0.704669651,0.687814343,['Temperature']
723,6,0.288,0,0.70372788,0.688835082,['Temperature']
723,6,0.36,2.394502368,0.743168085,0.505622408,['Temperature']
723,6,0.432,0,0.706615625,0.685815042,['Temperature']
723,6,0.504,0,0.705530486,0.686800286,['Temperature']
723,6,0.576,0.81804925,0.704046229,0.688339395,['Temperature']
746.2,1.5,0,9.551309758,0.73718615,0.551328626,['Temperature']
746.2,1.5,0.072,6.994392112,0.703973636,0.688221752,['Temperature']
746.2,1.5,0.144,3.243188454,0.743190944,0.505275013,['Temperature']
746.2,1.5,0.216,2.962152095,0.7433505,0.504454866,['Temperature']
746.2,1.5,0.288,2.962152095,0.70400984,0.688647524,['Temperature']
746.2,1.5,0.36,9.589847711,0.704895104,0.687652845,['Temperature']
746.2,1.5,0.432,6.617509592,0.703301654,0.689029711,['Temperature']
746.2,1.5,0.504,6.617509592,0.742809999,0.506513906,['Temperature']
746.2,1.5,0.576,9.933110279,0.705107536,0.685937571,['Temperature']
746.2,1.75,0,9.551309758,0.737582442,0.548233767,['Temperature']
746.2,1.75,0.072,6.994392112,0.705100437,0.687271648,['Temperature']
746.2,1.75,0.144,3.243188454,0.702540251,0.690654116,['Temperature']
746.2,1.75,0.216,2.962152095,0.742810353,0.508802646,['Temperature']
746.2,1.75,0.288,2.962152095,0.743557442,0.503664215,['Temperature']
746.2,1.75,0.36,9.589847711,0.704356331,0.687496602,['Temperature']
746.2,1.75,0.432,6.617509592,0.704050295,0.688480545,['Temperature']
746.2,1.75,0.504,6.617509592,0.703742672,0.688776628,['Temperature']
746.2,1.75,0.576,9.933110279,0.704252131,0.687705051,['Temperature']
746.2,2,0,7.930769467,0.702472078,0.690580591,['Temperature']
746.2,2,0.072,5.287248717,0.740242382,0.536617936,['Temperature']
746.2,2,0.144,1.408573088,0.703489822,0.688947943,['Temperature']
746.2,2,0.216,1.193470945,0.742758525,0.505147614,['Temperature']
746.2,2,0.288,1.193470945,0.743586526,0.503794704,['Temperature']
746.2,2,0.36,7.821168953,0.703211069,0.691980284,['Temperature']
746.2,2,0.432,4.825053139,0.704052963,0.688462412,['Temperature']
746.2,2,0.504,4.825053139,0.704052576,0.688463136,['Temperature']
746.2,2,0.576,8.206915799,0.70306367,0.690192536,['Temperature']
746.2,2.25,0,7.046489346,0.743171193,0.510608495,['Temperature']
746.2,2.25,0.072,3.494753987,0.702551666,0.690529154,['Temperature']
746.2,2.25,0.144,0,0.737848458,0.542936849,['Temperature']
746.2,2.25,0.216,0,0.706017363,0.686167962,['Temperature']
746.2,2.25,0.288,0,0.740314942,0.54262699,['Temperature']
746.2,2.25,0.36,5.958626398,0.704578124,0.688158812,['Temperature']
746.2,2.25,0.432,2.044605542,0.743649161,0.503424031,['Temperature']
746.2,2.25,0.504,2.044605542,0.740476379,0.539889052,['Temperature']
746.2,2.25,0.576,4.701343831,0.74048741,0.537398658,['Temperature']
746.2,2.5,0,6.782047281,0.705734387,0.687215927,['Temperature']
746.2,2.5,0.072,3.476320872,0.742525906,0.51009517,['Temperature']
746.2,2.5,0.144,0,0.702513769,0.690556415,['Temperature']
746.2,2.5,0.216,0,0.702542586,0.690523332,['Temperature']
746.2,2.5,0.288,0,0.740463882,0.540941727,['Temperature']
746.2,2.5,0.36,5.940193284,0.702614985,0.690496336,['Temperature']
746.2,2.5,0.432,2.026172611,0.702942056,0.689117594,['Temperature']
746.2,2.5,0.504,2.026172611,0.705269282,0.687592053,['Temperature']
746.2,2.5,0.576,4.682910717,0.703562602,0.688956766,['Temperature']
746.2,2.75,0,6.560958847,0.703601139,0.686851457,['Temperature']
746.2,2.75,0.072,3.335918263,0.702539752,0.690521969,['Temperature']
746.2,2.75,0.144,0,0.703415953,0.688404702,['Temperature']
746.2,2.75,0.216,0,0.702536673,0.690515997,['Temperature']
746.2,2.75,0.288,0,0.702534089,0.690517208,['Temperature']
746.2,2.75,0.36,5.807724179,0.702613611,0.690500728,['Temperature']
746.2,2.75,0.432,1.893703691,0.704009766,0.68851418,['Temperature']
746.2,2.75,0.504,1.893703691,0.704984611,0.686045765,['Temperature']
746.2,2.75,0.576,4.550441612,0.703586508,0.688939255,['Temperature']
746.2,3,0,6.887156007,0.704481025,0.686867698,['Temperature']
