Mg_C_mol%,Nb_C_mol%,Fe_C_mol%,K_C_mol%,Na_C_mol%,Ce_C_mol%,Rh_C_mol%,Ag_C_mol%,La_C_mol%,Ga_C_mol%,Cs_C_mol%, Na _C_mol%,Pt_C_mol%,Mn_C_mol%,W_C_mol%,Zr_C_mol%,Na _C_mol%,Li_C_mol%,Ti_C_mol%,Ir_C_mol%,Sn_C_mol%,Ge_C_mol%,P_A_mol%,S_A_mol%,Cl_A_mol%,Si_S_mol%,Ca_S_mol%,Al_S_mol%,La_S_mol%,Mg_S_mol%,C_S_mol%,Ti_S_mol%,Fe_S_mol%,Zr_S_mol%,Sr_S_mol%,Preparation,Temperature,p(CH4),p(O2),p(CH4)/p(O2),p total,Contact time,X(CH4),S(C2),Y(C2)
0.0,0.0,0.0,0.0,54.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.55,0.0,21.96,0.0,0.0,0.0,0.0,0.0,0.0,6.35,13.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1069,0.25,0.75,0.3,1.0,0.17,11.8,71.0,8.4
0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.57,6.79,20.22,0.0,0.0,0.0,0.0,0.0,0.0,3.65,10.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1069,0.25,0.75,0.3,1.0,0.15,22.1,77.6,17.2
0.0,0.0,0.0,0.0,49.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,0.56,33.71,0.0,0.0,0.0,0.0,0.0,0.0,9.75,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1069,0.25,0.75,0.3,1.0,0.15,23.9,78.8,18.8
0.0,0.0,0.0,0.0,49.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,0.56,33.71,0.0,0.0,0.0,0.0,0.0,0.0,9.75,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1069,0.25,0.75,0.3,1.0,0.15,13.3,56.0,7.4
0.0,0.0,0.0,0.0,48.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.25,32.94,0.0,0.0,0.0,0.0,0.0,0.0,9.52,3.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1069,0.25,0.75,0.3,1.0,0.15,21.6,63.2,13.7
0.0,0.0,0.0,0.0,44.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,1.09,31.8,0.0,0.0,0.0,0.0,0.0,0.0,13.79,7.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1069,0.25,0.75,0.3,1.0,0.15,21.5,58.1,12.5
0.0,0.0,0.0,0.0,41.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,1.84,35.81,0.0,0.0,0.0,0.0,0.0,0.0,2.59,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1069,0.25,0.75,0.3,1.0,0.15,20.3,64.0,13.0
0.0,0.0,0.0,0.0,39.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42,1.66,36.45,0.0,0.0,0.0,0.0,0.0,0.0,7.02,11.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1069,0.25,0.75,0.3,1.0,0.15,24.0,61.9,14.9
0.0,0.0,0.0,0.0,39.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42,1.66,36.45,0.0,0.0,0.0,0.0,0.0,0.0,7.02,11.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1080,0.25,0.75,0.3,1.0,0.15,16.9,74.1,12.6
0.0,0.0,0.0,0.0,39.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42,1.66,36.45,0.0,0.0,0.0,0.0,0.0,0.0,7.02,11.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1095,0.25,0.75,0.3,1.0,0.15,22.3,61.0,13.6
0.0,0.0,0.0,0.0,39.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42,1.66,36.45,0.0,0.0,0.0,0.0,0.0,0.0,7.02,11.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1105,0.25,0.75,0.3,1.0,0.15,25.2,57.6,14.6
0.0,0.0,0.0,0.0,39.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42,1.66,36.45,0.0,0.0,0.0,0.0,0.0,0.0,7.02,11.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1115,0.25,0.75,0.3,1.0,0.15,23.1,54.2,12.5
0.0,0.0,0.0,0.0,39.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42,1.66,36.45,0.0,0.0,0.0,0.0,0.0,0.0,7.02,11.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1130,0.25,0.75,0.3,1.0,0.15,21.3,50.8,10.8
0.0,0.0,0.0,0.0,35.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.07,2.84,37.22,0.0,0.0,0.0,0.0,0.0,0.0,11.76,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1069,0.25,0.75,0.3,1.0,0.14,25.7,72.1,18.5
0.0,0.0,0.0,0.0,13.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.73,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.71,3.45,0.0,77.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1023,0.6,0.2,3.0,1.0,0.23,31.0,51.6,16.0
0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1023,0.89,0.11,8.1,1.0,0.04,15.1,71.8,10.8
0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1073,0.76,0.24,3.2,1.0,0.14,29.5,66.4,19.6
0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1073,0.42,0.17,2.5,1.0,0.11,35.5,54.0,19.2
0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1093,0.8,0.2,4.0,1.0,0.12,30.3,68.4,20.7
0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,973,0.67,0.33,2.0,1.0,0.22,41.0,42.8,17.5
0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1073,0.67,0.33,2.0,1.0,0.27,43.9,47.1,20.7
0.0,0.0,0.0,0.0,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,973,0.75,0.25,3.0,1.0,0.07,7.2,48.3,3.5
0.0,0.0,0.0,0.0,5.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.74,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,973,0.75,0.25,3.0,1.0,0.07,7.7,46.1,3.5
0.0,0.0,0.0,0.0,5.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.96,0.0,0.0,0.0,0.0,0.0,0.0,1,1023,0.4,0.1,4.0,1.0,0.01,18.0,34.0,6.1
0.0,0.0,0.0,0.0,5.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.77,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,973,0.75,0.25,3.0,1.0,0.07,11.4,41.6,4.8
0.0,0.0,0.0,0.0,4.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.79,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,973,0.75,0.25,3.0,1.0,0.07,12.4,40.8,5.0
0.0,0.0,0.0,0.0,4.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.78,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,973,0.75,0.25,3.0,1.0,0.07,18.8,36.0,6.8
0.0,0.0,0.0,0.0,4.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.21,0.0,1,1023,0.4,0.1,4.0,1.0,0.01,10.0,21.0,2.1
0.0,0.0,0.0,0.0,3.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.75,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,973,0.75,0.25,3.0,1.0,0.07,21.4,38.2,8.2
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,873,0.34,0.06,6.0,0.4,0.23,0.2,0.0,0.0
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,923,0.34,0.06,6.0,0.4,0.23,0.6,0.0,0.0
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,948,0.34,0.06,6.0,0.4,0.23,3.4,55.7,1.9
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,973,0.34,0.06,6.0,0.4,0.23,22.1,75.4,16.7
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,873,0.34,0.06,6.0,0.4,0.25,0.1,0.0,0.0
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,923,0.34,0.06,6.0,0.4,0.25,1.1,10.9,0.1
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,948,0.34,0.06,6.0,0.4,0.25,3.9,52.2,2.1
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,973,0.34,0.06,6.0,0.4,0.25,20.2,71.6,14.5
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,983,0.34,0.06,6.0,0.4,0.25,21.5,73.0,15.7
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,988,0.34,0.06,6.0,0.4,0.25,22.1,74.5,16.4
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,873,0.34,0.06,6.0,0.4,0.28,0.3,0.0,0.0
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,923,0.34,0.06,6.0,0.4,0.28,1.0,0.0,0.0
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,948,0.34,0.06,6.0,0.4,0.28,3.4,52.5,1.8
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,973,0.34,0.06,6.0,0.4,0.28,7.6,63.7,4.9
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,983,0.34,0.06,6.0,0.4,0.28,21.1,72.8,15.3
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,998,0.34,0.06,6.0,0.4,0.28,22.0,74.0,16.3
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,873,0.23,0.75,3.0,0.3,0.23,0.2,0.0,0.0
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,923,0.23,0.75,3.0,0.3,0.23,0.4,0.0,0.0
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,948,0.23,0.75,3.0,0.3,0.23,1.7,18.5,0.3
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,973,0.23,0.75,3.0,0.3,0.23,36.2,65.1,23.6
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,873,0.2,0.07,3.0,0.3,0.23,0.1,0.0,0.0
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,923,0.2,0.07,3.0,0.3,0.23,0.6,0.0,0.0
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,948,0.2,0.07,3.0,0.3,0.23,2.2,26.0,0.6
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,973,0.2,0.07,3.0,0.3,0.23,36.6,65.2,23.9
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,873,0.18,0.06,3.0,0.3,0.23,0.2,0.0,0.0
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,923,0.18,0.06,3.0,0.3,0.23,0.5,0.0,0.0
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,948,0.18,0.06,3.0,0.3,0.23,3.0,54.7,1.6
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,973,0.18,0.06,3.0,0.3,0.23,5.4,63.2,3.4
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1003,0.18,0.06,3.0,0.3,0.23,37.0,65.7,24.3
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1008,0.18,0.06,3.0,0.3,0.23,37.2,66.4,24.7
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,873,0.15,0.05,3.0,0.2,0.28,0.0,100.0,0.0
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,923,0.15,0.05,3.0,0.2,0.28,0.2,0.0,0.0
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,973,0.15,0.05,3.0,0.2,0.28,1.8,34.8,0.6
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1008,0.15,0.05,3.0,0.2,0.28,37.0,64.0,23.7
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,873,0.16,0.04,4.0,0.2,0.28,0.1,0.0,0.0
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,923,0.16,0.04,4.0,0.2,0.28,0.2,0.0,0.0
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,973,0.16,0.04,4.0,0.2,0.28,3.6,43.1,1.5
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1008,0.16,0.04,4.0,0.2,0.28,8.5,70.3,6.0
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1023,0.16,0.04,4.0,0.2,0.28,31.8,72.4,23.0
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,873,0.17,0.03,6.0,0.2,0.28,0.1,0.0,0.0
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,923,0.17,0.03,6.0,0.2,0.28,0.2,0.0,0.0
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,973,0.17,0.03,6.0,0.2,0.28,1.2,43.3,0.5
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1008,0.17,0.03,6.0,0.2,0.28,6.1,73.6,4.5
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1023,0.17,0.03,6.0,0.2,0.28,9.3,76.4,7.1
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1048,0.17,0.03,6.0,0.2,0.28,26.0,81.6,21.2
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1123,0.6,0.2,3.0,1.0,0.9,37.0,57.0,21.1
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1123,0.64,0.16,4.0,1.0,0.9,30.0,62.0,18.6
0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1123,0.67,0.13,5.0,1.0,0.9,25.0,65.0,16.3
