,Temperature,pCH4_per_pO2,Contact time,Y(C2)_predicted
3816,908.6,3.0000000000000004,0.216,0.0
3817,908.6,3.0000000000000004,0.288,0.0
3818,908.6,3.0000000000000004,0.36,4.696822231
3819,908.6,3.0000000000000004,0.432,0.695549291
3820,908.6,3.0000000000000004,0.504,0.695549291
3821,908.6,3.0000000000000004,0.576,3.352292825
3834,908.6,3.25,0.0,6.887156007
3835,908.6,3.25,0.072,2.836903934
3836,908.6,3.25,0.144,0.0
3837,908.6,3.25,0.216,0.0
3838,908.6,3.25,0.288,0.0
3839,908.6,3.25,0.36,4.696822231
3840,908.6,3.25,0.432,0.695549291
3841,908.6,3.25,0.504,0.695549291
3842,908.6,3.25,0.576,3.352292825
3855,908.6,3.4999999999999996,0.0,6.887156007
3856,908.6,3.4999999999999996,0.072,2.836903934
3857,908.6,3.4999999999999996,0.144,0.0
3858,908.6,3.4999999999999996,0.216,0.0
3859,908.6,3.4999999999999996,0.288,0.0
3860,908.6,3.4999999999999996,0.36,4.696822231
3861,908.6,3.4999999999999996,0.432,0.695549291
3862,908.6,3.4999999999999996,0.504,0.695549291
3863,908.6,3.4999999999999996,0.576,3.352292825
3876,908.6,3.75,0.0,6.887156007
3877,908.6,3.75,0.072,2.836903934
3878,908.6,3.75,0.144,0.0
3879,908.6,3.75,0.216,0.0
3880,908.6,3.75,0.288,0.0
3881,908.6,3.75,0.36,4.696822231
3882,908.6,3.75,0.432,0.695549291
