,Temperature,pCH4_per_pO2,Contact time,Y(C2)_predicted
3883,908.6,3.75,0.504,0.695549291
3884,908.6,3.75,0.576,3.352292825
3897,908.6,4.0,0.0,5.678959586
3898,908.6,4.0,0.072,2.012875387
3899,908.6,4.0,0.144,0.0
3900,908.6,4.0,0.216,0.0
3901,908.6,4.0,0.288,0.0
3902,908.6,4.0,0.36,3.029642463
3903,908.6,4.0,0.432,0.0
3904,908.6,4.0,0.504,0.0
3905,908.6,4.0,0.576,1.453188977
3918,908.6,4.25,0.0,5.678959586
3919,908.6,4.25,0.072,2.012875387
3920,908.6,4.25,0.144,0.0
3921,908.6,4.25,0.216,0.0
3922,908.6,4.25,0.288,0.0
3923,908.6,4.25,0.36,3.029642463
3924,908.6,4.25,0.432,0.0
3925,908.6,4.25,0.504,0.0
3926,908.6,4.25,0.576,1.453188977
3939,908.6,4.499999999999999,0.0,5.678959586
3940,908.6,4.499999999999999,0.072,2.012875387
3941,908.6,4.499999999999999,0.144,0.0
3942,908.6,4.499999999999999,0.216,0.0
3943,908.6,4.499999999999999,0.288,0.0
3944,908.6,4.499999999999999,0.36,3.029642463
3945,908.6,4.499999999999999,0.432,0.0
3946,908.6,4.499999999999999,0.504,0.0
3947,908.6,4.499999999999999,0.576,1.453188977
3960,908.6,4.749999999999999,0.0,5.678959586
3961,908.6,4.749999999999999,0.072,2.012875387
3962,908.6,4.749999999999999,0.144,0.0
3963,908.6,4.749999999999999,0.216,0.0
3964,908.6,4.749999999999999,0.288,0.0
3965,908.6,4.749999999999999,0.36,3.029642463
3966,908.6,4.749999999999999,0.432,0.0
3967,908.6,4.749999999999999,0.504,0.0
3968,908.6,4.749999999999999,0.576,1.453188977
3981,908.6,5.0,0.0,5.016068602
3982,908.6,5.0,0.072,1.349984495
3983,908.6,5.0,0.144,0.0
3984,908.6,5.0,0.216,0.0
3985,908.6,5.0,0.288,0.0
3986,908.6,5.0,0.36,2.347010836
3987,908.6,5.0,0.432,0.0
3988,908.6,5.0,0.504,0.0
3989,908.6,5.0,0.576,0.770557994
4002,908.6,5.25,0.0,5.016068602
4003,908.6,5.25,0.072,1.349984495
4004,908.6,5.25,0.144,0.0
4005,908.6,5.25,0.216,0.0
4006,908.6,5.25,0.288,0.0
4007,908.6,5.25,0.36,2.347010836
4008,908.6,5.25,0.432,0.0
4009,908.6,5.25,0.504,0.0
4010,908.6,5.25,0.576,0.770557994
4023,908.6,5.5,0.0,5.016068602
4024,908.6,5.5,0.072,1.349984495
4025,908.6,5.5,0.144,0.0
4026,908.6,5.5,0.216,0.0
4027,908.6,5.5,0.288,0.0
4028,908.6,5.5,0.36,2.347010836
4029,908.6,5.5,0.432,0.0
4030,908.6,5.5,0.504,0.0
4031,908.6,5.5,0.576,0.770557994
4044,908.6,5.75,0.0,5.016068602
4045,908.6,5.75,0.072,1.349984495
4046,908.6,5.75,0.144,0.0
4047,908.6,5.75,0.216,0.0
4048,908.6,5.75,0.288,0.0
4049,908.6,5.75,0.36,2.347010836
4050,908.6,5.75,0.432,0.0
4051,908.6,5.75,0.504,0.0
4052,908.6,5.75,0.576,0.770557994
4065,908.6,6.000000000000001,0.0,5.016068602
4066,908.6,6.000000000000001,0.072,1.349984495
4067,908.6,6.000000000000001,0.144,0.0
4068,908.6,6.000000000000001,0.216,0.0
4069,908.6,6.000000000000001,0.288,0.0
4070,908.6,6.000000000000001,0.36,2.347010836
4071,908.6,6.000000000000001,0.432,0.0
4072,908.6,6.000000000000001,0.504,0.0
4073,908.6,6.000000000000001,0.576,0.770557994
4128,931.8000000000001,1.5000000000000002,0.0,9.551309758
4129,931.8000000000001,1.5000000000000002,0.072,7.1289816020000005
4130,931.8000000000001,1.5000000000000002,0.144,3.377779049
4131,931.8000000000001,1.5000000000000002,0.216,3.096741585
4132,931.8000000000001,1.5000000000000002,0.288,3.096741585
4133,931.8000000000001,1.5000000000000002,0.36,9.724438673
4134,931.8000000000001,1.5000000000000002,0.432,6.752099082
4135,931.8000000000001,1.5000000000000002,0.504,6.752099082
4136,931.8000000000001,1.5000000000000002,0.576,10.06770198
4149,931.8000000000001,1.75,0.0,9.551309758
4150,931.8000000000001,1.75,0.072,7.1289816020000005
4151,931.8000000000001,1.75,0.144,3.377779049
4152,931.8000000000001,1.75,0.216,3.096741585
4153,931.8000000000001,1.75,0.288,3.096741585
4154,931.8000000000001,1.75,0.36,9.724438673
4155,931.8000000000001,1.75,0.432,6.752099082
4156,931.8000000000001,1.75,0.504,6.752099082
4157,931.8000000000001,1.75,0.576,10.06770198
4170,931.8000000000001,2.0,0.0,7.930769467
4171,931.8000000000001,2.0,0.072,5.421838944
4172,931.8000000000001,2.0,0.144,1.543165063
4173,931.8000000000001,2.0,0.216,1.328061172
4174,931.8000000000001,2.0,0.288,1.328061172
4175,931.8000000000001,2.0,0.36,7.955759916000001
4176,931.8000000000001,2.0,0.432,4.959643734
4177,931.8000000000001,2.0,0.504,4.959643734
4178,931.8000000000001,2.0,0.576,8.341507497
4191,931.8000000000001,2.25,0.0,7.046489346
4192,931.8000000000001,2.25,0.072,3.6293442130000004
4193,931.8000000000001,2.25,0.144,0.0
4194,931.8000000000001,2.25,0.216,0.0
4195,931.8000000000001,2.25,0.288,0.0
4196,931.8000000000001,2.25,0.36,6.093216993
4197,931.8000000000001,2.25,0.432,2.179196136
4198,931.8000000000001,2.25,0.504,2.179196136
4199,931.8000000000001,2.25,0.576,4.835934426
4212,931.8000000000001,2.5,0.0,6.782047281
4213,931.8000000000001,2.5,0.072,3.6109110979999994
4214,931.8000000000001,2.5,0.144,0.0
4215,931.8000000000001,2.5,0.216,0.0
4216,931.8000000000001,2.5,0.288,0.0
4217,931.8000000000001,2.5,0.36,6.074783878
4218,931.8000000000001,2.5,0.432,2.160763206
4219,931.8000000000001,2.5,0.504,2.160763206
4220,931.8000000000001,2.5,0.576,4.817501311
4233,931.8000000000001,2.75,0.0,6.560958847
4234,931.8000000000001,2.75,0.072,3.4705084890000006
4235,931.8000000000001,2.75,0.144,0.0
4236,931.8000000000001,2.75,0.216,0.0
4237,931.8000000000001,2.75,0.288,0.0
4238,931.8000000000001,2.75,0.36,5.942314774
4239,931.8000000000001,2.75,0.432,2.028294653
4240,931.8000000000001,2.75,0.504,2.028294653
4241,931.8000000000001,2.75,0.576,4.685032207
4254,931.8000000000001,3.0000000000000004,0.0,6.887156007
4255,931.8000000000001,3.0000000000000004,0.072,2.971494897
4256,931.8000000000001,3.0000000000000004,0.144,0.0
4257,931.8000000000001,3.0000000000000004,0.216,0.0
4258,931.8000000000001,3.0000000000000004,0.288,0.0
4259,931.8000000000001,3.0000000000000004,0.36,4.831412825
4260,931.8000000000001,3.0000000000000004,0.432,0.830140069
4261,931.8000000000001,3.0000000000000004,0.504,0.830140069
4262,931.8000000000001,3.0000000000000004,0.576,3.486883788
4275,931.8000000000001,3.25,0.0,6.887156007
4276,931.8000000000001,3.25,0.072,2.971494897
4277,931.8000000000001,3.25,0.144,0.0
4278,931.8000000000001,3.25,0.216,0.0
4279,931.8000000000001,3.25,0.288,0.0
4280,931.8000000000001,3.25,0.36,4.831412825
4281,931.8000000000001,3.25,0.432,0.830140069
4282,931.8000000000001,3.25,0.504,0.830140069
4283,931.8000000000001,3.25,0.576,3.486883788
4296,931.8000000000001,3.4999999999999996,0.0,6.887156007
4297,931.8000000000001,3.4999999999999996,0.072,2.971494897
4298,931.8000000000001,3.4999999999999996,0.144,0.0
4299,931.8000000000001,3.4999999999999996,0.216,0.0
4300,931.8000000000001,3.4999999999999996,0.288,0.0
4301,931.8000000000001,3.4999999999999996,0.36,4.831412825
4302,931.8000000000001,3.4999999999999996,0.432,0.830140069
4303,931.8000000000001,3.4999999999999996,0.504,0.830140069
4304,931.8000000000001,3.4999999999999996,0.576,3.486883788
4317,931.8000000000001,3.75,0.0,6.887156007
4318,931.8000000000001,3.75,0.072,2.971494897
4319,931.8000000000001,3.75,0.144,0.0
4320,931.8000000000001,3.75,0.216,0.0
4321,931.8000000000001,3.75,0.288,0.0
4322,931.8000000000001,3.75,0.36,4.831412825
4323,931.8000000000001,3.75,0.432,0.830140069
4324,931.8000000000001,3.75,0.504,0.830140069
4325,931.8000000000001,3.75,0.576,3.486883788
4338,931.8000000000001,4.0,0.0,5.678959586
4339,931.8000000000001,4.0,0.072,2.14746635
4340,931.8000000000001,4.0,0.144,0.0
4341,931.8000000000001,4.0,0.216,0.0
4342,931.8000000000001,4.0,0.288,0.0
4343,931.8000000000001,4.0,0.36,3.164230666
4344,931.8000000000001,4.0,0.432,0.0
4345,931.8000000000001,4.0,0.504,0.0
4346,931.8000000000001,4.0,0.576,1.587780676
4359,931.8000000000001,4.25,0.0,5.678959586
4360,931.8000000000001,4.25,0.072,2.14746635
4361,931.8000000000001,4.25,0.144,0.0
4362,931.8000000000001,4.25,0.216,0.0
4363,931.8000000000001,4.25,0.288,0.0
4364,931.8000000000001,4.25,0.36,3.164230666
4365,931.8000000000001,4.25,0.432,0.0
4366,931.8000000000001,4.25,0.504,0.0
4367,931.8000000000001,4.25,0.576,1.587780676
4380,931.8000000000001,4.499999999999999,0.0,5.678959586
4381,931.8000000000001,4.499999999999999,0.072,2.14746635
4382,931.8000000000001,4.499999999999999,0.144,0.0
4383,931.8000000000001,4.499999999999999,0.216,0.0
4384,931.8000000000001,4.499999999999999,0.288,0.0
4385,931.8000000000001,4.499999999999999,0.36,3.164230666
4386,931.8000000000001,4.499999999999999,0.432,0.0
4387,931.8000000000001,4.499999999999999,0.504,0.0
4388,931.8000000000001,4.499999999999999,0.576,1.587780676
4401,931.8000000000001,4.749999999999999,0.0,5.678959586
4402,931.8000000000001,4.749999999999999,0.072,2.14746635
4403,931.8000000000001,4.749999999999999,0.144,0.0
4404,931.8000000000001,4.749999999999999,0.216,0.0
4405,931.8000000000001,4.749999999999999,0.288,0.0
4406,931.8000000000001,4.749999999999999,0.36,3.164230666
4407,931.8000000000001,4.749999999999999,0.432,0.0
4408,931.8000000000001,4.749999999999999,0.504,0.0
4409,931.8000000000001,4.749999999999999,0.576,1.587780676
4422,931.8000000000001,5.0,0.0,5.016068602
4423,931.8000000000001,5.0,0.072,1.484574445
4424,931.8000000000001,5.0,0.144,0.0
4425,931.8000000000001,5.0,0.216,0.0
4426,931.8000000000001,5.0,0.288,0.0
4427,931.8000000000001,5.0,0.36,2.481601799
4428,931.8000000000001,5.0,0.432,0.0
4429,931.8000000000001,5.0,0.504,0.0
4430,931.8000000000001,5.0,0.576,0.905148957
4443,931.8000000000001,5.25,0.0,5.016068602
4444,931.8000000000001,5.25,0.072,1.484574445
4445,931.8000000000001,5.25,0.144,0.0
4446,931.8000000000001,5.25,0.216,0.0
4447,931.8000000000001,5.25,0.288,0.0
4448,931.8000000000001,5.25,0.36,2.481601799
4449,931.8000000000001,5.25,0.432,0.0
4450,931.8000000000001,5.25,0.504,0.0
4451,931.8000000000001,5.25,0.576,0.905148957
4464,931.8000000000001,5.5,0.0,5.016068602
4465,931.8000000000001,5.5,0.072,1.484574445
4466,931.8000000000001,5.5,0.144,0.0
4467,931.8000000000001,5.5,0.216,0.0
4468,931.8000000000001,5.5,0.288,0.0
4469,931.8000000000001,5.5,0.36,2.481601799
4470,931.8000000000001,5.5,0.432,0.0
4471,931.8000000000001,5.5,0.504,0.0
4472,931.8000000000001,5.5,0.576,0.905148957
4485,931.8000000000001,5.75,0.0,5.016068602
4486,931.8000000000001,5.75,0.072,1.484574445
4487,931.8000000000001,5.75,0.144,0.0
4488,931.8000000000001,5.75,0.216,0.0
4489,931.8000000000001,5.75,0.288,0.0
4490,931.8000000000001,5.75,0.36,2.481601799
4491,931.8000000000001,5.75,0.432,0.0
4492,931.8000000000001,5.75,0.504,0.0
4493,931.8000000000001,5.75,0.576,0.905148957
4506,931.8000000000001,6.000000000000001,0.0,5.016068602
4507,931.8000000000001,6.000000000000001,0.072,1.484574445
4508,931.8000000000001,6.000000000000001,0.144,0.0
4509,931.8000000000001,6.000000000000001,0.216,0.0
4510,931.8000000000001,6.000000000000001,0.288,0.0
4511,931.8000000000001,6.000000000000001,0.36,2.481601799
4512,931.8000000000001,6.000000000000001,0.432,0.0
4513,931.8000000000001,6.000000000000001,0.504,0.0
4514,931.8000000000001,6.000000000000001,0.576,0.905148957
4569,955.0,1.5000000000000002,0.0,10.02882468
4570,955.0,1.5000000000000002,0.072,8.227008858
4571,955.0,1.5000000000000002,0.144,4.475801888
4572,955.0,1.5000000000000002,0.216,4.194765161
4573,955.0,1.5000000000000002,0.288,4.194765161
4574,955.0,1.5000000000000002,0.36,10.82246446
4575,955.0,1.5000000000000002,0.432,7.850129282
4576,955.0,1.5000000000000002,0.504,7.850129282
4577,955.0,1.5000000000000002,0.576,11.16572776
4590,955.0,1.75,0.0,10.02882468
4591,955.0,1.75,0.072,8.227008858
4592,955.0,1.75,0.144,4.475801888
4593,955.0,1.75,0.216,4.194765161
4594,955.0,1.75,0.288,4.194765161
4595,955.0,1.75,0.36,10.82246446
4596,955.0,1.75,0.432,7.850129282
4597,955.0,1.75,0.504,7.850129282
4598,955.0,1.75,0.576,11.16572776
4611,955.0,2.0,0.0,8.443566489
4612,955.0,2.0,0.072,6.555148673
4613,955.0,2.0,0.144,2.67647102
4614,955.0,2.0,0.216,2.461370901
4615,955.0,2.0,0.288,2.461370901
4616,955.0,2.0,0.36,9.089070749
4617,955.0,2.0,0.432,6.092951991
4618,955.0,2.0,0.504,6.092951991
4619,955.0,2.0,0.576,9.474816859
4632,955.0,2.25,0.0,7.616494465
4633,955.0,2.25,0.072,4.819861303
4634,955.0,2.25,0.144,0.825308839
4635,955.0,2.25,0.216,0.588385923
4636,955.0,2.25,0.288,0.588385923
4637,955.0,2.25,0.36,7.283734082999999
4638,955.0,2.25,0.432,3.369710834
4639,955.0,2.25,0.504,3.369710834
4640,955.0,2.25,0.576,6.026450044
4653,955.0,2.5,0.0,7.352052400000001
4654,955.0,2.5,0.072,4.801428188
4655,955.0,2.5,0.144,0.806875908
4656,955.0,2.5,0.216,0.569953269
4657,955.0,2.5,0.288,0.569953269
4658,955.0,2.5,0.36,7.265300968000001
4659,955.0,2.5,0.432,3.351277719
4660,955.0,2.5,0.504,3.351277719
4661,955.0,2.5,0.576,6.008016929
4674,955.0,2.75,0.0,7.130963966
4675,955.0,2.75,0.072,4.661024843
4676,955.0,2.75,0.144,0.666474633
4677,955.0,2.75,0.216,0.401177752
4678,955.0,2.75,0.288,0.401177752
4679,955.0,2.75,0.36,7.132832231999999
4680,955.0,2.75,0.432,3.218810456
4681,955.0,2.75,0.504,3.218810456
4682,955.0,2.75,0.576,5.875547825
4695,955.0,3.0000000000000004,0.0,7.457161126000001
4696,955.0,3.0000000000000004,0.072,4.162007202
4697,955.0,3.0000000000000004,0.144,0.167456832
4698,955.0,3.0000000000000004,0.216,0.0
4699,955.0,3.0000000000000004,0.288,0.0
4700,955.0,3.0000000000000004,0.36,6.021929179
4701,955.0,3.0000000000000004,0.432,2.020660564
4702,955.0,3.0000000000000004,0.504,2.020660564
4703,955.0,3.0000000000000004,0.576,4.677396829
4716,955.0,3.25,0.0,7.457161126000001
4717,955.0,3.25,0.072,4.162007202
4718,955.0,3.25,0.144,0.167456832
4719,955.0,3.25,0.216,0.0
4720,955.0,3.25,0.288,0.0
4721,955.0,3.25,0.36,6.021929179
4722,955.0,3.25,0.432,2.020660564
4723,955.0,3.25,0.504,2.020660564
4724,955.0,3.25,0.576,4.677396829
4737,955.0,3.4999999999999996,0.0,7.457161126000001
4738,955.0,3.4999999999999996,0.072,4.162007202
4739,955.0,3.4999999999999996,0.144,0.167456832
4740,955.0,3.4999999999999996,0.216,0.0
4741,955.0,3.4999999999999996,0.288,0.0
4742,955.0,3.4999999999999996,0.36,6.021929179
4743,955.0,3.4999999999999996,0.432,2.020660564
4744,955.0,3.4999999999999996,0.504,2.020660564
4745,955.0,3.4999999999999996,0.576,4.677396829
4758,955.0,3.75,0.0,7.457161126000001
4759,955.0,3.75,0.072,4.162007202
4760,955.0,3.75,0.144,0.167456832
4761,955.0,3.75,0.216,0.0
4762,955.0,3.75,0.288,0.0
4763,955.0,3.75,0.36,6.021929179
4764,955.0,3.75,0.432,2.020660564
4765,955.0,3.75,0.504,2.020660564
4766,955.0,3.75,0.576,4.677396829
4779,955.0,4.0,0.0,6.274359649
4780,955.0,4.0,0.072,3.363373968
4781,955.0,4.0,0.144,0.0
4782,955.0,4.0,0.216,0.0
4783,955.0,4.0,0.288,0.0
4784,955.0,4.0,0.36,4.380139388
4785,955.0,4.0,0.432,0.37886638
4786,955.0,4.0,0.504,0.37886638
4787,955.0,4.0,0.576,2.803691239
4800,955.0,4.25,0.0,6.274359649
4801,955.0,4.25,0.072,3.363373968
4802,955.0,4.25,0.144,0.0
4803,955.0,4.25,0.216,0.0
4804,955.0,4.25,0.288,0.0
4805,955.0,4.25,0.36,4.380139388
4806,955.0,4.25,0.432,0.37886638
4807,955.0,4.25,0.504,0.37886638
4808,955.0,4.25,0.576,2.803691239
4821,955.0,4.499999999999999,0.0,6.274359649
4822,955.0,4.499999999999999,0.072,3.363373968
4823,955.0,4.499999999999999,0.144,0.0
4824,955.0,4.499999999999999,0.216,0.0
4825,955.0,4.499999999999999,0.288,0.0
4826,955.0,4.499999999999999,0.36,4.380139388
4827,955.0,4.499999999999999,0.432,0.37886638
4828,955.0,4.499999999999999,0.504,0.37886638
4829,955.0,4.499999999999999,0.576,2.803691239
4842,955.0,4.749999999999999,0.0,6.274359649
4843,955.0,4.749999999999999,0.072,3.363373968
4844,955.0,4.749999999999999,0.144,0.0
4845,955.0,4.749999999999999,0.216,0.0
4846,955.0,4.749999999999999,0.288,0.0
4847,955.0,4.749999999999999,0.36,4.380139388
4848,955.0,4.749999999999999,0.432,0.37886638
4849,955.0,4.749999999999999,0.504,0.37886638
4850,955.0,4.749999999999999,0.576,2.803691239
4863,955.0,5.0,0.0,5.520880222
4864,955.0,5.0,0.072,2.609897117
4865,955.0,5.0,0.144,0.0
4866,955.0,5.0,0.216,0.0
4867,955.0,5.0,0.288,0.0
4868,955.0,5.0,0.36,3.6069228139999994
4869,955.0,5.0,0.432,0.0
4870,955.0,5.0,0.504,0.0
4871,955.0,5.0,0.576,2.030473377
4884,955.0,5.25,0.0,5.520880222
4885,955.0,5.25,0.072,2.609897117
4886,955.0,5.25,0.144,0.0
4887,955.0,5.25,0.216,0.0
4888,955.0,5.25,0.288,0.0
4889,955.0,5.25,0.36,3.6069228139999994
4890,955.0,5.25,0.432,0.0
4891,955.0,5.25,0.504,0.0
4892,955.0,5.25,0.576,2.030473377
4905,955.0,5.5,0.0,5.520880222
4906,955.0,5.5,0.072,2.609897117
4907,955.0,5.5,0.144,0.0
4908,955.0,5.5,0.216,0.0
4909,955.0,5.5,0.288,0.0
4910,955.0,5.5,0.36,3.6069228139999994
4911,955.0,5.5,0.432,0.0
4912,955.0,5.5,0.504,0.0
4913,955.0,5.5,0.576,2.030473377
4926,955.0,5.75,0.0,5.520880222
4927,955.0,5.75,0.072,2.609897117
4928,955.0,5.75,0.144,0.0
4929,955.0,5.75,0.216,0.0
4930,955.0,5.75,0.288,0.0
4931,955.0,5.75,0.36,3.6069228139999994
4932,955.0,5.75,0.432,0.0
4933,955.0,5.75,0.504,0.0
4934,955.0,5.75,0.576,2.030473377
4947,955.0,6.000000000000001,0.0,5.520880222
4948,955.0,6.000000000000001,0.072,2.609897117
4949,955.0,6.000000000000001,0.144,0.0
4950,955.0,6.000000000000001,0.216,0.0
4951,955.0,6.000000000000001,0.288,0.0
4952,955.0,6.000000000000001,0.36,3.6069228139999994
4953,955.0,6.000000000000001,0.432,0.0
4954,955.0,6.000000000000001,0.504,0.0
4955,955.0,6.000000000000001,0.576,2.030473377
5010,978.2,1.5000000000000002,0.0,10.68182703
5011,978.2,1.5000000000000002,0.072,8.880012682
5012,978.2,1.5000000000000002,0.144,5.12880424
5013,978.2,1.5000000000000002,0.216,4.847765304
5014,978.2,1.5000000000000002,0.288,4.847765304
5015,978.2,1.5000000000000002,0.36,11.47546534
5016,978.2,1.5000000000000002,0.432,8.503131634
5017,978.2,1.5000000000000002,0.504,8.503131634
5018,978.2,1.5000000000000002,0.576,11.81873011
5031,978.2,1.75,0.0,10.68182703
5032,978.2,1.75,0.072,8.880012682
5033,978.2,1.75,0.144,5.12880424
5034,978.2,1.75,0.216,4.847765304
5035,978.2,1.75,0.288,4.847765304
5036,978.2,1.75,0.36,11.47546534
5037,978.2,1.75,0.432,8.503131634
5038,978.2,1.75,0.504,8.503131634
5039,978.2,1.75,0.576,11.81873011
5052,978.2,2.0,0.0,9.096570313
5053,978.2,2.0,0.072,7.208151761
5054,978.2,2.0,0.144,3.329472819
5055,978.2,2.0,0.216,3.114366443
5056,978.2,2.0,0.288,3.114366443
5057,978.2,2.0,0.36,9.742071629
5058,978.2,2.0,0.432,6.745955446
5059,978.2,2.0,0.504,6.745955446
5060,978.2,2.0,0.576,10.12781921
5073,978.2,2.25,0.0,8.297358122
5074,978.2,2.25,0.072,5.500721648
5075,978.2,2.25,0.144,1.506172037
5076,978.2,2.25,0.216,1.26924521
5077,978.2,2.25,0.288,1.26924521
5078,978.2,2.25,0.36,7.964595532
5079,978.2,2.25,0.432,4.050567499
5080,978.2,2.25,0.504,4.050567499
5081,978.2,2.25,0.576,6.707309285
5094,978.2,2.5,0.0,8.032916057
5095,978.2,2.5,0.072,5.482288533
5096,978.2,2.5,0.144,1.487738922
5097,978.2,2.5,0.216,1.250812279
5098,978.2,2.5,0.288,1.250812279
5099,978.2,2.5,0.36,7.946162418
5100,978.2,2.5,0.432,4.032134384
5101,978.2,2.5,0.504,4.032134384
5102,978.2,2.5,0.576,6.68887617
5115,978.2,2.75,0.0,7.859399945
5116,978.2,2.75,0.072,5.389458245
5117,978.2,2.75,0.144,1.394909554
5118,978.2,2.75,0.216,1.129610464
5119,978.2,2.75,0.288,1.129610464
5120,978.2,2.75,0.36,7.861268210000001
5121,978.2,2.75,0.432,3.947238337
5122,978.2,2.75,0.504,3.947238337
5123,978.2,2.75,0.576,6.603981227
5136,978.2,3.0000000000000004,0.0,8.185597104
5137,978.2,3.0000000000000004,0.072,4.890439868
5138,978.2,3.0000000000000004,0.144,0.8958881399999999
5139,978.2,3.0000000000000004,0.216,0.018711081
5140,978.2,3.0000000000000004,0.288,0.018711081
5141,978.2,3.0000000000000004,0.36,6.750359637
5142,978.2,3.0000000000000004,0.432,2.749093414
5143,978.2,3.0000000000000004,0.504,2.749093414
5144,978.2,3.0000000000000004,0.576,5.405830967
5157,978.2,3.25,0.0,8.185597104
5158,978.2,3.25,0.072,4.890439868
5159,978.2,3.25,0.144,0.8958881399999999
5160,978.2,3.25,0.216,0.018711081
5161,978.2,3.25,0.288,0.018711081
5162,978.2,3.25,0.36,6.750359637
5163,978.2,3.25,0.432,2.749093414
5164,978.2,3.25,0.504,2.749093414
5165,978.2,3.25,0.576,5.405830967
5178,978.2,3.4999999999999996,0.0,8.185597104
5179,978.2,3.4999999999999996,0.072,4.890439868
5180,978.2,3.4999999999999996,0.144,0.8958881399999999
5181,978.2,3.4999999999999996,0.216,0.018711081
5182,978.2,3.4999999999999996,0.288,0.018711081
5183,978.2,3.4999999999999996,0.36,6.750359637
5184,978.2,3.4999999999999996,0.432,2.749093414
5185,978.2,3.4999999999999996,0.504,2.749093414
5186,978.2,3.4999999999999996,0.576,5.405830967
5199,978.2,3.75,0.0,8.185597104
5200,978.2,3.75,0.072,4.890439868
5201,978.2,3.75,0.144,0.8958881399999999
5202,978.2,3.75,0.216,0.018711081
5203,978.2,3.75,0.288,0.018711081
5204,978.2,3.75,0.36,6.750359637
5205,978.2,3.75,0.432,2.749093414
5206,978.2,3.75,0.504,2.749093414
5207,978.2,3.75,0.576,5.405830967
5220,978.2,4.0,0.0,7.002795628000001
5221,978.2,4.0,0.072,4.091804425
5222,978.2,4.0,0.144,0.019983443
5223,978.2,4.0,0.216,0.0
5224,978.2,4.0,0.288,0.0
5225,978.2,4.0,0.36,5.10857279
5226,978.2,4.0,0.432,1.107301139
5227,978.2,4.0,0.504,1.107301139
5228,978.2,4.0,0.576,3.532118936
5241,978.2,4.25,0.0,7.002795628000001
5242,978.2,4.25,0.072,4.091804425
5243,978.2,4.25,0.144,0.019983443
5244,978.2,4.25,0.216,0.0
5245,978.2,4.25,0.288,0.0
5246,978.2,4.25,0.36,5.10857279
5247,978.2,4.25,0.432,1.107301139
5248,978.2,4.25,0.504,1.107301139
5249,978.2,4.25,0.576,3.532118936
5262,978.2,4.499999999999999,0.0,7.002795628000001
5263,978.2,4.499999999999999,0.072,4.091804425
5264,978.2,4.499999999999999,0.144,0.019983443
5265,978.2,4.499999999999999,0.216,0.0
5266,978.2,4.499999999999999,0.288,0.0
5267,978.2,4.499999999999999,0.36,5.10857279
5268,978.2,4.499999999999999,0.432,1.107301139
5269,978.2,4.499999999999999,0.504,1.107301139
5270,978.2,4.499999999999999,0.576,3.532118936
5283,978.2,4.749999999999999,0.0,7.002795628000001
5284,978.2,4.749999999999999,0.072,4.091804425
5285,978.2,4.749999999999999,0.144,0.019983443
5286,978.2,4.749999999999999,0.216,0.0
5287,978.2,4.749999999999999,0.288,0.0
5288,978.2,4.749999999999999,0.36,5.10857279
5289,978.2,4.749999999999999,0.432,1.107301139
5290,978.2,4.749999999999999,0.504,1.107301139
5291,978.2,4.749999999999999,0.576,3.532118936
5304,978.2,5.0,0.0,6.249313256
5305,978.2,5.0,0.072,3.338327207
5306,978.2,5.0,0.144,0.0
5307,978.2,5.0,0.216,0.0
5308,978.2,5.0,0.288,0.0
5309,978.2,5.0,0.36,4.335356216
5310,978.2,5.0,0.432,0.334083346
5311,978.2,5.0,0.504,0.334083346
5312,978.2,5.0,0.576,2.758902914
5325,978.2,5.25,0.0,6.249313256
5326,978.2,5.25,0.072,3.338327207
5327,978.2,5.25,0.144,0.0
5328,978.2,5.25,0.216,0.0
5329,978.2,5.25,0.288,0.0
5330,978.2,5.25,0.36,4.335356216
5331,978.2,5.25,0.432,0.334083346
5332,978.2,5.25,0.504,0.334083346
5333,978.2,5.25,0.576,2.758902914
5346,978.2,5.5,0.0,6.249313256
5347,978.2,5.5,0.072,3.338327207
5348,978.2,5.5,0.144,0.0
5349,978.2,5.5,0.216,0.0
5350,978.2,5.5,0.288,0.0
5351,978.2,5.5,0.36,4.335356216
5352,978.2,5.5,0.432,0.334083346
5353,978.2,5.5,0.504,0.334083346
5354,978.2,5.5,0.576,2.758902914
5367,978.2,5.75,0.0,6.249313256
5368,978.2,5.75,0.072,3.338327207
5369,978.2,5.75,0.144,0.0
5370,978.2,5.75,0.216,0.0
5371,978.2,5.75,0.288,0.0
5372,978.2,5.75,0.36,4.335356216
5373,978.2,5.75,0.432,0.334083346
5374,978.2,5.75,0.504,0.334083346
5375,978.2,5.75,0.576,2.758902914
5388,978.2,6.000000000000001,0.0,6.249313256
5389,978.2,6.000000000000001,0.072,3.338327207
5390,978.2,6.000000000000001,0.144,0.0
5391,978.2,6.000000000000001,0.216,0.0
5392,978.2,6.000000000000001,0.288,0.0
5393,978.2,6.000000000000001,0.36,4.335356216
5394,978.2,6.000000000000001,0.432,0.334083346
5395,978.2,6.000000000000001,0.504,0.334083346
5396,978.2,6.000000000000001,0.576,2.758902914
5451,1001.4,1.5000000000000002,0.0,11.12509924
5452,1001.4,1.5000000000000002,0.072,9.274829966
5453,1001.4,1.5000000000000002,0.144,5.446810989
5454,1001.4,1.5000000000000002,0.216,5.165771317
5455,1001.4,1.5000000000000002,0.288,5.165771317
5456,1001.4,1.5000000000000002,0.36,11.79347319
5457,1001.4,1.5000000000000002,0.432,8.744801909
5458,1001.4,1.5000000000000002,0.504,8.744801909
