Temperature,pCH4_per_pO2,Contact time,Y(C2),Accuracy
1094.2,1.5,1.224,23.12969825,0.730046919
1094.2,1.5,1.296,23.12969825,0.74145785
1094.2,1.5,1.368,23.12969825,0.752868781
1094.2,1.5,1.44,23.12969825,0.764279713
1094.2,1.75,0.648,23.12969825,0.623459308
1094.2,1.75,0.72,23.12969825,0.635765406
1094.2,1.75,0.792,23.12969825,0.648017736
1094.2,1.75,0.864,23.12969825,0.660323833
1094.2,1.75,0.936,23.12969825,0.672576163
1094.2,1.75,1.008,23.12969825,0.68488226
1094.2,1.75,1.08,23.12969825,0.697188357
1094.2,1.75,1.152,23.12969825,0.709494455
1094.2,1.75,1.224,23.12969825,0.721800552
1094.2,1.75,1.296,23.12969825,0.734106649
1094.2,1.75,1.368,23.12969825,0.746412747
1094.2,1.75,1.44,23.12969825,0.758718844
1094.2,2,0.648,21.33955063,0.900784881
1094.2,2,0.72,21.33955063,0.900784881
1094.2,2,0.792,21.33955063,0.900784881
1094.2,2,0.864,21.33955063,0.900784881
1094.2,2,0.936,21.33955063,0.900784881
1094.2,2,1.008,21.33955063,0.900784881
1094.2,2,1.08,21.33955063,0.900784881
1094.2,2,1.152,21.33955063,0.900784881
1094.2,2,1.224,21.33955063,0.900784881
1094.2,2,1.296,21.33955063,0.900784881
1094.2,2,1.368,21.33955063,0.900784881
1094.2,2,1.44,21.33955063,0.900784881
1094.2,2.25,0.648,19.07068527,0.708017435
1094.2,2.25,0.72,19.07068527,0.708017435
1094.2,2.25,0.792,19.07068527,0.708017435
1094.2,2.25,0.864,19.07068527,0.708017435
1094.2,2.25,0.936,19.07068527,0.708017435
1094.2,2.25,1.008,19.07068527,0.708017435
1094.2,2.25,1.08,19.07068527,0.708017435
1094.2,2.25,1.152,19.07068527,0.708017435
1094.2,2.25,1.224,19.07068527,0.708017435
1094.2,2.25,1.296,19.07068527,0.708017435
1094.2,2.25,1.368,19.07068527,0.708017435
1094.2,2.25,1.44,19.07068527,0.708017435
1094.2,2.5,0.648,18.83133524,0.544231897
1094.2,2.5,0.72,18.83133524,0.557618414
1094.2,2.5,0.792,18.83133524,0.570953549
1094.2,2.5,0.864,18.83133524,0.584340066
1094.2,2.5,0.936,18.83133524,0.597675201
1094.2,2.5,1.008,18.83133524,0.611061718
1094.2,2.5,1.08,18.83133524,0.624448234
1094.2,2.5,1.152,18.83133524,0.637834751
1094.2,2.5,1.224,18.83133524,0.651221268
1094.2,2.5,1.296,18.83133524,0.664607785
1094.2,2.5,1.368,18.83133524,0.677994301
1094.2,2.5,1.44,18.83133524,0.691380818
1094.2,2.75,0.648,18.91661296,0.916215594
1094.2,2.75,0.72,18.91661296,0.916215594
1094.2,2.75,0.792,18.91661296,0.916215594
1094.2,2.75,0.864,18.91661296,0.916215594
1094.2,2.75,0.936,18.91661296,0.916215594
1094.2,2.75,1.008,18.91661296,0.916215594
1094.2,2.75,1.08,18.91661296,0.916215594
1094.2,2.75,1.152,18.91661296,0.916215594
1094.2,2.75,1.224,18.91661296,0.916215594
1094.2,2.75,1.296,18.91661296,0.916215594
1094.2,2.75,1.368,18.91661296,0.916215594
1094.2,2.75,1.44,18.91661296,0.916215594
1094.2,3,0.648,17.15881623,0.705827579
1094.2,3,0.72,17.15881623,0.705827579
1094.2,3,0.792,17.15881623,0.705827579
1094.2,3,0.864,17.15881623,0.705827579
1094.2,3,0.936,17.15881623,0.705827579
1094.2,3,1.008,17.15881623,0.705827579
1094.2,3,1.08,17.15881623,0.705827579
1094.2,3,1.152,17.15881623,0.705827579
1094.2,3,1.224,17.15881623,0.705827579
1094.2,3,1.296,17.15881623,0.705827579
1094.2,3,1.368,17.15881623,0.705827579
1094.2,3,1.44,17.15881623,0.705827579
1094.2,3.25,0.648,17.15881623,0.7057872
1094.2,3.25,0.72,17.15881623,0.7057872
1094.2,3.25,0.792,17.15881623,0.7057872
1094.2,3.25,0.864,17.15881623,0.7057872
1094.2,3.25,0.936,17.15881623,0.7057872
1094.2,3.25,1.008,17.15881623,0.7057872
1094.2,3.25,1.08,17.15881623,0.7057872
1094.2,3.25,1.152,17.15881623,0.7057872
1094.2,3.25,1.224,17.15881623,0.7057872
1094.2,3.25,1.296,17.15881623,0.7057872
1094.2,3.25,1.368,17.15881623,0.7057872
1094.2,3.25,1.44,17.15881623,0.7057872
1094.2,3.5,0.648,17.15881623,0.747001633
1094.2,3.5,0.72,17.15881623,0.747001633
1094.2,3.5,0.792,17.15881623,0.747001633
1094.2,3.5,0.864,17.15881623,0.747001633
1094.2,3.5,0.936,17.15881623,0.747001633
1094.2,3.5,1.008,17.15881623,0.747001633
1094.2,3.5,1.08,17.15881623,0.747001633
1094.2,3.5,1.152,17.15881623,0.747001633
1094.2,3.5,1.224,17.15881623,0.747001633
1094.2,3.5,1.296,17.15881623,0.747001633
1094.2,3.5,1.368,17.15881623,0.747001633
1094.2,3.5,1.44,17.15881623,0.747001633
1094.2,3.75,0.648,17.15881623,0.708686837
1094.2,3.75,0.72,17.15881623,0.708686837
1094.2,3.75,0.792,17.15881623,0.708686837
1094.2,3.75,0.864,17.15881623,0.708686837
1094.2,3.75,0.936,17.15881623,0.708686837
1094.2,3.75,1.008,17.15881623,0.708686837
1094.2,3.75,1.08,17.15881623,0.708686837
1094.2,3.75,1.152,17.15881623,0.708686837
1094.2,3.75,1.224,17.15881623,0.708686837
1094.2,3.75,1.296,17.15881623,0.708686837
1094.2,3.75,1.368,17.15881623,0.708686837
1094.2,3.75,1.44,17.15881623,0.708686837
1094.2,4,0.648,16.74131255,0.707612204
1094.2,4,0.72,16.74131255,0.707612204
1094.2,4,0.792,16.74131255,0.707612204
1094.2,4,0.864,16.74131255,0.707612204
1094.2,4,0.936,16.74131255,0.707612204
1094.2,4,1.008,16.74131255,0.707612204
1094.2,4,1.08,16.74131255,0.707612204
1094.2,4,1.152,16.74131255,0.707612204
1094.2,4,1.224,16.74131255,0.707612204
1094.2,4,1.296,16.74131255,0.707612204
1094.2,4,1.368,16.74131255,0.707612204
1094.2,4,1.44,16.74131255,0.707612204
1094.2,4.25,0.648,16.74131255,0.705985954
1094.2,4.25,0.72,16.74131255,0.705985954
1094.2,4.25,0.792,16.74131255,0.705985954
1094.2,4.25,0.864,16.74131255,0.705985954
1094.2,4.25,0.936,16.74131255,0.705985954
1094.2,4.25,1.008,16.74131255,0.705985954
1094.2,4.25,1.08,16.74131255,0.705985954
1094.2,4.25,1.152,16.74131255,0.705985954
1094.2,4.25,1.224,16.74131255,0.705985954
1094.2,4.25,1.296,16.74131255,0.705985954
1094.2,4.25,1.368,16.74131255,0.705985954
1094.2,4.25,1.44,16.74131255,0.705985954
1094.2,4.5,0.648,16.74131255,0.706112576
1094.2,4.5,0.72,16.74131255,0.706112576
1094.2,4.5,0.792,16.74131255,0.706112576
1094.2,4.5,0.864,16.74131255,0.706112576
1094.2,4.5,0.936,16.74131255,0.706112576
1094.2,4.5,1.008,16.74131255,0.706112576
1094.2,4.5,1.08,16.74131255,0.706112576
1094.2,4.5,1.152,16.74131255,0.706112576
1094.2,4.5,1.224,16.74131255,0.706112576
1094.2,4.5,1.296,16.74131255,0.706112576
1094.2,4.5,1.368,16.74131255,0.706112576
1094.2,4.5,1.44,16.74131255,0.706112576
1094.2,4.75,0.648,16.74131255,0.707751645
1094.2,4.75,0.72,16.74131255,0.707751645
1094.2,4.75,0.792,16.74131255,0.707751645
1094.2,4.75,0.864,16.74131255,0.707751645
1094.2,4.75,0.936,16.74131255,0.707751645
1094.2,4.75,1.008,16.74131255,0.707751645
1094.2,4.75,1.08,16.74131255,0.707751645
1094.2,4.75,1.152,16.74131255,0.707751645
1094.2,4.75,1.224,16.74131255,0.707751645
1094.2,4.75,1.296,16.74131255,0.707751645
1094.2,4.75,1.368,16.74131255,0.707751645
1094.2,4.75,1.44,16.74131255,0.707751645
1094.2,5,0.648,15.91188347,0.74892863
1094.2,5,0.72,15.91188347,0.74892863
1094.2,5,0.792,15.91188347,0.74892863
1094.2,5,0.864,15.91188347,0.74892863
1094.2,5,0.936,15.91188347,0.74892863
1094.2,5,1.008,15.91188347,0.74892863
1094.2,5,1.08,15.91188347,0.74892863
1094.2,5,1.152,15.91188347,0.74892863
1094.2,5,1.224,15.91188347,0.74892863
1094.2,5,1.296,15.91188347,0.74892863
1094.2,5,1.368,15.91188347,0.74892863
1094.2,5,1.44,15.91188347,0.74892863
1094.2,5.25,0.648,15.91188347,0.705709167
1094.2,5.25,0.72,15.91188347,0.705709167
1094.2,5.25,0.792,15.91188347,0.705709167
1094.2,5.25,0.864,15.91188347,0.705709167
1094.2,5.25,0.936,15.91188347,0.705709167
1094.2,5.25,1.008,15.91188347,0.705709167
1094.2,5.25,1.08,15.91188347,0.705709167
1094.2,5.25,1.152,15.91188347,0.705709167
1094.2,5.25,1.224,15.91188347,0.705709167
1094.2,5.25,1.296,15.91188347,0.705709167
1094.2,5.25,1.368,15.91188347,0.705709167
1094.2,5.25,1.44,15.91188347,0.705709167
1094.2,5.5,0.648,15.91188347,0.706542974
1094.2,5.5,0.72,15.91188347,0.706542974
1094.2,5.5,0.792,15.91188347,0.706542974
1094.2,5.5,0.864,15.91188347,0.706542974
1094.2,5.5,0.936,15.91188347,0.706542974
1094.2,5.5,1.008,15.91188347,0.706542974
1094.2,5.5,1.08,15.91188347,0.706542974
1094.2,5.5,1.152,15.91188347,0.706542974
1094.2,5.5,1.224,15.91188347,0.706542974
1094.2,5.5,1.296,15.91188347,0.706542974
1094.2,5.5,1.368,15.91188347,0.706542974
1094.2,5.5,1.44,15.91188347,0.706542974
1094.2,5.75,0.648,15.91188347,0.706606142
1094.2,5.75,0.72,15.91188347,0.706606142
1094.2,5.75,0.792,15.91188347,0.706606142
1094.2,5.75,0.864,15.91188347,0.706606142
1094.2,5.75,0.936,15.91188347,0.706606142
1094.2,5.75,1.008,15.91188347,0.706606142
1094.2,5.75,1.08,15.91188347,0.706606142
1094.2,5.75,1.152,15.91188347,0.706606142
1094.2,5.75,1.224,15.91188347,0.706606142
1094.2,5.75,1.296,15.91188347,0.706606142
1094.2,5.75,1.368,15.91188347,0.706606142
1094.2,5.75,1.44,15.91188347,0.706606142
1094.2,6,0.648,15.91188347,0.7066586
1094.2,6,0.72,15.91188347,0.7066586
1094.2,6,0.792,15.91188347,0.7066586
1094.2,6,0.864,15.91188347,0.7066586
1094.2,6,0.936,15.91188347,0.7066586
1094.2,6,1.008,15.91188347,0.7066586
1094.2,6,1.08,15.91188347,0.7066586
1094.2,6,1.152,15.91188347,0.7066586
1094.2,6,1.224,15.91188347,0.7066586
1094.2,6,1.296,15.91188347,0.7066586
1094.2,6,1.368,15.91188347,0.7066586
1094.2,6,1.44,15.91188347,0.7066586
1117.4,1,0,24.86400106,0.702643891
1117.4,1,0.072,24.12351263,0.89354335
1117.4,1,0.144,19.0453437,0.706849368
1117.4,1,0.216,17.87415742,0.743253538
1117.4,1,0.288,17.87415742,0.743864726
1117.4,1,0.36,23.76703013,0.777501065
1117.4,1,0.432,20.59973207,0.707392467
1117.4,1,0.504,20.59973207,0.70828897
1117.4,1,0.576,23.80998847,0.709317988
1117.4,1.25,0,24.86400106,0.702643891
1117.4,1.25,0.072,24.12351263,0.89354335
1117.4,1.25,0.144,19.0453437,0.706849368
1117.4,1.25,0.216,17.87415742,0.743253538
1117.4,1.25,0.288,17.87415742,0.743864726
1117.4,1.25,0.36,23.76703013,0.777501065
1117.4,1.25,0.432,20.59973207,0.707392467
1117.4,1.25,0.504,20.59973207,0.70828897
1117.4,1.25,0.576,23.80998847,0.709317988
1117.4,1.5,0.648,23.80998847,0.709317988
1117.4,1.5,0.72,23.80998847,0.709317988
1117.4,1.5,0.792,23.80998847,0.709317988
1117.4,1.5,0.864,23.80998847,0.709317988
1117.4,1.5,0.936,23.80998847,0.709317988
1117.4,1.5,1.008,23.80998847,0.709317988
1117.4,1.5,1.08,23.80998847,0.709317988
1117.4,1.5,1.152,23.80998847,0.709317988
1117.4,1.5,1.224,23.80998847,0.709317988
1117.4,1.5,1.296,23.80998847,0.709317988
1117.4,1.5,1.368,23.80998847,0.709317988
1117.4,1.5,1.44,23.80998847,0.709317988
1117.4,1.75,0.648,23.80998847,0.599344158
1117.4,1.75,0.72,23.80998847,0.614124564
1117.4,1.75,0.792,23.80998847,0.628852455
1117.4,1.75,0.864,23.80998847,0.643632862
1117.4,1.75,0.936,23.80998847,0.658360753
1117.4,1.75,1.008,23.80998847,0.673141159
1117.4,1.75,1.08,23.80998847,0.687921566
1117.4,1.75,1.152,23.80998847,0.702701972
1117.4,1.75,1.224,23.80998847,0.717482379
1117.4,1.75,1.296,23.80998847,0.732262786
1117.4,1.75,1.368,23.80998847,0.747043192
1117.4,1.75,1.44,23.80998847,0.761823599
1117.4,2,0.648,21.99157836,0.709318091
1117.4,2,0.72,21.99157836,0.709318091
1117.4,2,0.792,21.99157836,0.709318091
1117.4,2,0.864,21.99157836,0.709318091
1117.4,2,0.936,21.99157836,0.709318091
1117.4,2,1.008,21.99157836,0.709318091
1117.4,2,1.08,21.99157836,0.709318091
1117.4,2,1.152,21.99157836,0.709318091
1117.4,2,1.224,21.99157836,0.709318091
1117.4,2,1.296,21.99157836,0.709318091
1117.4,2,1.368,21.99157836,0.709318091
1117.4,2,1.44,21.99157836,0.709318091
1117.4,2.25,0.648,19.44757442,0.896712222
1117.4,2.25,0.72,19.44757442,0.896712222
1117.4,2.25,0.792,19.44757442,0.896712222
1117.4,2.25,0.864,19.44757442,0.896712222
1117.4,2.25,0.936,19.44757442,0.896712222
1117.4,2.25,1.008,19.44757442,0.896712222
1117.4,2.25,1.08,19.44757442,0.896712222
1117.4,2.25,1.152,19.44757442,0.896712222
1117.4,2.25,1.224,19.44757442,0.896712222
1117.4,2.25,1.296,19.44757442,0.896712222
1117.4,2.25,1.368,19.44757442,0.896712222
1117.4,2.25,1.44,19.44757442,0.896712222
1117.4,2.5,0.648,19.20822439,0.667486173
1117.4,2.5,0.72,19.20822439,0.676375811
1117.4,2.5,0.792,19.20822439,0.685211022
1117.4,2.5,0.864,19.20822439,0.69410066
1117.4,2.5,0.936,19.20822439,0.70293587
1117.4,2.5,1.008,19.20822439,0.711825508
1117.4,2.5,1.08,19.20822439,0.720715146
1117.4,2.5,1.152,19.20822439,0.729604784
1117.4,2.5,1.224,19.20822439,0.738494422
1117.4,2.5,1.296,19.20822439,0.74738406
1117.4,2.5,1.368,19.20822439,0.756273698
1117.4,2.5,1.44,19.20822439,0.765163336
1117.4,2.75,0.648,19.29349917,0.710935848
1117.4,2.75,0.72,19.29349917,0.710935848
1117.4,2.75,0.792,19.29349917,0.710935848
1117.4,2.75,0.864,19.29349917,0.710935848
1117.4,2.75,0.936,19.29349917,0.710935848
1117.4,2.75,1.008,19.29349917,0.710935848
1117.4,2.75,1.08,19.29349917,0.710935848
1117.4,2.75,1.152,19.29349917,0.710935848
1117.4,2.75,1.224,19.29349917,0.710935848
1117.4,2.75,1.296,19.29349917,0.710935848
1117.4,2.75,1.368,19.29349917,0.710935848
1117.4,2.75,1.44,19.29349917,0.710935848
1117.4,3,0.648,17.53570243,0.708064192
1117.4,3,0.72,17.53570243,0.708064192
1117.4,3,0.792,17.53570243,0.708064192
1117.4,3,0.864,17.53570243,0.708064192
1117.4,3,0.936,17.53570243,0.708064192
1117.4,3,1.008,17.53570243,0.708064192
1117.4,3,1.08,17.53570243,0.708064192
1117.4,3,1.152,17.53570243,0.708064192
1117.4,3,1.224,17.53570243,0.708064192
1117.4,3,1.296,17.53570243,0.708064192
1117.4,3,1.368,17.53570243,0.708064192
1117.4,3,1.44,17.53570243,0.708064192
1117.4,3.25,0.648,17.53570243,0.707631981
1117.4,3.25,0.72,17.53570243,0.707631981
1117.4,3.25,0.792,17.53570243,0.707631981
1117.4,3.25,0.864,17.53570243,0.707631981
1117.4,3.25,0.936,17.53570243,0.707631981
1117.4,3.25,1.008,17.53570243,0.707631981
1117.4,3.25,1.08,17.53570243,0.707631981
1117.4,3.25,1.152,17.53570243,0.707631981
1117.4,3.25,1.224,17.53570243,0.707631981
1117.4,3.25,1.296,17.53570243,0.707631981
1117.4,3.25,1.368,17.53570243,0.707631981
1117.4,3.25,1.44,17.53570243,0.707631981
1117.4,3.5,0.648,17.53570243,0.707429813
1117.4,3.5,0.72,17.53570243,0.707429813
1117.4,3.5,0.792,17.53570243,0.707429813
1117.4,3.5,0.864,17.53570243,0.707429813
1117.4,3.5,0.936,17.53570243,0.707429813
1117.4,3.5,1.008,17.53570243,0.707429813
1117.4,3.5,1.08,17.53570243,0.707429813
1117.4,3.5,1.152,17.53570243,0.707429813
1117.4,3.5,1.224,17.53570243,0.707429813
1117.4,3.5,1.296,17.53570243,0.707429813
1117.4,3.5,1.368,17.53570243,0.707429813
1117.4,3.5,1.44,17.53570243,0.707429813
1117.4,3.75,0.648,17.53570243,0.748938301
1117.4,3.75,0.72,17.53570243,0.748938301
1117.4,3.75,0.792,17.53570243,0.748938301
1117.4,3.75,0.864,17.53570243,0.748938301
1117.4,3.75,0.936,17.53570243,0.748938301
1117.4,3.75,1.008,17.53570243,0.748938301
1117.4,3.75,1.08,17.53570243,0.748938301
1117.4,3.75,1.152,17.53570243,0.748938301
1117.4,3.75,1.224,17.53570243,0.748938301
1117.4,3.75,1.296,17.53570243,0.748938301
1117.4,3.75,1.368,17.53570243,0.748938301
1117.4,3.75,1.44,17.53570243,0.748938301
1117.4,4,0.648,17.06134987,0.707033728
1117.4,4,0.72,17.06134987,0.707033728
1117.4,4,0.792,17.06134987,0.707033728
1117.4,4,0.864,17.06134987,0.707033728
1117.4,4,0.936,17.06134987,0.707033728
1117.4,4,1.008,17.06134987,0.707033728
1117.4,4,1.08,17.06134987,0.707033728
1117.4,4,1.152,17.06134987,0.707033728
1117.4,4,1.224,17.06134987,0.707033728
1117.4,4,1.296,17.06134987,0.707033728
1117.4,4,1.368,17.06134987,0.707033728
1117.4,4,1.44,17.06134987,0.707033728
1117.4,4.25,0.648,17.06134987,0.706148977
1117.4,4.25,0.72,17.06134987,0.706148977
1117.4,4.25,0.792,17.06134987,0.706148977
1117.4,4.25,0.864,17.06134987,0.706148977
1117.4,4.25,0.936,17.06134987,0.706148977
1117.4,4.25,1.008,17.06134987,0.706148977
1117.4,4.25,1.08,17.06134987,0.706148977
1117.4,4.25,1.152,17.06134987,0.706148977
1117.4,4.25,1.224,17.06134987,0.706148977
1117.4,4.25,1.296,17.06134987,0.706148977
1117.4,4.25,1.368,17.06134987,0.706148977
1117.4,4.25,1.44,17.06134987,0.706148977
1117.4,4.5,0.648,17.06134987,0.632692102
1117.4,4.5,0.72,17.06134987,0.642254176
1117.4,4.5,0.792,17.06134987,0.651762526
1117.4,4.5,0.864,17.06134987,0.661324601
1117.4,4.5,0.936,17.06134987,0.670832951
1117.4,4.5,1.008,17.06134987,0.680395026
1117.4,4.5,1.08,17.06134987,0.689957101
1117.4,4.5,1.152,17.06134987,0.699519175
1117.4,4.5,1.224,17.06134987,0.70908125
1117.4,4.5,1.296,17.06134987,0.718643325
1117.4,4.5,1.368,17.06134987,0.7282054
1117.4,4.5,1.44,17.06134987,0.737767475
1117.4,4.75,0.648,17.06134987,0.749766899
1117.4,4.75,0.72,17.06134987,0.749766899
1117.4,4.75,0.792,17.06134987,0.749766899
1117.4,4.75,0.864,17.06134987,0.749766899
1117.4,4.75,0.936,17.06134987,0.749766899
1117.4,4.75,1.008,17.06134987,0.749766899
1117.4,4.75,1.08,17.06134987,0.749766899
1117.4,4.75,1.152,17.06134987,0.749766899
1117.4,4.75,1.224,17.06134987,0.749766899
1117.4,4.75,1.296,17.06134987,0.749766899
1117.4,4.75,1.368,17.06134987,0.749766899
1117.4,4.75,1.44,17.06134987,0.749766899
1117.4,5,0.648,16.23191786,0.749819899
1117.4,5,0.72,16.23191786,0.749819899
1117.4,5,0.792,16.23191786,0.749819899
1117.4,5,0.864,16.23191786,0.749819899
1117.4,5,0.936,16.23191786,0.749819899
1117.4,5,1.008,16.23191786,0.749819899
1117.4,5,1.08,16.23191786,0.749819899
1117.4,5,1.152,16.23191786,0.749819899
1117.4,5,1.224,16.23191786,0.749819899
1117.4,5,1.296,16.23191786,0.749819899
1117.4,5,1.368,16.23191786,0.749819899
1117.4,5,1.44,16.23191786,0.749819899
1117.4,5.25,0.648,16.23191786,0.749474177
1117.4,5.25,0.72,16.23191786,0.749474177
1117.4,5.25,0.792,16.23191786,0.749474177
1117.4,5.25,0.864,16.23191786,0.749474177
1117.4,5.25,0.936,16.23191786,0.749474177
1117.4,5.25,1.008,16.23191786,0.749474177
1117.4,5.25,1.08,16.23191786,0.749474177
1117.4,5.25,1.152,16.23191786,0.749474177
1117.4,5.25,1.224,16.23191786,0.749474177
1117.4,5.25,1.296,16.23191786,0.749474177
1117.4,5.25,1.368,16.23191786,0.749474177
1117.4,5.25,1.44,16.23191786,0.749474177
1117.4,5.5,0.648,16.23191786,0.747732831
1117.4,5.5,0.72,16.23191786,0.747732831
1117.4,5.5,0.792,16.23191786,0.747732831
1117.4,5.5,0.864,16.23191786,0.747732831
1117.4,5.5,0.936,16.23191786,0.747732831
1117.4,5.5,1.008,16.23191786,0.747732831
1117.4,5.5,1.08,16.23191786,0.747732831
1117.4,5.5,1.152,16.23191786,0.747732831
1117.4,5.5,1.224,16.23191786,0.747732831
1117.4,5.5,1.296,16.23191786,0.747732831
1117.4,5.5,1.368,16.23191786,0.747732831
1117.4,5.5,1.44,16.23191786,0.747732831
1117.4,5.75,0.648,16.23191786,0.749337814
1117.4,5.75,0.72,16.23191786,0.749337814
1117.4,5.75,0.792,16.23191786,0.749337814
1117.4,5.75,0.864,16.23191786,0.749337814
1117.4,5.75,0.936,16.23191786,0.749337814
1117.4,5.75,1.008,16.23191786,0.749337814
1117.4,5.75,1.08,16.23191786,0.749337814
1117.4,5.75,1.152,16.23191786,0.749337814
1117.4,5.75,1.224,16.23191786,0.749337814
1117.4,5.75,1.296,16.23191786,0.749337814
1117.4,5.75,1.368,16.23191786,0.749337814
1117.4,5.75,1.44,16.23191786,0.749337814
1117.4,6,0.648,16.23191786,0.707678748
1117.4,6,0.72,16.23191786,0.707678748
1117.4,6,0.792,16.23191786,0.707678748
1117.4,6,0.864,16.23191786,0.707678748
1117.4,6,0.936,16.23191786,0.707678748
1117.4,6,1.008,16.23191786,0.707678748
1117.4,6,1.08,16.23191786,0.707678748
1117.4,6,1.152,16.23191786,0.707678748
1117.4,6,1.224,16.23191786,0.707678748
1117.4,6,1.296,16.23191786,0.707678748
1117.4,6,1.368,16.23191786,0.707678748
1117.4,6,1.44,16.23191786,0.707678748
1140.6,1,0,24.17569894,0.706342139
1140.6,1,0.072,23.61246315,0.707741592
1140.6,1,0.144,18.43119804,0.770124056
1140.6,1,0.216,17.43814332,0.705911258
1140.6,1,0.288,17.43814332,0.706512352
1140.6,1,0.36,23.33101604,0.856966676
1140.6,1,0.432,20.16371797,0.771749981
1140.6,1,0.504,20.16371797,0.857352927
1140.6,1,0.576,23.332874,0.721656775
1140.6,1.25,0,24.17569894,0.706342139
1140.6,1.25,0.072,23.61246315,0.707741592
1140.6,1.25,0.144,18.43119804,0.770124056
1140.6,1.25,0.216,17.43814332,0.705911258
1140.6,1.25,0.288,17.43814332,0.706512352
1140.6,1.25,0.36,23.33101604,0.856966676
1140.6,1.25,0.432,20.16371797,0.771749981
1140.6,1.25,0.504,20.16371797,0.857352927
1140.6,1.25,0.576,23.332874,0.721656775
1140.6,1.5,0.648,23.332874,0.459415793
1140.6,1.5,0.72,23.332874,0.479545645
1140.6,1.5,0.792,23.332874,0.49962853
1140.6,1.5,0.864,23.332874,0.519758382
1140.6,1.5,0.936,23.332874,0.539841267
1140.6,1.5,1.008,23.332874,0.559971119
1140.6,1.5,1.08,23.332874,0.580100972
1140.6,1.5,1.152,23.332874,0.600230824
1140.6,1.5,1.224,23.332874,0.620360676
1140.6,1.5,1.296,23.332874,0.640490529
1140.6,1.5,1.368,23.332874,0.660620381
1140.6,1.5,1.44,23.332874,0.680750233
1140.6,1.75,0.648,23.332874,0.747057996
1140.6,1.75,0.72,23.332874,0.747057996
1140.6,1.75,0.792,23.332874,0.747057996
1140.6,1.75,0.864,23.332874,0.747057996
1140.6,1.75,0.936,23.332874,0.747057996
1140.6,1.75,1.008,23.332874,0.747057996
1140.6,1.75,1.08,23.332874,0.747057996
1140.6,1.75,1.152,23.332874,0.747057996
1140.6,1.75,1.224,23.332874,0.747057996
1140.6,1.75,1.296,23.332874,0.747057996
1140.6,1.75,1.368,23.332874,0.747057996
1140.6,1.75,1.44,23.332874,0.747057996
1140.6,2,0.648,21.44927628,0.861951023
1140.6,2,0.72,21.44927628,0.861951023
1140.6,2,0.792,21.44927628,0.861951023
1140.6,2,0.864,21.44927628,0.861951023
1140.6,2,0.936,21.44927628,0.861951023
1140.6,2,1.008,21.44927628,0.861951023
1140.6,2,1.08,21.44927628,0.861951023
1140.6,2,1.152,21.44927628,0.861951023
1140.6,2,1.224,21.44927628,0.861951023
1140.6,2,1.296,21.44927628,0.861951023
1140.6,2,1.368,21.44927628,0.861951023
1140.6,2,1.44,21.44927628,0.861951023
1140.6,2.25,0.648,19.55385063,0.655949765
1140.6,2.25,0.72,19.55385063,0.665322543
1140.6,2.25,0.792,19.55385063,0.674643366
1140.6,2.25,0.864,19.55385063,0.684016144
1140.6,2.25,0.936,19.55385063,0.693336967
1140.6,2.25,1.008,19.55385063,0.702709745
1140.6,2.25,1.08,19.55385063,0.712082522
1140.6,2.25,1.152,19.55385063,0.7214553
1140.6,2.25,1.224,19.55385063,0.730828078
1140.6,2.25,1.296,19.55385063,0.740200855
1140.6,2.25,1.368,19.55385063,0.749573633
1140.6,2.25,1.44,19.55385063,0.758946411
1140.6,2.5,0.648,19.31450059,0.707087308
1140.6,2.5,0.72,19.31450059,0.707087308
1140.6,2.5,0.792,19.31450059,0.707087308
1140.6,2.5,0.864,19.31450059,0.707087308
1140.6,2.5,0.936,19.31450059,0.707087308
1140.6,2.5,1.008,19.31450059,0.707087308
1140.6,2.5,1.08,19.31450059,0.707087308
1140.6,2.5,1.152,19.31450059,0.707087308
1140.6,2.5,1.224,19.31450059,0.707087308
1140.6,2.5,1.296,19.31450059,0.707087308
1140.6,2.5,1.368,19.31450059,0.707087308
1140.6,2.5,1.44,19.31450059,0.707087308
1140.6,2.75,0.648,19.39977832,0.877174231
1140.6,2.75,0.72,19.39977832,0.877174231
1140.6,2.75,0.792,19.39977832,0.877174231
1140.6,2.75,0.864,19.39977832,0.877174231
1140.6,2.75,0.936,19.39977832,0.877174231
1140.6,2.75,1.008,19.39977832,0.877174231
1140.6,2.75,1.08,19.39977832,0.877174231
1140.6,2.75,1.152,19.39977832,0.877174231
1140.6,2.75,1.224,19.39977832,0.877174231
1140.6,2.75,1.296,19.39977832,0.877174231
1140.6,2.75,1.368,19.39977832,0.877174231
1140.6,2.75,1.44,19.39977832,0.877174231
1140.6,3,0.648,17.64198158,0.871034829
1140.6,3,0.72,17.64198158,0.871034829
1140.6,3,0.792,17.64198158,0.871034829
1140.6,3,0.864,17.64198158,0.871034829
1140.6,3,0.936,17.64198158,0.871034829
1140.6,3,1.008,17.64198158,0.871034829
1140.6,3,1.08,17.64198158,0.871034829
1140.6,3,1.152,17.64198158,0.871034829
1140.6,3,1.224,17.64198158,0.871034829
1140.6,3,1.296,17.64198158,0.871034829
1140.6,3,1.368,17.64198158,0.871034829
1140.6,3,1.44,17.64198158,0.871034829
1140.6,3.25,0.648,17.64198158,0.706469553
1140.6,3.25,0.72,17.64198158,0.706469553
1140.6,3.25,0.792,17.64198158,0.706469553
1140.6,3.25,0.864,17.64198158,0.706469553
1140.6,3.25,0.936,17.64198158,0.706469553
