Temperature,pCH4_per_pO2,Contact time,Y(C2),Accuracy
955,1.25,1.008,11.16572776,0.731152763
955,1.25,1.08,11.16572776,0.728168472
955,1.25,1.152,11.16572776,0.725184181
955,1.25,1.224,11.16572776,0.72219989
955,1.25,1.296,11.16572776,0.719215599
955,1.25,1.368,11.16572776,0.716231308
955,1.25,1.44,11.16572776,0.713247016
978.2,1,0.648,11.81873011,0.699582655
978.2,1,0.72,11.81873011,0.699582655
978.2,1,0.792,11.81873011,0.699582655
978.2,1,0.864,11.81873011,0.699582655
978.2,1,0.936,11.81873011,0.699582655
978.2,1,1.008,11.81873011,0.699582655
978.2,1,1.08,11.81873011,0.699582655
978.2,1,1.152,11.81873011,0.699582655
978.2,1,1.224,11.81873011,0.699582655
978.2,1,1.296,11.81873011,0.699582655
978.2,1,1.368,11.81873011,0.699582655
978.2,1,1.44,11.81873011,0.699582655
978.2,1.25,0.648,11.81873011,0.699582655
978.2,1.25,0.72,11.81873011,0.699582655
978.2,1.25,0.792,11.81873011,0.699582655
978.2,1.25,0.864,11.81873011,0.699582655
978.2,1.25,0.936,11.81873011,0.699582655
978.2,1.25,1.008,11.81873011,0.699582655
978.2,1.25,1.08,11.81873011,0.699582655
978.2,1.25,1.152,11.81873011,0.699582655
978.2,1.25,1.224,11.81873011,0.699582655
978.2,1.25,1.296,11.81873011,0.699582655
978.2,1.25,1.368,11.81873011,0.699582655
978.2,1.25,1.44,11.81873011,0.699582655
1001.4,1,0.648,12.06040039,0.705003376
1001.4,1,0.72,12.06040039,0.705003376
1001.4,1,0.792,12.06040039,0.705003376
1001.4,1,0.864,12.06040039,0.705003376
1001.4,1,0.936,12.06040039,0.705003376
1001.4,1,1.008,12.06040039,0.705003376
1001.4,1,1.08,12.06040039,0.705003376
1001.4,1,1.152,12.06040039,0.705003376
1001.4,1,1.224,12.06040039,0.705003376
1001.4,1,1.296,12.06040039,0.705003376
1001.4,1,1.368,12.06040039,0.705003376
1001.4,1,1.44,12.06040039,0.705003376
1001.4,1.25,0.648,12.06040039,0.705003376
1001.4,1.25,0.72,12.06040039,0.705003376
1001.4,1.25,0.792,12.06040039,0.705003376
1001.4,1.25,0.864,12.06040039,0.705003376
1001.4,1.25,0.936,12.06040039,0.705003376
1001.4,1.25,1.008,12.06040039,0.705003376
1001.4,1.25,1.08,12.06040039,0.705003376
1001.4,1.25,1.152,12.06040039,0.705003376
1001.4,1.25,1.224,12.06040039,0.705003376
1001.4,1.25,1.296,12.06040039,0.705003376
1001.4,1.25,1.368,12.06040039,0.705003376
1001.4,1.25,1.44,12.06040039,0.705003376
1024.6,1,0.648,19.43458195,0.736316543
1024.6,1,0.72,19.43458195,0.736316543
1024.6,1,0.792,19.43458195,0.736316543
1024.6,1,0.864,19.43458195,0.736316543
1024.6,1,0.936,19.43458195,0.736316543
1024.6,1,1.008,19.43458195,0.736316543
1024.6,1,1.08,19.43458195,0.736316543
1024.6,1,1.152,19.43458195,0.736316543
1024.6,1,1.224,19.43458195,0.736316543
1024.6,1,1.296,19.43458195,0.736316543
1024.6,1,1.368,19.43458195,0.736316543
1024.6,1,1.44,19.43458195,0.736316543
1024.6,1.25,0.648,19.43458195,0.736316543
1024.6,1.25,0.72,19.43458195,0.736316543
1024.6,1.25,0.792,19.43458195,0.736316543
1024.6,1.25,0.864,19.43458195,0.736316543
1024.6,1.25,0.936,19.43458195,0.736316543
1024.6,1.25,1.008,19.43458195,0.736316543
1024.6,1.25,1.08,19.43458195,0.736316543
1024.6,1.25,1.152,19.43458195,0.736316543
1024.6,1.25,1.224,19.43458195,0.736316543
1024.6,1.25,1.296,19.43458195,0.736316543
1024.6,1.25,1.368,19.43458195,0.736316543
1024.6,1.25,1.44,19.43458195,0.736316543
1047.8,1,0,18.53410136,0.703048405
1047.8,1,0.072,16.77135791,0.740243235
1047.8,1,0.144,12.70400767,0.702516148
1047.8,1,0.216,12.4564514,0.703654755
1047.8,1,0.288,12.4564514,0.666712126
1047.8,1,0.36,19.05014907,0.701692396
1047.8,1,0.432,15.92918812,0.704584839
1047.8,1,0.504,15.92918812,0.704605828
1047.8,1,0.576,19.2447947,0.743145843
1047.8,1.25,0,18.53410136,0.703048405
1047.8,1.25,0.072,16.77135791,0.740243235
1047.8,1.25,0.144,12.70400767,0.702516148
1047.8,1.25,0.216,12.4564514,0.703654755
1047.8,1.25,0.288,12.4564514,0.666712126
1047.8,1.25,0.36,19.05014907,0.701692396
1047.8,1.25,0.432,15.92918812,0.704584839
1047.8,1.25,0.504,15.92918812,0.704605828
1047.8,1.25,0.576,19.2447947,0.743145843
1047.8,1.5,0.648,19.2447947,0.718609253
1047.8,1.5,0.72,19.2447947,0.715970418
1047.8,1.5,0.792,19.2447947,0.71328598
1047.8,1.5,0.864,19.2447947,0.710647145
1047.8,1.5,0.936,19.2447947,0.707962708
1047.8,1.5,1.008,19.2447947,0.705323873
1047.8,1.5,1.08,19.2447947,0.702685037
1047.8,1.5,1.152,19.2447947,0.700046202
1047.8,1.5,1.224,19.2447947,0.697407367
1047.8,1.5,1.296,19.2447947,0.694768531
1047.8,1.5,1.368,19.2447947,0.692129696
1047.8,1.5,1.44,19.2447947,0.689490861
1047.8,1.75,0.648,19.2447947,0.705123352
1047.8,1.75,0.72,19.2447947,0.705123352
1047.8,1.75,0.792,19.2447947,0.705123352
1047.8,1.75,0.864,19.2447947,0.705123352
1047.8,1.75,0.936,19.2447947,0.705123352
1047.8,1.75,1.008,19.2447947,0.705123352
1047.8,1.75,1.08,19.2447947,0.705123352
1047.8,1.75,1.152,19.2447947,0.705123352
1047.8,1.75,1.224,19.2447947,0.705123352
1047.8,1.75,1.296,19.2447947,0.705123352
1047.8,1.75,1.368,19.2447947,0.705123352
1047.8,1.75,1.44,19.2447947,0.705123352
1047.8,2,0.648,17.52948518,0.703326722
1047.8,2,0.72,17.52948518,0.703625696
1047.8,2,0.792,17.52948518,0.70392654
1047.8,2,0.864,17.52948518,0.704225515
1047.8,2,0.936,17.52948518,0.704526358
1047.8,2,1.008,17.52948518,0.704825333
1047.8,2,1.08,17.52948518,0.705124308
1047.8,2,1.152,17.52948518,0.705423282
1047.8,2,1.224,17.52948518,0.705722257
1047.8,2,1.296,17.52948518,0.706021232
1047.8,2,1.368,17.52948518,0.706320207
1047.8,2,1.44,17.52948518,0.706619181
1047.8,2.25,0.648,14.15120116,0.703264015
1047.8,2.25,0.72,14.15120116,0.703264015
1047.8,2.25,0.792,14.15120116,0.703264015
1047.8,2.25,0.864,14.15120116,0.703264015
1047.8,2.25,0.936,14.15120116,0.703264015
1047.8,2.25,1.008,14.15120116,0.703264015
1047.8,2.25,1.08,14.15120116,0.703264015
1047.8,2.25,1.152,14.15120116,0.703264015
1047.8,2.25,1.224,14.15120116,0.703264015
1047.8,2.25,1.296,14.15120116,0.703264015
1047.8,2.25,1.368,14.15120116,0.703264015
1047.8,2.25,1.44,14.15120116,0.703264015
1047.8,2.5,0.648,13.95008506,0.712641224
1047.8,2.5,0.72,13.95008506,0.709282835
1047.8,2.5,0.792,13.95008506,0.705895532
1047.8,2.5,0.864,13.95008506,0.702537143
1047.8,2.5,0.936,13.95008506,0.69914984
1047.8,2.5,1.008,13.95008506,0.695791451
1047.8,2.5,1.08,13.95008506,0.692433063
1047.8,2.5,1.152,13.95008506,0.689074674
1047.8,2.5,1.224,13.95008506,0.685716285
1047.8,2.5,1.296,13.95008506,0.682357896
1047.8,2.5,1.368,13.95008506,0.678999508
1047.8,2.5,1.44,13.95008506,0.675641119
1047.8,2.75,0.648,13.86519012,0.74347099
1047.8,2.75,0.72,13.86519012,0.74347099
1047.8,2.75,0.792,13.86519012,0.74347099
1047.8,2.75,0.864,13.86519012,0.74347099
1047.8,2.75,0.936,13.86519012,0.74347099
1047.8,2.75,1.008,13.86519012,0.74347099
1047.8,2.75,1.08,13.86519012,0.74347099
1047.8,2.75,1.152,13.86519012,0.74347099
1047.8,2.75,1.224,13.86519012,0.74347099
1047.8,2.75,1.296,13.86519012,0.74347099
1047.8,2.75,1.368,13.86519012,0.74347099
1047.8,2.75,1.44,13.86519012,0.74347099
1047.8,3,0.648,12.42750727,0.682325382
1047.8,3,0.72,12.42750727,0.679491101
1047.8,3,0.792,12.42750727,0.676635509
1047.8,3,0.864,12.42750727,0.673801227
1047.8,3,0.936,12.42750727,0.670945635
1047.8,3,1.008,12.42750727,0.668111353
1047.8,3,1.08,12.42750727,0.665277072
1047.8,3,1.152,12.42750727,0.662442791
1047.8,3,1.224,12.42750727,0.65960851
1047.8,3,1.296,12.42750727,0.656774228
1047.8,3,1.368,12.42750727,0.653939947
1047.8,3,1.44,12.42750727,0.651105666
1047.8,3.25,0.648,12.42750727,0.701617526
1047.8,3.25,0.72,12.42750727,0.701617526
1047.8,3.25,0.792,12.42750727,0.701617526
1047.8,3.25,0.864,12.42750727,0.701617526
1047.8,3.25,0.936,12.42750727,0.701617526
1047.8,3.25,1.008,12.42750727,0.701617526
1047.8,3.25,1.08,12.42750727,0.701617526
1047.8,3.25,1.152,12.42750727,0.701617526
1047.8,3.25,1.224,12.42750727,0.701617526
1047.8,3.25,1.296,12.42750727,0.701617526
1047.8,3.25,1.368,12.42750727,0.701617526
1047.8,3.25,1.44,12.42750727,0.701617526
1047.8,3.5,0.648,12.42750727,0.70283437
1047.8,3.5,0.72,12.42750727,0.70283437
1047.8,3.5,0.792,12.42750727,0.70283437
1047.8,3.5,0.864,12.42750727,0.70283437
1047.8,3.5,0.936,12.42750727,0.70283437
1047.8,3.5,1.008,12.42750727,0.70283437
1047.8,3.5,1.08,12.42750727,0.70283437
1047.8,3.5,1.152,12.42750727,0.70283437
1047.8,3.5,1.224,12.42750727,0.70283437
1047.8,3.5,1.296,12.42750727,0.70283437
1047.8,3.5,1.368,12.42750727,0.70283437
1047.8,3.5,1.44,12.42750727,0.70283437
1047.8,3.75,0.648,12.42750727,0.702820271
1047.8,3.75,0.72,12.42750727,0.702820271
1047.8,3.75,0.792,12.42750727,0.702820271
1047.8,3.75,0.864,12.42750727,0.702820271
1047.8,3.75,0.936,12.42750727,0.702820271
1047.8,3.75,1.008,12.42750727,0.702820271
1047.8,3.75,1.08,12.42750727,0.702820271
1047.8,3.75,1.152,12.42750727,0.702820271
1047.8,3.75,1.224,12.42750727,0.702820271
1047.8,3.75,1.296,12.42750727,0.702820271
1047.8,3.75,1.368,12.42750727,0.702820271
1047.8,3.75,1.44,12.42750727,0.702820271
1047.8,4,0.648,10.79201128,0.702267657
1047.8,4,0.72,10.79201128,0.702267657
1047.8,4,0.792,10.79201128,0.702267657
1047.8,4,0.864,10.79201128,0.702267657
1047.8,4,0.936,10.79201128,0.702267657
1047.8,4,1.008,10.79201128,0.702267657
1047.8,4,1.08,10.79201128,0.702267657
1047.8,4,1.152,10.79201128,0.702267657
1047.8,4,1.224,10.79201128,0.702267657
1047.8,4,1.296,10.79201128,0.702267657
1047.8,4,1.368,10.79201128,0.702267657
1047.8,4,1.44,10.79201128,0.702267657
1047.8,4.25,0.648,10.79201128,0.743721576
1047.8,4.25,0.72,10.79201128,0.743721576
1047.8,4.25,0.792,10.79201128,0.743721576
1047.8,4.25,0.864,10.79201128,0.743721576
1047.8,4.25,0.936,10.79201128,0.743721576
1047.8,4.25,1.008,10.79201128,0.743721576
1047.8,4.25,1.08,10.79201128,0.743721576
1047.8,4.25,1.152,10.79201128,0.743721576
1047.8,4.25,1.224,10.79201128,0.743721576
1047.8,4.25,1.296,10.79201128,0.743721576
1047.8,4.25,1.368,10.79201128,0.743721576
1047.8,4.25,1.44,10.79201128,0.743721576
1047.8,4.5,0.648,10.79201128,0.743021749
1047.8,4.5,0.72,10.79201128,0.743021749
1047.8,4.5,0.792,10.79201128,0.743021749
1047.8,4.5,0.864,10.79201128,0.743021749
1047.8,4.5,0.936,10.79201128,0.743021749
1047.8,4.5,1.008,10.79201128,0.743021749
1047.8,4.5,1.08,10.79201128,0.743021749
1047.8,4.5,1.152,10.79201128,0.743021749
1047.8,4.5,1.224,10.79201128,0.743021749
1047.8,4.5,1.296,10.79201128,0.743021749
1047.8,4.5,1.368,10.79201128,0.743021749
1047.8,4.5,1.44,10.79201128,0.743021749
1047.8,4.75,0.648,10.79201128,0.748296602
1047.8,4.75,0.72,10.79201128,0.748296602
1047.8,4.75,0.792,10.79201128,0.748296602
1047.8,4.75,0.864,10.79201128,0.748296602
1047.8,4.75,0.936,10.79201128,0.748296602
1047.8,4.75,1.008,10.79201128,0.748296602
1047.8,4.75,1.08,10.79201128,0.748296602
1047.8,4.75,1.152,10.79201128,0.748296602
1047.8,4.75,1.224,10.79201128,0.748296602
1047.8,4.75,1.296,10.79201128,0.748296602
1047.8,4.75,1.368,10.79201128,0.748296602
1047.8,4.75,1.44,10.79201128,0.748296602
1047.8,5,0.648,10.01879066,0.630136941
1047.8,5,0.72,10.01879066,0.628622766
1047.8,5,0.792,10.01879066,0.627098599
1047.8,5,0.864,10.01879066,0.625584424
1047.8,5,0.936,10.01879066,0.624060257
1047.8,5,1.008,10.01879066,0.622546082
1047.8,5,1.08,10.01879066,0.621031906
1047.8,5,1.152,10.01879066,0.61951773
1047.8,5,1.224,10.01879066,0.618003555
1047.8,5,1.296,10.01879066,0.616489379
1047.8,5,1.368,10.01879066,0.614975203
1047.8,5,1.44,10.01879066,0.613461028
1047.8,5.25,0.648,10.01879066,0.592840347
1047.8,5.25,0.72,10.01879066,0.588760191
1047.8,5.25,0.792,10.01879066,0.584649155
1047.8,5.25,0.864,10.01879066,0.580568999
1047.8,5.25,0.936,10.01879066,0.576457962
1047.8,5.25,1.008,10.01879066,0.572377806
1047.8,5.25,1.08,10.01879066,0.568297651
1047.8,5.25,1.152,10.01879066,0.564217495
1047.8,5.25,1.224,10.01879066,0.560137339
1047.8,5.25,1.296,10.01879066,0.556057183
1047.8,5.25,1.368,10.01879066,0.551977027
1047.8,5.25,1.44,10.01879066,0.547896871
1047.8,5.5,0.648,10.01879066,0.781046242
1047.8,5.5,0.72,10.01879066,0.781046242
1047.8,5.5,0.792,10.01879066,0.781046242
1047.8,5.5,0.864,10.01879066,0.781046242
1047.8,5.5,0.936,10.01879066,0.781046242
1047.8,5.5,1.008,10.01879066,0.781046242
1047.8,5.5,1.08,10.01879066,0.781046242
1047.8,5.5,1.152,10.01879066,0.781046242
1047.8,5.5,1.224,10.01879066,0.781046242
1047.8,5.5,1.296,10.01879066,0.781046242
1047.8,5.5,1.368,10.01879066,0.781046242
1047.8,5.5,1.44,10.01879066,0.781046242
1047.8,5.75,0.648,10.01879066,0.592824154
1047.8,5.75,0.72,10.01879066,0.588743552
1047.8,5.75,0.792,10.01879066,0.584632068
1047.8,5.75,0.864,10.01879066,0.580551466
1047.8,5.75,0.936,10.01879066,0.576439982
1047.8,5.75,1.008,10.01879066,0.57235938
1047.8,5.75,1.08,10.01879066,0.568278778
1047.8,5.75,1.152,10.01879066,0.564198176
1047.8,5.75,1.224,10.01879066,0.560117574
1047.8,5.75,1.296,10.01879066,0.556036972
1047.8,5.75,1.368,10.01879066,0.551956369
1047.8,5.75,1.44,10.01879066,0.547875767
1047.8,6,0.648,10.01879066,0.70339492
1047.8,6,0.72,10.01879066,0.70339492
1047.8,6,0.792,10.01879066,0.70339492
1047.8,6,0.864,10.01879066,0.70339492
1047.8,6,0.936,10.01879066,0.70339492
1047.8,6,1.008,10.01879066,0.70339492
1047.8,6,1.08,10.01879066,0.70339492
1047.8,6,1.152,10.01879066,0.70339492
1047.8,6,1.224,10.01879066,0.70339492
1047.8,6,1.296,10.01879066,0.70339492
1047.8,6,1.368,10.01879066,0.70339492
1047.8,6,1.44,10.01879066,0.70339492
1071,1,0,17.88551129,0.702568848
1071,1,0.072,16.79609882,0.743321953
1071,1,0.144,12.41810558,0.663286054
1071,1,0.216,11.97755627,0.743592992
1071,1,0.288,11.97755627,0.7423412
1071,1,0.36,18.31886653,0.704964471
1071,1,0.432,15.19790558,0.705334268
1071,1,0.504,15.19790558,0.711359937
1071,1,0.576,18.51351215,0.705935061
1071,1.25,0,17.88551129,0.702568848
1071,1.25,0.072,16.79609882,0.743321953
1071,1.25,0.144,12.41810558,0.663286054
1071,1.25,0.216,11.97755627,0.743592992
1071,1.25,0.288,11.97755627,0.7423412
1071,1.25,0.36,18.31886653,0.704964471
1071,1.25,0.432,15.19790558,0.705334268
1071,1.25,0.504,15.19790558,0.711359937
1071,1.25,0.576,18.51351215,0.705935061
1071,1.5,0.648,18.51351215,0.741530973
1071,1.5,0.72,18.51351215,0.741530973
1071,1.5,0.792,18.51351215,0.741530973
1071,1.5,0.864,18.51351215,0.741530973
1071,1.5,0.936,18.51351215,0.741530973
1071,1.5,1.008,18.51351215,0.741530973
1071,1.5,1.08,18.51351215,0.741530973
1071,1.5,1.152,18.51351215,0.741530973
1071,1.5,1.224,18.51351215,0.741530973
1071,1.5,1.296,18.51351215,0.741530973
1071,1.5,1.368,18.51351215,0.741530973
1071,1.5,1.44,18.51351215,0.741530973
1071,1.75,0.648,18.51351215,0.742221524
1071,1.75,0.72,18.51351215,0.742221524
1071,1.75,0.792,18.51351215,0.742221524
1071,1.75,0.864,18.51351215,0.742221524
1071,1.75,0.936,18.51351215,0.742221524
1071,1.75,1.008,18.51351215,0.742221524
1071,1.75,1.08,18.51351215,0.742221524
1071,1.75,1.152,18.51351215,0.742221524
1071,1.75,1.224,18.51351215,0.742221524
1071,1.75,1.296,18.51351215,0.742221524
1071,1.75,1.368,18.51351215,0.742221524
1071,1.75,1.44,18.51351215,0.742221524
1071,2,0.648,16.7742376,0.703722733
1071,2,0.72,16.7742376,0.703722733
1071,2,0.792,16.7742376,0.703722733
1071,2,0.864,16.7742376,0.703722733
1071,2,0.936,16.7742376,0.703722733
1071,2,1.008,16.7742376,0.703722733
1071,2,1.08,16.7742376,0.703722733
1071,2,1.152,16.7742376,0.703722733
1071,2,1.224,16.7742376,0.703722733
1071,2,1.296,16.7742376,0.703722733
1071,2,1.368,16.7742376,0.703722733
1071,2,1.44,16.7742376,0.703722733
1071,2.25,0.648,13.69308882,0.67796424
1071,2.25,0.72,13.69308882,0.678036119
1071,2.25,0.792,13.69308882,0.678108366
1071,2.25,0.864,13.69308882,0.678180245
1071,2.25,0.936,13.69308882,0.678252492
1071,2.25,1.008,13.69308882,0.678324371
1071,2.25,1.08,13.69308882,0.678396251
1071,2.25,1.152,13.69308882,0.67846813
1071,2.25,1.224,13.69308882,0.678540009
1071,2.25,1.296,13.69308882,0.678611889
1071,2.25,1.368,13.69308882,0.678683768
1071,2.25,1.44,13.69308882,0.678755647
1071,2.5,0.648,13.45373879,0.702961706
1071,2.5,0.72,13.45373879,0.702961706
1071,2.5,0.792,13.45373879,0.702961706
1071,2.5,0.864,13.45373879,0.702961706
1071,2.5,0.936,13.45373879,0.702961706
1071,2.5,1.008,13.45373879,0.702961706
1071,2.5,1.08,13.45373879,0.702961706
1071,2.5,1.152,13.45373879,0.702961706
1071,2.5,1.224,13.45373879,0.702961706
1071,2.5,1.296,13.45373879,0.702961706
1071,2.5,1.368,13.45373879,0.702961706
1071,2.5,1.44,13.45373879,0.702961706
1071,2.75,0.648,13.53901357,0.704136765
1071,2.75,0.72,13.53901357,0.704136765
1071,2.75,0.792,13.53901357,0.704136765
1071,2.75,0.864,13.53901357,0.704136765
1071,2.75,0.936,13.53901357,0.704136765
1071,2.75,1.008,13.53901357,0.704136765
1071,2.75,1.08,13.53901357,0.704136765
1071,2.75,1.152,13.53901357,0.704136765
1071,2.75,1.224,13.53901357,0.704136765
1071,2.75,1.296,13.53901357,0.704136765
1071,2.75,1.368,13.53901357,0.704136765
1071,2.75,1.44,13.53901357,0.704136765
1071,3,0.648,11.85580908,0.702358068
1071,3,0.72,11.85580908,0.702358068
1071,3,0.792,11.85580908,0.702358068
1071,3,0.864,11.85580908,0.702358068
1071,3,0.936,11.85580908,0.702358068
1071,3,1.008,11.85580908,0.702358068
1071,3,1.08,11.85580908,0.702358068
1071,3,1.152,11.85580908,0.702358068
1071,3,1.224,11.85580908,0.702358068
1071,3,1.296,11.85580908,0.702358068
1071,3,1.368,11.85580908,0.702358068
1071,3,1.44,11.85580908,0.702358068
1071,3.25,0.648,11.85580908,0.703144063
1071,3.25,0.72,11.85580908,0.703144063
1071,3.25,0.792,11.85580908,0.703144063
1071,3.25,0.864,11.85580908,0.703144063
1071,3.25,0.936,11.85580908,0.703144063
1071,3.25,1.008,11.85580908,0.703144063
1071,3.25,1.08,11.85580908,0.703144063
1071,3.25,1.152,11.85580908,0.703144063
1071,3.25,1.224,11.85580908,0.703144063
1071,3.25,1.296,11.85580908,0.703144063
1071,3.25,1.368,11.85580908,0.703144063
1071,3.25,1.44,11.85580908,0.703144063
1071,3.5,0.648,11.85580908,0.702480352
1071,3.5,0.72,11.85580908,0.702480352
1071,3.5,0.792,11.85580908,0.702480352
1071,3.5,0.864,11.85580908,0.702480352
1071,3.5,0.936,11.85580908,0.702480352
1071,3.5,1.008,11.85580908,0.702480352
1071,3.5,1.08,11.85580908,0.702480352
1071,3.5,1.152,11.85580908,0.702480352
1071,3.5,1.224,11.85580908,0.702480352
1071,3.5,1.296,11.85580908,0.702480352
1071,3.5,1.368,11.85580908,0.702480352
1071,3.5,1.44,11.85580908,0.702480352
1071,3.75,0.648,11.85580908,0.702474628
1071,3.75,0.72,11.85580908,0.702474628
1071,3.75,0.792,11.85580908,0.702474628
1071,3.75,0.864,11.85580908,0.702474628
1071,3.75,0.936,11.85580908,0.702474628
1071,3.75,1.008,11.85580908,0.702474628
1071,3.75,1.08,11.85580908,0.702474628
1071,3.75,1.152,11.85580908,0.702474628
1071,3.75,1.224,11.85580908,0.702474628
1071,3.75,1.296,11.85580908,0.702474628
1071,3.75,1.368,11.85580908,0.702474628
1071,3.75,1.44,11.85580908,0.702474628
1071,4,0.648,10.94119356,0.703813467
1071,4,0.72,10.94119356,0.703813467
1071,4,0.792,10.94119356,0.703813467
1071,4,0.864,10.94119356,0.703813467
1071,4,0.936,10.94119356,0.703813467
1071,4,1.008,10.94119356,0.703813467
1071,4,1.08,10.94119356,0.703813467
1071,4,1.152,10.94119356,0.703813467
1071,4,1.224,10.94119356,0.703813467
1071,4,1.296,10.94119356,0.703813467
1071,4,1.368,10.94119356,0.703813467
1071,4,1.44,10.94119356,0.703813467
1071,4.25,0.648,10.94119356,0.702796516
1071,4.25,0.72,10.94119356,0.702796516
1071,4.25,0.792,10.94119356,0.702796516
1071,4.25,0.864,10.94119356,0.702796516
1071,4.25,0.936,10.94119356,0.702796516
1071,4.25,1.008,10.94119356,0.702796516
1071,4.25,1.08,10.94119356,0.702796516
1071,4.25,1.152,10.94119356,0.702796516
1071,4.25,1.224,10.94119356,0.702796516
1071,4.25,1.296,10.94119356,0.702796516
1071,4.25,1.368,10.94119356,0.702796516
1071,4.25,1.44,10.94119356,0.702796516
1071,4.5,0.648,10.94119356,0.703053114
1071,4.5,0.72,10.94119356,0.703053114
1071,4.5,0.792,10.94119356,0.703053114
1071,4.5,0.864,10.94119356,0.703053114
1071,4.5,0.936,10.94119356,0.703053114
1071,4.5,1.008,10.94119356,0.703053114
1071,4.5,1.08,10.94119356,0.703053114
1071,4.5,1.152,10.94119356,0.703053114
1071,4.5,1.224,10.94119356,0.703053114
1071,4.5,1.296,10.94119356,0.703053114
1071,4.5,1.368,10.94119356,0.703053114
1071,4.5,1.44,10.94119356,0.703053114
1071,4.75,0.648,10.94119356,0.773590471
1071,4.75,0.72,10.94119356,0.773497701
1071,4.75,0.792,10.94119356,0.773404886
1071,4.75,0.864,10.94119356,0.773312116
1071,4.75,0.936,10.94119356,0.7732193
1071,4.75,1.008,10.94119356,0.773126531
1071,4.75,1.08,10.94119356,0.773033761
1071,4.75,1.152,10.94119356,0.772940991
1071,4.75,1.224,10.94119356,0.772848221
1071,4.75,1.296,10.94119356,0.772755452
1071,4.75,1.368,10.94119356,0.772662682
1071,4.75,1.44,10.94119356,0.772569912
1071,5,0.648,10.16797,0.765834437
1071,5,0.72,10.16797,0.765834437
1071,5,0.792,10.16797,0.765834437
1071,5,0.864,10.16797,0.765834437
1071,5,0.936,10.16797,0.765834437
1071,5,1.008,10.16797,0.765834437
1071,5,1.08,10.16797,0.765834437
1071,5,1.152,10.16797,0.765834437
1071,5,1.224,10.16797,0.765834437
1071,5,1.296,10.16797,0.765834437
1071,5,1.368,10.16797,0.765834437
1071,5,1.44,10.16797,0.765834437
1071,5.25,0.648,10.16797,0.743669968
1071,5.25,0.72,10.16797,0.743669968
1071,5.25,0.792,10.16797,0.743669968
1071,5.25,0.864,10.16797,0.743669968
1071,5.25,0.936,10.16797,0.743669968
1071,5.25,1.008,10.16797,0.743669968
1071,5.25,1.08,10.16797,0.743669968
1071,5.25,1.152,10.16797,0.743669968
1071,5.25,1.224,10.16797,0.743669968
1071,5.25,1.296,10.16797,0.743669968
1071,5.25,1.368,10.16797,0.743669968
1071,5.25,1.44,10.16797,0.743669968
1071,5.5,0.648,10.16797,0.740950892
1071,5.5,0.72,10.16797,0.740950892
1071,5.5,0.792,10.16797,0.740950892
1071,5.5,0.864,10.16797,0.740950892
1071,5.5,0.936,10.16797,0.740950892
1071,5.5,1.008,10.16797,0.740950892
1071,5.5,1.08,10.16797,0.740950892
1071,5.5,1.152,10.16797,0.740950892
1071,5.5,1.224,10.16797,0.740950892
1071,5.5,1.296,10.16797,0.740950892
1071,5.5,1.368,10.16797,0.740950892
1071,5.5,1.44,10.16797,0.740950892
1071,5.75,0.648,10.16797,0.703302977
1071,5.75,0.72,10.16797,0.703302977
1071,5.75,0.792,10.16797,0.703302977
1071,5.75,0.864,10.16797,0.703302977
1071,5.75,0.936,10.16797,0.703302977
1071,5.75,1.008,10.16797,0.703302977
1071,5.75,1.08,10.16797,0.703302977
1071,5.75,1.152,10.16797,0.703302977
1071,5.75,1.224,10.16797,0.703302977
1071,5.75,1.296,10.16797,0.703302977
1071,5.75,1.368,10.16797,0.703302977
1071,5.75,1.44,10.16797,0.703302977
1071,6,0.648,10.16797,0.703733009
1071,6,0.72,10.16797,0.703733009
1071,6,0.792,10.16797,0.703733009
1071,6,0.864,10.16797,0.703733009
1071,6,0.936,10.16797,0.703733009
1071,6,1.008,10.16797,0.703733009
1071,6,1.08,10.16797,0.703733009
1071,6,1.152,10.16797,0.703733009
1071,6,1.224,10.16797,0.703733009
1071,6,1.296,10.16797,0.703733009
1071,6,1.368,10.16797,0.703733009
1071,6,1.44,10.16797,0.703733009
1094.2,1,0,24.23910809,0.707823667
1094.2,1,0.072,23.44322241,0.931333924
1094.2,1,0.144,18.36505347,0.743003194
1094.2,1,0.216,17.19386719,0.706668943
1094.2,1,0.288,17.19386719,0.70767035
1094.2,1,0.36,23.08673991,0.741387025
1094.2,1,0.432,19.91944184,0.7079487
1094.2,1,0.504,19.91944184,0.707018912
1094.2,1,0.576,23.12969825,0.743774875
1094.2,1.25,0,24.23910809,0.707823667
1094.2,1.25,0.072,23.44322241,0.931333924
1094.2,1.25,0.144,18.36505347,0.743003194
1094.2,1.25,0.216,17.19386719,0.706668943
1094.2,1.25,0.288,17.19386719,0.70767035
1094.2,1.25,0.36,23.08673991,0.741387025
1094.2,1.25,0.432,19.91944184,0.7079487
1094.2,1.25,0.504,19.91944184,0.707018912
1094.2,1.25,0.576,23.12969825,0.743774875
1094.2,1.5,0.648,23.12969825,0.638867302
1094.2,1.5,0.72,23.12969825,0.650278233
1094.2,1.5,0.792,23.12969825,0.661635247
1094.2,1.5,0.864,23.12969825,0.673046179
1094.2,1.5,0.936,23.12969825,0.684403193
1094.2,1.5,1.008,23.12969825,0.695814124
1094.2,1.5,1.08,23.12969825,0.707225056
1094.2,1.5,1.152,23.12969825,0.718635987
