,Temperature,pCH4_per_pO2,Contact time,Y(C2)_predicted
1945,815.8,1.75,0.072,6.994392112
1946,815.8,1.75,0.144,3.243188454
1947,815.8,1.75,0.216,2.962152095
1948,815.8,1.75,0.288,2.962152095
1949,815.8,1.75,0.36,9.589847711
1950,815.8,1.75,0.432,6.617509592
1951,815.8,1.75,0.504,6.617509592
1952,815.8,1.75,0.576,9.933110279
1953,815.8,1.75,0.648,9.933110279
1954,815.8,1.75,0.72,9.933110279
1955,815.8,1.75,0.792,9.933110279
1956,815.8,1.75,0.864,9.933110279
1957,815.8,1.75,0.936,9.933110279
1958,815.8,1.75,1.008,9.933110279
1959,815.8,1.75,1.08,9.933110279
1960,815.8,1.75,1.152,9.933110279
1961,815.8,1.75,1.224,9.933110279
1962,815.8,1.75,1.296,9.933110279
1963,815.8,1.75,1.368,9.933110279
1964,815.8,1.75,1.44,9.933110279
1965,815.8,2,0,7.930769467
1966,815.8,2,0.072,5.287248717
1967,815.8,2,0.144,1.408573088
1968,815.8,2,0.216,1.193470945
1969,815.8,2,0.288,1.193470945
1970,815.8,2,0.36,7.821168953
1971,815.8,2,0.432,4.825053139
1972,815.8,2,0.504,4.825053139
1973,815.8,2,0.576,8.206915799
1974,815.8,2,0.648,8.206915799
1975,815.8,2,0.72,8.206915799
1976,815.8,2,0.792,8.206915799
1977,815.8,2,0.864,8.206915799
1978,815.8,2,0.936,8.206915799
1979,815.8,2,1.008,8.206915799
1980,815.8,2,1.08,8.206915799
1981,815.8,2,1.152,8.206915799
1982,815.8,2,1.224,8.206915799
1983,815.8,2,1.296,8.206915799
1984,815.8,2,1.368,8.206915799
1985,815.8,2,1.44,8.206915799
1986,815.8,2.25,0,7.046489346
1987,815.8,2.25,0.072,3.494753987
1988,815.8,2.25,0.144,0
1989,815.8,2.25,0.216,0
1990,815.8,2.25,0.288,0
1991,815.8,2.25,0.36,5.958626398
1992,815.8,2.25,0.432,2.044605542
1993,815.8,2.25,0.504,2.044605542
1994,815.8,2.25,0.576,4.701343831
1995,815.8,2.25,0.648,4.701343831
1996,815.8,2.25,0.72,4.701343831
1997,815.8,2.25,0.792,4.701343831
1998,815.8,2.25,0.864,4.701343831
1999,815.8,2.25,0.936,4.701343831
2000,815.8,2.25,1.008,4.701343831
2001,815.8,2.25,1.08,4.701343831
2002,815.8,2.25,1.152,4.701343831
2003,815.8,2.25,1.224,4.701343831
2004,815.8,2.25,1.296,4.701343831
2005,815.8,2.25,1.368,4.701343831
2006,815.8,2.25,1.44,4.701343831
2007,815.8,2.5,0,6.782047281
2008,815.8,2.5,0.072,3.476320872
2009,815.8,2.5,0.144,0
2010,815.8,2.5,0.216,0
2011,815.8,2.5,0.288,0
2012,815.8,2.5,0.36,5.940193284
2013,815.8,2.5,0.432,2.026172611
2014,815.8,2.5,0.504,2.026172611
2015,815.8,2.5,0.576,4.682910717
2016,815.8,2.5,0.648,4.682910717
2017,815.8,2.5,0.72,4.682910717
2018,815.8,2.5,0.792,4.682910717
2019,815.8,2.5,0.864,4.682910717
2020,815.8,2.5,0.936,4.682910717
2021,815.8,2.5,1.008,4.682910717
2022,815.8,2.5,1.08,4.682910717
2023,815.8,2.5,1.152,4.682910717
2024,815.8,2.5,1.224,4.682910717
2025,815.8,2.5,1.296,4.682910717
2026,815.8,2.5,1.368,4.682910717
2027,815.8,2.5,1.44,4.682910717
2028,815.8,2.75,0,6.560958847
2029,815.8,2.75,0.072,3.335918263
2030,815.8,2.75,0.144,0
2031,815.8,2.75,0.216,0
2032,815.8,2.75,0.288,0
2033,815.8,2.75,0.36,5.807724179
2034,815.8,2.75,0.432,1.893703691
2035,815.8,2.75,0.504,1.893703691
2036,815.8,2.75,0.576,4.550441612
2037,815.8,2.75,0.648,4.550441612
2038,815.8,2.75,0.72,4.550441612
2039,815.8,2.75,0.792,4.550441612
2040,815.8,2.75,0.864,4.550441612
2041,815.8,2.75,0.936,4.550441612
2042,815.8,2.75,1.008,4.550441612
2043,815.8,2.75,1.08,4.550441612
2044,815.8,2.75,1.152,4.550441612
2045,815.8,2.75,1.224,4.550441612
2046,815.8,2.75,1.296,4.550441612
2047,815.8,2.75,1.368,4.550441612
2048,815.8,2.75,1.44,4.550441612
2049,815.8,3,0,6.887156007
2050,815.8,3,0.072,2.836903934
2051,815.8,3,0.144,0
2052,815.8,3,0.216,0
2053,815.8,3,0.288,0
2054,815.8,3,0.36,4.696822231
2055,815.8,3,0.432,0.695549291
2056,815.8,3,0.504,0.695549291
2057,815.8,3,0.576,3.352292825
2058,815.8,3,0.648,3.352292825
2059,815.8,3,0.72,3.352292825
2060,815.8,3,0.792,3.352292825
2061,815.8,3,0.864,3.352292825
2062,815.8,3,0.936,3.352292825
2063,815.8,3,1.008,3.352292825
2064,815.8,3,1.08,3.352292825
2065,815.8,3,1.152,3.352292825
2066,815.8,3,1.224,3.352292825
2067,815.8,3,1.296,3.352292825
2068,815.8,3,1.368,3.352292825
2069,815.8,3,1.44,3.352292825
2070,815.8,3.25,0,6.887156007
2071,815.8,3.25,0.072,2.836903934
2072,815.8,3.25,0.144,0
2073,815.8,3.25,0.216,0
2074,815.8,3.25,0.288,0
2075,815.8,3.25,0.36,4.696822231
2076,815.8,3.25,0.432,0.695549291
2077,815.8,3.25,0.504,0.695549291
2078,815.8,3.25,0.576,3.352292825
2079,815.8,3.25,0.648,3.352292825
2080,815.8,3.25,0.72,3.352292825
2081,815.8,3.25,0.792,3.352292825
2082,815.8,3.25,0.864,3.352292825
2083,815.8,3.25,0.936,3.352292825
2084,815.8,3.25,1.008,3.352292825
2085,815.8,3.25,1.08,3.352292825
2086,815.8,3.25,1.152,3.352292825
2087,815.8,3.25,1.224,3.352292825
2088,815.8,3.25,1.296,3.352292825
2089,815.8,3.25,1.368,3.352292825
2090,815.8,3.25,1.44,3.352292825
2091,815.8,3.5,0,6.887156007
2092,815.8,3.5,0.072,2.836903934
2093,815.8,3.5,0.144,0
2094,815.8,3.5,0.216,0
2095,815.8,3.5,0.288,0
2096,815.8,3.5,0.36,4.696822231
2097,815.8,3.5,0.432,0.695549291
2098,815.8,3.5,0.504,0.695549291
2099,815.8,3.5,0.576,3.352292825
2100,815.8,3.5,0.648,3.352292825
2101,815.8,3.5,0.72,3.352292825
2102,815.8,3.5,0.792,3.352292825
2103,815.8,3.5,0.864,3.352292825
2104,815.8,3.5,0.936,3.352292825
2105,815.8,3.5,1.008,3.352292825
2106,815.8,3.5,1.08,3.352292825
2107,815.8,3.5,1.152,3.352292825
2108,815.8,3.5,1.224,3.352292825
2109,815.8,3.5,1.296,3.352292825
2110,815.8,3.5,1.368,3.352292825
2111,815.8,3.5,1.44,3.352292825
2112,815.8,3.75,0,6.887156007
2113,815.8,3.75,0.072,2.836903934
2114,815.8,3.75,0.144,0
2115,815.8,3.75,0.216,0
2116,815.8,3.75,0.288,0
2117,815.8,3.75,0.36,4.696822231
2118,815.8,3.75,0.432,0.695549291
2119,815.8,3.75,0.504,0.695549291
2120,815.8,3.75,0.576,3.352292825
2121,815.8,3.75,0.648,3.352292825
2122,815.8,3.75,0.72,3.352292825
2123,815.8,3.75,0.792,3.352292825
2124,815.8,3.75,0.864,3.352292825
2125,815.8,3.75,0.936,3.352292825
2126,815.8,3.75,1.008,3.352292825
2127,815.8,3.75,1.08,3.352292825
2128,815.8,3.75,1.152,3.352292825
2129,815.8,3.75,1.224,3.352292825
2130,815.8,3.75,1.296,3.352292825
2131,815.8,3.75,1.368,3.352292825
2132,815.8,3.75,1.44,3.352292825
2133,815.8,4,0,5.726450934
2134,815.8,4,0.072,2.060366919
2135,815.8,4,0.144,0
2136,815.8,4,0.216,0
2137,815.8,4,0.288,0
2138,815.8,4,0.36,3.077133259
2139,815.8,4,0.432,0
2140,815.8,4,0.504,0
2141,815.8,4,0.576,1.500681153
2142,815.8,4,0.648,1.500681153
2143,815.8,4,0.72,1.500681153
2144,815.8,4,0.792,1.500681153
2145,815.8,4,0.864,1.500681153
2146,815.8,4,0.936,1.500681153
2147,815.8,4,1.008,1.500681153
2148,815.8,4,1.08,1.500681153
2149,815.8,4,1.152,1.500681153
2150,815.8,4,1.224,1.500681153
2151,815.8,4,1.296,1.500681153
2152,815.8,4,1.368,1.500681153
2153,815.8,4,1.44,1.500681153
2154,815.8,4.25,0,5.726450934
2155,815.8,4.25,0.072,2.060366919
2156,815.8,4.25,0.144,0
2157,815.8,4.25,0.216,0
2158,815.8,4.25,0.288,0
2159,815.8,4.25,0.36,3.077133259
2160,815.8,4.25,0.432,0
2161,815.8,4.25,0.504,0
2162,815.8,4.25,0.576,1.500681153
2163,815.8,4.25,0.648,1.500681153
2164,815.8,4.25,0.72,1.500681153
2165,815.8,4.25,0.792,1.500681153
2166,815.8,4.25,0.864,1.500681153
2167,815.8,4.25,0.936,1.500681153
2168,815.8,4.25,1.008,1.500681153
2169,815.8,4.25,1.08,1.500681153
2170,815.8,4.25,1.152,1.500681153
2171,815.8,4.25,1.224,1.500681153
2172,815.8,4.25,1.296,1.500681153
2173,815.8,4.25,1.368,1.500681153
2174,815.8,4.25,1.44,1.500681153
2175,815.8,4.5,0,5.726450934
2176,815.8,4.5,0.072,2.060366919
2177,815.8,4.5,0.144,0
2178,815.8,4.5,0.216,0
2179,815.8,4.5,0.288,0
2180,815.8,4.5,0.36,3.077133259
2181,815.8,4.5,0.432,0
2182,815.8,4.5,0.504,0
2183,815.8,4.5,0.576,1.500681153
2184,815.8,4.5,0.648,1.500681153
2185,815.8,4.5,0.72,1.500681153
2186,815.8,4.5,0.792,1.500681153
2187,815.8,4.5,0.864,1.500681153
2188,815.8,4.5,0.936,1.500681153
2189,815.8,4.5,1.008,1.500681153
2190,815.8,4.5,1.08,1.500681153
2191,815.8,4.5,1.152,1.500681153
2192,815.8,4.5,1.224,1.500681153
2193,815.8,4.5,1.296,1.500681153
2194,815.8,4.5,1.368,1.500681153
2195,815.8,4.5,1.44,1.500681153
2196,815.8,4.75,0,5.726450934
2197,815.8,4.75,0.072,2.060366919
2198,815.8,4.75,0.144,0
2199,815.8,4.75,0.216,0
2200,815.8,4.75,0.288,0
2201,815.8,4.75,0.36,3.077133259
2202,815.8,4.75,0.432,0
2203,815.8,4.75,0.504,0
2204,815.8,4.75,0.576,1.500681153
2205,815.8,4.75,0.648,1.500681153
2206,815.8,4.75,0.72,1.500681153
2207,815.8,4.75,0.792,1.500681153
2208,815.8,4.75,0.864,1.500681153
2209,815.8,4.75,0.936,1.500681153
2210,815.8,4.75,1.008,1.500681153
2211,815.8,4.75,1.08,1.500681153
2212,815.8,4.75,1.152,1.500681153
2213,815.8,4.75,1.224,1.500681153
2214,815.8,4.75,1.296,1.500681153
2215,815.8,4.75,1.368,1.500681153
2216,815.8,4.75,1.44,1.500681153
2217,815.8,5,0,5.063559949
2218,815.8,5,0.072,1.397475291
2219,815.8,5,0.144,0
2220,815.8,5,0.216,0
2221,815.8,5,0.288,0
2222,815.8,5,0.36,2.394502368
2223,815.8,5,0.432,0
2224,815.8,5,0.504,0
2225,815.8,5,0.576,0.81804925
2226,815.8,5,0.648,0.81804925
2227,815.8,5,0.72,0.81804925
2228,815.8,5,0.792,0.81804925
2229,815.8,5,0.864,0.81804925
2230,815.8,5,0.936,0.81804925
2231,815.8,5,1.008,0.81804925
2232,815.8,5,1.08,0.81804925
2233,815.8,5,1.152,0.81804925
2234,815.8,5,1.224,0.81804925
2235,815.8,5,1.296,0.81804925
2236,815.8,5,1.368,0.81804925
2237,815.8,5,1.44,0.81804925
2238,815.8,5.25,0,5.063559949
2239,815.8,5.25,0.072,1.397475291
2240,815.8,5.25,0.144,0
2241,815.8,5.25,0.216,0
2242,815.8,5.25,0.288,0
2243,815.8,5.25,0.36,2.394502368
2244,815.8,5.25,0.432,0
2245,815.8,5.25,0.504,0
2246,815.8,5.25,0.576,0.81804925
2247,815.8,5.25,0.648,0.81804925
2248,815.8,5.25,0.72,0.81804925
2249,815.8,5.25,0.792,0.81804925
2250,815.8,5.25,0.864,0.81804925
2251,815.8,5.25,0.936,0.81804925
2252,815.8,5.25,1.008,0.81804925
2253,815.8,5.25,1.08,0.81804925
2254,815.8,5.25,1.152,0.81804925
2255,815.8,5.25,1.224,0.81804925
2256,815.8,5.25,1.296,0.81804925
2257,815.8,5.25,1.368,0.81804925
2258,815.8,5.25,1.44,0.81804925
2259,815.8,5.5,0,5.063559949
2260,815.8,5.5,0.072,1.397475291
2261,815.8,5.5,0.144,0
2262,815.8,5.5,0.216,0
2263,815.8,5.5,0.288,0
2264,815.8,5.5,0.36,2.394502368
2265,815.8,5.5,0.432,0
2266,815.8,5.5,0.504,0
2267,815.8,5.5,0.576,0.81804925
2268,815.8,5.5,0.648,0.81804925
2269,815.8,5.5,0.72,0.81804925
2270,815.8,5.5,0.792,0.81804925
2271,815.8,5.5,0.864,0.81804925
2272,815.8,5.5,0.936,0.81804925
2273,815.8,5.5,1.008,0.81804925
2274,815.8,5.5,1.08,0.81804925
2275,815.8,5.5,1.152,0.81804925
2276,815.8,5.5,1.224,0.81804925
2277,815.8,5.5,1.296,0.81804925
2278,815.8,5.5,1.368,0.81804925
2279,815.8,5.5,1.44,0.81804925
2280,815.8,5.75,0,5.063559949
2281,815.8,5.75,0.072,1.397475291
2282,815.8,5.75,0.144,0
2283,815.8,5.75,0.216,0
2284,815.8,5.75,0.288,0
2285,815.8,5.75,0.36,2.394502368
2286,815.8,5.75,0.432,0
2287,815.8,5.75,0.504,0
2288,815.8,5.75,0.576,0.81804925
2289,815.8,5.75,0.648,0.81804925
2290,815.8,5.75,0.72,0.81804925
2291,815.8,5.75,0.792,0.81804925
2292,815.8,5.75,0.864,0.81804925
2293,815.8,5.75,0.936,0.81804925
2294,815.8,5.75,1.008,0.81804925
2295,815.8,5.75,1.08,0.81804925
2296,815.8,5.75,1.152,0.81804925
2297,815.8,5.75,1.224,0.81804925
2298,815.8,5.75,1.296,0.81804925
2299,815.8,5.75,1.368,0.81804925
2300,815.8,5.75,1.44,0.81804925
2301,815.8,6,0,5.063559949
2302,815.8,6,0.072,1.397475291
2303,815.8,6,0.144,0
2304,815.8,6,0.216,0
2305,815.8,6,0.288,0
2306,815.8,6,0.36,2.394502368
2307,815.8,6,0.432,0
2308,815.8,6,0.504,0
2309,815.8,6,0.576,0.81804925
2310,815.8,6,0.648,0.81804925
2311,815.8,6,0.72,0.81804925
2312,815.8,6,0.792,0.81804925
2313,815.8,6,0.864,0.81804925
2314,815.8,6,0.936,0.81804925
2315,815.8,6,1.008,0.81804925
2316,815.8,6,1.08,0.81804925
2317,815.8,6,1.152,0.81804925
2318,815.8,6,1.224,0.81804925
2319,815.8,6,1.296,0.81804925
2320,815.8,6,1.368,0.81804925
2321,815.8,6,1.44,0.81804925
2322,839,1,0,9.551309758
2323,839,1,0.072,6.994392112
2324,839,1,0.144,3.243188454
2325,839,1,0.216,2.962152095
2326,839,1,0.288,2.962152095
2327,839,1,0.36,9.589847711
2328,839,1,0.432,6.617509592
2329,839,1,0.504,6.617509592
2330,839,1,0.576,9.933110279
2331,839,1,0.648,9.933110279
2332,839,1,0.72,9.933110279
2333,839,1,0.792,9.933110279
2334,839,1,0.864,9.933110279
2335,839,1,0.936,9.933110279
2336,839,1,1.008,9.933110279
2337,839,1,1.08,9.933110279
2338,839,1,1.152,9.933110279
2339,839,1,1.224,9.933110279
2340,839,1,1.296,9.933110279
2341,839,1,1.368,9.933110279
2342,839,1,1.44,9.933110279
2343,839,1.25,0,9.551309758
2344,839,1.25,0.072,6.994392112
2345,839,1.25,0.144,3.243188454
2346,839,1.25,0.216,2.962152095
2347,839,1.25,0.288,2.962152095
2348,839,1.25,0.36,9.589847711
2349,839,1.25,0.432,6.617509592
2350,839,1.25,0.504,6.617509592
2351,839,1.25,0.576,9.933110279
2352,839,1.25,0.648,9.933110279
2353,839,1.25,0.72,9.933110279
2354,839,1.25,0.792,9.933110279
2355,839,1.25,0.864,9.933110279
2356,839,1.25,0.936,9.933110279
2357,839,1.25,1.008,9.933110279
2358,839,1.25,1.08,9.933110279
2359,839,1.25,1.152,9.933110279
2360,839,1.25,1.224,9.933110279
2361,839,1.25,1.296,9.933110279
2362,839,1.25,1.368,9.933110279
2363,839,1.25,1.44,9.933110279
2364,839,1.5,0,9.551309758
2365,839,1.5,0.072,6.994392112
2366,839,1.5,0.144,3.243188454
2367,839,1.5,0.216,2.962152095
2368,839,1.5,0.288,2.962152095
2369,839,1.5,0.36,9.589847711
2370,839,1.5,0.432,6.617509592
2371,839,1.5,0.504,6.617509592
2372,839,1.5,0.576,9.933110279
2373,839,1.5,0.648,9.933110279
2374,839,1.5,0.72,9.933110279
2375,839,1.5,0.792,9.933110279
2376,839,1.5,0.864,9.933110279
2377,839,1.5,0.936,9.933110279
2378,839,1.5,1.008,9.933110279
2379,839,1.5,1.08,9.933110279
2380,839,1.5,1.152,9.933110279
2381,839,1.5,1.224,9.933110279
2382,839,1.5,1.296,9.933110279
2383,839,1.5,1.368,9.933110279
2384,839,1.5,1.44,9.933110279
2385,839,1.75,0,9.551309758
2386,839,1.75,0.072,6.994392112
2387,839,1.75,0.144,3.243188454
2388,839,1.75,0.216,2.962152095
2389,839,1.75,0.288,2.962152095
2390,839,1.75,0.36,9.589847711
2391,839,1.75,0.432,6.617509592
2392,839,1.75,0.504,6.617509592
2393,839,1.75,0.576,9.933110279
2394,839,1.75,0.648,9.933110279
2395,839,1.75,0.72,9.933110279
2396,839,1.75,0.792,9.933110279
2397,839,1.75,0.864,9.933110279
2398,839,1.75,0.936,9.933110279
2399,839,1.75,1.008,9.933110279
2400,839,1.75,1.08,9.933110279
2401,839,1.75,1.152,9.933110279
2402,839,1.75,1.224,9.933110279
2403,839,1.75,1.296,9.933110279
2404,839,1.75,1.368,9.933110279
2405,839,1.75,1.44,9.933110279
2406,839,2,0,7.930769467
2407,839,2,0.072,5.287248717
2408,839,2,0.144,1.408573088
2409,839,2,0.216,1.193470945
2410,839,2,0.288,1.193470945
2411,839,2,0.36,7.821168953
2412,839,2,0.432,4.825053139
2413,839,2,0.504,4.825053139
2414,839,2,0.576,8.206915799
2415,839,2,0.648,8.206915799
2416,839,2,0.72,8.206915799
2417,839,2,0.792,8.206915799
2418,839,2,0.864,8.206915799
2419,839,2,0.936,8.206915799
2420,839,2,1.008,8.206915799
2421,839,2,1.08,8.206915799
2422,839,2,1.152,8.206915799
2423,839,2,1.224,8.206915799
2424,839,2,1.296,8.206915799
2425,839,2,1.368,8.206915799
2426,839,2,1.44,8.206915799
2427,839,2.25,0,7.046489346
2428,839,2.25,0.072,3.494753987
2429,839,2.25,0.144,0
2430,839,2.25,0.216,0
2431,839,2.25,0.288,0
2432,839,2.25,0.36,5.958626398
2433,839,2.25,0.432,2.044605542
2434,839,2.25,0.504,2.044605542
2435,839,2.25,0.576,4.701343831
2436,839,2.25,0.648,4.701343831
2437,839,2.25,0.72,4.701343831
2438,839,2.25,0.792,4.701343831
2439,839,2.25,0.864,4.701343831
2440,839,2.25,0.936,4.701343831
2441,839,2.25,1.008,4.701343831
2442,839,2.25,1.08,4.701343831
2443,839,2.25,1.152,4.701343831
2444,839,2.25,1.224,4.701343831
2445,839,2.25,1.296,4.701343831
2446,839,2.25,1.368,4.701343831
2447,839,2.25,1.44,4.701343831
2448,839,2.5,0,6.782047281
2449,839,2.5,0.072,3.476320872
2450,839,2.5,0.144,0
2451,839,2.5,0.216,0
2452,839,2.5,0.288,0
2453,839,2.5,0.36,5.940193284
2454,839,2.5,0.432,2.026172611
2455,839,2.5,0.504,2.026172611
2456,839,2.5,0.576,4.682910717
2457,839,2.5,0.648,4.682910717
2458,839,2.5,0.72,4.682910717
2459,839,2.5,0.792,4.682910717
2460,839,2.5,0.864,4.682910717
2461,839,2.5,0.936,4.682910717
2462,839,2.5,1.008,4.682910717
2463,839,2.5,1.08,4.682910717
2464,839,2.5,1.152,4.682910717
2465,839,2.5,1.224,4.682910717
2466,839,2.5,1.296,4.682910717
2467,839,2.5,1.368,4.682910717
2468,839,2.5,1.44,4.682910717
2469,839,2.75,0,6.560958847
2470,839,2.75,0.072,3.335918263
2471,839,2.75,0.144,0
2472,839,2.75,0.216,0
2473,839,2.75,0.288,0
2474,839,2.75,0.36,5.807724179
2475,839,2.75,0.432,1.893703691
2476,839,2.75,0.504,1.893703691
2477,839,2.75,0.576,4.550441612
2478,839,2.75,0.648,4.550441612
2479,839,2.75,0.72,4.550441612
2480,839,2.75,0.792,4.550441612
2481,839,2.75,0.864,4.550441612
2482,839,2.75,0.936,4.550441612
2483,839,2.75,1.008,4.550441612
2484,839,2.75,1.08,4.550441612
2485,839,2.75,1.152,4.550441612
2486,839,2.75,1.224,4.550441612
2487,839,2.75,1.296,4.550441612
2488,839,2.75,1.368,4.550441612
2489,839,2.75,1.44,4.550441612
2490,839,3,0,6.887156007
2491,839,3,0.072,2.836903934
2492,839,3,0.144,0
2493,839,3,0.216,0
2494,839,3,0.288,0
2495,839,3,0.36,4.696822231
2496,839,3,0.432,0.695549291
2497,839,3,0.504,0.695549291
2498,839,3,0.576,3.352292825
2499,839,3,0.648,3.352292825
2500,839,3,0.72,3.352292825
2501,839,3,0.792,3.352292825
2502,839,3,0.864,3.352292825
2503,839,3,0.936,3.352292825
2504,839,3,1.008,3.352292825
2505,839,3,1.08,3.352292825
2506,839,3,1.152,3.352292825
2507,839,3,1.224,3.352292825
2508,839,3,1.296,3.352292825
2509,839,3,1.368,3.352292825
2510,839,3,1.44,3.352292825
2511,839,3.25,0,6.887156007
2512,839,3.25,0.072,2.836903934
2513,839,3.25,0.144,0
2514,839,3.25,0.216,0
2515,839,3.25,0.288,0
2516,839,3.25,0.36,4.696822231
2517,839,3.25,0.432,0.695549291
2518,839,3.25,0.504,0.695549291
2519,839,3.25,0.576,3.352292825
2520,839,3.25,0.648,3.352292825
2521,839,3.25,0.72,3.352292825
2522,839,3.25,0.792,3.352292825
2523,839,3.25,0.864,3.352292825
2524,839,3.25,0.936,3.352292825
2525,839,3.25,1.008,3.352292825
2526,839,3.25,1.08,3.352292825
2527,839,3.25,1.152,3.352292825
2528,839,3.25,1.224,3.352292825
2529,839,3.25,1.296,3.352292825
2530,839,3.25,1.368,3.352292825
2531,839,3.25,1.44,3.352292825
2532,839,3.5,0,6.887156007
2533,839,3.5,0.072,2.836903934
2534,839,3.5,0.144,0
2535,839,3.5,0.216,0
2536,839,3.5,0.288,0
2537,839,3.5,0.36,4.696822231
2538,839,3.5,0.432,0.695549291
2539,839,3.5,0.504,0.695549291
2540,839,3.5,0.576,3.352292825
2541,839,3.5,0.648,3.352292825
2542,839,3.5,0.72,3.352292825
2543,839,3.5,0.792,3.352292825
2544,839,3.5,0.864,3.352292825
2545,839,3.5,0.936,3.352292825
2546,839,3.5,1.008,3.352292825
2547,839,3.5,1.08,3.352292825
2548,839,3.5,1.152,3.352292825
2549,839,3.5,1.224,3.352292825
2550,839,3.5,1.296,3.352292825
2551,839,3.5,1.368,3.352292825
2552,839,3.5,1.44,3.352292825
2553,839,3.75,0,6.887156007
2554,839,3.75,0.072,2.836903934
2555,839,3.75,0.144,0
2556,839,3.75,0.216,0
2557,839,3.75,0.288,0
2558,839,3.75,0.36,4.696822231
2559,839,3.75,0.432,0.695549291
2560,839,3.75,0.504,0.695549291
2561,839,3.75,0.576,3.352292825
2562,839,3.75,0.648,3.352292825
2563,839,3.75,0.72,3.352292825
2564,839,3.75,0.792,3.352292825
2565,839,3.75,0.864,3.352292825
2566,839,3.75,0.936,3.352292825
2567,839,3.75,1.008,3.352292825
2568,839,3.75,1.08,3.352292825
2569,839,3.75,1.152,3.352292825
2570,839,3.75,1.224,3.352292825
2571,839,3.75,1.296,3.352292825
2572,839,3.75,1.368,3.352292825
2573,839,3.75,1.44,3.352292825
2574,839,4,0,5.678959586
2575,839,4,0.072,2.012875387
2576,839,4,0.144,0
2577,839,4,0.216,0
2578,839,4,0.288,0
2579,839,4,0.36,3.029642463
2580,839,4,0.432,0
2581,839,4,0.504,0
2582,839,4,0.576,1.453188977
2583,839,4,0.648,1.453188977
2584,839,4,0.72,1.453188977
2585,839,4,0.792,1.453188977
2586,839,4,0.864,1.453188977
2587,839,4,0.936,1.453188977
2588,839,4,1.008,1.453188977
2589,839,4,1.08,1.453188977
2590,839,4,1.152,1.453188977
2591,839,4,1.224,1.453188977
2592,839,4,1.296,1.453188977
2593,839,4,1.368,1.453188977
2594,839,4,1.44,1.453188977
2595,839,4.25,0,5.678959586
2596,839,4.25,0.072,2.012875387
2597,839,4.25,0.144,0
2598,839,4.25,0.216,0
2599,839,4.25,0.288,0
2600,839,4.25,0.36,3.029642463
2601,839,4.25,0.432,0
2602,839,4.25,0.504,0
2603,839,4.25,0.576,1.453188977
2604,839,4.25,0.648,1.453188977
2605,839,4.25,0.72,1.453188977
2606,839,4.25,0.792,1.453188977
2607,839,4.25,0.864,1.453188977
2608,839,4.25,0.936,1.453188977
2609,839,4.25,1.008,1.453188977
2610,839,4.25,1.08,1.453188977
2611,839,4.25,1.152,1.453188977
2612,839,4.25,1.224,1.453188977
2613,839,4.25,1.296,1.453188977
2614,839,4.25,1.368,1.453188977
2615,839,4.25,1.44,1.453188977
2616,839,4.5,0,5.678959586
2617,839,4.5,0.072,2.012875387
2618,839,4.5,0.144,0
2619,839,4.5,0.216,0
2620,839,4.5,0.288,0
2621,839,4.5,0.36,3.029642463
2622,839,4.5,0.432,0
2623,839,4.5,0.504,0
2624,839,4.5,0.576,1.453188977
2625,839,4.5,0.648,1.453188977
2626,839,4.5,0.72,1.453188977
2627,839,4.5,0.792,1.453188977
2628,839,4.5,0.864,1.453188977
2629,839,4.5,0.936,1.453188977
2630,839,4.5,1.008,1.453188977
2631,839,4.5,1.08,1.453188977
2632,839,4.5,1.152,1.453188977
2633,839,4.5,1.224,1.453188977
2634,839,4.5,1.296,1.453188977
2635,839,4.5,1.368,1.453188977
2636,839,4.5,1.44,1.453188977
2637,839,4.75,0,5.678959586
2638,839,4.75,0.072,2.012875387
2639,839,4.75,0.144,0
2640,839,4.75,0.216,0
2641,839,4.75,0.288,0
2642,839,4.75,0.36,3.029642463
2643,839,4.75,0.432,0
2644,839,4.75,0.504,0
2645,839,4.75,0.576,1.453188977
2646,839,4.75,0.648,1.453188977
2647,839,4.75,0.72,1.453188977
2648,839,4.75,0.792,1.453188977
2649,839,4.75,0.864,1.453188977
2650,839,4.75,0.936,1.453188977
2651,839,4.75,1.008,1.453188977
2652,839,4.75,1.08,1.453188977
2653,839,4.75,1.152,1.453188977
2654,839,4.75,1.224,1.453188977
2655,839,4.75,1.296,1.453188977
2656,839,4.75,1.368,1.453188977
2657,839,4.75,1.44,1.453188977
2658,839,5,0,5.016068602
2659,839,5,0.072,1.349984495
2660,839,5,0.144,0
2661,839,5,0.216,0
2662,839,5,0.288,0
2663,839,5,0.36,2.347010836
2664,839,5,0.432,0
2665,839,5,0.504,0
2666,839,5,0.576,0.770557994
2667,839,5,0.648,0.770557994
2668,839,5,0.72,0.770557994
2669,839,5,0.792,0.770557994
2670,839,5,0.864,0.770557994
2671,839,5,0.936,0.770557994
2672,839,5,1.008,0.770557994
2673,839,5,1.08,0.770557994
2674,839,5,1.152,0.770557994
2675,839,5,1.224,0.770557994
2676,839,5,1.296,0.770557994
2677,839,5,1.368,0.770557994
2678,839,5,1.44,0.770557994
2679,839,5.25,0,5.016068602
2680,839,5.25,0.072,1.349984495
2681,839,5.25,0.144,0
2682,839,5.25,0.216,0
2683,839,5.25,0.288,0
2684,839,5.25,0.36,2.347010836
2685,839,5.25,0.432,0
2686,839,5.25,0.504,0
2687,839,5.25,0.576,0.770557994
2688,839,5.25,0.648,0.770557994
2689,839,5.25,0.72,0.770557994
