,Temperature,pCH4_per_pO2,Contact time,Y(C2)_predicted,Extrapolation Strength,Extrapolating Variables,K-NN,SVR,GPR,DTR,RFR,XGB,LGBM,ETR,CB,MLP,scaled_probability_40,scaled_probability_80,scaled_probability_95,entropy,margin,max_prob
5244,978.2,5.75,1.224,2.758902914,1,['Contact time'],0.334083346,0.8892457714150659,0.4246902086025343,0.3340833459999999,0.3349966746316964,0.3976878,0.3315092108237094,1.449622746594721,1.716611483376428,6.368289401283552,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.584962500721156,0.0,0.3333333333333333
5245,978.2,5.75,1.296,2.758902914,1,['Contact time'],0.334083346,0.8871050009271002,0.4207380049032601,0.3340833459999999,0.3349966746316964,0.3976878,0.3315092108237094,1.449622746594721,1.716611483376428,6.348335951801393,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.584962500721156,0.0,0.3333333333333333
5246,978.2,5.75,1.368,2.758902914,1,['Contact time'],0.334083346,0.8850404738528885,0.4175279708600889,0.3340833459999999,0.3349966746316964,0.3976878,0.3315092108237094,1.449622746594721,1.716611483376428,6.328382502319198,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.584962500721156,0.0,0.3333333333333333
5247,978.2,5.75,1.44,2.758902914,1,['Contact time'],0.334083346,0.8830522731813444,0.4140558587502951,0.3340833459999999,0.3349966746316964,0.3976878,0.3315092108237094,1.449622746594721,1.716611483376428,6.308429052837032,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.584962500721156,0.0,0.3333333333333333
5411,1001.4,2.75,0.144,1.806199028,1,['pCH4_per_pO2'],1.2899029295,1.2466770807866423,0.5740880207726988,0.505490183,0.4364905775280511,0.45855913,0.5059776833697298,1.5641556456016903,0.8140098233278206,7.925030124299245,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.584962500721156,0.0,0.3333333333333333
5432,1001.4,3.0,0.144,1.333779883,1,['pCH4_per_pO2'],1.2899029295,1.2165823345253877,0.8517852470417253,0.505490183,0.4364905775280511,0.45855913,0.5059776833697298,1.5641556456016903,0.8140098233278206,7.837830951770759,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.584962500721156,0.0,0.3333333333333333
5601,1001.4,5.5,0.72,3.168072094,1,['Contact time'],0.743254573,0.8927552268228984,1.1612381052534833,0.7432545729999999,0.7432545730000014,0.72257257,0.744246544858452,1.8533329625727013,2.050923428361908,6.806211630628536,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.584962500721156,0.0,0.3333333333333333
5602,1001.4,5.5,0.792,3.168072094,1,['Contact time'],0.743254573,0.8841462838569445,1.1895004549932295,0.7432545729999999,0.7432545730000014,0.72257257,0.744246544858452,1.8533329625727013,2.050923428361908,6.786258181146441,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.584962500721156,0.0,0.3333333333333333
5603,1001.4,5.5,0.864,3.168072094,1,['Contact time'],0.743254573,0.875614639829557,1.2287299932469082,0.7432545729999999,0.7432545730000014,0.72257257,0.744246544858452,1.8533329625727013,2.050923428361908,6.766304731664268,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.584962500721156,0.0,0.3333333333333333
5615,1001.4,5.75,0.72,3.168072094,1,['Contact time'],0.743254573,0.872761448335079,1.1189712629715842,0.7432545729999999,0.7432545730000014,0.7562297,0.744246544858452,1.8533329625727013,2.029759750199464,6.719012458100072,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.584962500721156,0.0,0.3333333333333333
5616,1001.4,5.75,0.792,3.168072094,1,['Contact time'],0.743254573,0.8641636827561605,1.1295289092632288,0.7432545729999999,0.7432545730000014,0.7562297,0.744246544858452,1.8533329625727013,2.029759750199464,6.699059008617913,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.584962500721156,0.0,0.3333333333333333
