,Temperature,pCH4_per_pO2,Contact time,Y(C2)_predicted,Extrapolation Strength,Extrapolating Variables
1439,792.6,1.25,0.576,9.933110279,2,"['Temperature', 'pCH4_per_pO2']"
1461,792.6,1.5000000000000002,0.648,9.933110279,2,"['Temperature', 'Contact time']"
1462,792.6,1.5000000000000002,0.72,9.933110279,2,"['Temperature', 'Contact time']"
1463,792.6,1.5000000000000002,0.792,9.933110279,2,"['Temperature', 'Contact time']"
1464,792.6,1.5000000000000002,0.864,9.933110279,2,"['Temperature', 'Contact time']"
1465,792.6,1.5000000000000002,0.936,9.933110279,2,"['Temperature', 'Contact time']"
1466,792.6,1.5000000000000002,1.008,9.933110279,2,"['Temperature', 'Contact time']"
1467,792.6,1.5000000000000002,1.08,9.933110279,2,"['Temperature', 'Contact time']"
1468,792.6,1.5000000000000002,1.152,9.933110279,2,"['Temperature', 'Contact time']"
1469,792.6,1.5000000000000002,1.224,9.933110279,2,"['Temperature', 'Contact time']"
1470,792.6,1.5000000000000002,1.296,9.933110279,2,"['Temperature', 'Contact time']"
1471,792.6,1.5000000000000002,1.368,9.933110279,2,"['Temperature', 'Contact time']"
1472,792.6,1.5000000000000002,1.44,9.933110279,2,"['Temperature', 'Contact time']"
1482,792.6,1.75,0.648,9.933110279,2,"['Temperature', 'Contact time']"
1483,792.6,1.75,0.72,9.933110279,2,"['Temperature', 'Contact time']"
1484,792.6,1.75,0.792,9.933110279,2,"['Temperature', 'Contact time']"
1485,792.6,1.75,0.864,9.933110279,2,"['Temperature', 'Contact time']"
1486,792.6,1.75,0.936,9.933110279,2,"['Temperature', 'Contact time']"
1487,792.6,1.75,1.008,9.933110279,2,"['Temperature', 'Contact time']"
1488,792.6,1.75,1.08,9.933110279,2,"['Temperature', 'Contact time']"
1489,792.6,1.75,1.152,9.933110279,2,"['Temperature', 'Contact time']"
1490,792.6,1.75,1.224,9.933110279,2,"['Temperature', 'Contact time']"
1491,792.6,1.75,1.296,9.933110279,2,"['Temperature', 'Contact time']"
1492,792.6,1.75,1.368,9.933110279,2,"['Temperature', 'Contact time']"
1493,792.6,1.75,1.44,9.933110279,2,"['Temperature', 'Contact time']"
1503,792.6,2.0,0.648,8.206915799,2,"['Temperature', 'Contact time']"
1504,792.6,2.0,0.72,8.206915799,2,"['Temperature', 'Contact time']"
1505,792.6,2.0,0.792,8.206915799,2,"['Temperature', 'Contact time']"
1506,792.6,2.0,0.864,8.206915799,2,"['Temperature', 'Contact time']"
1507,792.6,2.0,0.936,8.206915799,2,"['Temperature', 'Contact time']"
1508,792.6,2.0,1.008,8.206915799,2,"['Temperature', 'Contact time']"
1509,792.6,2.0,1.08,8.206915799,2,"['Temperature', 'Contact time']"
1510,792.6,2.0,1.152,8.206915799,2,"['Temperature', 'Contact time']"
1511,792.6,2.0,1.224,8.206915799,2,"['Temperature', 'Contact time']"
1512,792.6,2.0,1.296,8.206915799,2,"['Temperature', 'Contact time']"
1513,792.6,2.0,1.368,8.206915799,2,"['Temperature', 'Contact time']"
1514,792.6,2.0,1.44,8.206915799,2,"['Temperature', 'Contact time']"
1524,792.6,2.25,0.648,4.701343831,2,"['Temperature', 'Contact time']"
1525,792.6,2.25,0.72,4.701343831,2,"['Temperature', 'Contact time']"
1526,792.6,2.25,0.792,4.701343831,2,"['Temperature', 'Contact time']"
1527,792.6,2.25,0.864,4.701343831,2,"['Temperature', 'Contact time']"
1528,792.6,2.25,0.936,4.701343831,2,"['Temperature', 'Contact time']"
1529,792.6,2.25,1.008,4.701343831,2,"['Temperature', 'Contact time']"
1530,792.6,2.25,1.08,4.701343831,2,"['Temperature', 'Contact time']"
1531,792.6,2.25,1.152,4.701343831,2,"['Temperature', 'Contact time']"
1532,792.6,2.25,1.224,4.701343831,2,"['Temperature', 'Contact time']"
1533,792.6,2.25,1.296,4.701343831,2,"['Temperature', 'Contact time']"
1534,792.6,2.25,1.368,4.701343831,2,"['Temperature', 'Contact time']"
1535,792.6,2.25,1.44,4.701343831,2,"['Temperature', 'Contact time']"
1545,792.6,2.5,0.648,4.682910717,2,"['Temperature', 'Contact time']"
1546,792.6,2.5,0.72,4.682910717,2,"['Temperature', 'Contact time']"
1547,792.6,2.5,0.792,4.682910717,2,"['Temperature', 'Contact time']"
1548,792.6,2.5,0.864,4.682910717,2,"['Temperature', 'Contact time']"
1549,792.6,2.5,0.936,4.682910717,2,"['Temperature', 'Contact time']"
1550,792.6,2.5,1.008,4.682910717,2,"['Temperature', 'Contact time']"
1551,792.6,2.5,1.08,4.682910717,2,"['Temperature', 'Contact time']"
1552,792.6,2.5,1.152,4.682910717,2,"['Temperature', 'Contact time']"
1553,792.6,2.5,1.224,4.682910717,2,"['Temperature', 'Contact time']"
1554,792.6,2.5,1.296,4.682910717,2,"['Temperature', 'Contact time']"
1555,792.6,2.5,1.368,4.682910717,2,"['Temperature', 'Contact time']"
1556,792.6,2.5,1.44,4.682910717,2,"['Temperature', 'Contact time']"
1566,792.6,2.75,0.648,4.550441612,2,"['Temperature', 'Contact time']"
1567,792.6,2.75,0.72,4.550441612,2,"['Temperature', 'Contact time']"
1568,792.6,2.75,0.792,4.550441612,2,"['Temperature', 'Contact time']"
1569,792.6,2.75,0.864,4.550441612,2,"['Temperature', 'Contact time']"
1570,792.6,2.75,0.936,4.550441612,2,"['Temperature', 'Contact time']"
1571,792.6,2.75,1.008,4.550441612,2,"['Temperature', 'Contact time']"
1572,792.6,2.75,1.08,4.550441612,2,"['Temperature', 'Contact time']"
1573,792.6,2.75,1.152,4.550441612,2,"['Temperature', 'Contact time']"
1574,792.6,2.75,1.224,4.550441612,2,"['Temperature', 'Contact time']"
1575,792.6,2.75,1.296,4.550441612,2,"['Temperature', 'Contact time']"
1576,792.6,2.75,1.368,4.550441612,2,"['Temperature', 'Contact time']"
1577,792.6,2.75,1.44,4.550441612,2,"['Temperature', 'Contact time']"
1587,792.6,3.0000000000000004,0.648,3.352292825,2,"['Temperature', 'Contact time']"
1588,792.6,3.0000000000000004,0.72,3.352292825,2,"['Temperature', 'Contact time']"
1589,792.6,3.0000000000000004,0.792,3.352292825,2,"['Temperature', 'Contact time']"
1590,792.6,3.0000000000000004,0.864,3.352292825,2,"['Temperature', 'Contact time']"
1591,792.6,3.0000000000000004,0.936,3.352292825,2,"['Temperature', 'Contact time']"
1592,792.6,3.0000000000000004,1.008,3.352292825,2,"['Temperature', 'Contact time']"
1593,792.6,3.0000000000000004,1.08,3.352292825,2,"['Temperature', 'Contact time']"
1594,792.6,3.0000000000000004,1.152,3.352292825,2,"['Temperature', 'Contact time']"
1595,792.6,3.0000000000000004,1.224,3.352292825,2,"['Temperature', 'Contact time']"
1596,792.6,3.0000000000000004,1.296,3.352292825,2,"['Temperature', 'Contact time']"
1597,792.6,3.0000000000000004,1.368,3.352292825,2,"['Temperature', 'Contact time']"
1598,792.6,3.0000000000000004,1.44,3.352292825,2,"['Temperature', 'Contact time']"
1608,792.6,3.25,0.648,3.352292825,2,"['Temperature', 'Contact time']"
1609,792.6,3.25,0.72,3.352292825,2,"['Temperature', 'Contact time']"
1610,792.6,3.25,0.792,3.352292825,2,"['Temperature', 'Contact time']"
1611,792.6,3.25,0.864,3.352292825,2,"['Temperature', 'Contact time']"
1612,792.6,3.25,0.936,3.352292825,2,"['Temperature', 'Contact time']"
1613,792.6,3.25,1.008,3.352292825,2,"['Temperature', 'Contact time']"
1614,792.6,3.25,1.08,3.352292825,2,"['Temperature', 'Contact time']"
1615,792.6,3.25,1.152,3.352292825,2,"['Temperature', 'Contact time']"
1616,792.6,3.25,1.224,3.352292825,2,"['Temperature', 'Contact time']"
1617,792.6,3.25,1.296,3.352292825,2,"['Temperature', 'Contact time']"
1618,792.6,3.25,1.368,3.352292825,2,"['Temperature', 'Contact time']"
1619,792.6,3.25,1.44,3.352292825,2,"['Temperature', 'Contact time']"
1629,792.6,3.5,0.648,3.352292825,2,"['Temperature', 'Contact time']"
1630,792.6,3.5,0.72,3.352292825,2,"['Temperature', 'Contact time']"
1631,792.6,3.5,0.792,3.352292825,2,"['Temperature', 'Contact time']"
1632,792.6,3.5,0.864,3.352292825,2,"['Temperature', 'Contact time']"
1633,792.6,3.5,0.936,3.352292825,2,"['Temperature', 'Contact time']"
1634,792.6,3.5,1.008,3.352292825,2,"['Temperature', 'Contact time']"
1635,792.6,3.5,1.08,3.352292825,2,"['Temperature', 'Contact time']"
1636,792.6,3.5,1.152,3.352292825,2,"['Temperature', 'Contact time']"
1637,792.6,3.5,1.224,3.352292825,2,"['Temperature', 'Contact time']"
1638,792.6,3.5,1.296,3.352292825,2,"['Temperature', 'Contact time']"
1639,792.6,3.5,1.368,3.352292825,2,"['Temperature', 'Contact time']"
1640,792.6,3.5,1.44,3.352292825,2,"['Temperature', 'Contact time']"
1650,792.6,3.75,0.648,3.352292825,2,"['Temperature', 'Contact time']"
1651,792.6,3.75,0.72,3.352292825,2,"['Temperature', 'Contact time']"
1652,792.6,3.75,0.792,3.352292825,2,"['Temperature', 'Contact time']"
1653,792.6,3.75,0.864,3.352292825,2,"['Temperature', 'Contact time']"
1654,792.6,3.75,0.936,3.352292825,2,"['Temperature', 'Contact time']"
1655,792.6,3.75,1.008,3.352292825,2,"['Temperature', 'Contact time']"
1656,792.6,3.75,1.08,3.352292825,2,"['Temperature', 'Contact time']"
1657,792.6,3.75,1.152,3.352292825,2,"['Temperature', 'Contact time']"
1658,792.6,3.75,1.224,3.352292825,2,"['Temperature', 'Contact time']"
1659,792.6,3.75,1.296,3.352292825,2,"['Temperature', 'Contact time']"
1660,792.6,3.75,1.368,3.352292825,2,"['Temperature', 'Contact time']"
1661,792.6,3.75,1.44,3.352292825,2,"['Temperature', 'Contact time']"
1671,792.6,4.0,0.648,1.500681153,2,"['Temperature', 'Contact time']"
1672,792.6,4.0,0.72,1.500681153,2,"['Temperature', 'Contact time']"
1673,792.6,4.0,0.792,1.500681153,2,"['Temperature', 'Contact time']"
1674,792.6,4.0,0.864,1.500681153,2,"['Temperature', 'Contact time']"
1675,792.6,4.0,0.936,1.500681153,2,"['Temperature', 'Contact time']"
1676,792.6,4.0,1.008,1.500681153,2,"['Temperature', 'Contact time']"
1677,792.6,4.0,1.08,1.500681153,2,"['Temperature', 'Contact time']"
1678,792.6,4.0,1.152,1.500681153,2,"['Temperature', 'Contact time']"
1679,792.6,4.0,1.224,1.500681153,2,"['Temperature', 'Contact time']"
1680,792.6,4.0,1.296,1.500681153,2,"['Temperature', 'Contact time']"
1681,792.6,4.0,1.368,1.500681153,2,"['Temperature', 'Contact time']"
1682,792.6,4.0,1.44,1.500681153,2,"['Temperature', 'Contact time']"
1692,792.6,4.25,0.648,1.500681153,2,"['Temperature', 'Contact time']"
1693,792.6,4.25,0.72,1.500681153,2,"['Temperature', 'Contact time']"
1694,792.6,4.25,0.792,1.500681153,2,"['Temperature', 'Contact time']"
1695,792.6,4.25,0.864,1.500681153,2,"['Temperature', 'Contact time']"
1696,792.6,4.25,0.936,1.500681153,2,"['Temperature', 'Contact time']"
1697,792.6,4.25,1.008,1.500681153,2,"['Temperature', 'Contact time']"
1698,792.6,4.25,1.08,1.500681153,2,"['Temperature', 'Contact time']"
1699,792.6,4.25,1.152,1.500681153,2,"['Temperature', 'Contact time']"
1700,792.6,4.25,1.224,1.500681153,2,"['Temperature', 'Contact time']"
1701,792.6,4.25,1.296,1.500681153,2,"['Temperature', 'Contact time']"
1702,792.6,4.25,1.368,1.500681153,2,"['Temperature', 'Contact time']"
1703,792.6,4.25,1.44,1.500681153,2,"['Temperature', 'Contact time']"
1713,792.6,4.499999999999999,0.648,1.500681153,2,"['Temperature', 'Contact time']"
1714,792.6,4.499999999999999,0.72,1.500681153,2,"['Temperature', 'Contact time']"
1715,792.6,4.499999999999999,0.792,1.500681153,2,"['Temperature', 'Contact time']"
1716,792.6,4.499999999999999,0.864,1.500681153,2,"['Temperature', 'Contact time']"
1717,792.6,4.499999999999999,0.936,1.500681153,2,"['Temperature', 'Contact time']"
1718,792.6,4.499999999999999,1.008,1.500681153,2,"['Temperature', 'Contact time']"
1719,792.6,4.499999999999999,1.08,1.500681153,2,"['Temperature', 'Contact time']"
1720,792.6,4.499999999999999,1.152,1.500681153,2,"['Temperature', 'Contact time']"
1721,792.6,4.499999999999999,1.224,1.500681153,2,"['Temperature', 'Contact time']"
1722,792.6,4.499999999999999,1.296,1.500681153,2,"['Temperature', 'Contact time']"
1723,792.6,4.499999999999999,1.368,1.500681153,2,"['Temperature', 'Contact time']"
1724,792.6,4.499999999999999,1.44,1.500681153,2,"['Temperature', 'Contact time']"
1734,792.6,4.749999999999999,0.648,1.500681153,2,"['Temperature', 'Contact time']"
1735,792.6,4.749999999999999,0.72,1.500681153,2,"['Temperature', 'Contact time']"
1736,792.6,4.749999999999999,0.792,1.500681153,2,"['Temperature', 'Contact time']"
1737,792.6,4.749999999999999,0.864,1.500681153,2,"['Temperature', 'Contact time']"
1738,792.6,4.749999999999999,0.936,1.500681153,2,"['Temperature', 'Contact time']"
1739,792.6,4.749999999999999,1.008,1.500681153,2,"['Temperature', 'Contact time']"
1740,792.6,4.749999999999999,1.08,1.500681153,2,"['Temperature', 'Contact time']"
1741,792.6,4.749999999999999,1.152,1.500681153,2,"['Temperature', 'Contact time']"
1742,792.6,4.749999999999999,1.224,1.500681153,2,"['Temperature', 'Contact time']"
1743,792.6,4.749999999999999,1.296,1.500681153,2,"['Temperature', 'Contact time']"
1744,792.6,4.749999999999999,1.368,1.500681153,2,"['Temperature', 'Contact time']"
1745,792.6,4.749999999999999,1.44,1.500681153,2,"['Temperature', 'Contact time']"
1755,792.6,5.0,0.648,0.81804925,2,"['Temperature', 'Contact time']"
1756,792.6,5.0,0.72,0.81804925,2,"['Temperature', 'Contact time']"
1757,792.6,5.0,0.792,0.81804925,2,"['Temperature', 'Contact time']"
1758,792.6,5.0,0.864,0.81804925,2,"['Temperature', 'Contact time']"
1759,792.6,5.0,0.936,0.81804925,2,"['Temperature', 'Contact time']"
1760,792.6,5.0,1.008,0.81804925,2,"['Temperature', 'Contact time']"
1761,792.6,5.0,1.08,0.81804925,2,"['Temperature', 'Contact time']"
1762,792.6,5.0,1.152,0.81804925,2,"['Temperature', 'Contact time']"
1763,792.6,5.0,1.224,0.81804925,2,"['Temperature', 'Contact time']"
1764,792.6,5.0,1.296,0.81804925,2,"['Temperature', 'Contact time']"
1765,792.6,5.0,1.368,0.81804925,2,"['Temperature', 'Contact time']"
1766,792.6,5.0,1.44,0.81804925,2,"['Temperature', 'Contact time']"
1776,792.6,5.25,0.648,0.81804925,2,"['Temperature', 'Contact time']"
1777,792.6,5.25,0.72,0.81804925,2,"['Temperature', 'Contact time']"
1778,792.6,5.25,0.792,0.81804925,2,"['Temperature', 'Contact time']"
1779,792.6,5.25,0.864,0.81804925,2,"['Temperature', 'Contact time']"
1780,792.6,5.25,0.936,0.81804925,2,"['Temperature', 'Contact time']"
1781,792.6,5.25,1.008,0.81804925,2,"['Temperature', 'Contact time']"
1782,792.6,5.25,1.08,0.81804925,2,"['Temperature', 'Contact time']"
1783,792.6,5.25,1.152,0.81804925,2,"['Temperature', 'Contact time']"
1784,792.6,5.25,1.224,0.81804925,2,"['Temperature', 'Contact time']"
1785,792.6,5.25,1.296,0.81804925,2,"['Temperature', 'Contact time']"
1786,792.6,5.25,1.368,0.81804925,2,"['Temperature', 'Contact time']"
1787,792.6,5.25,1.44,0.81804925,2,"['Temperature', 'Contact time']"
1797,792.6,5.5,0.648,0.81804925,2,"['Temperature', 'Contact time']"
1798,792.6,5.5,0.72,0.81804925,2,"['Temperature', 'Contact time']"
1799,792.6,5.5,0.792,0.81804925,2,"['Temperature', 'Contact time']"
1800,792.6,5.5,0.864,0.81804925,2,"['Temperature', 'Contact time']"
1801,792.6,5.5,0.936,0.81804925,2,"['Temperature', 'Contact time']"
1802,792.6,5.5,1.008,0.81804925,2,"['Temperature', 'Contact time']"
1803,792.6,5.5,1.08,0.81804925,2,"['Temperature', 'Contact time']"
1804,792.6,5.5,1.152,0.81804925,2,"['Temperature', 'Contact time']"
1805,792.6,5.5,1.224,0.81804925,2,"['Temperature', 'Contact time']"
1806,792.6,5.5,1.296,0.81804925,2,"['Temperature', 'Contact time']"
1807,792.6,5.5,1.368,0.81804925,2,"['Temperature', 'Contact time']"
1808,792.6,5.5,1.44,0.81804925,2,"['Temperature', 'Contact time']"
1818,792.6,5.75,0.648,0.81804925,2,"['Temperature', 'Contact time']"
1819,792.6,5.75,0.72,0.81804925,2,"['Temperature', 'Contact time']"
1820,792.6,5.75,0.792,0.81804925,2,"['Temperature', 'Contact time']"
1821,792.6,5.75,0.864,0.81804925,2,"['Temperature', 'Contact time']"
1822,792.6,5.75,0.936,0.81804925,2,"['Temperature', 'Contact time']"
1823,792.6,5.75,1.008,0.81804925,2,"['Temperature', 'Contact time']"
1824,792.6,5.75,1.08,0.81804925,2,"['Temperature', 'Contact time']"
1825,792.6,5.75,1.152,0.81804925,2,"['Temperature', 'Contact time']"
1826,792.6,5.75,1.224,0.81804925,2,"['Temperature', 'Contact time']"
1827,792.6,5.75,1.296,0.81804925,2,"['Temperature', 'Contact time']"
1828,792.6,5.75,1.368,0.81804925,2,"['Temperature', 'Contact time']"
1829,792.6,5.75,1.44,0.81804925,2,"['Temperature', 'Contact time']"
1839,792.6,6.000000000000001,0.648,0.81804925,2,"['Temperature', 'Contact time']"
1840,792.6,6.000000000000001,0.72,0.81804925,2,"['Temperature', 'Contact time']"
1841,792.6,6.000000000000001,0.792,0.81804925,2,"['Temperature', 'Contact time']"
1842,792.6,6.000000000000001,0.864,0.81804925,2,"['Temperature', 'Contact time']"
1843,792.6,6.000000000000001,0.936,0.81804925,2,"['Temperature', 'Contact time']"
1844,792.6,6.000000000000001,1.008,0.81804925,2,"['Temperature', 'Contact time']"
1845,792.6,6.000000000000001,1.08,0.81804925,2,"['Temperature', 'Contact time']"
1846,792.6,6.000000000000001,1.152,0.81804925,2,"['Temperature', 'Contact time']"
1847,792.6,6.000000000000001,1.224,0.81804925,2,"['Temperature', 'Contact time']"
1848,792.6,6.000000000000001,1.296,0.81804925,2,"['Temperature', 'Contact time']"
1849,792.6,6.000000000000001,1.368,0.81804925,2,"['Temperature', 'Contact time']"
1850,792.6,6.000000000000001,1.44,0.81804925,2,"['Temperature', 'Contact time']"
1851,815.8,1.0,0.0,9.551309758,2,"['Temperature', 'pCH4_per_pO2']"
1852,815.8,1.0,0.072,6.994392112,2,"['Temperature', 'pCH4_per_pO2']"
1853,815.8,1.0,0.144,3.243188454,2,"['Temperature', 'pCH4_per_pO2']"
1854,815.8,1.0,0.216,2.962152095,2,"['Temperature', 'pCH4_per_pO2']"
1855,815.8,1.0,0.288,2.962152095,2,"['Temperature', 'pCH4_per_pO2']"
1856,815.8,1.0,0.36,9.589847711,2,"['Temperature', 'pCH4_per_pO2']"
1857,815.8,1.0,0.432,6.617509592,2,"['Temperature', 'pCH4_per_pO2']"
1858,815.8,1.0,0.504,6.617509592,2,"['Temperature', 'pCH4_per_pO2']"
1859,815.8,1.0,0.576,9.933110279,2,"['Temperature', 'pCH4_per_pO2']"
1872,815.8,1.25,0.0,9.551309758,2,"['Temperature', 'pCH4_per_pO2']"
1873,815.8,1.25,0.072,6.994392112,2,"['Temperature', 'pCH4_per_pO2']"
1874,815.8,1.25,0.144,3.243188454,2,"['Temperature', 'pCH4_per_pO2']"
1875,815.8,1.25,0.216,2.962152095,2,"['Temperature', 'pCH4_per_pO2']"
1876,815.8,1.25,0.288,2.962152095,2,"['Temperature', 'pCH4_per_pO2']"
1877,815.8,1.25,0.36,9.589847711,2,"['Temperature', 'pCH4_per_pO2']"
1878,815.8,1.25,0.432,6.617509592,2,"['Temperature', 'pCH4_per_pO2']"
1879,815.8,1.25,0.504,6.617509592,2,"['Temperature', 'pCH4_per_pO2']"
1880,815.8,1.25,0.576,9.933110279,2,"['Temperature', 'pCH4_per_pO2']"
1902,815.8,1.5000000000000002,0.648,9.933110279,2,"['Temperature', 'Contact time']"
1903,815.8,1.5000000000000002,0.72,9.933110279,2,"['Temperature', 'Contact time']"
1904,815.8,1.5000000000000002,0.792,9.933110279,2,"['Temperature', 'Contact time']"
1905,815.8,1.5000000000000002,0.864,9.933110279,2,"['Temperature', 'Contact time']"
1906,815.8,1.5000000000000002,0.936,9.933110279,2,"['Temperature', 'Contact time']"
1907,815.8,1.5000000000000002,1.008,9.933110279,2,"['Temperature', 'Contact time']"
1908,815.8,1.5000000000000002,1.08,9.933110279,2,"['Temperature', 'Contact time']"
1909,815.8,1.5000000000000002,1.152,9.933110279,2,"['Temperature', 'Contact time']"
1910,815.8,1.5000000000000002,1.224,9.933110279,2,"['Temperature', 'Contact time']"
1911,815.8,1.5000000000000002,1.296,9.933110279,2,"['Temperature', 'Contact time']"
1912,815.8,1.5000000000000002,1.368,9.933110279,2,"['Temperature', 'Contact time']"
1913,815.8,1.5000000000000002,1.44,9.933110279,2,"['Temperature', 'Contact time']"
1923,815.8,1.75,0.648,9.933110279,2,"['Temperature', 'Contact time']"
1924,815.8,1.75,0.72,9.933110279,2,"['Temperature', 'Contact time']"
1925,815.8,1.75,0.792,9.933110279,2,"['Temperature', 'Contact time']"
1926,815.8,1.75,0.864,9.933110279,2,"['Temperature', 'Contact time']"
1927,815.8,1.75,0.936,9.933110279,2,"['Temperature', 'Contact time']"
1928,815.8,1.75,1.008,9.933110279,2,"['Temperature', 'Contact time']"
1929,815.8,1.75,1.08,9.933110279,2,"['Temperature', 'Contact time']"
1930,815.8,1.75,1.152,9.933110279,2,"['Temperature', 'Contact time']"
1931,815.8,1.75,1.224,9.933110279,2,"['Temperature', 'Contact time']"
1932,815.8,1.75,1.296,9.933110279,2,"['Temperature', 'Contact time']"
1933,815.8,1.75,1.368,9.933110279,2,"['Temperature', 'Contact time']"
1934,815.8,1.75,1.44,9.933110279,2,"['Temperature', 'Contact time']"
1944,815.8,2.0,0.648,8.206915799,2,"['Temperature', 'Contact time']"
1945,815.8,2.0,0.72,8.206915799,2,"['Temperature', 'Contact time']"
1946,815.8,2.0,0.792,8.206915799,2,"['Temperature', 'Contact time']"
1947,815.8,2.0,0.864,8.206915799,2,"['Temperature', 'Contact time']"
1948,815.8,2.0,0.936,8.206915799,2,"['Temperature', 'Contact time']"
1949,815.8,2.0,1.008,8.206915799,2,"['Temperature', 'Contact time']"
1950,815.8,2.0,1.08,8.206915799,2,"['Temperature', 'Contact time']"
1951,815.8,2.0,1.152,8.206915799,2,"['Temperature', 'Contact time']"
1952,815.8,2.0,1.224,8.206915799,2,"['Temperature', 'Contact time']"
1953,815.8,2.0,1.296,8.206915799,2,"['Temperature', 'Contact time']"
1954,815.8,2.0,1.368,8.206915799,2,"['Temperature', 'Contact time']"
1955,815.8,2.0,1.44,8.206915799,2,"['Temperature', 'Contact time']"
1965,815.8,2.25,0.648,4.701343831,2,"['Temperature', 'Contact time']"
1966,815.8,2.25,0.72,4.701343831,2,"['Temperature', 'Contact time']"
1967,815.8,2.25,0.792,4.701343831,2,"['Temperature', 'Contact time']"
1968,815.8,2.25,0.864,4.701343831,2,"['Temperature', 'Contact time']"
1969,815.8,2.25,0.936,4.701343831,2,"['Temperature', 'Contact time']"
1970,815.8,2.25,1.008,4.701343831,2,"['Temperature', 'Contact time']"
1971,815.8,2.25,1.08,4.701343831,2,"['Temperature', 'Contact time']"
1972,815.8,2.25,1.152,4.701343831,2,"['Temperature', 'Contact time']"
1973,815.8,2.25,1.224,4.701343831,2,"['Temperature', 'Contact time']"
1974,815.8,2.25,1.296,4.701343831,2,"['Temperature', 'Contact time']"
1975,815.8,2.25,1.368,4.701343831,2,"['Temperature', 'Contact time']"
1976,815.8,2.25,1.44,4.701343831,2,"['Temperature', 'Contact time']"
1986,815.8,2.5,0.648,4.682910717,2,"['Temperature', 'Contact time']"
1987,815.8,2.5,0.72,4.682910717,2,"['Temperature', 'Contact time']"
1988,815.8,2.5,0.792,4.682910717,2,"['Temperature', 'Contact time']"
1989,815.8,2.5,0.864,4.682910717,2,"['Temperature', 'Contact time']"
1990,815.8,2.5,0.936,4.682910717,2,"['Temperature', 'Contact time']"
1991,815.8,2.5,1.008,4.682910717,2,"['Temperature', 'Contact time']"
1992,815.8,2.5,1.08,4.682910717,2,"['Temperature', 'Contact time']"
1993,815.8,2.5,1.152,4.682910717,2,"['Temperature', 'Contact time']"
1994,815.8,2.5,1.224,4.682910717,2,"['Temperature', 'Contact time']"
1995,815.8,2.5,1.296,4.682910717,2,"['Temperature', 'Contact time']"
1996,815.8,2.5,1.368,4.682910717,2,"['Temperature', 'Contact time']"
1997,815.8,2.5,1.44,4.682910717,2,"['Temperature', 'Contact time']"
2007,815.8,2.75,0.648,4.550441612,2,"['Temperature', 'Contact time']"
2008,815.8,2.75,0.72,4.550441612,2,"['Temperature', 'Contact time']"
2009,815.8,2.75,0.792,4.550441612,2,"['Temperature', 'Contact time']"
2010,815.8,2.75,0.864,4.550441612,2,"['Temperature', 'Contact time']"
2011,815.8,2.75,0.936,4.550441612,2,"['Temperature', 'Contact time']"
2012,815.8,2.75,1.008,4.550441612,2,"['Temperature', 'Contact time']"
2013,815.8,2.75,1.08,4.550441612,2,"['Temperature', 'Contact time']"
2014,815.8,2.75,1.152,4.550441612,2,"['Temperature', 'Contact time']"
2015,815.8,2.75,1.224,4.550441612,2,"['Temperature', 'Contact time']"
2016,815.8,2.75,1.296,4.550441612,2,"['Temperature', 'Contact time']"
2017,815.8,2.75,1.368,4.550441612,2,"['Temperature', 'Contact time']"
2018,815.8,2.75,1.44,4.550441612,2,"['Temperature', 'Contact time']"
2028,815.8,3.0000000000000004,0.648,3.352292825,2,"['Temperature', 'Contact time']"
2029,815.8,3.0000000000000004,0.72,3.352292825,2,"['Temperature', 'Contact time']"
2030,815.8,3.0000000000000004,0.792,3.352292825,2,"['Temperature', 'Contact time']"
2031,815.8,3.0000000000000004,0.864,3.352292825,2,"['Temperature', 'Contact time']"
2032,815.8,3.0000000000000004,0.936,3.352292825,2,"['Temperature', 'Contact time']"
2033,815.8,3.0000000000000004,1.008,3.352292825,2,"['Temperature', 'Contact time']"
2034,815.8,3.0000000000000004,1.08,3.352292825,2,"['Temperature', 'Contact time']"
2035,815.8,3.0000000000000004,1.152,3.352292825,2,"['Temperature', 'Contact time']"
2036,815.8,3.0000000000000004,1.224,3.352292825,2,"['Temperature', 'Contact time']"
2037,815.8,3.0000000000000004,1.296,3.352292825,2,"['Temperature', 'Contact time']"
2038,815.8,3.0000000000000004,1.368,3.352292825,2,"['Temperature', 'Contact time']"
2039,815.8,3.0000000000000004,1.44,3.352292825,2,"['Temperature', 'Contact time']"
2049,815.8,3.25,0.648,3.352292825,2,"['Temperature', 'Contact time']"
2050,815.8,3.25,0.72,3.352292825,2,"['Temperature', 'Contact time']"
2051,815.8,3.25,0.792,3.352292825,2,"['Temperature', 'Contact time']"
2052,815.8,3.25,0.864,3.352292825,2,"['Temperature', 'Contact time']"
2053,815.8,3.25,0.936,3.352292825,2,"['Temperature', 'Contact time']"
2054,815.8,3.25,1.008,3.352292825,2,"['Temperature', 'Contact time']"
2055,815.8,3.25,1.08,3.352292825,2,"['Temperature', 'Contact time']"
2056,815.8,3.25,1.152,3.352292825,2,"['Temperature', 'Contact time']"
2057,815.8,3.25,1.224,3.352292825,2,"['Temperature', 'Contact time']"
2058,815.8,3.25,1.296,3.352292825,2,"['Temperature', 'Contact time']"
2059,815.8,3.25,1.368,3.352292825,2,"['Temperature', 'Contact time']"
2060,815.8,3.25,1.44,3.352292825,2,"['Temperature', 'Contact time']"
2070,815.8,3.5,0.648,3.352292825,2,"['Temperature', 'Contact time']"
