Data Order,Temperature,pCH4_per_pO2,Contact time,R2,RMSE,MAE,Hard extrapolative error,Easy extrapolative error,n_estimators,max_depth,min_child_weight,gamma,subsample,colsample_bytree,learning_rate
26,1.0207419719698547,-2.9778593737330463,1.8027011939101962,0.5634941394591516,0.9318244830664568,0.7221889009668571,[2.36678495],[12.71674447],990,19,3.5486377625521937,0.0,0.6228792029498265,0.5,0.1
27,1.0207419719698547,-4.493192593982707,0.5363873480895702,0.5433229375401774,0.9530402093408756,0.7366240623657045,[1.35653581],[12.61224274],946,23,3.0730077224964503,0.0,0.5,1.0,0.1
28,1.0207419719698547,-4.493192593982707,7.7343818401226,0.5714548494743321,0.9232146896727027,0.7115142574948362,[1.87616911],[12.52011446],312,12,6.385990377686684,0.0,1.0,0.5,0.1
29,1.0207419719698547,-4.493192593982707,4.1353845941060845,0.5809703069448806,0.9129075798902688,0.6957225368548071,[1.43247881],[12.44343047],954,14,2.1929785519988307,0.0,1.0,1.0,0.1
30,1.0207419719698547,-4.493192593982707,2.935718845433913,0.572781755546846,0.9217843049100902,0.7092945459144037,[0.99447431],[12.50697331],300,21,4.136321696604368,0.0063990589371587,0.8684299488124725,0.9731912068742437,0.0854661197606806
31,1.0207419719698547,-4.493192593982707,1.53610880531638,0.5775287072788748,0.9166996347935514,0.6988910040200782,[1.23388567],[12.40501551],954,14,2.611570843802004,0.0,1.0,1.0,0.1
32,1.0207419719698547,-4.493192593982707,0.936275930980294,0.5481911486841291,0.9480008420093444,0.7320633937388119,[1.17689409],[12.60647921],960,16,5.181256853301317,0.0,1.0,1.0,0.0938282099865833
33,1.0207419719698547,-4.493192593982707,0.5363873480895702,0.5470628973069742,0.9491297221518078,0.7329485562869659,[1.21574106],[12.60929207],960,16,5.181256853301317,0.0,1.0,1.0,0.0938282099865833
34,0.6553305455930497,-4.796259238032639,-1.729647954957865,0.5159202564289924,0.9813193119278202,0.7677152719473631,[3.22832479],[12.72202687],952,1,2.6251502959637474,0.0,1.0,1.0,0.1
35,2.7403251549195256,-4.6447259160076735,-1.729647954957865,0.572363726887477,0.9221988940270404,0.715029759919595,[3.05137434],[12.68521933],315,19,4.243303647896504,0.0,1.0,0.5,0.1
36,3.213210530230685,-4.796259238032639,-1.729647954957865,0.571820500150247,0.9227840669660776,0.7141083969441196,[3.33468332],[12.70994334],952,1,2.6251502959637474,0.0,1.0,1.0,0.1
37,2.073986671526528,-4.341659271957741,-0.9298707891764172,0.5534870540854935,0.9424813001928339,0.7321643285899939,[3.00748625],[12.79637103],315,19,4.243303647896504,0.0,1.0,0.5,0.1
38,2.8263043140670088,-4.341659271957741,-0.9298707891764172,0.5472145784635072,0.949065395350435,0.7334115285849563,[2.15942755],[12.60489754],972,19,4.350186885744958,0.0,0.5,1.0,0.1
39,3.4711480076731354,-4.341659271957741,-0.9298707891764172,0.5541144909678659,0.9417840456581646,0.7290951350761993,[3.11705389],[12.68494133],960,9,7.395908686155844,0.0,1.0,0.5,0.1
40,0.48337222729808266,-2.9778593737330463,0.5363873480895702,0.5500067976455665,0.9460914524917603,0.7323193238404873,[2.00689306],[12.62639622],882,19,4.1236014221314825,0.000142394271253,0.6418870825459336,0.976514959620397,0.0814297089835165
41,1.0207419719698547,-2.9778593737330463,0.5363873480895702,0.5431560035689968,0.9532658503160182,0.7355683024611751,[1.26265707],[12.60981135],928,15,2.100401945135282,0.0,1.0,1.0,0.1
42,1.0207419719698547,-2.9778593737330463,0.5363873480895702,0.562191633980069,0.9331943533283836,0.7245106146315896,[2.71238794],[12.74201731],937,5,3.7116877487261575,0.0,0.5,0.5,0.1
43,-2.6333722917981954,-2.9778593737330463,0.6030354452380242,0.5636718017280627,0.9316034297329144,0.722650220944595,[2.87246599],[12.71520953],303,14,4.167224238636913,0.0,1.0,0.5,0.1
44,-2.310950444995132,-2.9778593737330463,0.6030354452380242,0.5890076062027089,0.9041517570769358,0.6954569741236886,[2.61908808],[12.73680262],951,13,2.6632193972603053,0.0,1.0,0.5,0.1
45,-1.9885285981920688,-2.9778593737330463,0.6030354452380242,0.5633425811386514,0.9319701762365867,0.7226473128558387,[2.68004598],[12.72110562],959,13,4.278783497624151,0.0,1.0,0.5,0.1
46,-1.4511588535202968,-2.9778593737330463,0.6030354452380242,0.5576298863484213,0.938057137696227,0.7256517277403354,[3.0487565],[12.65530924],960,9,7.395908686155844,0.0,1.0,0.5,0.1
47,-1.1287370067172335,-2.9778593737330463,0.6030354452380242,0.5502261368540942,0.945877412251015,0.7324067071943923,[2.12946882],[12.62714772],882,19,4.1236014221314825,0.000142394271253,0.6418870825459336,0.976514959620397,0.0814297089835165
48,-0.37641936417675265,-2.9778593737330463,0.6030354452380242,0.5461781067497826,0.9501444157910175,0.7320139133806322,[0.84830084],[12.53215556],928,15,2.100401945135282,0.0,1.0,1.0,0.1
49,-0.05399751737368938,-2.9778593737330463,0.6030354452380242,0.5606715159998341,0.9348680373653201,0.7258927828545761,[2.6183032],[12.74858765],937,5,3.7116877487261575,0.0,0.5,0.5,0.1
50,-0.6988412109798159,-2.9778593737330463,-0.5966303034341474,0.5646269835081991,0.9305836273878076,0.7216243535608605,[2.88238993],[12.70917372],303,14,4.167224238636913,0.0,1.0,0.5,0.1
51,-0.1614714663080438,-2.9778593737330463,-0.5966303034341474,0.5879996472525837,0.9053060502339486,0.6968760010661608,[2.66736975],[12.73604731],951,13,2.6632193972603053,0.0,1.0,0.5,0.1
52,0.26842432942937383,-2.9778593737330463,-0.5966303034341474,0.5631601607650808,0.9322141490708995,0.722951423688669,[2.69792833],[12.72343735],959,13,4.278783497624151,0.0,1.0,0.5,0.1
53,1.0207419719698547,-2.9778593737330463,-0.5966303034341474,0.558243426647601,0.9374463904195757,0.7252358150419496,[3.53517427],[12.66210227],960,9,7.395908686155844,0.0,1.0,0.5,0.1
54,1.4506377677072724,-2.9778593737330463,-0.5966303034341474,0.550457472271289,0.9456597183531814,0.7322797427504238,[2.37459554],[12.63643174],882,19,4.1236014221314825,0.000142394271253,0.6418870825459336,0.976514959620397,0.0814297089835165
