Data Order,Temperature,pCH4_per_pO2,Contact time,R2,RMSE,MAE,Hard extrapolative error,Easy extrapolative error,n_estimators,max_depth,min_child_weight,gamma,subsample,colsample_bytree,learning_rate
641,-6.003755330379549,-4.114359288920292,-1.3830778497859042,0.5658030377377903,0.9293651128263016,0.7204928788723296,[3.13962736],[12.71333508],963,1,4.297178247165456,0.0,1.0,1.0,0.1
642,-6.003755330379549,-4.114359288920292,-0.9032115503170357,0.5447544850075416,0.9515772451628782,0.7334962442717211,[0.8682517],[12.61218028],953,12,2.978321013886104,0.0,1.0,1.0,0.1
643,-6.003755330379549,-4.114359288920292,-0.42334525084816704,0.5455436336794401,0.9507521281593112,0.7326330898785409,[0.88125696],[12.61178402],953,12,2.978321013886104,0.0,1.0,1.0,0.1
644,-6.003755330379549,-4.114359288920292,0.05652104862070149,0.5447301375817438,0.9516026909342686,0.7333995445750205,[0.89634504],[12.61199908],953,12,2.978321013886104,0.0,1.0,1.0,0.1
645,-6.003755330379549,-4.114359288920292,0.5363873480895702,0.5453703539480801,0.9510007492940098,0.7326605724766296,[0.92142858],[12.60518746],953,12,2.978321013886104,0.0,1.0,1.0,0.1
646,-6.003755330379549,-4.114359288920292,1.016253647558439,0.5488432780563048,0.9473248724183826,0.7291228892678647,[0.8524312],[12.60999636],953,12,2.978321013886104,0.0,1.0,1.0,0.1
647,-6.003755330379549,-4.114359288920292,1.4961199470273077,0.5778191860302779,0.9163987122906089,0.699807138489865,[0.86927023],[12.61848406],953,12,2.978321013886104,0.0,1.0,1.0,0.1
648,-6.003755330379549,-4.114359288920292,1.975986246496176,0.7373609335429709,0.7228159114567088,0.515285454366428,[1.07143011],[10.126249],953,12,2.978321013886104,0.0,1.0,1.0,0.1
649,-6.003755330379549,-4.114359288920292,2.455852545965045,0.7373609335429709,0.7228159114567088,0.515285454366428,[1.07143011],[10.126249],953,12,2.978321013886104,0.0,1.0,1.0,0.1
650,-6.003755330379549,-4.114359288920292,2.935718845433913,0.7373609335429709,0.7228159114567088,0.515285454366428,[1.07143011],[10.126249],953,12,2.978321013886104,0.0,1.0,1.0,0.1
651,-6.003755330379549,-4.114359288920292,3.4155851449027828,0.7373609335429709,0.7228159114567088,0.515285454366428,[1.07143011],[10.126249],953,12,2.978321013886104,0.0,1.0,1.0,0.1
652,-6.003755330379549,-4.114359288920292,3.89545144437165,0.7373609335429709,0.7228159114567088,0.515285454366428,[1.07143011],[10.126249],953,12,2.978321013886104,0.0,1.0,1.0,0.1
653,-6.003755330379549,-4.114359288920292,4.37531774384052,0.7373609335429709,0.7228159114567088,0.515285454366428,[1.07143011],[10.126249],953,12,2.978321013886104,0.0,1.0,1.0,0.1
654,-6.003755330379549,-4.114359288920292,4.8551840433093885,0.7373609335429709,0.7228159114567088,0.515285454366428,[1.07143011],[10.126249],953,12,2.978321013886104,0.0,1.0,1.0,0.1
655,-6.003755330379549,-4.114359288920292,5.335050342778257,0.7341787230976922,0.7271816498438363,0.5177269762462964,[1.07388487],[10.32578628],336,11,2.2172022363693653,0.0,1.0,1.0,0.1
656,-6.003755330379549,-4.114359288920292,5.814916642247125,0.5766845395609468,0.9176564177663199,0.7071921936775698,[2.41520204],[12.61297421],979,9,3.0478820888962384,0.0,1.0,0.5,0.1
657,-6.003755330379549,-4.114359288920292,6.294782941715995,0.5766845395609468,0.9176564177663199,0.7071921936775698,[2.41520204],[12.61297421],979,9,3.0478820888962384,0.0,1.0,0.5,0.1
658,-6.003755330379549,-4.114359288920292,6.774649241184863,0.5766845395609468,0.9176564177663199,0.7071921936775698,[2.41520204],[12.61297421],979,9,3.0478820888962384,0.0,1.0,0.5,0.1
659,-6.003755330379549,-4.114359288920292,7.254515540653732,0.5766845395609468,0.9176564177663199,0.7071921936775698,[2.41520204],[12.61297421],979,9,3.0478820888962384,0.0,1.0,0.5,0.1
660,-6.003755330379549,-4.114359288920292,7.7343818401226,0.5766845395609468,0.9176564177663199,0.7071921936775698,[2.41520204],[12.61297421],979,9,3.0478820888962384,0.0,1.0,0.5,0.1
661,-6.003755330379549,-3.7355259838578765,-1.862944149254773,0.5800568746340339,0.9140060346843057,0.7070942856892501,[2.69379511],[12.70410304],979,9,3.0478820888962384,0.0,1.0,0.5,0.1
662,-6.003755330379549,-3.7355259838578765,-1.3830778497859042,0.5602273817146068,0.935313021605541,0.7257071530883408,[2.49988546],[12.74347882],979,9,3.0478820888962384,0.0,1.0,0.5,0.1
663,-6.003755330379549,-3.7355259838578765,-0.9032115503170357,0.5615882347005302,0.9338181496088046,0.7241687730018982,[2.49346533],[12.733079],979,9,3.0478820888962384,0.0,1.0,0.5,0.1
664,-6.003755330379549,-3.7355259838578765,-0.42334525084816704,0.5636868917863433,0.9315803959860205,0.7218726193762198,[2.46834268],[12.71892218],979,9,3.0478820888962384,0.0,1.0,0.5,0.1
665,-6.003755330379549,-3.7355259838578765,0.05652104862070149,0.5636879198402419,0.9315792984766813,0.7218713168606291,[2.46859159],[12.71891455],979,9,3.0478820888962384,0.0,1.0,0.5,0.1
666,-6.003755330379549,-3.7355259838578765,0.5363873480895702,0.5648111992165212,0.9304451797710652,0.7208284664361307,[2.46272459],[12.71259312],979,9,3.0478820888962384,0.0,1.0,0.5,0.1
667,-6.003755330379549,-3.7355259838578765,1.016253647558439,0.5651908425285261,0.9300032252079037,0.7204150039740447,[2.45984926],[12.71015172],979,9,3.0478820888962384,0.0,1.0,0.5,0.1
668,-6.003755330379549,-3.7355259838578765,1.4961199470273077,0.5670708479905688,0.9279904971726085,0.7181160168022546,[2.46031942],[12.691155],979,9,3.0478820888962384,0.0,1.0,0.5,0.1
669,-6.003755330379549,-3.7355259838578765,1.975986246496176,0.5718567575148398,0.9228742322408039,0.709724076660036,[3.03087892],[12.54435496],960,9,7.395908686155844,0.0,1.0,0.5,0.1
670,-6.003755330379549,-3.7355259838578765,2.455852545965045,0.6040438761682565,0.8875064240299333,0.6757896070280252,[2.1994008],[12.38022236],882,19,4.1236014221314825,0.000142394271253,0.6418870825459336,0.976514959620397,0.0814297089835165
671,-6.003755330379549,-3.7355259838578765,2.935718845433913,0.7364298309131594,0.7240959206886975,0.5162590508905649,[1.07282629],[10.24299852],928,15,2.100401945135282,0.0,1.0,1.0,0.1
672,-6.003755330379549,-3.7355259838578765,3.4155851449027828,0.5756963659791994,0.918726723067231,0.708795358833058,[2.66242018],[12.63612465],937,5,3.7116877487261575,0.0,0.5,0.5,0.1
673,-6.003755330379549,-3.7355259838578765,3.89545144437165,0.5789801300031583,0.9151647202153337,0.7055399690535706,[2.8935317],[12.59966902],303,14,4.167224238636913,0.0,1.0,0.5,0.1
674,-6.003755330379549,-3.7355259838578765,4.37531774384052,0.766906847370468,0.6809460910022058,0.506712326081673,[3.63300791],[9.76311914],951,13,2.6632193972603053,0.0,1.0,0.5,0.1
675,-6.003755330379549,-3.7355259838578765,4.8551840433093885,0.5774308903539423,0.9168469538533353,0.7067857061685454,[2.66571226],[12.60782532],959,13,4.278783497624151,0.0,1.0,0.5,0.1
676,-6.003755330379549,-3.7355259838578765,5.335050342778257,0.5718567575148398,0.9228742322408039,0.709724076660036,[3.03087892],[12.54435496],960,9,7.395908686155844,0.0,1.0,0.5,0.1
677,-6.003755330379549,-3.7355259838578765,5.814916642247125,0.6040438761682565,0.8875064240299333,0.6757896070280252,[2.1994008],[12.38022236],882,19,4.1236014221314825,0.000142394271253,0.6418870825459336,0.976514959620397,0.0814297089835165
678,-6.003755330379549,-3.7355259838578765,6.294782941715995,0.7364298309131594,0.7240959206886975,0.5162590508905649,[1.07282629],[10.24299852],928,15,2.100401945135282,0.0,1.0,1.0,0.1
679,-6.003755330379549,-3.7355259838578765,6.774649241184863,0.5756963659791994,0.918726723067231,0.708795358833058,[2.66242018],[12.63612465],937,5,3.7116877487261575,0.0,0.5,0.5,0.1
680,-6.003755330379549,-3.7355259838578765,7.254515540653732,0.5789801300031583,0.9151647202153337,0.7055399690535706,[2.8935317],[12.59966902],303,14,4.167224238636913,0.0,1.0,0.5,0.1
681,-6.003755330379549,-3.7355259838578765,7.7343818401226,0.766906847370468,0.6809460910022058,0.506712326081673,[3.63300791],[9.76311914],951,13,2.6632193972603053,0.0,1.0,0.5,0.1
682,-6.003755330379549,-3.3566926787954614,-1.862944149254773,0.5791223536008805,0.9150215408037443,0.7080745635829465,[2.97441854],[12.70841078],959,13,4.278783497624151,0.0,1.0,0.5,0.1
683,-6.003755330379549,-3.3566926787954614,-1.3830778497859042,0.5552816950594917,0.9405561285948538,0.7282925439980225,[3.08831968],[12.67279677],960,9,7.395908686155844,0.0,1.0,0.5,0.1
684,-6.003755330379549,-3.3566926787954614,-0.9032115503170357,0.5501695487379061,0.9459008945638401,0.7325519078931831,[2.14554682],[12.62983851],882,19,4.1236014221314825,0.000142394271253,0.6418870825459336,0.976514959620397,0.0814297089835165
685,-6.003755330379549,-3.3566926787954614,-0.42334525084816704,0.5455436337384083,0.9507521280976285,0.732633089768826,[0.88125696],[12.61178402],928,15,2.100401945135282,0.0,1.0,1.0,0.1
686,-6.003755330379549,-3.3566926787954614,0.05652104862070149,0.5625030858000509,0.9328433232333118,0.7239629329209191,[2.65352144],[12.7389441],937,5,3.7116877487261575,0.0,0.5,0.5,0.1
687,-6.003755330379549,-3.3566926787954614,0.5363873480895702,0.5669634721986907,0.9281407650281912,0.7193304568140649,[2.89067545],[12.69979243],303,14,4.167224238636913,0.0,1.0,0.5,0.1
688,-6.003755330379549,-3.3566926787954614,1.016253647558439,0.5906209337121195,0.9023959312360741,0.694102226307566,[2.64882555],[12.71877865],951,13,2.6632193972603053,0.0,1.0,0.5,0.1
689,-6.003755330379549,-3.3566926787954614,1.4961199470273077,0.5673893682964807,0.9276473474451288,0.7181759176097845,[2.68810835],[12.68920474],959,13,4.278783497624151,0.0,1.0,0.5,0.1
690,-6.003755330379549,-3.3566926787954614,1.975986246496176,0.5713853327595093,0.9233811203653504,0.7102642415222978,[3.03258409],[12.54815535],960,9,7.395908686155844,0.0,1.0,0.5,0.1
691,-6.003755330379549,-3.3566926787954614,2.455852545965045,0.6024280923995894,0.8893143929823409,0.6774920708230536,[2.19199934],[12.38104205],882,19,4.1236014221314825,0.000142394271253,0.6418870825459336,0.976514959620397,0.0814297089835165
692,-6.003755330379549,-3.3566926787954614,2.935718845433913,0.7324486598892931,0.7295432467981753,0.5201100619913636,[1.06798258],[10.28216116],928,15,2.100401945135282,0.0,1.0,1.0,0.1
693,-6.003755330379549,-3.3566926787954614,3.4155851449027828,0.5752049829564769,0.9192575028588855,0.7093635102734741,[2.66798582],[12.63986592],937,5,3.7116877487261575,0.0,0.5,0.5,0.1
694,-6.003755330379549,-3.3566926787954614,3.89545144437165,0.5784737717928643,0.9157138388893907,0.7061143798465549,[2.88724985],[12.60358815],303,14,4.167224238636913,0.0,1.0,0.5,0.1
695,-6.003755330379549,-3.3566926787954614,4.37531774384052,0.7647443389443931,0.684096735164972,0.5065199446878873,[3.61552896],[9.83404581],951,13,2.6632193972603053,0.0,1.0,0.5,0.1
696,-6.003755330379549,-3.3566926787954614,4.8551840433093885,0.5769597626970631,0.9173568640748117,0.7073247122428554,[2.66659822],[12.61169199],959,13,4.278783497624151,0.0,1.0,0.5,0.1
697,-6.003755330379549,-3.3566926787954614,5.335050342778257,0.5827172314228868,0.9110929832296666,0.7026193103632943,[2.82387819],[12.58013443],942,13,5.154423905500086,0.0,1.0,0.5,0.1
698,-6.003755330379549,-3.3566926787954614,5.814916642247125,0.6029422404282816,0.888739167272579,0.6756035953820224,[1.05026426],[12.35635619],324,22,5.0895585639401135,0.0,1.0,0.6786952164486505,0.1
699,-6.003755330379549,-3.3566926787954614,6.294782941715995,0.5756185634324589,0.918809899281966,0.7090580711091896,[2.56029024],[12.63621144],990,19,3.5643931073551696,0.0,0.630361890510452,0.5,0.1
700,-6.003755330379549,-3.3566926787954614,6.774649241184863,0.5755048209571522,0.9189330204904941,0.709185288880012,[2.55629721],[12.63711552],990,19,3.561755973894625,0.0,0.6306104764955753,0.5,0.1
701,-6.003755330379549,-3.3566926787954614,7.254515540653732,0.5784423522115077,0.915747965839765,0.7061363237396935,[2.86601629],[12.60344986],328,29,4.297609395655268,0.0,1.0,0.5,0.1
702,-6.003755330379549,-3.3566926787954614,7.7343818401226,0.5763700837446455,0.9179959967281653,0.7084355157747746,[2.99507513],[12.6352549],951,1,4.47102888744196,0.0,1.0,1.0,0.1
703,-6.003755330379549,-2.9778593737330463,-1.862944149254773,0.5670343773858821,0.9280699813857524,0.7163508618659749,[2.13793268],[12.72561364],890,29,5.17609953452272,0.0044133794494594,0.7762264151801228,0.914378539827363,0.0992958530816807
704,-6.003755330379549,-2.9778593737330463,-1.3830778497859042,0.5820360116045906,0.9118200049498039,0.6996425600831347,[1.09187498],[12.07459514],970,4,1.0,0.0,1.0,1.0,0.1
705,-6.003755330379549,-2.9778593737330463,-0.9032115503170357,0.5421992311077539,0.9542440688312233,0.7388208414300883,[1.46463766],[12.6120625],971,14,2.5363276850813974,0.0,0.5,1.0,0.1
706,-6.003755330379549,-2.9778593737330463,-0.42334525084816704,0.5636845506412954,0.9315828952942742,0.721877018202547,[2.48376837],[12.71914916],951,11,3.361150537171891,0.0,1.0,0.5,0.1
707,-6.003755330379549,-2.9778593737330463,0.05652104862070149,0.6329361780086229,0.8544605207933262,0.6368902671254142,[3.33689966],[11.72074429],927,1,1.0,0.0,0.5,1.0,0.1
708,-6.003755330379549,-2.9778593737330463,0.5363873480895702,0.5453905247195046,0.9509709845295831,0.7328243977945362,[0.84836092],[12.61057572],954,13,2.09834203902564,0.0,1.0,1.0,0.1
709,-6.003755330379549,-2.9778593737330463,1.016253647558439,0.562939270568678,0.9323892888540108,0.7231136461699919,[2.69166555],[12.72396664],974,15,4.131645345749562,0.0,1.0,0.5,0.1
710,-6.003755330379549,-2.9778593737330463,1.4961199470273077,0.549189902760588,0.9469416090237287,0.7302324114266715,[1.68012132],[12.59851841],945,20,5.334983280140752,0.0,0.5,1.0,0.1
711,-6.003755330379549,-2.9778593737330463,1.975986246496176,0.6038277261369438,0.8877370245420682,0.6747191499406752,[2.06130209],[12.59505324],972,14,4.112754274878726,0.0,0.5,1.0,0.1
712,-6.003755330379549,-2.9778593737330463,2.455852545965045,0.7145551712591695,0.753534921572771,0.5378093216719709,[1.58391466],[10.81138222],971,14,2.5363276850813974,0.0,0.5,1.0,0.1
713,-6.003755330379549,-2.9778593737330463,2.935718845433913,0.5718549886659071,0.9228640706888581,0.7127005811553555,[2.45047655],[12.65241389],951,11,3.361150537171891,0.0,1.0,0.5,0.1
714,-6.003755330379549,-2.9778593737330463,3.4155851449027828,0.6864959141538352,0.7897031981018717,0.5881186115546055,[3.53872289],[11.0883476],927,1,1.0,0.0,0.5,1.0,0.1
715,-6.003755330379549,-2.9778593737330463,3.89545144437165,0.7143578822715076,0.7537952844309362,0.5496318448059271,[3.19377127],[10.90444962],946,30,2.6822694710553248,0.0,0.5,0.5,0.1
716,-6.003755330379549,-2.9778593737330463,4.37531774384052,0.6946263703928928,0.7793957973779544,0.5522562203424559,[1.06419172],[11.27665345],319,35,2.246490154835898,0.0,1.0,1.0,0.1
717,-6.003755330379549,-2.9778593737330463,4.8551840433093885,0.713991676662907,0.754278328816404,0.5501376607797029,[3.21789827],[10.89583508],967,5,2.4816054855509213,0.0,0.5,0.5,0.1
718,-6.003755330379549,-2.9778593737330463,5.335050342778257,0.6943050895609622,0.7798056872282018,0.5526687316295159,[1.06284704],[11.2827243],307,43,2.133277772954682,0.0,1.0,1.0,0.1
719,-6.003755330379549,-2.9778593737330463,5.814916642247125,0.7145551712591695,0.753534921572771,0.5378093216719709,[1.58391466],[10.81138222],971,14,2.5363276850813974,0.0,0.5,1.0,0.1
720,-6.003755330379549,-2.9778593737330463,6.294782941715995,0.5718549886659071,0.9228640706888581,0.7127005811553555,[2.45047655],[12.65241389],951,11,3.361150537171891,0.0,1.0,0.5,0.1
721,-6.003755330379549,-2.9778593737330463,6.774649241184863,0.6864959141538352,0.7897031981018717,0.5881186115546055,[3.53872289],[11.0883476],927,1,1.0,0.0,0.5,1.0,0.1
722,-6.003755330379549,-2.9778593737330463,7.254515540653732,0.5741860235575567,0.9203483757956303,0.710995498459961,[2.89155092],[12.6385837],303,14,4.640518708770734,0.0,1.0,0.5,0.1
723,-6.003755330379549,-2.9778593737330463,7.7343818401226,0.6945185890248002,0.7795333287922204,0.5523900692972986,[1.06347074],[11.27842252],315,29,2.1912768864043044,0.0,1.0,1.0,0.1
724,-6.003755330379549,-2.5990260686706312,-1.862944149254773,0.5598013610486068,0.9357899265530544,0.7186699025710379,[1.05946436],[12.61085896],322,28,2.462143961437156,0.0,1.0,1.0,0.1
725,-6.003755330379549,-2.5990260686706312,-1.3830778497859042,0.5455172792462208,0.9508201392668733,0.7327433654303573,[0.87117472],[12.61094574],957,18,2.863419119819824,0.0,1.0,1.0,0.1
726,-6.003755330379549,-2.5990260686706312,-0.9032115503170357,0.5421992311077539,0.9542440688312233,0.7388208414300883,[1.46463766],[12.6120625],971,14,2.5363276850813974,0.0,0.5,1.0,0.1
727,-6.003755330379549,-2.5990260686706312,-0.42334525084816704,0.5636845506412954,0.9315828952942742,0.721877018202547,[2.48376837],[12.71914916],951,11,3.361150537171891,0.0,1.0,0.5,0.1
728,-6.003755330379549,-2.5990260686706312,0.05652104862070149,0.6329361780086229,0.8544605207933262,0.6368902671254142,[3.33689966],[11.72074429],927,1,1.0,0.0,0.5,1.0,0.1
729,-6.003755330379549,-2.5990260686706312,0.5363873480895702,0.5703041586244386,0.9245461614293249,0.7171944073904419,[3.05779161],[12.68391566],303,14,5.454601380215768,0.0,1.0,0.5,0.1
730,-6.003755330379549,-2.5990260686706312,1.016253647558439,0.5524269815464937,0.9435356880363844,0.7305948495626304,[1.92378607],[12.61951737],964,14,5.055350719495681,0.0,0.8146664064879156,0.8791380844720765,0.0842737945544105
731,-6.003755330379549,-2.5990260686706312,1.4961199470273077,0.5522191250903615,0.943754755330023,0.7264922974658516,[0.91866388],[12.61030011],306,15,2.500016532315993,0.0,1.0,1.0,0.1
732,-6.003755330379549,-2.5990260686706312,1.975986246496176,0.697209480576287,0.7760924001526766,0.5487033510047091,[1.06786814],[11.22107474],957,18,2.863419119819824,0.0,1.0,1.0,0.1
733,-6.003755330379549,-2.5990260686706312,2.455852545965045,0.7145551712591695,0.753534921572771,0.5378093216719709,[1.58391466],[10.81138222],971,14,2.5363276850813974,0.0,0.5,1.0,0.1
734,-6.003755330379549,-2.5990260686706312,2.935718845433913,0.5718549886659071,0.9228640706888581,0.7127005811553555,[2.45047655],[12.65241389],951,11,3.361150537171891,0.0,1.0,0.5,0.1
735,-6.003755330379549,-2.5990260686706312,3.4155851449027828,0.6864959141538352,0.7897031981018717,0.5881186115546055,[3.53872289],[11.0883476],927,1,1.0,0.0,0.5,1.0,0.1
736,-6.003755330379549,-2.5990260686706312,3.89545144437165,0.5797518386887894,0.9143136534576528,0.7064438017893696,[3.03639974],[12.60735135],303,14,5.454601380215768,0.0,1.0,0.5,0.1
737,-6.003755330379549,-2.5990260686706312,4.37531774384052,0.5897884537972763,0.9033295854594501,0.6924384916648677,[1.93283548],[12.39155631],964,14,5.055350719495681,0.0,0.8146664064879156,0.8791380844720765,0.0842737945544105
738,-6.003755330379549,-2.5990260686706312,4.8551840433093885,0.6942472052971544,0.7798795130264113,0.5527300434281724,[1.06284227],[11.28369371],306,15,2.500016532315993,0.0,1.0,1.0,0.1
739,-6.003755330379549,-2.5990260686706312,5.335050342778257,0.697209480576287,0.7760924001526766,0.5487033510047091,[1.06786814],[11.22107474],957,18,2.863419119819824,0.0,1.0,1.0,0.1
740,-6.003755330379549,-2.5990260686706312,5.814916642247125,0.7145551712591695,0.753534921572771,0.5378093216719709,[1.58391466],[10.81138222],971,14,2.5363276850813974,0.0,0.5,1.0,0.1
741,-6.003755330379549,-2.5990260686706312,6.294782941715995,0.5718549886659071,0.9228640706888581,0.7127005811553555,[2.45047655],[12.65241389],951,11,3.361150537171891,0.0,1.0,0.5,0.1
742,-6.003755330379549,-2.5990260686706312,6.774649241184863,0.6864959141538352,0.7897031981018717,0.5881186115546055,[3.53872289],[11.0883476],927,1,1.0,0.0,0.5,1.0,0.1
743,-6.003755330379549,-2.5990260686706312,7.254515540653732,0.5797518386887894,0.9143136534576528,0.7064438017893696,[3.03639974],[12.60735135],303,14,5.454601380215768,0.0,1.0,0.5,0.1
744,-6.003755330379549,-2.5990260686706312,7.7343818401226,0.5897884537972763,0.9033295854594501,0.6924384916648677,[1.93283548],[12.39155631],964,14,5.055350719495681,0.0,0.8146664064879156,0.8791380844720765,0.0842737945544105
745,-6.003755330379549,-2.2201927636082157,-1.862944149254773,0.5600102722049725,0.9355678448167655,0.7184465513533548,[1.05935468],[12.61148362],306,15,2.500016532315993,0.0,1.0,1.0,0.1
746,-6.003755330379549,-2.2201927636082157,-1.3830778497859042,0.5455172792462208,0.9508201392668733,0.7327433654303573,[0.87117472],[12.61094574],957,18,2.863419119819824,0.0,1.0,1.0,0.1
747,-6.003755330379549,-2.2201927636082157,-0.9032115503170357,0.5421992311077539,0.9542440688312233,0.7388208414300883,[1.46463766],[12.6120625],971,14,2.5363276850813974,0.0,0.5,1.0,0.1
748,-6.003755330379549,-2.2201927636082157,-0.42334525084816704,0.5636845506412954,0.9315828952942742,0.721877018202547,[2.48376837],[12.71914916],951,11,3.361150537171891,0.0,1.0,0.5,0.1
749,-6.003755330379549,-2.2201927636082157,0.05652104862070149,0.6329361780086229,0.8544605207933262,0.6368902671254142,[3.33689966],[11.72074429],927,1,1.0,0.0,0.5,1.0,0.1
750,-6.003755330379549,-2.2201927636082157,0.5363873480895702,0.5703041586244386,0.9245461614293249,0.7171944073904419,[3.05779161],[12.68391566],303,14,5.454601380215768,0.0,1.0,0.5,0.1
751,-6.003755330379549,-2.2201927636082157,1.016253647558439,0.5524269815464937,0.9435356880363844,0.7305948495626304,[1.92378607],[12.61951737],964,14,5.055350719495681,0.0,0.8146664064879156,0.8791380844720765,0.0842737945544105
752,-6.003755330379549,-2.2201927636082157,1.4961199470273077,0.5522191250903615,0.943754755330023,0.7264922974658516,[0.91866388],[12.61030011],306,15,2.500016532315993,0.0,1.0,1.0,0.1
753,-6.003755330379549,-2.2201927636082157,1.975986246496176,0.7130183877786397,0.7555606467601931,0.5507565982341667,[3.17802133],[10.89340202],960,22,2.0239367065637834,0.0,0.5,0.5,0.1
754,-6.003755330379549,-2.2201927636082157,2.455852545965045,0.5731689351241529,0.9214468805822429,0.7119887532564775,[2.59539785],[12.64458947],955,36,3.8025720757718746,0.0,0.5,0.5300012723550349,0.1
755,-6.003755330379549,-2.2201927636082157,2.935718845433913,0.5731689351241529,0.9214468805822429,0.7119887532564775,[2.59539785],[12.64458947],955,36,3.8025720757718746,0.0,0.5,0.5300012723550349,0.1
756,-6.003755330379549,-2.2201927636082157,3.4155851449027828,0.5731689351241529,0.9214468805822429,0.7119887532564775,[2.59539785],[12.64458947],955,36,3.8025720757718746,0.0,0.5,0.5300012723550349,0.1
757,-6.003755330379549,-2.2201927636082157,3.89545144437165,0.5731689351241529,0.9214468805822429,0.7119887532564775,[2.59539785],[12.64458947],955,36,3.8025720757718746,0.0,0.5,0.5300012723550349,0.1
758,-6.003755330379549,-2.2201927636082157,4.37531774384052,0.5731689351241529,0.9214468805822429,0.7119887532564775,[2.59539785],[12.64458947],955,36,3.8025720757718746,0.0,0.5,0.5300012723550349,0.1
759,-6.003755330379549,-2.2201927636082157,4.8551840433093885,0.5731689351241529,0.9214468805822429,0.7119887532564775,[2.59539785],[12.64458947],955,36,3.8025720757718746,0.0,0.5,0.5300012723550349,0.1
760,-6.003755330379549,-2.2201927636082157,5.335050342778257,0.5731689351241529,0.9214468805822429,0.7119887532564775,[2.59539785],[12.64458947],955,36,3.8025720757718746,0.0,0.5,0.5300012723550349,0.1
761,-6.003755330379549,-2.2201927636082157,5.814916642247125,0.5731689351241529,0.9214468805822429,0.7119887532564775,[2.59539785],[12.64458947],955,36,3.8025720757718746,0.0,0.5,0.5300012723550349,0.1
762,-6.003755330379549,-2.2201927636082157,6.294782941715995,0.5731689351241529,0.9214468805822429,0.7119887532564775,[2.59539785],[12.64458947],955,36,3.8025720757718746,0.0,0.5,0.5300012723550349,0.1
763,-6.003755330379549,-2.2201927636082157,6.774649241184863,0.5731689351241529,0.9214468805822429,0.7119887532564775,[2.59539785],[12.64458947],955,36,3.8025720757718746,0.0,0.5,0.5300012723550349,0.1
764,-6.003755330379549,-2.2201927636082157,7.254515540653732,0.5731689351241529,0.9214468805822429,0.7119887532564775,[2.59539785],[12.64458947],955,36,3.8025720757718746,0.0,0.5,0.5300012723550349,0.1
765,-6.003755330379549,-2.2201927636082157,7.7343818401226,0.5731689351241529,0.9214468805822429,0.7119887532564775,[2.59539785],[12.64458947],955,36,3.8025720757718746,0.0,0.5,0.5300012723550349,0.1
766,-6.003755330379549,-1.8413594585458006,-1.862944149254773,0.5805894887407297,0.9134266395860353,0.7068600471370401,[2.87500753],[12.72127585],955,36,3.8025720757718746,0.0,0.5,0.5300012723550349,0.1
767,-6.003755330379549,-1.8413594585458006,-1.3830778497859042,0.5596052045418731,0.9359675085489109,0.7267315411136365,[2.72230902],[12.74640278],938,7,4.647845071532168,0.0,1.0,0.5,0.1
768,-6.003755330379549,-1.8413594585458006,-0.9032115503170357,0.5472794444507688,0.9489346768127698,0.7332405303240326,[2.10390177],[12.60948424],973,19,4.505994488377357,0.0,0.5,1.0,0.1
769,-6.003755330379549,-1.8413594585458006,-0.42334525084816704,0.5476815736473145,0.9485131373995876,0.7329805236858228,[2.09181394],[12.6073647],973,19,4.505994488377357,0.0,0.5,1.0,0.1
770,-6.003755330379549,-1.8413594585458006,0.05652104862070149,0.5479284399420121,0.948254262381263,0.7326814485162456,[2.0324048],[12.60778622],973,19,4.505994488377357,0.0,0.5,1.0,0.1
771,-6.003755330379549,-1.8413594585458006,0.5363873480895702,0.5484675973772741,0.9477471458408422,0.7320944863823582,[2.07292261],[12.59734683],973,19,4.505994488377357,0.0,0.5,1.0,0.1
772,-6.003755330379549,-1.8413594585458006,1.016253647558439,0.5488313691516946,0.9473180900713278,0.7316461306377688,[2.08259573],[12.6168447],973,19,4.505994488377357,0.0,0.5,1.0,0.1
773,-6.003755330379549,-1.8413594585458006,1.4961199470273077,0.5545250499460757,0.9413216048515662,0.7261827495673572,[2.08985414],[12.59751896],973,19,4.505994488377357,0.0,0.5,1.0,0.1
774,-6.003755330379549,-1.8413594585458006,1.975986246496176,0.6057538651333285,0.8855763631114664,0.6726351130180139,[2.06914415],[12.56052212],973,19,4.505994488377357,0.0,0.5,1.0,0.1
775,-6.003755330379549,-1.8413594585458006,2.455852545965045,0.6057538651333285,0.8855763631114664,0.6726351130180139,[2.06914415],[12.56052212],973,19,4.505994488377357,0.0,0.5,1.0,0.1
776,-6.003755330379549,-1.8413594585458006,2.935718845433913,0.6057538651333285,0.8855763631114664,0.6726351130180139,[2.06914415],[12.56052212],973,19,4.505994488377357,0.0,0.5,1.0,0.1
777,-6.003755330379549,-1.8413594585458006,3.4155851449027828,0.6057538651333285,0.8855763631114664,0.6726351130180139,[2.06914415],[12.56052212],973,19,4.505994488377357,0.0,0.5,1.0,0.1
778,-6.003755330379549,-1.8413594585458006,3.89545144437165,0.6057538651333285,0.8855763631114664,0.6726351130180139,[2.06914415],[12.56052212],973,19,4.505994488377357,0.0,0.5,1.0,0.1
779,-6.003755330379549,-1.8413594585458006,4.37531774384052,0.6057538651333285,0.8855763631114664,0.6726351130180139,[2.06914415],[12.56052212],973,19,4.505994488377357,0.0,0.5,1.0,0.1
