,Temperature,pCH4_per_pO2,Contact time,Y(C2)_predicted,Extrapolation Strength,Extrapolating Variables,R2,MAE
0,1092,2.1,0.15,16.14692869,1,['pCH4_per_pO2'],0.59783464,0.680190868
11,1004,1.9,0.04,2.683630681,1,['pCH4_per_pO2'],0.562629814,0.721923892
12,1056,1.8,0.04,8.897596318,1,['pCH4_per_pO2'],0.578938627,0.697258131
18,1073,2.5,0.05,13.57365084,1,['pCH4_per_pO2'],0.547225584,0.733453651
19,1073,2.5,0.05,13.57365084,1,['pCH4_per_pO2'],0.547225584,0.733453651
20,1073,2,0.55,19.8820515,1,['pCH4_per_pO2'],0.730799503,0.528983543
21,1013,2,0.55,14.1245331,1,['pCH4_per_pO2'],0.56478026,0.720121902
22,1033,2,0.55,17.9492458,1,['pCH4_per_pO2'],0.589475255,0.695968799
23,1053,2,0.55,17.54902468,1,['pCH4_per_pO2'],0.535055666,0.740539321
24,1073,2,0.55,19.8820515,1,['pCH4_per_pO2'],0.730799503,0.528983543
25,1093,2,0.55,21.33955063,1,['pCH4_per_pO2'],0.572989149,0.708717527
26,1073,1,0.55,21.62132605,1,['pCH4_per_pO2'],0.573500004,0.708632074
27,1073,2,0.55,19.8820515,1,['pCH4_per_pO2'],0.730799503,0.528983543
28,1073,3,0.55,15.20147869,1,['pCH4_per_pO2'],0.548724042,0.732435488
29,1073,2,0.36,19.64492159,1,['pCH4_per_pO2'],0.561741069,0.724619367
33,1073,2,0.51,16.93330668,1,['pCH4_per_pO2'],0.555288103,0.725832018
34,1073,2,0.42,16.50018111,1,['pCH4_per_pO2'],0.563028769,0.723461802
35,1073,2,0.36,19.64492159,1,['pCH4_per_pO2'],0.561741069,0.724619367
36,1056,1.8,0.02,12.0015191,1,['pCH4_per_pO2'],0.549540942,0.731575375
42,1048,3,0.36,16.68442834,1,['pCH4_per_pO2'],0.561041545,0.724552322
43,1073,3,0.36,16.69462651,1,['pCH4_per_pO2'],0.544179043,0.735132198
44,1073,3,0.36,16.69462651,1,['pCH4_per_pO2'],0.544179043,0.735132198
48,958,3,0.37,2.24500282,1,['pCH4_per_pO2'],0.546250409,0.732304751
49,973,3,0.37,2.480979227,1,['pCH4_per_pO2'],0.607143353,0.673441416
50,1008,3,0.37,4.401250498,1,['pCH4_per_pO2'],0.586539919,0.698627724
51,1023,3,0.37,9.717078236,1,['pCH4_per_pO2'],0.562396107,0.723747629
52,993,3,0.19,0.456602098,1,['pCH4_per_pO2'],0.612833253,0.665843912
53,1018,3,0.19,4.333238406,1,['pCH4_per_pO2'],0.54536208,0.733149763
54,1038,3,0.19,7.223017651,1,['pCH4_per_pO2'],0.545013838,0.733264529
55,1073,3,0.19,10.44274641,1,['pCH4_per_pO2'],0.564755565,0.721512809
56,1093,3,0.19,12.80682413,1,['pCH4_per_pO2'],0.563759763,0.722454015
57,1113,3,0.19,13.1837118,1,['pCH4_per_pO2'],0.561169778,0.724742118
59,988,3,0.09,2.37115751,1,['pCH4_per_pO2'],0.545102596,0.73331343
60,1013,3,0.09,6.241412508,1,['pCH4_per_pO2'],0.542665095,0.735786069
61,1038,3,0.09,9.595384786,1,['pCH4_per_pO2'],0.547944451,0.732845791
62,1073,3,0.09,13.61863644,1,['pCH4_per_pO2'],0.549127947,0.731345426
63,1098,3,0.09,17.60278481,1,['pCH4_per_pO2'],0.563937167,0.722438351
64,1113,3,0.09,17.49054458,1,['pCH4_per_pO2'],0.540585251,0.738403943
67,1113,3,0.04,12.47728205,1,['pCH4_per_pO2'],0.553813124,0.728844865
68,1053,3,0.04,4.542570677,1,['pCH4_per_pO2'],0.539609841,0.739453794
69,1073,3,0.04,8.057064387,1,['pCH4_per_pO2'],0.579012714,0.6836664
70,1093,3,0.04,12.1003826,1,['pCH4_per_pO2'],0.563569448,0.722671967
80,723,4,0.01,0,1,['Temperature'],0.588568445,0.695252166
81,748,4,0.01,0,1,['Temperature'],0.588568445,0.695252166
82,773,4,0.01,0,1,['Temperature'],0.588568445,0.695252166
83,798,4,0.01,0,1,['Temperature'],0.588568445,0.695252166
84,823,4,0.01,0,1,['Temperature'],0.588568445,0.695252166
85,848,4,0.01,0,1,['Temperature'],0.588568445,0.695252166
86,873,4,0.01,0,1,['Temperature'],0.588568445,0.695252166
87,898,4,0.01,0,1,['Temperature'],0.588568445,0.695252166
88,923,4,0.01,0,1,['Temperature'],0.588568445,0.695252166
89,1073,2,0.36,19.64492159,1,['pCH4_per_pO2'],0.561741069,0.724619367
90,823,4,0.07,2.012875387,1,['Temperature'],0.559985074,0.72464931
91,873,4,0.07,2.012875387,1,['Temperature'],0.559985074,0.72464931
92,923,4,0.07,2.14746635,1,['Temperature'],0.541417021,0.739584828
93,1023,3,0.36,14.23675272,1,['pCH4_per_pO2'],0.549338132,0.731744467
94,1073,3,0.36,16.69462651,1,['pCH4_per_pO2'],0.544179043,0.735132198
349,723,4,0.072,2.060366919,1,['Temperature'],0.548229976,0.732613439
350,723,4,0.144,0,1,['Temperature'],0.542295997,0.738796012
351,723,4,0.216,0,1,['Temperature'],0.554750726,0.728454889
352,723,4,0.288,0,1,['Temperature'],0.632971369,0.636940129
353,723,4,0.36,3.077133259,1,['Temperature'],0.510862596,0.789284958
354,723,4,0.432,0,1,['Temperature'],0.562133673,0.724190978
355,723,4,0.504,0,1,['Temperature'],0.554300809,0.726131668
370,723,4.25,0.072,2.060366919,1,['Temperature'],0.540883734,0.758316508
371,723,4.25,0.144,0,1,['Temperature'],0.542291317,0.741466546
372,723,4.25,0.216,0,1,['Temperature'],0.543892785,0.737424138
373,723,4.25,0.288,0,1,['Temperature'],0.731514947,0.531156146
374,723,4.25,0.36,3.077133259,1,['Temperature'],0.511763474,0.788535249
375,723,4.25,0.432,0,1,['Temperature'],0.588187703,0.696864428
376,723,4.25,0.504,0,1,['Temperature'],0.548100447,0.734920559
391,723,4.5,0.072,2.060366919,1,['Temperature'],0.548422117,0.733038455
392,723,4.5,0.144,0,1,['Temperature'],0.564529535,0.722020485
393,723,4.5,0.216,0,1,['Temperature'],0.548699159,0.732396889
394,723,4.5,0.288,0,1,['Temperature'],0.626137726,0.652018327
395,723,4.5,0.36,3.077133259,1,['Temperature'],0.552285484,0.730657132
396,723,4.5,0.432,0,1,['Temperature'],0.569156219,0.716655603
397,723,4.5,0.504,0,1,['Temperature'],0.56171128,0.724809999
412,723,4.75,0.072,2.060366919,1,['Temperature'],0.562433271,0.724331362
413,723,4.75,0.144,0,1,['Temperature'],0.568995343,0.718297981
414,723,4.75,0.216,0,1,['Temperature'],0.546411289,0.732214306
415,723,4.75,0.288,0,1,['Temperature'],0.588526819,0.686551569
416,723,4.75,0.36,3.077133259,1,['Temperature'],0.561420271,0.724830783
417,723,4.75,0.432,0,1,['Temperature'],0.550904512,0.73193721
418,723,4.75,0.504,0,1,['Temperature'],0.576701554,0.708780917
433,723,5,0.072,1.397475291,1,['Temperature'],0.569916164,0.718183135
434,723,5,0.144,0,1,['Temperature'],0.546020891,0.732212114
435,723,5,0.216,0,1,['Temperature'],0.545883266,0.732353092
436,723,5,0.288,0,1,['Temperature'],0.562763847,0.721188528
437,723,5,0.36,2.394502368,1,['Temperature'],0.562863794,0.723700815
438,723,5,0.432,0,1,['Temperature'],0.544731624,0.734031145
439,723,5,0.504,0,1,['Temperature'],0.619741693,0.656065189
454,723,5.25,0.072,1.397475291,1,['Temperature'],0.540154159,0.73915341
455,723,5.25,0.144,0,1,['Temperature'],0.557940892,0.725460179
456,723,5.25,0.216,0,1,['Temperature'],0.556072036,0.727320246
457,723,5.25,0.288,0,1,['Temperature'],0.585724905,0.692801504
458,723,5.25,0.36,2.394502368,1,['Temperature'],0.568392103,0.719274755
459,723,5.25,0.432,0,1,['Temperature'],0.548767306,0.73205274
460,723,5.25,0.504,0,1,['Temperature'],0.613213959,0.663653742
475,723,5.5,0.072,1.397475291,1,['Temperature'],0.544744676,0.733522084
476,723,5.5,0.144,0,1,['Temperature'],0.549445553,0.731259219
477,723,5.5,0.216,0,1,['Temperature'],0.562687101,0.72126259
478,723,5.5,0.288,0,1,['Temperature'],0.547763116,0.732999562
479,723,5.5,0.36,2.394502368,1,['Temperature'],0.551340364,0.731679173
480,723,5.5,0.432,0,1,['Temperature'],0.552344666,0.729438361
481,723,5.5,0.504,0,1,['Temperature'],0.550771151,0.730367999
496,723,5.75,0.072,1.397475291,1,['Temperature'],0.549336194,0.732922282
497,723,5.75,0.144,0,1,['Temperature'],0.570211051,0.716072589
498,723,5.75,0.216,0,1,['Temperature'],0.536440677,0.739800129
499,723,5.75,0.288,0,1,['Temperature'],0.568314625,0.706205364
500,723,5.75,0.36,2.394502368,1,['Temperature'],0.540943573,0.737726078
501,723,5.75,0.432,0,1,['Temperature'],0.549044015,0.73201844
502,723,5.75,0.504,0,1,['Temperature'],0.562051178,0.722443732
517,723,6,0.072,1.397475291,1,['Temperature'],0.569906026,0.718219849
518,723,6,0.144,0,1,['Temperature'],0.570143328,0.716049717
519,723,6,0.216,0,1,['Temperature'],0.563894389,0.721859347
520,723,6,0.288,0,1,['Temperature'],0.563688194,0.722060479
521,723,6,0.36,2.394502368,1,['Temperature'],0.537050555,0.739327653
522,723,6,0.432,0,1,['Temperature'],0.569348937,0.716484057
523,723,6,0.504,0,1,['Temperature'],0.562021133,0.72244259
790,746.2,4,0.072,2.060366919,1,['Temperature'],0.548229976,0.732613439
791,746.2,4,0.144,0,1,['Temperature'],0.542295997,0.738796012
792,746.2,4,0.216,0,1,['Temperature'],0.554750726,0.728454889
793,746.2,4,0.288,0,1,['Temperature'],0.632971369,0.636940129
794,746.2,4,0.36,3.077133259,1,['Temperature'],0.510862596,0.789284958
795,746.2,4,0.432,0,1,['Temperature'],0.562133673,0.724190978
796,746.2,4,0.504,0,1,['Temperature'],0.554300809,0.726131668
811,746.2,4.25,0.072,2.060366919,1,['Temperature'],0.540883734,0.758316508
812,746.2,4.25,0.144,0,1,['Temperature'],0.542291317,0.741466546
813,746.2,4.25,0.216,0,1,['Temperature'],0.543892785,0.737424138
814,746.2,4.25,0.288,0,1,['Temperature'],0.731514947,0.531156146
815,746.2,4.25,0.36,3.077133259,1,['Temperature'],0.511763474,0.788535249
816,746.2,4.25,0.432,0,1,['Temperature'],0.588187703,0.696864428
817,746.2,4.25,0.504,0,1,['Temperature'],0.548100447,0.734920559
832,746.2,4.5,0.072,2.060366919,1,['Temperature'],0.548422117,0.733038455
833,746.2,4.5,0.144,0,1,['Temperature'],0.564529535,0.722020485
834,746.2,4.5,0.216,0,1,['Temperature'],0.548699159,0.732396889
835,746.2,4.5,0.288,0,1,['Temperature'],0.626137726,0.652018327
836,746.2,4.5,0.36,3.077133259,1,['Temperature'],0.552285484,0.730657132
837,746.2,4.5,0.432,0,1,['Temperature'],0.569156219,0.716655603
838,746.2,4.5,0.504,0,1,['Temperature'],0.56171128,0.724809999
853,746.2,4.75,0.072,2.060366919,1,['Temperature'],0.562433271,0.724331362
854,746.2,4.75,0.144,0,1,['Temperature'],0.568995343,0.718297981
855,746.2,4.75,0.216,0,1,['Temperature'],0.546411289,0.732214306
856,746.2,4.75,0.288,0,1,['Temperature'],0.588526819,0.686551569
857,746.2,4.75,0.36,3.077133259,1,['Temperature'],0.561420271,0.724830783
858,746.2,4.75,0.432,0,1,['Temperature'],0.550904512,0.73193721
859,746.2,4.75,0.504,0,1,['Temperature'],0.576701554,0.708780917
874,746.2,5,0.072,1.397475291,1,['Temperature'],0.569916164,0.718183135
875,746.2,5,0.144,0,1,['Temperature'],0.546020891,0.732212114
876,746.2,5,0.216,0,1,['Temperature'],0.545883266,0.732353092
877,746.2,5,0.288,0,1,['Temperature'],0.562763847,0.721188528
878,746.2,5,0.36,2.394502368,1,['Temperature'],0.562863794,0.723700815
879,746.2,5,0.432,0,1,['Temperature'],0.544731624,0.734031145
880,746.2,5,0.504,0,1,['Temperature'],0.619741693,0.656065189
895,746.2,5.25,0.072,1.397475291,1,['Temperature'],0.540154159,0.73915341
896,746.2,5.25,0.144,0,1,['Temperature'],0.557940892,0.725460179
897,746.2,5.25,0.216,0,1,['Temperature'],0.556072036,0.727320246
898,746.2,5.25,0.288,0,1,['Temperature'],0.585724905,0.692801504
899,746.2,5.25,0.36,2.394502368,1,['Temperature'],0.568392103,0.719274755
900,746.2,5.25,0.432,0,1,['Temperature'],0.548767306,0.73205274
901,746.2,5.25,0.504,0,1,['Temperature'],0.613213959,0.663653742
916,746.2,5.5,0.072,1.397475291,1,['Temperature'],0.544744676,0.733522084
917,746.2,5.5,0.144,0,1,['Temperature'],0.549445553,0.731259219
918,746.2,5.5,0.216,0,1,['Temperature'],0.562687101,0.72126259
919,746.2,5.5,0.288,0,1,['Temperature'],0.547763116,0.732999562
920,746.2,5.5,0.36,2.394502368,1,['Temperature'],0.551340364,0.731679173
921,746.2,5.5,0.432,0,1,['Temperature'],0.552344666,0.729438361
922,746.2,5.5,0.504,0,1,['Temperature'],0.550771151,0.730367999
937,746.2,5.75,0.072,1.397475291,1,['Temperature'],0.549336194,0.732922282
938,746.2,5.75,0.144,0,1,['Temperature'],0.570211051,0.716072589
939,746.2,5.75,0.216,0,1,['Temperature'],0.536440677,0.739800129
940,746.2,5.75,0.288,0,1,['Temperature'],0.568314625,0.706205364
941,746.2,5.75,0.36,2.394502368,1,['Temperature'],0.540943573,0.737726078
942,746.2,5.75,0.432,0,1,['Temperature'],0.549044015,0.73201844
943,746.2,5.75,0.504,0,1,['Temperature'],0.562051178,0.722443732
958,746.2,6,0.072,1.397475291,1,['Temperature'],0.569906026,0.718219849
959,746.2,6,0.144,0,1,['Temperature'],0.570143328,0.716049717
960,746.2,6,0.216,0,1,['Temperature'],0.563894389,0.721859347
961,746.2,6,0.288,0,1,['Temperature'],0.563688194,0.722060479
962,746.2,6,0.36,2.394502368,1,['Temperature'],0.537050555,0.739327653
963,746.2,6,0.432,0,1,['Temperature'],0.569348937,0.716484057
964,746.2,6,0.504,0,1,['Temperature'],0.562021133,0.72244259
1231,769.4,4,0.072,2.060366919,1,['Temperature'],0.548229976,0.732613439
1232,769.4,4,0.144,0,1,['Temperature'],0.542295997,0.738796012
1233,769.4,4,0.216,0,1,['Temperature'],0.554750726,0.728454889
1234,769.4,4,0.288,0,1,['Temperature'],0.632971369,0.636940129
1235,769.4,4,0.36,3.077133259,1,['Temperature'],0.510862596,0.789284958
1236,769.4,4,0.432,0,1,['Temperature'],0.562133673,0.724190978
1237,769.4,4,0.504,0,1,['Temperature'],0.554300809,0.726131668
1252,769.4,4.25,0.072,2.060366919,1,['Temperature'],0.540883734,0.758316508
1253,769.4,4.25,0.144,0,1,['Temperature'],0.542291317,0.741466546
1254,769.4,4.25,0.216,0,1,['Temperature'],0.543892785,0.737424138
1255,769.4,4.25,0.288,0,1,['Temperature'],0.731514947,0.531156146
1256,769.4,4.25,0.36,3.077133259,1,['Temperature'],0.511763474,0.788535249
1257,769.4,4.25,0.432,0,1,['Temperature'],0.588187703,0.696864428
1258,769.4,4.25,0.504,0,1,['Temperature'],0.548100447,0.734920559
1273,769.4,4.5,0.072,2.060366919,1,['Temperature'],0.548422117,0.733038455
1274,769.4,4.5,0.144,0,1,['Temperature'],0.564529535,0.722020485
1275,769.4,4.5,0.216,0,1,['Temperature'],0.548699159,0.732396889
1276,769.4,4.5,0.288,0,1,['Temperature'],0.626137726,0.652018327
1277,769.4,4.5,0.36,3.077133259,1,['Temperature'],0.552285484,0.730657132
1278,769.4,4.5,0.432,0,1,['Temperature'],0.569156219,0.716655603
1279,769.4,4.5,0.504,0,1,['Temperature'],0.56171128,0.724809999
1294,769.4,4.75,0.072,2.060366919,1,['Temperature'],0.562433271,0.724331362
1295,769.4,4.75,0.144,0,1,['Temperature'],0.568995343,0.718297981
1296,769.4,4.75,0.216,0,1,['Temperature'],0.546411289,0.732214306
1297,769.4,4.75,0.288,0,1,['Temperature'],0.588526819,0.686551569
1298,769.4,4.75,0.36,3.077133259,1,['Temperature'],0.561420271,0.724830783
1299,769.4,4.75,0.432,0,1,['Temperature'],0.550904512,0.73193721
1300,769.4,4.75,0.504,0,1,['Temperature'],0.576701554,0.708780917
1315,769.4,5,0.072,1.397475291,1,['Temperature'],0.569916164,0.718183135
1316,769.4,5,0.144,0,1,['Temperature'],0.546020891,0.732212114
1317,769.4,5,0.216,0,1,['Temperature'],0.545883266,0.732353092
1318,769.4,5,0.288,0,1,['Temperature'],0.562763847,0.721188528
1319,769.4,5,0.36,2.394502368,1,['Temperature'],0.562863794,0.723700815
1320,769.4,5,0.432,0,1,['Temperature'],0.544731624,0.734031145
1321,769.4,5,0.504,0,1,['Temperature'],0.619741693,0.656065189
1336,769.4,5.25,0.072,1.397475291,1,['Temperature'],0.540154159,0.73915341
1337,769.4,5.25,0.144,0,1,['Temperature'],0.557940892,0.725460179
1338,769.4,5.25,0.216,0,1,['Temperature'],0.556072036,0.727320246
1339,769.4,5.25,0.288,0,1,['Temperature'],0.585724905,0.692801504
1340,769.4,5.25,0.36,2.394502368,1,['Temperature'],0.568392103,0.719274755
1341,769.4,5.25,0.432,0,1,['Temperature'],0.548767306,0.73205274
1342,769.4,5.25,0.504,0,1,['Temperature'],0.613213959,0.663653742
1357,769.4,5.5,0.072,1.397475291,1,['Temperature'],0.544744676,0.733522084
1358,769.4,5.5,0.144,0,1,['Temperature'],0.549445553,0.731259219
1359,769.4,5.5,0.216,0,1,['Temperature'],0.562687101,0.72126259
1360,769.4,5.5,0.288,0,1,['Temperature'],0.547763116,0.732999562
1361,769.4,5.5,0.36,2.394502368,1,['Temperature'],0.551340364,0.731679173
1362,769.4,5.5,0.432,0,1,['Temperature'],0.552344666,0.729438361
1363,769.4,5.5,0.504,0,1,['Temperature'],0.550771151,0.730367999
1378,769.4,5.75,0.072,1.397475291,1,['Temperature'],0.549336194,0.732922282
1379,769.4,5.75,0.144,0,1,['Temperature'],0.570211051,0.716072589
1380,769.4,5.75,0.216,0,1,['Temperature'],0.536440677,0.739800129
1381,769.4,5.75,0.288,0,1,['Temperature'],0.568314625,0.706205364
1382,769.4,5.75,0.36,2.394502368,1,['Temperature'],0.540943573,0.737726078
1383,769.4,5.75,0.432,0,1,['Temperature'],0.549044015,0.73201844
1384,769.4,5.75,0.504,0,1,['Temperature'],0.562051178,0.722443732
1399,769.4,6,0.072,1.397475291,1,['Temperature'],0.569906026,0.718219849
1400,769.4,6,0.144,0,1,['Temperature'],0.570143328,0.716049717
1401,769.4,6,0.216,0,1,['Temperature'],0.563894389,0.721859347
1402,769.4,6,0.288,0,1,['Temperature'],0.563688194,0.722060479
1403,769.4,6,0.36,2.394502368,1,['Temperature'],0.537050555,0.739327653
1404,769.4,6,0.432,0,1,['Temperature'],0.569348937,0.716484057
1405,769.4,6,0.504,0,1,['Temperature'],0.562021133,0.72244259
1672,792.6,4,0.072,2.060366919,1,['Temperature'],0.548229976,0.732613439
1673,792.6,4,0.144,0,1,['Temperature'],0.542295997,0.738796012
1674,792.6,4,0.216,0,1,['Temperature'],0.554750726,0.728454889
1675,792.6,4,0.288,0,1,['Temperature'],0.632971369,0.636940129
1676,792.6,4,0.36,3.077133259,1,['Temperature'],0.510862596,0.789284958
1677,792.6,4,0.432,0,1,['Temperature'],0.562133673,0.724190978
1678,792.6,4,0.504,0,1,['Temperature'],0.554300809,0.726131668
1693,792.6,4.25,0.072,2.060366919,1,['Temperature'],0.540883734,0.758316508
1694,792.6,4.25,0.144,0,1,['Temperature'],0.542291317,0.741466546
1695,792.6,4.25,0.216,0,1,['Temperature'],0.543892785,0.737424138
1696,792.6,4.25,0.288,0,1,['Temperature'],0.731514947,0.531156146
1697,792.6,4.25,0.36,3.077133259,1,['Temperature'],0.511763474,0.788535249
1698,792.6,4.25,0.432,0,1,['Temperature'],0.588187703,0.696864428
1699,792.6,4.25,0.504,0,1,['Temperature'],0.548100447,0.734920559
1714,792.6,4.5,0.072,2.060366919,1,['Temperature'],0.548422117,0.733038455
1715,792.6,4.5,0.144,0,1,['Temperature'],0.564529535,0.722020485
1716,792.6,4.5,0.216,0,1,['Temperature'],0.548699159,0.732396889
1717,792.6,4.5,0.288,0,1,['Temperature'],0.626137726,0.652018327
1718,792.6,4.5,0.36,3.077133259,1,['Temperature'],0.552285484,0.730657132
1719,792.6,4.5,0.432,0,1,['Temperature'],0.569156219,0.716655603
1720,792.6,4.5,0.504,0,1,['Temperature'],0.56171128,0.724809999
1735,792.6,4.75,0.072,2.060366919,1,['Temperature'],0.562433271,0.724331362
1736,792.6,4.75,0.144,0,1,['Temperature'],0.568995343,0.718297981
1737,792.6,4.75,0.216,0,1,['Temperature'],0.546411289,0.732214306
1738,792.6,4.75,0.288,0,1,['Temperature'],0.588526819,0.686551569
1739,792.6,4.75,0.36,3.077133259,1,['Temperature'],0.561420271,0.724830783
1740,792.6,4.75,0.432,0,1,['Temperature'],0.550904512,0.73193721
1741,792.6,4.75,0.504,0,1,['Temperature'],0.576701554,0.708780917
1756,792.6,5,0.072,1.397475291,1,['Temperature'],0.569916164,0.718183135
1757,792.6,5,0.144,0,1,['Temperature'],0.546020891,0.732212114
1758,792.6,5,0.216,0,1,['Temperature'],0.545883266,0.732353092
1759,792.6,5,0.288,0,1,['Temperature'],0.562763847,0.721188528
1760,792.6,5,0.36,2.394502368,1,['Temperature'],0.562863794,0.723700815
1761,792.6,5,0.432,0,1,['Temperature'],0.544731624,0.734031145
1762,792.6,5,0.504,0,1,['Temperature'],0.619741693,0.656065189
1777,792.6,5.25,0.072,1.397475291,1,['Temperature'],0.540154159,0.73915341
1778,792.6,5.25,0.144,0,1,['Temperature'],0.557940892,0.725460179
1779,792.6,5.25,0.216,0,1,['Temperature'],0.556072036,0.727320246
1780,792.6,5.25,0.288,0,1,['Temperature'],0.585724905,0.692801504
1781,792.6,5.25,0.36,2.394502368,1,['Temperature'],0.568392103,0.719274755
1782,792.6,5.25,0.432,0,1,['Temperature'],0.548767306,0.73205274
1783,792.6,5.25,0.504,0,1,['Temperature'],0.613213959,0.663653742
1798,792.6,5.5,0.072,1.397475291,1,['Temperature'],0.544744676,0.733522084
1799,792.6,5.5,0.144,0,1,['Temperature'],0.549445553,0.731259219
1800,792.6,5.5,0.216,0,1,['Temperature'],0.562687101,0.72126259
1801,792.6,5.5,0.288,0,1,['Temperature'],0.547763116,0.732999562
1802,792.6,5.5,0.36,2.394502368,1,['Temperature'],0.551340364,0.731679173
1803,792.6,5.5,0.432,0,1,['Temperature'],0.552344666,0.729438361
1804,792.6,5.5,0.504,0,1,['Temperature'],0.550771151,0.730367999
1819,792.6,5.75,0.072,1.397475291,1,['Temperature'],0.549336194,0.732922282
1820,792.6,5.75,0.144,0,1,['Temperature'],0.570211051,0.716072589
1821,792.6,5.75,0.216,0,1,['Temperature'],0.536440677,0.739800129
1822,792.6,5.75,0.288,0,1,['Temperature'],0.568314625,0.706205364
1823,792.6,5.75,0.36,2.394502368,1,['Temperature'],0.540943573,0.737726078
1824,792.6,5.75,0.432,0,1,['Temperature'],0.549044015,0.73201844
1825,792.6,5.75,0.504,0,1,['Temperature'],0.562051178,0.722443732
1840,792.6,6,0.072,1.397475291,1,['Temperature'],0.569906026,0.718219849
1841,792.6,6,0.144,0,1,['Temperature'],0.570143328,0.716049717
1842,792.6,6,0.216,0,1,['Temperature'],0.563894389,0.721859347
1843,792.6,6,0.288,0,1,['Temperature'],0.563688194,0.722060479
1844,792.6,6,0.36,2.394502368,1,['Temperature'],0.537050555,0.739327653
1845,792.6,6,0.432,0,1,['Temperature'],0.569348937,0.716484057
1846,792.6,6,0.504,0,1,['Temperature'],0.562021133,0.72244259
2113,815.8,4,0.072,2.060366919,1,['Temperature'],0.548229976,0.732613439
2114,815.8,4,0.144,0,1,['Temperature'],0.542295997,0.738796012
2115,815.8,4,0.216,0,1,['Temperature'],0.554750726,0.728454889
2116,815.8,4,0.288,0,1,['Temperature'],0.632971369,0.636940129
2117,815.8,4,0.36,3.077133259,1,['Temperature'],0.510862596,0.789284958
2118,815.8,4,0.432,0,1,['Temperature'],0.562133673,0.724190978
2119,815.8,4,0.504,0,1,['Temperature'],0.554300809,0.726131668
2134,815.8,4.25,0.072,2.060366919,1,['Temperature'],0.540883734,0.758316508
2135,815.8,4.25,0.144,0,1,['Temperature'],0.542291317,0.741466546
2136,815.8,4.25,0.216,0,1,['Temperature'],0.543892785,0.737424138
2137,815.8,4.25,0.288,0,1,['Temperature'],0.731514947,0.531156146
2138,815.8,4.25,0.36,3.077133259,1,['Temperature'],0.511763474,0.788535249
2139,815.8,4.25,0.432,0,1,['Temperature'],0.588187703,0.696864428
2140,815.8,4.25,0.504,0,1,['Temperature'],0.548100447,0.734920559
2155,815.8,4.5,0.072,2.060366919,1,['Temperature'],0.548422117,0.733038455
2156,815.8,4.5,0.144,0,1,['Temperature'],0.564529535,0.722020485
2157,815.8,4.5,0.216,0,1,['Temperature'],0.548699159,0.732396889
2158,815.8,4.5,0.288,0,1,['Temperature'],0.626137726,0.652018327
2159,815.8,4.5,0.36,3.077133259,1,['Temperature'],0.552285484,0.730657132
2160,815.8,4.5,0.432,0,1,['Temperature'],0.569156219,0.716655603
2161,815.8,4.5,0.504,0,1,['Temperature'],0.56171128,0.724809999
2176,815.8,4.75,0.072,2.060366919,1,['Temperature'],0.562433271,0.724331362
2177,815.8,4.75,0.144,0,1,['Temperature'],0.568995343,0.718297981
2178,815.8,4.75,0.216,0,1,['Temperature'],0.546411289,0.732214306
2179,815.8,4.75,0.288,0,1,['Temperature'],0.588526819,0.686551569
2180,815.8,4.75,0.36,3.077133259,1,['Temperature'],0.561420271,0.724830783
2181,815.8,4.75,0.432,0,1,['Temperature'],0.550904512,0.73193721
2182,815.8,4.75,0.504,0,1,['Temperature'],0.576701554,0.708780917
2197,815.8,5,0.072,1.397475291,1,['Temperature'],0.569916164,0.718183135
2198,815.8,5,0.144,0,1,['Temperature'],0.546020891,0.732212114
2199,815.8,5,0.216,0,1,['Temperature'],0.545883266,0.732353092
2200,815.8,5,0.288,0,1,['Temperature'],0.562763847,0.721188528
2201,815.8,5,0.36,2.394502368,1,['Temperature'],0.562863794,0.723700815
2202,815.8,5,0.432,0,1,['Temperature'],0.544731624,0.734031145
2203,815.8,5,0.504,0,1,['Temperature'],0.619741693,0.656065189
2218,815.8,5.25,0.072,1.397475291,1,['Temperature'],0.540154159,0.73915341
2219,815.8,5.25,0.144,0,1,['Temperature'],0.557940892,0.725460179
2220,815.8,5.25,0.216,0,1,['Temperature'],0.556072036,0.727320246
2221,815.8,5.25,0.288,0,1,['Temperature'],0.585724905,0.692801504
2222,815.8,5.25,0.36,2.394502368,1,['Temperature'],0.568392103,0.719274755
2223,815.8,5.25,0.432,0,1,['Temperature'],0.548767306,0.73205274
2224,815.8,5.25,0.504,0,1,['Temperature'],0.613213959,0.663653742
2239,815.8,5.5,0.072,1.397475291,1,['Temperature'],0.544744676,0.733522084
2240,815.8,5.5,0.144,0,1,['Temperature'],0.549445553,0.731259219
2241,815.8,5.5,0.216,0,1,['Temperature'],0.562687101,0.72126259
2242,815.8,5.5,0.288,0,1,['Temperature'],0.547763116,0.732999562
2243,815.8,5.5,0.36,2.394502368,1,['Temperature'],0.551340364,0.731679173
2244,815.8,5.5,0.432,0,1,['Temperature'],0.552344666,0.729438361
2245,815.8,5.5,0.504,0,1,['Temperature'],0.550771151,0.730367999
2260,815.8,5.75,0.072,1.397475291,1,['Temperature'],0.549336194,0.732922282
2261,815.8,5.75,0.144,0,1,['Temperature'],0.570211051,0.716072589
2262,815.8,5.75,0.216,0,1,['Temperature'],0.536440677,0.739800129
2263,815.8,5.75,0.288,0,1,['Temperature'],0.568314625,0.706205364
2264,815.8,5.75,0.36,2.394502368,1,['Temperature'],0.540943573,0.737726078
