Data Order,Temperature,pCH4_per_pO2,Contact time,R2,RMSE,MAE,Hard extrapolative error,Easy extrapolative error,n_estimators,max_depth,min_child_weight,gamma,subsample,colsample_bytree,learning_rate
73,1.0207419719698547,-2.9778593737330463,-1.862944149254773,0.5656043656460394,0.9295246603204658,0.7219394254276024,[2.32361307],[12.7537537],943,15,3.982878197701691,0.0,1.0,0.5,0.1
74,0.48337222729808266,-2.9778593737330463,-1.862944149254773,0.5701468054576948,0.92465013184234,0.7175693656344171,[2.13049116],[12.75970702],299,15,3.982878197701691,0.0,1.0,0.5,0.1
75,-0.05399751737368938,-2.9778593737330463,-1.862944149254773,0.568317350421579,0.9266522563521253,0.7190861539205139,[2.58765783],[12.74852948],947,15,3.982878197701691,0.0,1.0,0.5,0.1
76,0.48337222729808266,-2.9778593737330463,-1.862944149254773,0.5701468054576948,0.92465013184234,0.7175693656344171,[2.13049116],[12.75970702],935,15,3.982878197701691,0.0,1.0,0.5,0.1
77,-0.05399751737368938,-2.9778593737330463,-1.862944149254773,0.568317350421579,0.9266522563521253,0.7190861539205139,[2.58765783],[12.74852948],951,15,3.982878197701691,0.0,1.0,0.5,0.1
78,-6.5024344534349545,-1.4625261534833855,-1.796296052106319,0.5586454391823203,0.9369469887680961,0.7265050207516022,[2.4380454],[12.73545651],314,15,3.982878197701691,0.0,1.0,0.5,0.1
79,-5.965064708763182,-1.4625261534833855,-1.796296052106319,0.5586454391823203,0.9369469887680961,0.7265050207516022,[2.4380454],[12.73545651],971,15,3.982878197701691,0.0,1.0,0.5,0.1
80,-5.42769496409141,-1.4625261534833855,-1.796296052106319,0.5586454391823203,0.9369469887680961,0.7265050207516022,[2.4380454],[12.73545651],704,15,3.982878197701691,0.0,1.0,0.5,0.1
81,-4.890325219419638,-1.4625261534833855,-1.796296052106319,0.5586454391823203,0.9369469887680961,0.7265050207516022,[2.4380454],[12.73545651],952,15,3.982878197701691,0.0,1.0,0.5,0.1
82,-4.352955474747866,-1.4625261534833855,-1.796296052106319,0.5586454391823203,0.9369469887680961,0.7265050207516022,[2.4380454],[12.73545651],970,15,3.982878197701691,0.0,1.0,0.5,0.1
83,-3.815585730076094,-1.4625261534833855,-1.796296052106319,0.5586454391823203,0.9369469887680961,0.7265050207516022,[2.4380454],[12.73545651],316,15,3.982878197701691,0.0,1.0,0.5,0.1
84,-3.2782159854043216,-1.4625261534833855,-1.796296052106319,0.5462568050825807,0.9500058348938397,0.733329507783472,[1.42979517],[12.60432486],957,6,5.830872768054454,0.0,0.8169853228438403,1.0,0.0881785681087496
85,-2.74084624073255,-1.4625261534833855,-1.796296052106319,0.546828393285976,0.949407276884902,0.7408166212417371,[2.84474745],[12.66452364],924,2,3.723311803029332,0.0085024920775711,0.5427691359831978,0.9488479612679656,0.0924625725058291
86,-2.2034764960607776,-1.4625261534833855,-1.796296052106319,0.546828393285976,0.949407276884902,0.7408166212417371,[2.84474745],[12.66452364],305,2,3.723311803029332,0.0085024920775711,0.5427691359831978,0.9488479612679656,0.0924625725058291
87,1.0207419719698547,-4.493192593982707,0.5363873480895702,0.5432845487474094,0.9530802653205482,0.7425360956710196,[2.01876631],[12.67196087],990,2,3.723311803029332,0.0085024920775711,0.5427691359831978,0.9488479612679656,0.0924625725058291
88,-4.352955474747866,-1.4625261534833855,-1.396407469215595,0.5451791001268929,0.9511636405616714,0.7421459195062474,[2.85115042],[12.64804987],320,2,3.723311803029332,0.0085024920775711,0.5427691359831978,0.9488479612679656,0.0924625725058291
89,-3.2782159854043216,-1.4625261534833855,-1.396407469215595,0.5451791001268929,0.9511636405616714,0.7421459195062474,[2.85115042],[12.64804987],983,2,3.723311803029332,0.0085024920775711,0.5427691359831978,0.9488479612679656,0.0924625725058291
90,-2.2034764960607776,-1.4625261534833855,-1.396407469215595,0.5480592864116784,0.9481489467540302,0.7385720095825864,[2.81575479],[12.64287858],980,2,3.723311803029332,0.0085024920775711,0.5427691359831978,0.9488479612679656,0.0924625725058291
91,-0.05399751737368938,-2.9778593737330463,0.5363873480895702,0.5535338735736324,0.9424061864640737,0.7337602383931565,[2.80560102],[12.54141383],976,2,3.723311803029332,0.0085024920775711,0.5427691359831978,0.9488479612679656,0.0924625725058291
92,1.0207419719698547,-2.9778593737330463,0.5363873480895702,0.5489713087380865,0.9471792142048998,0.7379535471574666,[2.86114683],[12.67526297],973,2,3.723311803029332,0.0085024920775711,0.5427691359831978,0.9488479612679656,0.0924625725058291
93,2.095481461313399,-2.9778593737330463,0.5363873480895702,0.5216168446080871,0.9754700511545872,0.7658301524962636,[3.17462148],[12.65847878],351,2,3.723311803029332,0.0085024920775711,0.5427691359831978,0.9488479612679656,0.0924625725058291
94,-6.5024344534349545,-6.008525814232367,-1.862944149254773,0.5789132657111046,0.9152537287500979,0.7097168997671836,[2.87654199],[12.68337063],988,2,3.723311803029332,0.0085024920775711,0.5427691359831978,0.9488479612679656,0.0924625725058291
95,-6.5024344534349545,-6.008525814232367,-1.3830778497859042,0.5557317848754169,0.9401060049815623,0.7320289778945583,[2.98993769],[12.6087542],929,2,3.723311803029332,0.0085024920775711,0.5427691359831978,0.9488479612679656,0.0924625725058291
96,-6.5024344534349545,-6.008525814232367,-0.9032115503170357,0.5576541545678653,0.9380429786071002,0.7286843465198001,[2.71787634],[12.71298317],983,2,3.723311803029332,0.0085024920775711,0.5427691359831978,0.9488479612679656,0.0924625725058291
97,-6.5024344534349545,-6.008525814232367,-0.42334525084816704,0.5561924063689643,0.9395885239122342,0.7310669034733859,[2.70104017],[12.67007975],958,2,3.723311803029332,0.0085024920775711,0.5427691359831978,0.9488479612679656,0.0924625725058291
98,-6.5024344534349545,-6.008525814232367,0.05652104862070149,0.5717652583390156,0.9229566177286916,0.7138986418819763,[2.55230417],[12.66909127],953,33,3.854890506360217,0.0,0.5,0.5,0.1
99,-6.5024344534349545,-6.008525814232367,0.5363873480895702,0.5559682249577662,0.9398590582597715,0.7265187826487667,[1.48672666],[12.71236186],308,4,3.917475488653989,0.0,0.5,1.0,0.1
100,-6.5024344534349545,-6.008525814232367,1.016253647558439,0.5609916806587023,0.9345227514256991,0.7223018019959003,[1.53451338],[12.65934567],972,4,3.917475488653989,0.0,0.5,1.0,0.1
101,-6.5024344534349545,-6.008525814232367,1.4961199470273077,0.6450545695144948,0.8402998742400216,0.6235215240470044,[1.5592412],[12.58562045],351,4,3.917475488653989,0.0,0.5,1.0,0.1
102,-6.5024344534349545,-6.008525814232367,1.975986246496176,0.6668363096473591,0.8141122731133361,0.6127898289793277,[1.64257994],[12.55488066],308,4,3.917475488653989,0.0,0.5,1.0,0.1
103,-6.5024344534349545,-6.008525814232367,2.455852545965045,0.6668363096473591,0.8141122731133361,0.6127898289793277,[1.64257994],[12.55488066],341,4,3.917475488653989,0.0,0.5,1.0,0.1
104,-6.5024344534349545,-6.008525814232367,2.935718845433913,0.6668363096473591,0.8141122731133361,0.6127898289793277,[1.64257994],[12.55488066],318,4,3.917475488653989,0.0,0.5,1.0,0.1
105,-6.5024344534349545,-6.008525814232367,3.4155851449027828,0.6668363096473591,0.8141122731133361,0.6127898289793277,[1.64257994],[12.55488066],952,4,3.917475488653989,0.0,0.5,1.0,0.1
106,-6.5024344534349545,-6.008525814232367,3.89545144437165,0.6668363096473591,0.8141122731133361,0.6127898289793277,[1.64257994],[12.55488066],948,4,3.917475488653989,0.0,0.5,1.0,0.1
107,-6.5024344534349545,-6.008525814232367,4.37531774384052,0.6668363096473591,0.8141122731133361,0.6127898289793277,[1.64257994],[12.55488066],954,4,3.917475488653989,0.0,0.5,1.0,0.1
108,-6.5024344534349545,-6.008525814232367,4.8551840433093885,0.6668363096473591,0.8141122731133361,0.6127898289793277,[1.64257994],[12.55488066],963,4,3.917475488653989,0.0,0.5,1.0,0.1
109,-6.5024344534349545,-6.008525814232367,5.335050342778257,0.6668363096473591,0.8141122731133361,0.6127898289793277,[1.64257994],[12.55488066],947,4,3.917475488653989,0.0,0.5,1.0,0.1
110,-6.5024344534349545,-6.008525814232367,5.814916642247125,0.6668363096473591,0.8141122731133361,0.6127898289793277,[1.64257994],[12.55488066],303,4,3.917475488653989,0.0,0.5,1.0,0.1
111,-6.5024344534349545,-6.008525814232367,6.294782941715995,0.6668363096473591,0.8141122731133361,0.6127898289793277,[1.64257994],[12.55488066],307,4,3.917475488653989,0.0,0.5,1.0,0.1
112,-6.5024344534349545,-6.008525814232367,6.774649241184863,0.7619507425019627,0.688159144940533,0.589259432271624,[4.26009264],[6.81073801],953,20,2.1635973094752328,0.0,1.0,0.5,0.1
113,-6.5024344534349545,-6.008525814232367,7.254515540653732,0.629402002351136,0.8586318699912115,0.6495422435522262,[2.22453775],[12.10527579],990,23,3.417575954193251,0.0360989872280481,0.7425666354958573,0.8639713423755446,0.0517338436665915
114,-6.5024344534349545,-6.008525814232367,7.7343818401226,0.629402002351136,0.8586318699912115,0.6495422435522262,[2.22453775],[12.10527579],719,23,3.417575954193251,0.0360989872280481,0.7425666354958573,0.8639713423755446,0.0517338436665915
115,-6.5024344534349545,-5.629692509169953,-1.862944149254773,0.5792663421792036,0.9148699333269502,0.7002933391522854,[2.26968088],[12.63852458],975,23,3.417575954193251,0.0360989872280481,0.7425666354958573,0.8639713423755446,0.0517338436665915
116,-6.5024344534349545,-5.629692509169953,-1.3830778497859042,0.5684801587068926,0.9265195550624894,0.7092213179995493,[2.14051046],[12.69159321],962,23,3.417575954193251,0.0360989872280481,0.7425666354958573,0.8639713423755446,0.0517338436665915
117,-6.5024344534349545,-5.629692509169953,-0.9032115503170357,0.5695640294736706,0.925328714528623,0.7075651259094637,[2.12287607],[12.66090159],299,23,3.417575954193251,0.0360989872280481,0.7425666354958573,0.8639713423755446,0.0517338436665915
118,-6.5024344534349545,-5.629692509169953,-0.42334525084816704,0.5694087192308566,0.9254926092905371,0.707501400142699,[2.15360536],[12.65820555],936,23,3.417575954193251,0.0360989872280481,0.7425666354958573,0.8639713423755446,0.0517338436665915
119,-6.5024344534349545,-5.629692509169953,0.05652104862070149,0.5702785429406853,0.9245573576860132,0.7065887247290963,[2.15582933],[12.66130261],971,23,3.417575954193251,0.0360989872280481,0.7425666354958573,0.8639713423755446,0.0517338436665915
120,-6.5024344534349545,-5.629692509169953,0.5363873480895702,0.574098991517294,0.920470852914422,0.7030020056654349,[2.11000051],[12.68401103],943,23,3.417575954193251,0.0360989872280481,0.7425666354958573,0.8639713423755446,0.0517338436665915
121,-6.5024344534349545,-5.629692509169953,1.016253647558439,0.5834492404357879,0.9103061339364088,0.6954336908271964,[2.04226103],[12.5782886],927,23,3.417575954193251,0.0360989872280481,0.7425666354958573,0.8639713423755446,0.0517338436665915
122,-6.5024344534349545,-5.629692509169953,1.4961199470273077,0.6032962433129487,0.888355223595371,0.6749506285044208,[2.18278875],[12.33274989],970,23,3.417575954193251,0.0360989872280481,0.7425666354958573,0.8639713423755446,0.0517338436665915
123,-6.5024344534349545,-5.629692509169953,1.975986246496176,0.629402002351136,0.8586318699912115,0.6495422435522262,[2.22453775],[12.10527579],966,23,3.417575954193251,0.0360989872280481,0.7425666354958573,0.8639713423755446,0.0517338436665915
124,-6.5024344534349545,-5.629692509169953,2.455852545965045,0.629402002351136,0.8586318699912115,0.6495422435522262,[2.22453775],[12.10527579],946,23,3.417575954193251,0.0360989872280481,0.7425666354958573,0.8639713423755446,0.0517338436665915
125,-6.5024344534349545,-5.629692509169953,2.935718845433913,0.629402002351136,0.8586318699912115,0.6495422435522262,[2.22453775],[12.10527579],970,23,3.417575954193251,0.0360989872280481,0.7425666354958573,0.8639713423755446,0.0517338436665915
126,-6.5024344534349545,-5.629692509169953,3.4155851449027828,0.7619507425019627,0.688159144940533,0.589259432271624,[4.26009264],[6.81073801],927,20,2.1635973094752328,0.0,1.0,0.5,0.1
127,-6.5024344534349545,-5.629692509169953,3.89545144437165,0.629402002351136,0.8586318699912115,0.6495422435522262,[2.22453775],[12.10527579],331,23,3.417575954193251,0.0360989872280481,0.7425666354958573,0.8639713423755446,0.0517338436665915
128,-6.5024344534349545,-5.629692509169953,4.37531774384052,0.629402002351136,0.8586318699912115,0.6495422435522262,[2.22453775],[12.10527579],958,23,3.417575954193251,0.0360989872280481,0.7425666354958573,0.8639713423755446,0.0517338436665915
129,-6.5024344534349545,-5.629692509169953,4.8551840433093885,0.629402002351136,0.8586318699912115,0.6495422435522262,[2.22453775],[12.10527579],970,23,3.417575954193251,0.0360989872280481,0.7425666354958573,0.8639713423755446,0.0517338436665915
130,-6.5024344534349545,-5.629692509169953,5.335050342778257,0.629402002351136,0.8586318699912115,0.6495422435522262,[2.22453775],[12.10527579],961,23,3.417575954193251,0.0360989872280481,0.7425666354958573,0.8639713423755446,0.0517338436665915
131,-6.5024344534349545,-5.629692509169953,5.814916642247125,0.629402002351136,0.8586318699912115,0.6495422435522262,[2.22453775],[12.10527579],334,23,3.417575954193251,0.0360989872280481,0.7425666354958573,0.8639713423755446,0.0517338436665915
132,-6.5024344534349545,-5.629692509169953,6.294782941715995,0.629402002351136,0.8586318699912115,0.6495422435522262,[2.22453775],[12.10527579],939,23,3.417575954193251,0.0360989872280481,0.7425666354958573,0.8639713423755446,0.0517338436665915
