,Temperature,pCH4_per_pO2,Contact time,Y(C2)_predicted,Extrapolation Strength,Extrapolating Variables
1884,815.8,1.25,0.216,2.962152095,2,"['Temperature', 'pCH4_per_pO2']"
1885,815.8,1.25,0.288,2.962152095,2,"['Temperature', 'pCH4_per_pO2']"
1886,815.8,1.25,0.36,9.589847711,2,"['Temperature', 'pCH4_per_pO2']"
1887,815.8,1.25,0.432,6.617509592,2,"['Temperature', 'pCH4_per_pO2']"
1888,815.8,1.25,0.504,6.617509592,2,"['Temperature', 'pCH4_per_pO2']"
1903,815.8,1.5,0.072,6.994392112,2,"['Temperature', 'pCH4_per_pO2']"
1904,815.8,1.5,0.144,3.243188454,2,"['Temperature', 'pCH4_per_pO2']"
1905,815.8,1.5,0.216,2.962152095,2,"['Temperature', 'pCH4_per_pO2']"
1906,815.8,1.5,0.288,2.962152095,2,"['Temperature', 'pCH4_per_pO2']"
1907,815.8,1.5,0.36,9.589847711,2,"['Temperature', 'pCH4_per_pO2']"
1908,815.8,1.5,0.432,6.617509592,2,"['Temperature', 'pCH4_per_pO2']"
1909,815.8,1.5,0.504,6.617509592,2,"['Temperature', 'pCH4_per_pO2']"
1924,815.8,1.75,0.072,6.994392112,2,"['Temperature', 'pCH4_per_pO2']"
1925,815.8,1.75,0.144,3.243188454,2,"['Temperature', 'pCH4_per_pO2']"
1926,815.8,1.75,0.216,2.962152095,2,"['Temperature', 'pCH4_per_pO2']"
1927,815.8,1.75,0.288,2.962152095,2,"['Temperature', 'pCH4_per_pO2']"
1928,815.8,1.75,0.36,9.589847711,2,"['Temperature', 'pCH4_per_pO2']"
1929,815.8,1.75,0.432,6.617509592,2,"['Temperature', 'pCH4_per_pO2']"
1930,815.8,1.75,0.504,6.617509592,2,"['Temperature', 'pCH4_per_pO2']"
1945,815.8,2.0,0.072,5.287248717,2,"['Temperature', 'pCH4_per_pO2']"
1946,815.8,2.0,0.144,1.408573088,2,"['Temperature', 'pCH4_per_pO2']"
1947,815.8,2.0,0.216,1.193470945,2,"['Temperature', 'pCH4_per_pO2']"
1948,815.8,2.0,0.288,1.193470945,2,"['Temperature', 'pCH4_per_pO2']"
1949,815.8,2.0,0.36,7.821168953,2,"['Temperature', 'pCH4_per_pO2']"
1950,815.8,2.0,0.432,4.825053139,2,"['Temperature', 'pCH4_per_pO2']"
1951,815.8,2.0,0.504,4.825053139,2,"['Temperature', 'pCH4_per_pO2']"
1966,815.8,2.25,0.072,3.494753987,2,"['Temperature', 'pCH4_per_pO2']"
1967,815.8,2.25,0.144,0.0,2,"['Temperature', 'pCH4_per_pO2']"
1968,815.8,2.25,0.216,0.0,2,"['Temperature', 'pCH4_per_pO2']"
1969,815.8,2.25,0.288,0.0,2,"['Temperature', 'pCH4_per_pO2']"
1970,815.8,2.25,0.36,5.958626398,2,"['Temperature', 'pCH4_per_pO2']"
1971,815.8,2.25,0.432,2.044605542,2,"['Temperature', 'pCH4_per_pO2']"
1972,815.8,2.25,0.504,2.044605542,2,"['Temperature', 'pCH4_per_pO2']"
1987,815.8,2.5,0.072,3.476320872,2,"['Temperature', 'pCH4_per_pO2']"
1988,815.8,2.5,0.144,0.0,2,"['Temperature', 'pCH4_per_pO2']"
1989,815.8,2.5,0.216,0.0,2,"['Temperature', 'pCH4_per_pO2']"
1990,815.8,2.5,0.288,0.0,2,"['Temperature', 'pCH4_per_pO2']"
1991,815.8,2.5,0.36,5.940193284,2,"['Temperature', 'pCH4_per_pO2']"
1992,815.8,2.5,0.432,2.026172611,2,"['Temperature', 'pCH4_per_pO2']"
1993,815.8,2.5,0.504,2.026172611,2,"['Temperature', 'pCH4_per_pO2']"
2008,815.8,2.75,0.072,3.335918263,2,"['Temperature', 'pCH4_per_pO2']"
2009,815.8,2.75,0.144,0.0,2,"['Temperature', 'pCH4_per_pO2']"
2010,815.8,2.75,0.216,0.0,2,"['Temperature', 'pCH4_per_pO2']"
2011,815.8,2.75,0.288,0.0,2,"['Temperature', 'pCH4_per_pO2']"
2012,815.8,2.75,0.36,5.807724179,2,"['Temperature', 'pCH4_per_pO2']"
2013,815.8,2.75,0.432,1.893703691,2,"['Temperature', 'pCH4_per_pO2']"
2014,815.8,2.75,0.504,1.893703691,2,"['Temperature', 'pCH4_per_pO2']"
2029,815.8,3.0,0.072,2.836903934,2,"['Temperature', 'pCH4_per_pO2']"
2030,815.8,3.0,0.144,0.0,2,"['Temperature', 'pCH4_per_pO2']"
2031,815.8,3.0,0.216,0.0,2,"['Temperature', 'pCH4_per_pO2']"
2032,815.8,3.0,0.288,0.0,2,"['Temperature', 'pCH4_per_pO2']"
2033,815.8,3.0,0.36,4.696822231,2,"['Temperature', 'pCH4_per_pO2']"
2034,815.8,3.0,0.432,0.695549291,2,"['Temperature', 'pCH4_per_pO2']"
2035,815.8,3.0,0.504,0.695549291,2,"['Temperature', 'pCH4_per_pO2']"
2050,815.8,3.25,0.072,2.836903934,2,"['Temperature', 'pCH4_per_pO2']"
2051,815.8,3.25,0.144,0.0,2,"['Temperature', 'pCH4_per_pO2']"
2052,815.8,3.25,0.216,0.0,2,"['Temperature', 'pCH4_per_pO2']"
2053,815.8,3.25,0.288,0.0,2,"['Temperature', 'pCH4_per_pO2']"
2054,815.8,3.25,0.36,4.696822231,2,"['Temperature', 'pCH4_per_pO2']"
2055,815.8,3.25,0.432,0.695549291,2,"['Temperature', 'pCH4_per_pO2']"
2056,815.8,3.25,0.504,0.695549291,2,"['Temperature', 'pCH4_per_pO2']"
2071,815.8,3.5,0.072,2.836903934,2,"['Temperature', 'pCH4_per_pO2']"
2072,815.8,3.5,0.144,0.0,2,"['Temperature', 'pCH4_per_pO2']"
2073,815.8,3.5,0.216,0.0,2,"['Temperature', 'pCH4_per_pO2']"
2074,815.8,3.5,0.288,0.0,2,"['Temperature', 'pCH4_per_pO2']"
2075,815.8,3.5,0.36,4.696822231,2,"['Temperature', 'pCH4_per_pO2']"
2076,815.8,3.5,0.432,0.695549291,2,"['Temperature', 'pCH4_per_pO2']"
2077,815.8,3.5,0.504,0.695549291,2,"['Temperature', 'pCH4_per_pO2']"
2092,815.8,3.75,0.072,2.836903934,2,"['Temperature', 'pCH4_per_pO2']"
2093,815.8,3.75,0.144,0.0,2,"['Temperature', 'pCH4_per_pO2']"
2094,815.8,3.75,0.216,0.0,2,"['Temperature', 'pCH4_per_pO2']"
2095,815.8,3.75,0.288,0.0,2,"['Temperature', 'pCH4_per_pO2']"
2096,815.8,3.75,0.36,4.696822231,2,"['Temperature', 'pCH4_per_pO2']"
2097,815.8,3.75,0.432,0.695549291,2,"['Temperature', 'pCH4_per_pO2']"
2098,815.8,3.75,0.504,0.695549291,2,"['Temperature', 'pCH4_per_pO2']"
2112,815.8,4.0,0.0,5.726450934,2,"['Temperature', 'Contact time']"
2120,815.8,4.0,0.576,1.500681153,2,"['Temperature', 'Contact time']"
2121,815.8,4.0,0.648,1.500681153,2,"['Temperature', 'Contact time']"
2122,815.8,4.0,0.72,1.500681153,2,"['Temperature', 'Contact time']"
2123,815.8,4.0,0.792,1.500681153,2,"['Temperature', 'Contact time']"
2124,815.8,4.0,0.864,1.500681153,2,"['Temperature', 'Contact time']"
2125,815.8,4.0,0.936,1.500681153,2,"['Temperature', 'Contact time']"
2126,815.8,4.0,1.008,1.500681153,2,"['Temperature', 'Contact time']"
2127,815.8,4.0,1.08,1.500681153,2,"['Temperature', 'Contact time']"
2128,815.8,4.0,1.152,1.500681153,2,"['Temperature', 'Contact time']"
2129,815.8,4.0,1.224,1.500681153,2,"['Temperature', 'Contact time']"
2130,815.8,4.0,1.296,1.500681153,2,"['Temperature', 'Contact time']"
2131,815.8,4.0,1.368,1.500681153,2,"['Temperature', 'Contact time']"
2132,815.8,4.0,1.44,1.500681153,2,"['Temperature', 'Contact time']"
2133,815.8,4.25,0.0,5.726450934,2,"['Temperature', 'Contact time']"
2141,815.8,4.25,0.576,1.500681153,2,"['Temperature', 'Contact time']"
2142,815.8,4.25,0.648,1.500681153,2,"['Temperature', 'Contact time']"
2143,815.8,4.25,0.72,1.500681153,2,"['Temperature', 'Contact time']"
2144,815.8,4.25,0.792,1.500681153,2,"['Temperature', 'Contact time']"
2145,815.8,4.25,0.864,1.500681153,2,"['Temperature', 'Contact time']"
2146,815.8,4.25,0.936,1.500681153,2,"['Temperature', 'Contact time']"
2147,815.8,4.25,1.008,1.500681153,2,"['Temperature', 'Contact time']"
2148,815.8,4.25,1.08,1.500681153,2,"['Temperature', 'Contact time']"
2149,815.8,4.25,1.152,1.500681153,2,"['Temperature', 'Contact time']"
2150,815.8,4.25,1.224,1.500681153,2,"['Temperature', 'Contact time']"
2151,815.8,4.25,1.296,1.500681153,2,"['Temperature', 'Contact time']"
2152,815.8,4.25,1.368,1.500681153,2,"['Temperature', 'Contact time']"
2153,815.8,4.25,1.44,1.500681153,2,"['Temperature', 'Contact time']"
2154,815.8,4.5,0.0,5.726450934,2,"['Temperature', 'Contact time']"
2162,815.8,4.5,0.576,1.500681153,2,"['Temperature', 'Contact time']"
2163,815.8,4.5,0.648,1.500681153,2,"['Temperature', 'Contact time']"
2164,815.8,4.5,0.72,1.500681153,2,"['Temperature', 'Contact time']"
2165,815.8,4.5,0.792,1.500681153,2,"['Temperature', 'Contact time']"
2166,815.8,4.5,0.864,1.500681153,2,"['Temperature', 'Contact time']"
2167,815.8,4.5,0.936,1.500681153,2,"['Temperature', 'Contact time']"
2168,815.8,4.5,1.008,1.500681153,2,"['Temperature', 'Contact time']"
2169,815.8,4.5,1.08,1.500681153,2,"['Temperature', 'Contact time']"
2170,815.8,4.5,1.152,1.500681153,2,"['Temperature', 'Contact time']"
2171,815.8,4.5,1.224,1.500681153,2,"['Temperature', 'Contact time']"
2172,815.8,4.5,1.296,1.500681153,2,"['Temperature', 'Contact time']"
2173,815.8,4.5,1.368,1.500681153,2,"['Temperature', 'Contact time']"
2174,815.8,4.5,1.44,1.500681153,2,"['Temperature', 'Contact time']"
2175,815.8,4.75,0.0,5.726450934,2,"['Temperature', 'Contact time']"
2183,815.8,4.75,0.576,1.500681153,2,"['Temperature', 'Contact time']"
2184,815.8,4.75,0.648,1.500681153,2,"['Temperature', 'Contact time']"
2185,815.8,4.75,0.72,1.500681153,2,"['Temperature', 'Contact time']"
2186,815.8,4.75,0.792,1.500681153,2,"['Temperature', 'Contact time']"
2187,815.8,4.75,0.864,1.500681153,2,"['Temperature', 'Contact time']"
2188,815.8,4.75,0.936,1.500681153,2,"['Temperature', 'Contact time']"
2189,815.8,4.75,1.008,1.500681153,2,"['Temperature', 'Contact time']"
2190,815.8,4.75,1.08,1.500681153,2,"['Temperature', 'Contact time']"
2191,815.8,4.75,1.152,1.500681153,2,"['Temperature', 'Contact time']"
2192,815.8,4.75,1.224,1.500681153,2,"['Temperature', 'Contact time']"
2193,815.8,4.75,1.296,1.500681153,2,"['Temperature', 'Contact time']"
2194,815.8,4.75,1.368,1.500681153,2,"['Temperature', 'Contact time']"
2195,815.8,4.75,1.44,1.500681153,2,"['Temperature', 'Contact time']"
2196,815.8,5.0,0.0,5.063559949,2,"['Temperature', 'Contact time']"
2204,815.8,5.0,0.576,0.81804925,2,"['Temperature', 'Contact time']"
2205,815.8,5.0,0.648,0.81804925,2,"['Temperature', 'Contact time']"
2206,815.8,5.0,0.72,0.81804925,2,"['Temperature', 'Contact time']"
2207,815.8,5.0,0.792,0.81804925,2,"['Temperature', 'Contact time']"
2208,815.8,5.0,0.864,0.81804925,2,"['Temperature', 'Contact time']"
2209,815.8,5.0,0.936,0.81804925,2,"['Temperature', 'Contact time']"
2210,815.8,5.0,1.008,0.81804925,2,"['Temperature', 'Contact time']"
2211,815.8,5.0,1.08,0.81804925,2,"['Temperature', 'Contact time']"
2212,815.8,5.0,1.152,0.81804925,2,"['Temperature', 'Contact time']"
2213,815.8,5.0,1.224,0.81804925,2,"['Temperature', 'Contact time']"
2214,815.8,5.0,1.296,0.81804925,2,"['Temperature', 'Contact time']"
2215,815.8,5.0,1.368,0.81804925,2,"['Temperature', 'Contact time']"
2216,815.8,5.0,1.44,0.81804925,2,"['Temperature', 'Contact time']"
2217,815.8,5.25,0.0,5.063559949,2,"['Temperature', 'Contact time']"
2225,815.8,5.25,0.576,0.81804925,2,"['Temperature', 'Contact time']"
2226,815.8,5.25,0.648,0.81804925,2,"['Temperature', 'Contact time']"
2227,815.8,5.25,0.72,0.81804925,2,"['Temperature', 'Contact time']"
2228,815.8,5.25,0.792,0.81804925,2,"['Temperature', 'Contact time']"
2229,815.8,5.25,0.864,0.81804925,2,"['Temperature', 'Contact time']"
2230,815.8,5.25,0.936,0.81804925,2,"['Temperature', 'Contact time']"
2231,815.8,5.25,1.008,0.81804925,2,"['Temperature', 'Contact time']"
2232,815.8,5.25,1.08,0.81804925,2,"['Temperature', 'Contact time']"
2233,815.8,5.25,1.152,0.81804925,2,"['Temperature', 'Contact time']"
2234,815.8,5.25,1.224,0.81804925,2,"['Temperature', 'Contact time']"
2235,815.8,5.25,1.296,0.81804925,2,"['Temperature', 'Contact time']"
2236,815.8,5.25,1.368,0.81804925,2,"['Temperature', 'Contact time']"
2237,815.8,5.25,1.44,0.81804925,2,"['Temperature', 'Contact time']"
2238,815.8,5.5,0.0,5.063559949,2,"['Temperature', 'Contact time']"
2246,815.8,5.5,0.576,0.81804925,2,"['Temperature', 'Contact time']"
2247,815.8,5.5,0.648,0.81804925,2,"['Temperature', 'Contact time']"
2248,815.8,5.5,0.72,0.81804925,2,"['Temperature', 'Contact time']"
2249,815.8,5.5,0.792,0.81804925,2,"['Temperature', 'Contact time']"
2250,815.8,5.5,0.864,0.81804925,2,"['Temperature', 'Contact time']"
2251,815.8,5.5,0.936,0.81804925,2,"['Temperature', 'Contact time']"
2252,815.8,5.5,1.008,0.81804925,2,"['Temperature', 'Contact time']"
2253,815.8,5.5,1.08,0.81804925,2,"['Temperature', 'Contact time']"
2254,815.8,5.5,1.152,0.81804925,2,"['Temperature', 'Contact time']"
2255,815.8,5.5,1.224,0.81804925,2,"['Temperature', 'Contact time']"
2256,815.8,5.5,1.296,0.81804925,2,"['Temperature', 'Contact time']"
2257,815.8,5.5,1.368,0.81804925,2,"['Temperature', 'Contact time']"
2258,815.8,5.5,1.44,0.81804925,2,"['Temperature', 'Contact time']"
2259,815.8,5.75,0.0,5.063559949,2,"['Temperature', 'Contact time']"
2267,815.8,5.75,0.576,0.81804925,2,"['Temperature', 'Contact time']"
2268,815.8,5.75,0.648,0.81804925,2,"['Temperature', 'Contact time']"
2269,815.8,5.75,0.72,0.81804925,2,"['Temperature', 'Contact time']"
2270,815.8,5.75,0.792,0.81804925,2,"['Temperature', 'Contact time']"
2271,815.8,5.75,0.864,0.81804925,2,"['Temperature', 'Contact time']"
2272,815.8,5.75,0.936,0.81804925,2,"['Temperature', 'Contact time']"
2273,815.8,5.75,1.008,0.81804925,2,"['Temperature', 'Contact time']"
2274,815.8,5.75,1.08,0.81804925,2,"['Temperature', 'Contact time']"
2275,815.8,5.75,1.152,0.81804925,2,"['Temperature', 'Contact time']"
2276,815.8,5.75,1.224,0.81804925,2,"['Temperature', 'Contact time']"
2277,815.8,5.75,1.296,0.81804925,2,"['Temperature', 'Contact time']"
2278,815.8,5.75,1.368,0.81804925,2,"['Temperature', 'Contact time']"
2279,815.8,5.75,1.44,0.81804925,2,"['Temperature', 'Contact time']"
2280,815.8,6.0,0.0,5.063559949,2,"['Temperature', 'Contact time']"
2288,815.8,6.0,0.576,0.81804925,2,"['Temperature', 'Contact time']"
2289,815.8,6.0,0.648,0.81804925,2,"['Temperature', 'Contact time']"
2290,815.8,6.0,0.72,0.81804925,2,"['Temperature', 'Contact time']"
2291,815.8,6.0,0.792,0.81804925,2,"['Temperature', 'Contact time']"
2292,815.8,6.0,0.864,0.81804925,2,"['Temperature', 'Contact time']"
2293,815.8,6.0,0.936,0.81804925,2,"['Temperature', 'Contact time']"
2294,815.8,6.0,1.008,0.81804925,2,"['Temperature', 'Contact time']"
2295,815.8,6.0,1.08,0.81804925,2,"['Temperature', 'Contact time']"
2296,815.8,6.0,1.152,0.81804925,2,"['Temperature', 'Contact time']"
2297,815.8,6.0,1.224,0.81804925,2,"['Temperature', 'Contact time']"
2298,815.8,6.0,1.296,0.81804925,2,"['Temperature', 'Contact time']"
2299,815.8,6.0,1.368,0.81804925,2,"['Temperature', 'Contact time']"
2300,815.8,6.0,1.44,0.81804925,2,"['Temperature', 'Contact time']"
2302,839.0,1.0,0.072,6.994392112,2,"['Temperature', 'pCH4_per_pO2']"
2303,839.0,1.0,0.144,3.243188454,2,"['Temperature', 'pCH4_per_pO2']"
2304,839.0,1.0,0.216,2.962152095,2,"['Temperature', 'pCH4_per_pO2']"
2305,839.0,1.0,0.288,2.962152095,2,"['Temperature', 'pCH4_per_pO2']"
2306,839.0,1.0,0.36,9.589847711,2,"['Temperature', 'pCH4_per_pO2']"
2307,839.0,1.0,0.432,6.617509592,2,"['Temperature', 'pCH4_per_pO2']"
2308,839.0,1.0,0.504,6.617509592,2,"['Temperature', 'pCH4_per_pO2']"
2323,839.0,1.25,0.072,6.994392112,2,"['Temperature', 'pCH4_per_pO2']"
2324,839.0,1.25,0.144,3.243188454,2,"['Temperature', 'pCH4_per_pO2']"
2325,839.0,1.25,0.216,2.962152095,2,"['Temperature', 'pCH4_per_pO2']"
2326,839.0,1.25,0.288,2.962152095,2,"['Temperature', 'pCH4_per_pO2']"
2327,839.0,1.25,0.36,9.589847711,2,"['Temperature', 'pCH4_per_pO2']"
2328,839.0,1.25,0.432,6.617509592,2,"['Temperature', 'pCH4_per_pO2']"
2329,839.0,1.25,0.504,6.617509592,2,"['Temperature', 'pCH4_per_pO2']"
2344,839.0,1.5,0.072,6.994392112,2,"['Temperature', 'pCH4_per_pO2']"
2345,839.0,1.5,0.144,3.243188454,2,"['Temperature', 'pCH4_per_pO2']"
2346,839.0,1.5,0.216,2.962152095,2,"['Temperature', 'pCH4_per_pO2']"
2347,839.0,1.5,0.288,2.962152095,2,"['Temperature', 'pCH4_per_pO2']"
2348,839.0,1.5,0.36,9.589847711,2,"['Temperature', 'pCH4_per_pO2']"
2349,839.0,1.5,0.432,6.617509592,2,"['Temperature', 'pCH4_per_pO2']"
2350,839.0,1.5,0.504,6.617509592,2,"['Temperature', 'pCH4_per_pO2']"
2365,839.0,1.75,0.072,6.994392112,2,"['Temperature', 'pCH4_per_pO2']"
2366,839.0,1.75,0.144,3.243188454,2,"['Temperature', 'pCH4_per_pO2']"
2367,839.0,1.75,0.216,2.962152095,2,"['Temperature', 'pCH4_per_pO2']"
2368,839.0,1.75,0.288,2.962152095,2,"['Temperature', 'pCH4_per_pO2']"
2369,839.0,1.75,0.36,9.589847711,2,"['Temperature', 'pCH4_per_pO2']"
2370,839.0,1.75,0.432,6.617509592,2,"['Temperature', 'pCH4_per_pO2']"
2371,839.0,1.75,0.504,6.617509592,2,"['Temperature', 'pCH4_per_pO2']"
2386,839.0,2.0,0.072,5.287248717,2,"['Temperature', 'pCH4_per_pO2']"
2387,839.0,2.0,0.144,1.408573088,2,"['Temperature', 'pCH4_per_pO2']"
2388,839.0,2.0,0.216,1.193470945,2,"['Temperature', 'pCH4_per_pO2']"
2389,839.0,2.0,0.288,1.193470945,2,"['Temperature', 'pCH4_per_pO2']"
2390,839.0,2.0,0.36,7.821168953,2,"['Temperature', 'pCH4_per_pO2']"
2391,839.0,2.0,0.432,4.825053139,2,"['Temperature', 'pCH4_per_pO2']"
2392,839.0,2.0,0.504,4.825053139,2,"['Temperature', 'pCH4_per_pO2']"
2407,839.0,2.25,0.072,3.494753987,2,"['Temperature', 'pCH4_per_pO2']"
2408,839.0,2.25,0.144,0.0,2,"['Temperature', 'pCH4_per_pO2']"
2409,839.0,2.25,0.216,0.0,2,"['Temperature', 'pCH4_per_pO2']"
2410,839.0,2.25,0.288,0.0,2,"['Temperature', 'pCH4_per_pO2']"
2411,839.0,2.25,0.36,5.958626398,2,"['Temperature', 'pCH4_per_pO2']"
2412,839.0,2.25,0.432,2.044605542,2,"['Temperature', 'pCH4_per_pO2']"
2413,839.0,2.25,0.504,2.044605542,2,"['Temperature', 'pCH4_per_pO2']"
2428,839.0,2.5,0.072,3.476320872,2,"['Temperature', 'pCH4_per_pO2']"
2429,839.0,2.5,0.144,0.0,2,"['Temperature', 'pCH4_per_pO2']"
2430,839.0,2.5,0.216,0.0,2,"['Temperature', 'pCH4_per_pO2']"
2431,839.0,2.5,0.288,0.0,2,"['Temperature', 'pCH4_per_pO2']"
2432,839.0,2.5,0.36,5.940193284,2,"['Temperature', 'pCH4_per_pO2']"
2433,839.0,2.5,0.432,2.026172611,2,"['Temperature', 'pCH4_per_pO2']"
2434,839.0,2.5,0.504,2.026172611,2,"['Temperature', 'pCH4_per_pO2']"
2449,839.0,2.75,0.072,3.335918263,2,"['Temperature', 'pCH4_per_pO2']"
2450,839.0,2.75,0.144,0.0,2,"['Temperature', 'pCH4_per_pO2']"
2451,839.0,2.75,0.216,0.0,2,"['Temperature', 'pCH4_per_pO2']"
2452,839.0,2.75,0.288,0.0,2,"['Temperature', 'pCH4_per_pO2']"
2453,839.0,2.75,0.36,5.807724179,2,"['Temperature', 'pCH4_per_pO2']"
2454,839.0,2.75,0.432,1.893703691,2,"['Temperature', 'pCH4_per_pO2']"
2455,839.0,2.75,0.504,1.893703691,2,"['Temperature', 'pCH4_per_pO2']"
2470,839.0,3.0,0.072,2.836903934,2,"['Temperature', 'pCH4_per_pO2']"
2471,839.0,3.0,0.144,0.0,2,"['Temperature', 'pCH4_per_pO2']"
2472,839.0,3.0,0.216,0.0,2,"['Temperature', 'pCH4_per_pO2']"
2473,839.0,3.0,0.288,0.0,2,"['Temperature', 'pCH4_per_pO2']"
2474,839.0,3.0,0.36,4.696822231,2,"['Temperature', 'pCH4_per_pO2']"
2475,839.0,3.0,0.432,0.695549291,2,"['Temperature', 'pCH4_per_pO2']"
2476,839.0,3.0,0.504,0.695549291,2,"['Temperature', 'pCH4_per_pO2']"
2491,839.0,3.25,0.072,2.836903934,2,"['Temperature', 'pCH4_per_pO2']"
2492,839.0,3.25,0.144,0.0,2,"['Temperature', 'pCH4_per_pO2']"
2493,839.0,3.25,0.216,0.0,2,"['Temperature', 'pCH4_per_pO2']"
2494,839.0,3.25,0.288,0.0,2,"['Temperature', 'pCH4_per_pO2']"
2495,839.0,3.25,0.36,4.696822231,2,"['Temperature', 'pCH4_per_pO2']"
2496,839.0,3.25,0.432,0.695549291,2,"['Temperature', 'pCH4_per_pO2']"
2497,839.0,3.25,0.504,0.695549291,2,"['Temperature', 'pCH4_per_pO2']"
2512,839.0,3.5,0.072,2.836903934,2,"['Temperature', 'pCH4_per_pO2']"
2513,839.0,3.5,0.144,0.0,2,"['Temperature', 'pCH4_per_pO2']"
2514,839.0,3.5,0.216,0.0,2,"['Temperature', 'pCH4_per_pO2']"
2515,839.0,3.5,0.288,0.0,2,"['Temperature', 'pCH4_per_pO2']"
2516,839.0,3.5,0.36,4.696822231,2,"['Temperature', 'pCH4_per_pO2']"
2517,839.0,3.5,0.432,0.695549291,2,"['Temperature', 'pCH4_per_pO2']"
2518,839.0,3.5,0.504,0.695549291,2,"['Temperature', 'pCH4_per_pO2']"
2533,839.0,3.75,0.072,2.836903934,2,"['Temperature', 'pCH4_per_pO2']"
2534,839.0,3.75,0.144,0.0,2,"['Temperature', 'pCH4_per_pO2']"
2535,839.0,3.75,0.216,0.0,2,"['Temperature', 'pCH4_per_pO2']"
2536,839.0,3.75,0.288,0.0,2,"['Temperature', 'pCH4_per_pO2']"
2537,839.0,3.75,0.36,4.696822231,2,"['Temperature', 'pCH4_per_pO2']"
2538,839.0,3.75,0.432,0.695549291,2,"['Temperature', 'pCH4_per_pO2']"
2539,839.0,3.75,0.504,0.695549291,2,"['Temperature', 'pCH4_per_pO2']"
2553,839.0,4.0,0.0,5.678959586,2,"['Temperature', 'Contact time']"
2561,839.0,4.0,0.576,1.453188977,2,"['Temperature', 'Contact time']"
2562,839.0,4.0,0.648,1.453188977,2,"['Temperature', 'Contact time']"
2563,839.0,4.0,0.72,1.453188977,2,"['Temperature', 'Contact time']"
2564,839.0,4.0,0.792,1.453188977,2,"['Temperature', 'Contact time']"
2565,839.0,4.0,0.864,1.453188977,2,"['Temperature', 'Contact time']"
2566,839.0,4.0,0.936,1.453188977,2,"['Temperature', 'Contact time']"
2567,839.0,4.0,1.008,1.453188977,2,"['Temperature', 'Contact time']"
2568,839.0,4.0,1.08,1.453188977,2,"['Temperature', 'Contact time']"
2569,839.0,4.0,1.152,1.453188977,2,"['Temperature', 'Contact time']"
2570,839.0,4.0,1.224,1.453188977,2,"['Temperature', 'Contact time']"
2571,839.0,4.0,1.296,1.453188977,2,"['Temperature', 'Contact time']"
2572,839.0,4.0,1.368,1.453188977,2,"['Temperature', 'Contact time']"
2573,839.0,4.0,1.44,1.453188977,2,"['Temperature', 'Contact time']"
2574,839.0,4.25,0.0,5.678959586,2,"['Temperature', 'Contact time']"
2582,839.0,4.25,0.576,1.453188977,2,"['Temperature', 'Contact time']"
2583,839.0,4.25,0.648,1.453188977,2,"['Temperature', 'Contact time']"
2584,839.0,4.25,0.72,1.453188977,2,"['Temperature', 'Contact time']"
2585,839.0,4.25,0.792,1.453188977,2,"['Temperature', 'Contact time']"
2586,839.0,4.25,0.864,1.453188977,2,"['Temperature', 'Contact time']"
2587,839.0,4.25,0.936,1.453188977,2,"['Temperature', 'Contact time']"
2588,839.0,4.25,1.008,1.453188977,2,"['Temperature', 'Contact time']"
2589,839.0,4.25,1.08,1.453188977,2,"['Temperature', 'Contact time']"
2590,839.0,4.25,1.152,1.453188977,2,"['Temperature', 'Contact time']"
2591,839.0,4.25,1.224,1.453188977,2,"['Temperature', 'Contact time']"
2592,839.0,4.25,1.296,1.453188977,2,"['Temperature', 'Contact time']"
2593,839.0,4.25,1.368,1.453188977,2,"['Temperature', 'Contact time']"
2594,839.0,4.25,1.44,1.453188977,2,"['Temperature', 'Contact time']"
2595,839.0,4.5,0.0,5.678959586,2,"['Temperature', 'Contact time']"
2603,839.0,4.5,0.576,1.453188977,2,"['Temperature', 'Contact time']"
2604,839.0,4.5,0.648,1.453188977,2,"['Temperature', 'Contact time']"
2605,839.0,4.5,0.72,1.453188977,2,"['Temperature', 'Contact time']"
2606,839.0,4.5,0.792,1.453188977,2,"['Temperature', 'Contact time']"
2607,839.0,4.5,0.864,1.453188977,2,"['Temperature', 'Contact time']"
2608,839.0,4.5,0.936,1.453188977,2,"['Temperature', 'Contact time']"
2609,839.0,4.5,1.008,1.453188977,2,"['Temperature', 'Contact time']"
2610,839.0,4.5,1.08,1.453188977,2,"['Temperature', 'Contact time']"
2611,839.0,4.5,1.152,1.453188977,2,"['Temperature', 'Contact time']"
2612,839.0,4.5,1.224,1.453188977,2,"['Temperature', 'Contact time']"
2613,839.0,4.5,1.296,1.453188977,2,"['Temperature', 'Contact time']"
2614,839.0,4.5,1.368,1.453188977,2,"['Temperature', 'Contact time']"
2615,839.0,4.5,1.44,1.453188977,2,"['Temperature', 'Contact time']"
2616,839.0,4.75,0.0,5.678959586,2,"['Temperature', 'Contact time']"
2624,839.0,4.75,0.576,1.453188977,2,"['Temperature', 'Contact time']"
2625,839.0,4.75,0.648,1.453188977,2,"['Temperature', 'Contact time']"
2626,839.0,4.75,0.72,1.453188977,2,"['Temperature', 'Contact time']"
2627,839.0,4.75,0.792,1.453188977,2,"['Temperature', 'Contact time']"
2628,839.0,4.75,0.864,1.453188977,2,"['Temperature', 'Contact time']"
2629,839.0,4.75,0.936,1.453188977,2,"['Temperature', 'Contact time']"
2630,839.0,4.75,1.008,1.453188977,2,"['Temperature', 'Contact time']"
