,Temperature,pCH4_per_pO2,Contact time,Y(C2)_predicted,Extrapolation Strength,Extrapolating Variables
201,723.0,2.25,0.0,7.046489346,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
209,723.0,2.25,0.576,4.701343831,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
210,723.0,2.25,0.648,4.701343831,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
211,723.0,2.25,0.72,4.701343831,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
212,723.0,2.25,0.792,4.701343831,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
213,723.0,2.25,0.864,4.701343831,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
214,723.0,2.25,0.936,4.701343831,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
215,723.0,2.25,1.008,4.701343831,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
216,723.0,2.25,1.08,4.701343831,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
217,723.0,2.25,1.152,4.701343831,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
218,723.0,2.25,1.224,4.701343831,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
219,723.0,2.25,1.296,4.701343831,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
220,723.0,2.25,1.368,4.701343831,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
221,723.0,2.25,1.44,4.701343831,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
222,723.0,2.5,0.0,6.782047281,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
230,723.0,2.5,0.576,4.682910717,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
231,723.0,2.5,0.648,4.682910717,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
232,723.0,2.5,0.72,4.682910717,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
233,723.0,2.5,0.792,4.682910717,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
234,723.0,2.5,0.864,4.682910717,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
235,723.0,2.5,0.936,4.682910717,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
236,723.0,2.5,1.008,4.682910717,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
237,723.0,2.5,1.08,4.682910717,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
238,723.0,2.5,1.152,4.682910717,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
239,723.0,2.5,1.224,4.682910717,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
240,723.0,2.5,1.296,4.682910717,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
241,723.0,2.5,1.368,4.682910717,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
242,723.0,2.5,1.44,4.682910717,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
243,723.0,2.75,0.0,6.560958847,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
251,723.0,2.75,0.576,4.550441612,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
252,723.0,2.75,0.648,4.550441612,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
253,723.0,2.75,0.72,4.550441612,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
254,723.0,2.75,0.792,4.550441612,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
255,723.0,2.75,0.864,4.550441612,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
256,723.0,2.75,0.936,4.550441612,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
257,723.0,2.75,1.008,4.550441612,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
258,723.0,2.75,1.08,4.550441612,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
259,723.0,2.75,1.152,4.550441612,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
260,723.0,2.75,1.224,4.550441612,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
261,723.0,2.75,1.296,4.550441612,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
262,723.0,2.75,1.368,4.550441612,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
263,723.0,2.75,1.44,4.550441612,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
264,723.0,3.0,0.0,6.887156007,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
272,723.0,3.0,0.576,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
273,723.0,3.0,0.648,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
274,723.0,3.0,0.72,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
275,723.0,3.0,0.792,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
276,723.0,3.0,0.864,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
277,723.0,3.0,0.936,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
278,723.0,3.0,1.008,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
279,723.0,3.0,1.08,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
280,723.0,3.0,1.152,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
281,723.0,3.0,1.224,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
282,723.0,3.0,1.296,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
283,723.0,3.0,1.368,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
284,723.0,3.0,1.44,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
285,723.0,3.25,0.0,6.887156007,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
293,723.0,3.25,0.576,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
294,723.0,3.25,0.648,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
295,723.0,3.25,0.72,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
296,723.0,3.25,0.792,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
297,723.0,3.25,0.864,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
298,723.0,3.25,0.936,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
299,723.0,3.25,1.008,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
300,723.0,3.25,1.08,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
301,723.0,3.25,1.152,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
302,723.0,3.25,1.224,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
303,723.0,3.25,1.296,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
304,723.0,3.25,1.368,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
305,723.0,3.25,1.44,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
306,723.0,3.5,0.0,6.887156007,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
314,723.0,3.5,0.576,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
315,723.0,3.5,0.648,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
316,723.0,3.5,0.72,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
317,723.0,3.5,0.792,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
318,723.0,3.5,0.864,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
319,723.0,3.5,0.936,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
320,723.0,3.5,1.008,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
321,723.0,3.5,1.08,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
322,723.0,3.5,1.152,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
323,723.0,3.5,1.224,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
324,723.0,3.5,1.296,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
325,723.0,3.5,1.368,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
326,723.0,3.5,1.44,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
327,723.0,3.75,0.0,6.887156007,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
335,723.0,3.75,0.576,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
336,723.0,3.75,0.648,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
337,723.0,3.75,0.72,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
338,723.0,3.75,0.792,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
339,723.0,3.75,0.864,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
340,723.0,3.75,0.936,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
341,723.0,3.75,1.008,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
342,723.0,3.75,1.08,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
343,723.0,3.75,1.152,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
344,723.0,3.75,1.224,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
345,723.0,3.75,1.296,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
346,723.0,3.75,1.368,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
347,723.0,3.75,1.44,3.352292825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
537,746.2,1.0,0.0,9.551309758,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
545,746.2,1.0,0.576,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
546,746.2,1.0,0.648,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
547,746.2,1.0,0.72,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
548,746.2,1.0,0.792,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
549,746.2,1.0,0.864,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
550,746.2,1.0,0.936,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
551,746.2,1.0,1.008,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
552,746.2,1.0,1.08,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
553,746.2,1.0,1.152,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
554,746.2,1.0,1.224,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
555,746.2,1.0,1.296,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
556,746.2,1.0,1.368,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
557,746.2,1.0,1.44,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
558,746.2,1.25,0.0,9.551309758,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
566,746.2,1.25,0.576,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
567,746.2,1.25,0.648,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
568,746.2,1.25,0.72,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
569,746.2,1.25,0.792,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
570,746.2,1.25,0.864,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
571,746.2,1.25,0.936,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
572,746.2,1.25,1.008,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
573,746.2,1.25,1.08,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
574,746.2,1.25,1.152,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
575,746.2,1.25,1.224,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
576,746.2,1.25,1.296,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
577,746.2,1.25,1.368,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
578,746.2,1.25,1.44,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
579,746.2,1.5,0.0,9.551309758,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
587,746.2,1.5,0.576,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
588,746.2,1.5,0.648,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
589,746.2,1.5,0.72,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
590,746.2,1.5,0.792,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
591,746.2,1.5,0.864,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
592,746.2,1.5,0.936,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
593,746.2,1.5,1.008,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
594,746.2,1.5,1.08,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
595,746.2,1.5,1.152,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
596,746.2,1.5,1.224,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
597,746.2,1.5,1.296,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
598,746.2,1.5,1.368,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
599,746.2,1.5,1.44,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
600,746.2,1.75,0.0,9.551309758,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
608,746.2,1.75,0.576,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
609,746.2,1.75,0.648,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
610,746.2,1.75,0.72,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
611,746.2,1.75,0.792,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
612,746.2,1.75,0.864,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
613,746.2,1.75,0.936,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
614,746.2,1.75,1.008,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
615,746.2,1.75,1.08,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
616,746.2,1.75,1.152,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
617,746.2,1.75,1.224,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
618,746.2,1.75,1.296,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
619,746.2,1.75,1.368,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
620,746.2,1.75,1.44,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
621,746.2,2.0,0.0,7.930769467,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
629,746.2,2.0,0.576,8.206915799,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
630,746.2,2.0,0.648,8.206915799,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
631,746.2,2.0,0.72,8.206915799,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
632,746.2,2.0,0.792,8.206915799,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
633,746.2,2.0,0.864,8.206915799,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
634,746.2,2.0,0.936,8.206915799,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
635,746.2,2.0,1.008,8.206915799,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
636,746.2,2.0,1.08,8.206915799,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
637,746.2,2.0,1.152,8.206915799,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
638,746.2,2.0,1.224,8.206915799,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
639,746.2,2.0,1.296,8.206915799,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
640,746.2,2.0,1.368,8.206915799,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
641,746.2,2.0,1.44,8.206915799,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
642,746.2,2.25,0.0,7.046489346,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
650,746.2,2.25,0.576,4.701343831,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
651,746.2,2.25,0.648,4.701343831,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
652,746.2,2.25,0.72,4.701343831,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
653,746.2,2.25,0.792,4.701343831,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
654,746.2,2.25,0.864,4.701343831,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
655,746.2,2.25,0.936,4.701343831,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
656,746.2,2.25,1.008,4.701343831,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
657,746.2,2.25,1.08,4.701343831,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
658,746.2,2.25,1.152,4.701343831,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
659,746.2,2.25,1.224,4.701343831,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
660,746.2,2.25,1.296,4.701343831,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
661,746.2,2.25,1.368,4.701343831,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
662,746.2,2.25,1.44,4.701343831,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
663,746.2,2.5,0.0,6.782047281,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
671,746.2,2.5,0.576,4.682910717,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
672,746.2,2.5,0.648,4.682910717,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
673,746.2,2.5,0.72,4.682910717,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
674,746.2,2.5,0.792,4.682910717,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
675,746.2,2.5,0.864,4.682910717,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
676,746.2,2.5,0.936,4.682910717,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
677,746.2,2.5,1.008,4.682910717,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
678,746.2,2.5,1.08,4.682910717,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
679,746.2,2.5,1.152,4.682910717,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
680,746.2,2.5,1.224,4.682910717,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
681,746.2,2.5,1.296,4.682910717,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
682,746.2,2.5,1.368,4.682910717,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
683,746.2,2.5,1.44,4.682910717,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
684,746.2,2.75,0.0,6.560958847,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
692,746.2,2.75,0.576,4.550441612,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
693,746.2,2.75,0.648,4.550441612,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
694,746.2,2.75,0.72,4.550441612,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
695,746.2,2.75,0.792,4.550441612,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
696,746.2,2.75,0.864,4.550441612,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
