,Order,RMSE,MAE,R2
251,5087,0.9598144084687649,0.5412493736268049,0.7395920931208642
252,803,0.9598377405676386,0.5375936181144673,0.7395226598487665
253,4626,0.959841515963883,0.5379714813966155,0.7395770792302254
254,3575,0.9598756198305494,0.5387627938744182,0.7395189253511951
255,4618,0.9598894806602519,0.5431312940164276,0.7395510511449344
256,2984,0.9599513863594386,0.5395110412522123,0.7394930426264039
257,3871,0.9599688737503385,0.539287681059979,0.7394724763524623
258,3588,0.959998792888686,0.5395321982258503,0.7394451963774603
259,3800,0.9600058158663243,0.541538427651758,0.7394725520719341
260,3576,0.9600259036591228,0.5433895953107086,0.7394373540375108
261,3204,0.9600418249357991,0.5410825162295196,0.7394522289917334
262,7494,0.9600695651772274,0.5488811619695043,0.7393016933507073
263,7202,0.9600886225559008,0.5425815028840093,0.7394164983858003
264,5272,0.9601663999810666,0.5389509185848254,0.7394002786254634
265,2067,0.960179919241872,0.5418581494041598,0.739344646668224
266,2954,0.9602022605585484,0.540503661417431,0.739356862784156
267,3368,0.9602633189023736,0.5397923494199406,0.7393001653210955
268,3146,0.960275152717911,0.5416470962200611,0.7393420353326696
269,5945,0.9603863173181841,0.543311319938943,0.7392448810731527
270,4340,0.960430278899296,0.5411814243772218,0.7392480303933928
271,3315,0.9605114338636442,0.5423286285898788,0.7391654275160624
272,5061,0.9605523926508621,0.5408278072219692,0.7391791153416666
273,508,0.9606360612555065,0.5438149229506891,0.7391041765227273
274,3200,0.9607027336378298,0.5401832960349513,0.7390941875538083
275,5590,0.9607027825283707,0.5426170800340546,0.7391072182597928
276,6552,0.9607031065913102,0.5414911293613283,0.7390760128904683
277,1229,0.9607268675301541,0.5456866939605775,0.7390558669804368
278,616,0.9607706434342378,0.5400766752653683,0.7390290241563644
279,3294,0.9607867613918711,0.5378789304728174,0.739022864100825
280,3992,0.960811218456516,0.54043447487643,0.7390451275534484
281,4539,0.9608682699572131,0.5407354484960459,0.739008044023548
282,5837,0.9609027182214904,0.5434840482894807,0.7389882033472899
283,3040,0.9609614699620207,0.5391241817095609,0.7389279437926819
284,5443,0.9609952039431899,0.5423030245407581,0.738949936305707
285,3300,0.9610418914815072,0.5414844704132948,0.7388842444547437
286,4601,0.961069950850001,0.5423293194399468,0.7389058358321834
287,1038,0.961112343778269,0.5436872451745712,0.7388811953751657
288,5506,0.9611280057695889,0.541191440302497,0.7388762160648952
289,3021,0.9611506218853993,0.5428705005393325,0.7388251568585038
290,4423,0.9611535694786317,0.5421059609458437,0.7388387243590998
291,4641,0.9611771516050379,0.542080289776562,0.738851809204474
292,3018,0.9611884682618855,0.5421181017896157,0.7388045883527479
293,5234,0.9612579792183019,0.5390527634124457,0.7387642864796369
294,3820,0.9613494815761205,0.5440880134113756,0.7387293125407126
295,62,0.9613889511888497,0.5402495697437399,0.7387351273733038
296,257,0.9614203339407137,0.5422615608628323,0.7386629946368902
297,4670,0.9615237125781064,0.5451545767632895,0.738663776940597
298,5083,0.9615834025613993,0.544134954231245,0.7386189101184027
299,3231,0.9616263534061393,0.5403023807311479,0.7385831606287838
300,3614,0.9616337603259602,0.5409195549406018,0.738556942391336
301,2678,0.961648921173611,0.546030113462458,0.7385708904499352
302,1837,0.9616616705304377,0.5390732198176611,0.7385317760733072
303,5127,0.9617151930741257,0.5406229726373767,0.7385566759061948
304,2900,0.9617594473718931,0.542875953204152,0.738534021518789
305,5482,0.961766636128618,0.5412985320521133,0.738524820203758
306,4104,0.9617946727227747,0.5442143839392259,0.7384929917397283
307,4387,0.961867806808344,0.5414717929514273,0.7384561602272666
308,6215,0.9619270627829924,0.5439967466808695,0.7384292473010736
309,29,0.9619496919368468,0.5513728067085754,0.7384228969831601
310,4027,0.9619497728178935,0.540549228676696,0.7384204953199115
311,2255,0.9619703007116962,0.5416416321387257,0.7383882703667646
312,2105,0.962063705936988,0.5408594176811128,0.7383131098620501
313,2932,0.9620854987217372,0.5422064678438044,0.7383425896474332
314,2706,0.9621325961127076,0.5433903427768723,0.7383078453719738
315,4427,0.9622093151542024,0.5463994121865043,0.7382646822422099
316,5751,0.9623579249341305,0.5532880294823528,0.7381174015043283
317,4934,0.9624205900225862,0.5426264182103142,0.7381741352318443
318,7540,0.9624246274077999,0.5485128524102624,0.7381371224418319
319,1999,0.9624468383044591,0.5447359272953659,0.7381367495345463
320,4351,0.962447604220324,0.5475194107331793,0.7381407569170053
321,5800,0.9625772584304623,0.5466756464017174,0.7380775086420543
322,2293,0.9625943635703824,0.5421191897140305,0.7380766442032021
323,5062,0.9626045258121978,0.5461579097909004,0.7380634845115512
324,2555,0.9626141925352195,0.5469597287588,0.7380221355167904
325,2716,0.9626651817115366,0.5465356877317885,0.7380180473787915
326,6301,0.9627600799891923,0.5433904480582167,0.73798489558433
327,2355,0.9627983481545686,0.5463464895443212,0.7379704387616961
328,4832,0.9628284384555946,0.5427937764206769,0.7379349601074361
329,2274,0.9628382974159309,0.5473763306347499,0.7378915535043133
330,3235,0.9628513957609044,0.5446916834054171,0.7379166841228122
331,2271,0.962852229591094,0.5454325391332706,0.7379276007283613
332,4605,0.9629416347890181,0.54823096892279,0.7378878836820464
333,1075,0.9630533000584708,0.5451934894593481,0.7378078364362295
334,6681,0.9630582624060766,0.5451935132701454,0.737812583741518
335,471,0.9631899814115088,0.5436214607738439,0.7377000443369099
336,323,0.96319787764687,0.5465241854718532,0.737737259342417
337,3376,0.9632202165431275,0.5427213601134949,0.7377138681156996
338,3055,0.963235165508233,0.5433982927515133,0.7376840277958605
339,4141,0.9632425432379267,0.5475387296400055,0.7376989529491178
340,3034,0.9632558686242336,0.5446566372229981,0.7376797803903403
341,2584,0.9632937364451728,0.5464201828881726,0.7376959051448373
342,4855,0.9632947610192963,0.5437045978356331,0.7376989570961485
343,871,0.9633479569623514,0.5446920261049438,0.7376139961452123
344,3074,0.9634881246134941,0.5445714600172191,0.737546233975811
345,4292,0.9635165728048386,0.5449234885216306,0.7375743460156082
346,171,0.9636304971922631,0.5429517667737415,0.7375151150060011
347,3939,0.9636440584174372,0.543102423655647,0.737508832926573
348,6150,0.9636485960906068,0.5463149198560282,0.7374020964344893
349,2353,0.9636840767373848,0.5469082796528398,0.7374881075925623
350,3508,0.9637253987957545,0.5452155482736437,0.7374416906749539
351,6996,0.9638192949742111,0.5512964172449363,0.7373289335938858
352,3058,0.9640290325087572,0.5478345402648815,0.7372514650833341
353,2606,0.9640294007963867,0.5413993426951681,0.7372999382197276
354,4346,0.9640305208491714,0.5468863654624438,0.7372787002000487
355,4766,0.9640744008947498,0.5435659146456171,0.7372706384776044
356,134,0.9641318767530979,0.5424933170979096,0.7372440466564656
357,4678,0.9641897748160239,0.5424334485415669,0.7372125291624245
358,5900,0.9642598609241941,0.55158909368913,0.7371577761799781
359,4038,0.9642621488576087,0.5447623373820222,0.7371613917728673
360,4515,0.964264114162926,0.5486856853398826,0.7371179028834006
361,1666,0.9642912518191897,0.5491796805188137,0.7370998962423186
362,1515,0.9643802689145247,0.5416648738826038,0.7371040219878506
363,4812,0.9644496217595886,0.5473091975736706,0.7370600097465796
364,2339,0.9644839522624117,0.5463245820961201,0.7370521473330613
365,5523,0.9646024856846418,0.5446177762118343,0.7369771033426682
366,4157,0.9646620437255827,0.5482656079946954,0.7369252935688645
367,65,0.9646816211536606,0.5460694733386195,0.7369323063277796
368,3910,0.9647362932494017,0.5455033454591459,0.7368783753059449
369,3776,0.9647479899766873,0.5496510928275199,0.7368923219595845
370,2760,0.964970174645231,0.5477269961563473,0.7367452471900657
371,3938,0.965035243782022,0.547395135165193,0.7367499201962746
372,7011,0.9650461623137224,0.5446908339754474,0.736636000411854
373,7118,0.9651542984256232,0.5518271732952479,0.7366631386694464
374,2939,0.9651664024912994,0.5498403354150242,0.7366632654721377
375,3030,0.9651858801616016,0.5423153875408059,0.7366275402376967
376,2254,0.9652047906994843,0.5463677307355299,0.7366015338846348
377,4323,0.9652334378635882,0.5437490003853075,0.7366334420620778
378,4047,0.9653498511777134,0.543763060215522,0.7365680854639142
379,2627,0.9654051319291882,0.5477469581572421,0.7365496239098756
380,4610,0.9655162833356935,0.5475326944754244,0.7364843744046045
381,2041,0.9656925456201069,0.5436264723580899,0.7363635848524067
382,7352,0.9658012691320416,0.5551541805070109,0.736272751414295
383,655,0.9658674694150177,0.5476197913338662,0.7362731381124896
384,3631,0.9659222204776072,0.5467044896382526,0.7362199026953646
385,2213,0.9659229886638637,0.5474860127816326,0.736233954373542
386,5121,0.9659480230462615,0.5467844880033796,0.7362434012109755
387,6910,0.9660138923331206,0.5432391468302151,0.736213368866538
388,2734,0.9660451592425349,0.552245780110673,0.7361583846296866
389,6577,0.9660924755533759,0.5475270658946088,0.7361330093453855
390,1606,0.9661009900510016,0.5511089439197925,0.7361200063036828
391,2714,0.9661409781760897,0.547423741995422,0.73612280932566
392,4170,0.9661574927832577,0.5480777648288171,0.7361090081840946
393,4570,0.9662822341989643,0.5475725054870026,0.7360661109636872
394,4681,0.9662933352284817,0.5542662847671402,0.7360646382768992
395,2839,0.9663237014334335,0.5492017052827779,0.7360418338365384
396,1305,0.9663501288551892,0.54821744417553,0.736020001728139
397,5253,0.9665373791603123,0.5445274364809054,0.7359239000105221
398,73,0.9665520082915398,0.5493740482876315,0.7358799635440698
399,1769,0.9665584240001918,0.545396624888146,0.7358622193818571
400,2885,0.9665805699907302,0.547513531993681,0.7359077004112394
401,6007,0.9666152223003884,0.54728144882338,0.7358860445236943
402,321,0.9666304048842015,0.5453169187115711,0.7358228765373191
403,2488,0.9668420653174635,0.5508509114026511,0.7357229107674816
404,4186,0.966904014817357,0.5485422248907427,0.7357178774225493
405,3915,0.9670669709351168,0.5463230906568206,0.7356269588653139
406,5711,0.9670904264541018,0.5488932272357403,0.7356081068586189
407,47,0.9670975283324245,0.5493532062863433,0.7356249348400772
408,2762,0.9671035902830162,0.5502882027664234,0.7355799207037657
409,2658,0.9672062955920954,0.5498140232011197,0.7355497810845076
410,299,0.9672641115154162,0.549362570875428,0.7354763828413673
411,2624,0.9674202027104153,0.5434887974970789,0.7354486867469225
412,43,0.9675003426031735,0.5489374779633014,0.7353771833672074
413,4658,0.9677010266146008,0.5506291995971316,0.7352947542398447
414,1310,0.9678415748753156,0.548170639625325,0.7351850912890907
415,2787,0.967885642485909,0.5487458179284543,0.735145002552034
416,4240,0.9678885271839599,0.5534575818903531,0.7351896075644914
417,4324,0.9682187375569438,0.5500293326818444,0.7350018285945422
418,4309,0.968232347466208,0.5529618980957216,0.7349943785705415
419,1501,0.9682480144995782,0.5504541067185319,0.7349806906565457
420,2610,0.9682592942701197,0.550771448447461,0.7349895707562162
421,932,0.9682646702440758,0.5528654503767294,0.7349535111335501
422,2588,0.9683184479169499,0.5478283035011163,0.7349571502222888
423,2543,0.9683661430995971,0.5502670972249288,0.7348819661504772
424,2859,0.9685133992167829,0.5513105694657863,0.7348442155352208
425,430,0.9686578238746287,0.5484041751816253,0.7347135396120936
426,3625,0.968698568241623,0.5544339603260635,0.7347013585374988
427,4793,0.9687345763354607,0.5614242671322909,0.7346768799929841
428,3151,0.9688163694051881,0.5491010373325611,0.7346845425675328
429,4474,0.9690224111497707,0.5499069995788477,0.7345403674297519
430,3434,0.9690537455691938,0.5528100827374987,0.7345544902667422
431,3239,0.9691359464058271,0.5492755448282071,0.7344842725835997
432,639,0.9691457537613244,0.5500962629326276,0.7344677427259645
433,3641,0.96932482100501,0.5472801275632877,0.7343582224621366
434,3358,0.9694780564753869,0.5561099761245173,0.7342727801861764
435,2567,0.9696712250718094,0.5483471040049929,0.734216083349815
436,6574,0.9697713029425069,0.5460448351433812,0.7341421862923969
437,4640,0.9699136143741872,0.5515231929311559,0.7340829064997859
438,2459,0.9702057973801305,0.5532173201481212,0.733880823559296
439,2318,0.9703846678247523,0.5546835492299532,0.7338248345181972
