Temperature,pCH4_per_pO2,Contact time,Y(C2)_predicted,mean,std
931.8,2,1.08,8.341507497,-0.51869416,0.35713157
931.8,2,1.152,8.341507497,-0.51869416,0.35713157
931.8,2,1.224,8.341507497,-0.51869416,0.35713157
931.8,2,1.296,8.341507497,-0.51869416,0.35713157
931.8,2,1.368,8.341507497,-0.51869416,0.35713157
931.8,2,1.44,8.341507497,-0.51869416,0.35713157
931.8,2.25,0,7.046489346,-0.4255249,0.2811681
931.8,2.25,0.072,3.629344213,-0.42057484,0.27651596
931.8,2.25,0.144,0,-0.53857887,0.3753474
931.8,2.25,0.216,0,-0.53857887,0.3753474
931.8,2.25,0.288,0,-0.53857887,0.3753474
931.8,2.25,0.36,6.093216993,-0.42678973,0.28368673
931.8,2.25,0.432,2.179196136,-0.51869416,0.35713157
931.8,2.25,0.504,2.179196136,-0.51869416,0.35713157
931.8,2.25,0.576,4.835934426,-0.51869416,0.35713157
931.8,2.25,0.648,4.835934426,-0.51869416,0.35713157
931.8,2.25,0.72,4.835934426,-0.51869416,0.35713157
931.8,2.25,0.792,4.835934426,-0.51869416,0.35713157
931.8,2.25,0.864,4.835934426,-0.51869416,0.35713157
931.8,2.25,0.936,4.835934426,-0.51869416,0.35713157
931.8,2.25,1.008,4.835934426,-0.51869416,0.35713157
931.8,2.25,1.08,4.835934426,-0.51869416,0.35713157
931.8,2.25,1.152,4.835934426,-0.51869416,0.35713157
931.8,2.25,1.224,4.835934426,-0.51869416,0.35713157
931.8,2.25,1.296,4.835934426,-0.51869416,0.35713157
931.8,2.25,1.368,4.835934426,-0.51869416,0.35713157
931.8,2.25,1.44,4.835934426,-0.51869416,0.35713157
931.8,2.5,0,6.782047281,-0.4255249,0.2811681
931.8,2.5,0.072,3.610911098,-0.42057484,0.27651596
931.8,2.5,0.144,0,-0.53857887,0.3753474
931.8,2.5,0.216,0,-0.53857887,0.3753474
931.8,2.5,0.288,0,-0.53857887,0.3753474
931.8,2.5,0.36,6.074783878,-0.42678973,0.28368673
931.8,2.5,0.432,2.160763206,-0.51869416,0.35713157
931.8,2.5,0.504,2.160763206,-0.51869416,0.35713157
931.8,2.5,0.576,4.817501311,-0.51869416,0.35713157
931.8,2.5,0.648,4.817501311,-0.51869416,0.35713157
931.8,2.5,0.72,4.817501311,-0.51869416,0.35713157
931.8,2.5,0.792,4.817501311,-0.51869416,0.35713157
931.8,2.5,0.864,4.817501311,-0.51869416,0.35713157
931.8,2.5,0.936,4.817501311,-0.51869416,0.35713157
931.8,2.5,1.008,4.817501311,-0.51869416,0.35713157
931.8,2.5,1.08,4.817501311,-0.51869416,0.35713157
931.8,2.5,1.152,4.817501311,-0.51869416,0.35713157
931.8,2.5,1.224,4.817501311,-0.51869416,0.35713157
931.8,2.5,1.296,4.817501311,-0.51869416,0.35713157
931.8,2.5,1.368,4.817501311,-0.51869416,0.35713157
931.8,2.5,1.44,4.817501311,-0.51869416,0.35713157
931.8,2.75,0,6.560958847,-0.4255249,0.2811681
931.8,2.75,0.072,3.470508489,-0.42057484,0.27651596
931.8,2.75,0.144,0,-0.53857887,0.3753474
931.8,2.75,0.216,0,-0.53857887,0.3753474
931.8,2.75,0.288,0,-0.53857887,0.3753474
931.8,2.75,0.36,5.942314774,-0.42678973,0.28368673
931.8,2.75,0.432,2.028294653,-0.51869416,0.35713157
931.8,2.75,0.504,2.028294653,-0.51869416,0.35713157
931.8,2.75,0.576,4.685032207,-0.51869416,0.35713157
931.8,2.75,0.648,4.685032207,-0.51869416,0.35713157
931.8,2.75,0.72,4.685032207,-0.51869416,0.35713157
931.8,2.75,0.792,4.685032207,-0.51869416,0.35713157
931.8,2.75,0.864,4.685032207,-0.51869416,0.35713157
931.8,2.75,0.936,4.685032207,-0.51869416,0.35713157
931.8,2.75,1.008,4.685032207,-0.51869416,0.35713157
931.8,2.75,1.08,4.685032207,-0.51869416,0.35713157
931.8,2.75,1.152,4.685032207,-0.51869416,0.35713157
931.8,2.75,1.224,4.685032207,-0.51869416,0.35713157
931.8,2.75,1.296,4.685032207,-0.51869416,0.35713157
931.8,2.75,1.368,4.685032207,-0.51869416,0.35713157
931.8,2.75,1.44,4.685032207,-0.51869416,0.35713157
931.8,3,0,6.887156007,-0.4255249,0.2811681
931.8,3,0.072,2.971494897,-0.42057484,0.27651596
931.8,3,0.144,0,-0.53857887,0.3753474
931.8,3,0.216,0,-0.53857887,0.3753474
931.8,3,0.288,0,-0.53857887,0.3753474
931.8,3,0.36,4.831412825,-0.42678973,0.28368673
931.8,3,0.432,0.830140069,-0.51869416,0.35713157
931.8,3,0.504,0.830140069,-0.51869416,0.35713157
931.8,3,0.576,3.486883788,-0.51869416,0.35713157
931.8,3,0.648,3.486883788,-0.51869416,0.35713157
931.8,3,0.72,3.486883788,-0.51869416,0.35713157
931.8,3,0.792,3.486883788,-0.51869416,0.35713157
931.8,3,0.864,3.486883788,-0.51869416,0.35713157
931.8,3,0.936,3.486883788,-0.51869416,0.35713157
931.8,3,1.008,3.486883788,-0.51869416,0.35713157
931.8,3,1.08,3.486883788,-0.51869416,0.35713157
931.8,3,1.152,3.486883788,-0.51869416,0.35713157
931.8,3,1.224,3.486883788,-0.51869416,0.35713157
931.8,3,1.296,3.486883788,-0.51869416,0.35713157
931.8,3,1.368,3.486883788,-0.51869416,0.35713157
931.8,3,1.44,3.486883788,-0.51869416,0.35713157
931.8,3.25,0,6.887156007,-0.4255249,0.2811681
931.8,3.25,0.072,2.971494897,-0.42057484,0.27651596
931.8,3.25,0.144,0,-0.53857887,0.3753474
931.8,3.25,0.216,0,-0.53857887,0.3753474
931.8,3.25,0.288,0,-0.53857887,0.3753474
931.8,3.25,0.36,4.831412825,-0.42678973,0.28368673
931.8,3.25,0.432,0.830140069,-0.51869416,0.35713157
931.8,3.25,0.504,0.830140069,-0.51869416,0.35713157
931.8,3.25,0.576,3.486883788,-0.51869416,0.35713157
931.8,3.25,0.648,3.486883788,-0.51869416,0.35713157
931.8,3.25,0.72,3.486883788,-0.51869416,0.35713157
931.8,3.25,0.792,3.486883788,-0.51869416,0.35713157
931.8,3.25,0.864,3.486883788,-0.51869416,0.35713157
931.8,3.25,0.936,3.486883788,-0.51869416,0.35713157
931.8,3.25,1.008,3.486883788,-0.51869416,0.35713157
931.8,3.25,1.08,3.486883788,-0.51869416,0.35713157
931.8,3.25,1.152,3.486883788,-0.51869416,0.35713157
931.8,3.25,1.224,3.486883788,-0.51869416,0.35713157
931.8,3.25,1.296,3.486883788,-0.51869416,0.35713157
931.8,3.25,1.368,3.486883788,-0.51869416,0.35713157
931.8,3.25,1.44,3.486883788,-0.51869416,0.35713157
931.8,3.5,0,6.887156007,-0.4255249,0.2811681
931.8,3.5,0.072,2.971494897,-0.42057484,0.27651596
931.8,3.5,0.144,0,-0.53857887,0.3753474
931.8,3.5,0.216,0,-0.53857887,0.3753474
931.8,3.5,0.288,0,-0.53857887,0.3753474
931.8,3.5,0.36,4.831412825,-0.42678973,0.28368673
931.8,3.5,0.432,0.830140069,-0.51869416,0.35713157
931.8,3.5,0.504,0.830140069,-0.51869416,0.35713157
931.8,3.5,0.576,3.486883788,-0.51869416,0.35713157
931.8,3.5,0.648,3.486883788,-0.51869416,0.35713157
931.8,3.5,0.72,3.486883788,-0.51869416,0.35713157
931.8,3.5,0.792,3.486883788,-0.51869416,0.35713157
931.8,3.5,0.864,3.486883788,-0.51869416,0.35713157
931.8,3.5,0.936,3.486883788,-0.51869416,0.35713157
931.8,3.5,1.008,3.486883788,-0.51869416,0.35713157
931.8,3.5,1.08,3.486883788,-0.51869416,0.35713157
931.8,3.5,1.152,3.486883788,-0.51869416,0.35713157
931.8,3.5,1.224,3.486883788,-0.51869416,0.35713157
931.8,3.5,1.296,3.486883788,-0.51869416,0.35713157
931.8,3.5,1.368,3.486883788,-0.51869416,0.35713157
931.8,3.5,1.44,3.486883788,-0.51869416,0.35713157
931.8,3.75,0,6.887156007,-0.4255249,0.2811681
931.8,3.75,0.072,2.971494897,-0.42057484,0.27651596
931.8,3.75,0.144,0,-0.53857887,0.3753474
931.8,3.75,0.216,0,-0.53857887,0.3753474
931.8,3.75,0.288,0,-0.53857887,0.3753474
931.8,3.75,0.36,4.831412825,-0.42678973,0.28368673
931.8,3.75,0.432,0.830140069,-0.51869416,0.35713157
931.8,3.75,0.504,0.830140069,-0.51869416,0.35713157
931.8,3.75,0.576,3.486883788,-0.51869416,0.35713157
931.8,3.75,0.648,3.486883788,-0.51869416,0.35713157
931.8,3.75,0.72,3.486883788,-0.51869416,0.35713157
931.8,3.75,0.792,3.486883788,-0.51869416,0.35713157
931.8,3.75,0.864,3.486883788,-0.51869416,0.35713157
931.8,3.75,0.936,3.486883788,-0.51869416,0.35713157
931.8,3.75,1.008,3.486883788,-0.51869416,0.35713157
931.8,3.75,1.08,3.486883788,-0.51869416,0.35713157
931.8,3.75,1.152,3.486883788,-0.51869416,0.35713157
931.8,3.75,1.224,3.486883788,-0.51869416,0.35713157
931.8,3.75,1.296,3.486883788,-0.51869416,0.35713157
931.8,3.75,1.368,3.486883788,-0.51869416,0.35713157
931.8,3.75,1.44,3.486883788,-0.51869416,0.35713157
931.8,4,0,5.678959586,-0.4255249,0.2811681
931.8,4,0.072,2.14746635,-0.42057484,0.27651596
931.8,4,0.144,0,-0.53857887,0.3753474
931.8,4,0.216,0,-0.53857887,0.3753474
931.8,4,0.288,0,-0.53857887,0.3753474
931.8,4,0.36,3.164230666,-0.42678973,0.28368673
931.8,4,0.432,0,-0.51869416,0.35713157
931.8,4,0.504,0,-0.51869416,0.35713157
931.8,4,0.576,1.587780676,-0.51869416,0.35713157
931.8,4,0.648,1.587780676,-0.51869416,0.35713157
931.8,4,0.72,1.587780676,-0.51869416,0.35713157
931.8,4,0.792,1.587780676,-0.51869416,0.35713157
931.8,4,0.864,1.587780676,-0.51869416,0.35713157
931.8,4,0.936,1.587780676,-0.51869416,0.35713157
931.8,4,1.008,1.587780676,-0.51869416,0.35713157
931.8,4,1.08,1.587780676,-0.51869416,0.35713157
931.8,4,1.152,1.587780676,-0.51869416,0.35713157
931.8,4,1.224,1.587780676,-0.51869416,0.35713157
931.8,4,1.296,1.587780676,-0.51869416,0.35713157
931.8,4,1.368,1.587780676,-0.51869416,0.35713157
931.8,4,1.44,1.587780676,-0.51869416,0.35713157
931.8,4.25,0,5.678959586,-0.4255249,0.2811681
931.8,4.25,0.072,2.14746635,-0.42057484,0.27651596
931.8,4.25,0.144,0,-0.53857887,0.3753474
931.8,4.25,0.216,0,-0.53857887,0.3753474
931.8,4.25,0.288,0,-0.53857887,0.3753474
931.8,4.25,0.36,3.164230666,-0.42678973,0.28368673
931.8,4.25,0.432,0,-0.51869416,0.35713157
931.8,4.25,0.504,0,-0.51869416,0.35713157
931.8,4.25,0.576,1.587780676,-0.51869416,0.35713157
931.8,4.25,0.648,1.587780676,-0.51869416,0.35713157
931.8,4.25,0.72,1.587780676,-0.51869416,0.35713157
931.8,4.25,0.792,1.587780676,-0.51869416,0.35713157
931.8,4.25,0.864,1.587780676,-0.51869416,0.35713157
931.8,4.25,0.936,1.587780676,-0.51869416,0.35713157
931.8,4.25,1.008,1.587780676,-0.51869416,0.35713157
931.8,4.25,1.08,1.587780676,-0.51869416,0.35713157
931.8,4.25,1.152,1.587780676,-0.51869416,0.35713157
931.8,4.25,1.224,1.587780676,-0.51869416,0.35713157
931.8,4.25,1.296,1.587780676,-0.51869416,0.35713157
931.8,4.25,1.368,1.587780676,-0.51869416,0.35713157
931.8,4.25,1.44,1.587780676,-0.51869416,0.35713157
931.8,4.5,0,5.678959586,-0.4255249,0.2811681
931.8,4.5,0.072,2.14746635,-0.42057484,0.27651596
931.8,4.5,0.144,0,-0.53857887,0.3753474
931.8,4.5,0.216,0,-0.53857887,0.3753474
931.8,4.5,0.288,0,-0.53857887,0.3753474
931.8,4.5,0.36,3.164230666,-0.42678973,0.28368673
931.8,4.5,0.432,0,-0.51869416,0.35713157
931.8,4.5,0.504,0,-0.51869416,0.35713157
931.8,4.5,0.576,1.587780676,-0.51869416,0.35713157
931.8,4.5,0.648,1.587780676,-0.51869416,0.35713157
931.8,4.5,0.72,1.587780676,-0.51869416,0.35713157
931.8,4.5,0.792,1.587780676,-0.51869416,0.35713157
931.8,4.5,0.864,1.587780676,-0.51869416,0.35713157
931.8,4.5,0.936,1.587780676,-0.51869416,0.35713157
931.8,4.5,1.008,1.587780676,-0.51869416,0.35713157
931.8,4.5,1.08,1.587780676,-0.51869416,0.35713157
931.8,4.5,1.152,1.587780676,-0.51869416,0.35713157
931.8,4.5,1.224,1.587780676,-0.51869416,0.35713157
931.8,4.5,1.296,1.587780676,-0.51869416,0.35713157
931.8,4.5,1.368,1.587780676,-0.51869416,0.35713157
931.8,4.5,1.44,1.587780676,-0.51869416,0.35713157
931.8,4.75,0,5.678959586,-0.4255249,0.2811681
931.8,4.75,0.072,2.14746635,-0.42057484,0.27651596
931.8,4.75,0.144,0,-0.53857887,0.3753474
931.8,4.75,0.216,0,-0.53857887,0.3753474
931.8,4.75,0.288,0,-0.53857887,0.3753474
931.8,4.75,0.36,3.164230666,-0.42678973,0.28368673
931.8,4.75,0.432,0,-0.51869416,0.35713157
931.8,4.75,0.504,0,-0.51869416,0.35713157
931.8,4.75,0.576,1.587780676,-0.51869416,0.35713157
931.8,4.75,0.648,1.587780676,-0.51869416,0.35713157
931.8,4.75,0.72,1.587780676,-0.51869416,0.35713157
931.8,4.75,0.792,1.587780676,-0.51869416,0.35713157
931.8,4.75,0.864,1.587780676,-0.51869416,0.35713157
931.8,4.75,0.936,1.587780676,-0.51869416,0.35713157
931.8,4.75,1.008,1.587780676,-0.51869416,0.35713157
931.8,4.75,1.08,1.587780676,-0.51869416,0.35713157
931.8,4.75,1.152,1.587780676,-0.51869416,0.35713157
931.8,4.75,1.224,1.587780676,-0.51869416,0.35713157
931.8,4.75,1.296,1.587780676,-0.51869416,0.35713157
931.8,4.75,1.368,1.587780676,-0.51869416,0.35713157
931.8,4.75,1.44,1.587780676,-0.51869416,0.35713157
931.8,5,0,5.016068602,-0.42553303,0.2811765
931.8,5,0.072,1.484574445,-0.420583,0.27652258
931.8,5,0.144,0,-0.538587,0.3753578
931.8,5,0.216,0,-0.538587,0.3753578
931.8,5,0.288,0,-0.538587,0.3753578
931.8,5,0.36,2.481601799,-0.4267979,0.28369215
931.8,5,0.432,0,-0.5187023,0.3571418
931.8,5,0.504,0,-0.5187023,0.3571418
931.8,5,0.576,0.905148957,-0.5187023,0.3571418
931.8,5,0.648,0.905148957,-0.5187023,0.3571418
931.8,5,0.72,0.905148957,-0.5187023,0.3571418
931.8,5,0.792,0.905148957,-0.5187023,0.3571418
931.8,5,0.864,0.905148957,-0.5187023,0.3571418
931.8,5,0.936,0.905148957,-0.5187023,0.3571418
931.8,5,1.008,0.905148957,-0.5187023,0.3571418
931.8,5,1.08,0.905148957,-0.5187023,0.3571418
931.8,5,1.152,0.905148957,-0.5187023,0.3571418
931.8,5,1.224,0.905148957,-0.5187023,0.3571418
931.8,5,1.296,0.905148957,-0.5187023,0.3571418
931.8,5,1.368,0.905148957,-0.5187023,0.3571418
931.8,5,1.44,0.905148957,-0.5187023,0.3571418
931.8,5.25,0,5.016068602,-0.42553303,0.2811765
931.8,5.25,0.072,1.484574445,-0.420583,0.27652258
931.8,5.25,0.144,0,-0.538587,0.3753578
931.8,5.25,0.216,0,-0.538587,0.3753578
931.8,5.25,0.288,0,-0.538587,0.3753578
931.8,5.25,0.36,2.481601799,-0.4267979,0.28369215
931.8,5.25,0.432,0,-0.5187023,0.3571418
931.8,5.25,0.504,0,-0.5187023,0.3571418
931.8,5.25,0.576,0.905148957,-0.5187023,0.3571418
931.8,5.25,0.648,0.905148957,-0.5187023,0.3571418
931.8,5.25,0.72,0.905148957,-0.5187023,0.3571418
931.8,5.25,0.792,0.905148957,-0.5187023,0.3571418
931.8,5.25,0.864,0.905148957,-0.5187023,0.3571418
931.8,5.25,0.936,0.905148957,-0.5187023,0.3571418
931.8,5.25,1.008,0.905148957,-0.5187023,0.3571418
931.8,5.25,1.08,0.905148957,-0.5187023,0.3571418
931.8,5.25,1.152,0.905148957,-0.5187023,0.3571418
931.8,5.25,1.224,0.905148957,-0.5187023,0.3571418
931.8,5.25,1.296,0.905148957,-0.5187023,0.3571418
931.8,5.25,1.368,0.905148957,-0.5187023,0.3571418
931.8,5.25,1.44,0.905148957,-0.5187023,0.3571418
931.8,5.5,0,5.016068602,-0.42553303,0.2811765
931.8,5.5,0.072,1.484574445,-0.420583,0.27652258
931.8,5.5,0.144,0,-0.538587,0.3753578
931.8,5.5,0.216,0,-0.538587,0.3753578
931.8,5.5,0.288,0,-0.538587,0.3753578
931.8,5.5,0.36,2.481601799,-0.4267979,0.28369215
931.8,5.5,0.432,0,-0.5187023,0.3571418
931.8,5.5,0.504,0,-0.5187023,0.3571418
931.8,5.5,0.576,0.905148957,-0.5187023,0.3571418
931.8,5.5,0.648,0.905148957,-0.5187023,0.3571418
931.8,5.5,0.72,0.905148957,-0.5187023,0.3571418
931.8,5.5,0.792,0.905148957,-0.5187023,0.3571418
931.8,5.5,0.864,0.905148957,-0.5187023,0.3571418
931.8,5.5,0.936,0.905148957,-0.5187023,0.3571418
931.8,5.5,1.008,0.905148957,-0.5187023,0.3571418
931.8,5.5,1.08,0.905148957,-0.5187023,0.3571418
931.8,5.5,1.152,0.905148957,-0.5187023,0.3571418
931.8,5.5,1.224,0.905148957,-0.5187023,0.3571418
931.8,5.5,1.296,0.905148957,-0.5187023,0.3571418
931.8,5.5,1.368,0.905148957,-0.5187023,0.3571418
931.8,5.5,1.44,0.905148957,-0.5187023,0.3571418
931.8,5.75,0,5.016068602,-0.42553303,0.2811765
931.8,5.75,0.072,1.484574445,-0.420583,0.27652258
931.8,5.75,0.144,0,-0.538587,0.3753578
931.8,5.75,0.216,0,-0.538587,0.3753578
931.8,5.75,0.288,0,-0.538587,0.3753578
931.8,5.75,0.36,2.481601799,-0.4267979,0.28369215
931.8,5.75,0.432,0,-0.5187023,0.3571418
931.8,5.75,0.504,0,-0.5187023,0.3571418
931.8,5.75,0.576,0.905148957,-0.5187023,0.3571418
931.8,5.75,0.648,0.905148957,-0.5187023,0.3571418
931.8,5.75,0.72,0.905148957,-0.5187023,0.3571418
931.8,5.75,0.792,0.905148957,-0.5187023,0.3571418
931.8,5.75,0.864,0.905148957,-0.5187023,0.3571418
931.8,5.75,0.936,0.905148957,-0.5187023,0.3571418
931.8,5.75,1.008,0.905148957,-0.5187023,0.3571418
931.8,5.75,1.08,0.905148957,-0.5187023,0.3571418
931.8,5.75,1.152,0.905148957,-0.5187023,0.3571418
931.8,5.75,1.224,0.905148957,-0.5187023,0.3571418
931.8,5.75,1.296,0.905148957,-0.5187023,0.3571418
931.8,5.75,1.368,0.905148957,-0.5187023,0.3571418
931.8,5.75,1.44,0.905148957,-0.5187023,0.3571418
931.8,6,0,5.016068602,-0.42553303,0.2811765
931.8,6,0.072,1.484574445,-0.420583,0.27652258
931.8,6,0.144,0,-0.538587,0.3753578
931.8,6,0.216,0,-0.538587,0.3753578
931.8,6,0.288,0,-0.538587,0.3753578
931.8,6,0.36,2.481601799,-0.4267979,0.28369215
931.8,6,0.432,0,-0.5187023,0.3571418
931.8,6,0.504,0,-0.5187023,0.3571418
931.8,6,0.576,0.905148957,-0.5187023,0.3571418
931.8,6,0.648,0.905148957,-0.5187023,0.3571418
931.8,6,0.72,0.905148957,-0.5187023,0.3571418
931.8,6,0.792,0.905148957,-0.5187023,0.3571418
931.8,6,0.864,0.905148957,-0.5187023,0.3571418
931.8,6,0.936,0.905148957,-0.5187023,0.3571418
931.8,6,1.008,0.905148957,-0.5187023,0.3571418
931.8,6,1.08,0.905148957,-0.5187023,0.3571418
931.8,6,1.152,0.905148957,-0.5187023,0.3571418
931.8,6,1.224,0.905148957,-0.5187023,0.3571418
931.8,6,1.296,0.905148957,-0.5187023,0.3571418
931.8,6,1.368,0.905148957,-0.5187023,0.3571418
931.8,6,1.44,0.905148957,-0.5187023,0.3571418
955,1,0,10.02882468,-0.4255249,0.2811681
955,1,0.072,8.227008858,-0.42057484,0.27651596
955,1,0.144,4.475801888,-0.53857887,0.3753474
955,1,0.216,4.194765161,-0.53857887,0.3753474
955,1,0.288,4.194765161,-0.53857887,0.3753474
955,1,0.36,10.82246446,-0.42678973,0.28368673
955,1,0.432,7.850129282,-0.51869416,0.35713157
955,1,0.504,7.850129282,-0.51869416,0.35713157
955,1,0.576,11.16572776,-0.51869416,0.35713157
955,1,0.648,11.16572776,-0.51869416,0.35713157
955,1,0.72,11.16572776,-0.51869416,0.35713157
955,1,0.792,11.16572776,-0.51869416,0.35713157
955,1,0.864,11.16572776,-0.51869416,0.35713157
955,1,0.936,11.16572776,-0.51869416,0.35713157
955,1,1.008,11.16572776,-0.51869416,0.35713157
955,1,1.08,11.16572776,-0.51869416,0.35713157
955,1,1.152,11.16572776,-0.51869416,0.35713157
955,1,1.224,11.16572776,-0.51869416,0.35713157
955,1,1.296,11.16572776,-0.51869416,0.35713157
955,1,1.368,11.16572776,-0.51869416,0.35713157
955,1,1.44,11.16572776,-0.51869416,0.35713157
955,1.25,0,10.02882468,-0.4255249,0.2811681
955,1.25,0.072,8.227008858,-0.42057484,0.27651596
955,1.25,0.144,4.475801888,-0.53857887,0.3753474
955,1.25,0.216,4.194765161,-0.53857887,0.3753474
955,1.25,0.288,4.194765161,-0.53857887,0.3753474
955,1.25,0.36,10.82246446,-0.42678973,0.28368673
955,1.25,0.432,7.850129282,-0.51869416,0.35713157
955,1.25,0.504,7.850129282,-0.51869416,0.35713157
955,1.25,0.576,11.16572776,-0.51869416,0.35713157
955,1.25,0.648,11.16572776,-0.51869416,0.35713157
955,1.25,0.72,11.16572776,-0.51869416,0.35713157
955,1.25,0.792,11.16572776,-0.51869416,0.35713157
955,1.25,0.864,11.16572776,-0.51869416,0.35713157
955,1.25,0.936,11.16572776,-0.51869416,0.35713157
955,1.25,1.008,11.16572776,-0.51869416,0.35713157
955,1.25,1.08,11.16572776,-0.51869416,0.35713157
955,1.25,1.152,11.16572776,-0.51869416,0.35713157
955,1.25,1.224,11.16572776,-0.51869416,0.35713157
955,1.25,1.296,11.16572776,-0.51869416,0.35713157
955,1.25,1.368,11.16572776,-0.51869416,0.35713157
955,1.25,1.44,11.16572776,-0.51869416,0.35713157
955,1.5,0,10.02882468,-0.4255249,0.2811681
955,1.5,0.072,8.227008858,-0.42057484,0.27651596
955,1.5,0.144,4.475801888,-0.53857887,0.3753474
955,1.5,0.216,4.194765161,-0.53857887,0.3753474
955,1.5,0.288,4.194765161,-0.53857887,0.3753474
955,1.5,0.36,10.82246446,-0.42678973,0.28368673
955,1.5,0.432,7.850129282,-0.51869416,0.35713157
955,1.5,0.504,7.850129282,-0.51869416,0.35713157
955,1.5,0.576,11.16572776,-0.51869416,0.35713157
955,1.5,0.648,11.16572776,-0.51869416,0.35713157
955,1.5,0.72,11.16572776,-0.51869416,0.35713157
955,1.5,0.792,11.16572776,-0.51869416,0.35713157
955,1.5,0.864,11.16572776,-0.51869416,0.35713157
955,1.5,0.936,11.16572776,-0.51869416,0.35713157
955,1.5,1.008,11.16572776,-0.51869416,0.35713157
955,1.5,1.08,11.16572776,-0.51869416,0.35713157
955,1.5,1.152,11.16572776,-0.51869416,0.35713157
955,1.5,1.224,11.16572776,-0.51869416,0.35713157
955,1.5,1.296,11.16572776,-0.51869416,0.35713157
955,1.5,1.368,11.16572776,-0.51869416,0.35713157
955,1.5,1.44,11.16572776,-0.51869416,0.35713157
955,1.75,0,10.02882468,-0.4255249,0.2811681
955,1.75,0.072,8.227008858,-0.42057484,0.27651596
955,1.75,0.144,4.475801888,-0.53857887,0.3753474
955,1.75,0.216,4.194765161,-0.53857887,0.3753474
955,1.75,0.288,4.194765161,-0.53857887,0.3753474
955,1.75,0.36,10.82246446,-0.42678973,0.28368673
955,1.75,0.432,7.850129282,-0.51869416,0.35713157
955,1.75,0.504,7.850129282,-0.51869416,0.35713157
955,1.75,0.576,11.16572776,-0.51869416,0.35713157
955,1.75,0.648,11.16572776,-0.51869416,0.35713157
955,1.75,0.72,11.16572776,-0.51869416,0.35713157
955,1.75,0.792,11.16572776,-0.51869416,0.35713157
955,1.75,0.864,11.16572776,-0.51869416,0.35713157
955,1.75,0.936,11.16572776,-0.51869416,0.35713157
955,1.75,1.008,11.16572776,-0.51869416,0.35713157
955,1.75,1.08,11.16572776,-0.51869416,0.35713157
955,1.75,1.152,11.16572776,-0.51869416,0.35713157
955,1.75,1.224,11.16572776,-0.51869416,0.35713157
955,1.75,1.296,11.16572776,-0.51869416,0.35713157
955,1.75,1.368,11.16572776,-0.51869416,0.35713157
955,1.75,1.44,11.16572776,-0.51869416,0.35713157
955,2,0,8.443566489,-0.4255249,0.2811681
955,2,0.072,6.555148673,-0.42057484,0.27651596
955,2,0.144,2.67647102,-0.53857887,0.3753474
955,2,0.216,2.461370901,-0.53857887,0.3753474
955,2,0.288,2.461370901,-0.53857887,0.3753474
955,2,0.36,9.089070749,-0.42678973,0.28368673
955,2,0.432,6.092951991,-0.51869416,0.35713157
955,2,0.504,6.092951991,-0.51869416,0.35713157
955,2,0.576,9.474816859,-0.51869416,0.35713157
955,2,0.648,9.474816859,-0.51869416,0.35713157
955,2,0.72,9.474816859,-0.51869416,0.35713157
955,2,0.792,9.474816859,-0.51869416,0.35713157
955,2,0.864,9.474816859,-0.51869416,0.35713157
955,2,0.936,9.474816859,-0.51869416,0.35713157
955,2,1.008,9.474816859,-0.51869416,0.35713157
955,2,1.08,9.474816859,-0.51869416,0.35713157
955,2,1.152,9.474816859,-0.51869416,0.35713157
955,2,1.224,9.474816859,-0.51869416,0.35713157
955,2,1.296,9.474816859,-0.51869416,0.35713157
955,2,1.368,9.474816859,-0.51869416,0.35713157
955,2,1.44,9.474816859,-0.51869416,0.35713157
955,2.25,0,7.616494465,-0.4255249,0.2811681
955,2.25,0.072,4.819861303,-0.42057484,0.27651596
955,2.25,0.144,0.825308839,-0.53857887,0.3753474
955,2.25,0.216,0.588385923,-0.53857887,0.3753474
955,2.25,0.288,0.588385923,-0.53857887,0.3753474
955,2.25,0.36,7.283734083,-0.42678973,0.28368673
955,2.25,0.432,3.369710834,-0.51869416,0.35713157
955,2.25,0.504,3.369710834,-0.51869416,0.35713157
955,2.25,0.576,6.026450044,-0.51869416,0.35713157
955,2.25,0.648,6.026450044,-0.51869416,0.35713157
955,2.25,0.72,6.026450044,-0.51869416,0.35713157
955,2.25,0.792,6.026450044,-0.51869416,0.35713157
955,2.25,0.864,6.026450044,-0.51869416,0.35713157
955,2.25,0.936,6.026450044,-0.51869416,0.35713157
955,2.25,1.008,6.026450044,-0.51869416,0.35713157
955,2.25,1.08,6.026450044,-0.51869416,0.35713157
955,2.25,1.152,6.026450044,-0.51869416,0.35713157
955,2.25,1.224,6.026450044,-0.51869416,0.35713157
955,2.25,1.296,6.026450044,-0.51869416,0.35713157
955,2.25,1.368,6.026450044,-0.51869416,0.35713157
955,2.25,1.44,6.026450044,-0.51869416,0.35713157
955,2.5,0,7.3520524,-0.4255249,0.2811681
955,2.5,0.072,4.801428188,-0.42057484,0.27651596
955,2.5,0.144,0.806875908,-0.53857887,0.3753474
955,2.5,0.216,0.569953269,-0.53857887,0.3753474
955,2.5,0.288,0.569953269,-0.53857887,0.3753474
955,2.5,0.36,7.265300968,-0.42678973,0.28368673
955,2.5,0.432,3.351277719,-0.51869416,0.35713157
955,2.5,0.504,3.351277719,-0.51869416,0.35713157
955,2.5,0.576,6.008016929,-0.51869416,0.35713157
955,2.5,0.648,6.008016929,-0.51869416,0.35713157
