,Data Order,Temperature,pCH4_per_pO2,Contact time,R2,RMSE,MAE,Hard extrapolative error,Easy extrapolative error,n_estimators,max_depth,min_child_weight,gamma,subsample,colsample_bytree,learning_rate
650,650,-6.003755330379549,-4.114359288920292,2.935718845433913,0.577087314240485,0.9172197496493948,0.707567755562271,[2.62202635],[12.63004164],986,23,3.755473037794774,0.0,0.5,0.5,0.1
651,651,-6.003755330379549,-4.114359288920292,3.4155851449027828,0.7380132611348109,0.7219177093873035,0.5144365056304816,[1.07441416],[10.21409957],957,21,2.1361252778004327,0.0,1.0,1.0,0.1
652,652,-6.003755330379549,-4.114359288920292,3.89545144437165,0.7380132612333398,0.721917709251553,0.5144365054474145,[1.07441416],[10.21409957],924,19,2.446148924895762,0.0,1.0,1.0,0.1
653,653,-6.003755330379549,-4.114359288920292,4.37531774384052,0.5758818069936473,0.9185260810231025,0.7065216715996614,[2.9714879],[12.5260859],305,20,6.077840844980711,0.0,1.0,0.5,0.1
654,654,-6.003755330379549,-4.114359288920292,4.8551840433093885,0.6282258746460805,0.8599785548565105,0.649734348579474,[2.34800138],[12.43385319],949,3,3.012992552334891,0.0,0.5,1.0,0.1
655,655,-6.003755330379549,-4.114359288920292,5.335050342778257,0.7327977637080001,0.7290680817417058,0.5193103187943479,[1.06681719],[10.26657836],320,12,2.332135513645007,0.0,1.0,1.0,0.1
656,656,-6.003755330379549,-4.114359288920292,5.814916642247125,0.7107546727686518,0.7585447676451413,0.5852824673319638,[3.49757376],[10.9850506],983,1,1.0,0.0,0.5,1.0,0.1
657,657,-6.003755330379549,-4.114359288920292,6.294782941715995,0.7380132610781232,0.7219177094654066,0.5144365057358079,[1.07441416],[10.21409957],978,20,2.723652727163749,0.0,1.0,1.0,0.1
658,658,-6.003755330379549,-4.114359288920292,6.774649241184863,0.5717654968868113,0.9229727287517127,0.7097734675750265,[3.03307428],[12.54463534],976,22,6.371772839453312,0.0,1.0,0.5,0.1
659,659,-6.003755330379549,-4.114359288920292,7.254515540653732,0.5696707145740124,0.9252274142996627,0.7124806826836877,[3.04079237],[12.59218506],973,35,5.941070776212026,0.0,0.5,0.5,0.1
660,660,-6.003755330379549,-4.114359288920292,7.7343818401226,0.6571644678199708,0.8258305686863003,0.6742339727363237,[1.12383737],[12.04810683],351,4,1.0,0.0,1.0,1.0,0.1
661,661,-6.003755330379549,-3.7355259838578765,-1.862944149254773,0.5650997283014338,0.930140735270354,0.7219884587187321,[3.07607164],[12.7318726],954,23,2.064315620534144,0.0,0.5,0.5,0.0613688273711286
662,662,-6.003755330379549,-3.7355259838578765,-1.3830778497859042,0.5479410253807873,0.9482883952993603,0.7327601719493877,[2.03927984],[12.61220793],929,35,4.054188876723496,0.0,0.5,1.0,0.1
663,663,-6.003755330379549,-3.7355259838578765,-0.9032115503170357,0.6134658864208372,0.876829443290218,0.6640562113127197,[3.40797415],[11.64998786],983,1,1.0,0.0,0.5,1.0,0.1
664,664,-6.003755330379549,-3.7355259838578765,-0.42334525084816704,0.5486132796315961,0.9475357386539063,0.7316228914843742,[0.99916448],[12.60064129],956,31,5.93258752821114,0.0,1.0,1.0,0.1
665,665,-6.003755330379549,-3.7355259838578765,0.05652104862070149,0.549214869925108,0.946904109131105,0.7314506305017766,[1.02152529],[12.63774399],953,5,5.228854643306902,0.0,1.0,1.0,0.1
666,666,-6.003755330379549,-3.7355259838578765,0.5363873480895702,0.5645239222599947,0.930752231976617,0.719696892259137,[3.00294294],[12.6215053],308,15,7.652246494722183,0.0,1.0,0.5,0.1
667,667,-6.003755330379549,-3.7355259838578765,1.016253647558439,0.5550499879804547,0.9407857379911124,0.7252497233998182,[2.10746755],[12.64591984],972,15,4.110802311743637,0.0,0.5,1.0,0.1
668,668,-6.003755330379549,-3.7355259838578765,1.4961199470273077,0.5659547431102888,0.9291859214561304,0.71065395199505,[2.01655855],[12.66611199],952,4,6.068284524370383,0.0,1.0,1.0,0.1
669,669,-6.003755330379549,-3.7355259838578765,1.975986246496176,0.6273511208909524,0.8609895549272885,0.6482586269341563,[2.22856703],[12.55218176],308,20,4.248666139564799,0.0,0.5,1.0,0.1
670,670,-6.003755330379549,-3.7355259838578765,2.455852545965045,0.615802773840578,0.874228752163296,0.6621560246673854,[2.18191423],[12.59508519],341,16,4.548750464105887,0.0,0.5,1.0,0.1
671,671,-6.003755330379549,-3.7355259838578765,2.935718845433913,0.5789949740183484,0.9151485869640092,0.7055198303824471,[2.88275232],[12.59910063],315,19,4.172304268416419,0.0,1.0,0.5,0.1
672,672,-6.003755330379549,-3.7355259838578765,3.4155851449027828,0.7452518411824713,0.711874604513482,0.5155461661610617,[3.29445257],[10.32054131],952,20,2.983513230065111,0.0,0.5,0.5693893197129268,0.1
673,673,-6.003755330379549,-3.7355259838578765,3.89545144437165,0.6107090070595176,0.8800050228235236,0.6603482764889959,[2.73824682],[12.60663466],948,7,6.470308346768947,0.0,1.0,1.0,0.1
674,674,-6.003755330379549,-3.7355259838578765,4.37531774384052,0.5720317241038082,0.9226856403856022,0.7013293540932396,[2.94348802],[12.69499831],954,20,7.89611818315168,0.1143963254272362,0.9253152620563658,0.8637645627920254,0.0752960373424507
675,675,-6.003755330379549,-3.7355259838578765,4.8551840433093885,0.5758240387636915,0.9185884904262014,0.7065899541343749,[2.97166815],[12.52650313],303,13,6.959216269038902,0.0,1.0,0.5,0.1
676,676,-6.003755330379549,-3.7355259838578765,5.335050342778257,0.6267923055961512,0.8616348727046163,0.6488854909531687,[2.08890142],[12.62742095],947,14,4.12318856410654,0.0,0.5,1.0,0.1
677,677,-6.003755330379549,-3.7355259838578765,5.814916642247125,0.5758240387636915,0.9185884904262014,0.7065899541343749,[2.97166815],[12.52650313],303,13,6.9064249001611,0.0,1.0,0.5,0.1
678,678,-6.003755330379549,-3.7355259838578765,6.294782941715995,0.5744217691824383,0.9201056035965249,0.6979511499030744,[2.64788332],[12.60812764],948,7,5.65727381165978,0.1299438786607198,0.7397334200325163,0.9962829816323804,0.0985187189899118
679,679,-6.003755330379549,-3.7355259838578765,6.774649241184863,0.7449685210724716,0.7122703528989333,0.51595222428578,[3.29817095],[10.32425992],953,20,2.0162620494829877,0.0,0.5,0.5,0.1
680,680,-6.003755330379549,-3.7355259838578765,7.254515540653732,0.5765876114306436,0.9177613277988617,0.7079762526550661,[2.57171526],[12.62501006],990,19,3.5607949791897413,0.0,0.6226643902865727,0.5,0.1
681,681,-6.003755330379549,-3.7355259838578765,7.7343818401226,0.5774944128799968,0.9167780389443991,0.7067583142368771,[2.69309702],[12.60781102],719,15,4.83992510260816,0.0,1.0,0.5,0.1
682,682,-6.003755330379549,-3.3566926787954614,-1.862944149254773,0.5558392499720732,0.9399905269163096,0.7223254883661061,[1.0598649],[12.61040358],930,26,2.3833984715892504,0.0,1.0,1.0,0.1
683,683,-6.003755330379549,-3.3566926787954614,-1.3830778497859042,0.5667792207155539,0.9283181772088618,0.7190940912917905,[2.66884603],[12.74038081],962,20,2.6661963950471863,0.0,0.5,0.5,0.1
684,684,-6.003755330379549,-3.3566926787954614,-0.9032115503170357,0.5612551264520023,0.9341728429455886,0.7230584339009953,[3.0227479],[12.64205412],299,14,6.702211419129772,0.0,1.0,0.5,0.1
685,685,-6.003755330379549,-3.3566926787954614,-0.42334525084816704,0.5527631235546804,0.9431700754925116,0.7303465643123765,[1.98531999],[12.62811093],950,24,3.5599605473066585,0.0,0.6530125085256763,0.9003809925180305,0.090388575924574
686,686,-6.003755330379549,-3.3566926787954614,0.05652104862070149,0.5752290212258437,0.9191758999202111,0.7047846092342199,[3.19170847],[12.58234171],925,16,5.369948115100039,0.0723243376070348,0.8717194224751091,0.6566228047287362,0.083656068230868
687,687,-6.003755330379549,-3.3566926787954614,0.5363873480895702,0.5653765074511052,0.9298399053725758,0.7205975589689025,[2.68458834],[12.70830969],944,12,4.588749413491627,0.0,1.0,0.5,0.1
688,688,-6.003755330379549,-3.3566926787954614,1.016253647558439,0.5656824393374451,0.9294756303937993,0.720253313307822,[2.68037309],[12.70714192],963,13,4.815001469501866,0.0,1.0,0.5,0.1
689,689,-6.003755330379549,-3.3566926787954614,1.4961199470273077,0.5658355439663025,0.9293117876460487,0.7179567999672006,[2.99621954],[12.60553984],304,18,6.181869490669544,0.0,1.0,0.5,0.1
690,690,-6.003755330379549,-3.3566926787954614,1.975986246496176,0.5853746612236688,0.9081872405321951,0.6976094156499252,[3.3290452],[12.47098879],304,7,4.124969082323791,0.0,0.5,0.5,0.1
691,691,-6.003755330379549,-3.3566926787954614,2.455852545965045,0.5715112264788396,0.9232455015567879,0.7101694315500691,[3.03040876],[12.54773049],949,19,7.520865497100857,0.0,1.0,0.5,0.1
692,692,-6.003755330379549,-3.3566926787954614,2.935718845433913,0.6083728125993108,0.8826405852923365,0.6698484877225036,[2.10699453],[12.33352904],950,24,3.5599605473066585,0.0,0.6530125085256763,0.9003809925180305,0.090388575924574
693,693,-6.003755330379549,-3.3566926787954614,3.4155851449027828,0.5820661761591186,0.9118034615156068,0.6973399161091796,[3.1440896],[12.51927285],925,16,5.369948115100039,0.0723243376070348,0.8717194224751091,0.6566228047287362,0.083656068230868
694,694,-6.003755330379549,-3.3566926787954614,3.89545144437165,0.5769664443242102,0.9173496195384898,0.7073164443281383,[2.66797151],[12.6122766],944,12,4.588749413491627,0.0,1.0,0.5,0.1
695,695,-6.003755330379549,-3.3566926787954614,4.37531774384052,0.5769609667004062,0.9173555586416403,0.7073186249278386,[2.66565027],[12.61239962],963,13,4.815001469501866,0.0,1.0,0.5,0.1
696,696,-6.003755330379549,-3.3566926787954614,4.8551840433093885,0.5753599706471231,0.9190897906805316,0.7071248900520298,[2.97342672],[12.53033261],304,18,6.181869490669544,0.0,1.0,0.5,0.1
697,697,-6.003755330379549,-3.3566926787954614,5.335050342778257,0.5853746612236688,0.9081872405321951,0.6976094156499252,[3.3290452],[12.47098879],304,7,4.124969082323791,0.0,0.5,0.5,0.1
698,698,-6.003755330379549,-3.3566926787954614,5.814916642247125,0.5715112264788396,0.9232455015567879,0.7101694315500691,[3.03040876],[12.54773049],949,19,7.520865497100857,0.0,1.0,0.5,0.1
699,699,-6.003755330379549,-3.3566926787954614,6.294782941715995,0.6083728125993108,0.8826405852923365,0.6698484877225036,[2.10699453],[12.33352904],950,24,3.5599605473066585,0.0,0.6530125085256763,0.9003809925180305,0.090388575924574
700,700,-6.003755330379549,-3.3566926787954614,6.774649241184863,0.5820661761591186,0.9118034615156068,0.6973399161091796,[3.1440896],[12.51927285],925,16,5.369948115100039,0.0723243376070348,0.8717194224751091,0.6566228047287362,0.083656068230868
701,701,-6.003755330379549,-3.3566926787954614,7.254515540653732,0.5769664443242102,0.9173496195384898,0.7073164443281383,[2.66797151],[12.6122766],944,12,4.588749413491627,0.0,1.0,0.5,0.1
702,702,-6.003755330379549,-3.3566926787954614,7.7343818401226,0.5769609667004062,0.9173555586416403,0.7073186249278386,[2.66565027],[12.61239962],963,13,4.815001469501866,0.0,1.0,0.5,0.1
703,703,-6.003755330379549,-2.9778593737330463,-1.862944149254773,0.5838053370295374,0.9099180318522538,0.7039033164387635,[3.21774282],[12.6740313],304,18,6.181869490669544,0.0,1.0,0.5,0.1
704,704,-6.003755330379549,-2.9778593737330463,-1.3830778497859042,0.5665625870680359,0.9285448414120067,0.7190878609707625,[3.47471323],[12.62773423],304,7,4.124969082323791,0.0,0.5,0.5,0.1
705,705,-6.003755330379549,-2.9778593737330463,-0.9032115503170357,0.5571150478306506,0.9385700089456125,0.7263355900931735,[3.07577314],[12.66048102],949,19,7.520865497100857,0.0,1.0,0.5,0.1
706,706,-6.003755330379549,-2.9778593737330463,-0.42334525084816704,0.5527631235546804,0.9431700754925116,0.7303465643123764,[1.98531999],[12.62811093],950,24,3.5599605473066585,0.0,0.6530125085256763,0.9003809925180305,0.090388575924574
707,707,-6.003755330379549,-2.9778593737330463,0.05652104862070149,0.5752290212258437,0.9191758999202111,0.7047846092342199,[3.19170847],[12.58234171],925,16,5.369948115100039,0.0723243376070348,0.8717194224751091,0.6566228047287362,0.083656068230868
708,708,-6.003755330379549,-2.9778593737330463,0.5363873480895702,0.5629899587232254,0.9323816818453045,0.7231468196902698,[2.70316973],[12.72503523],944,12,4.588749413491627,0.0,1.0,0.5,0.1
709,709,-6.003755330379549,-2.9778593737330463,1.016253647558439,0.5629465876175286,0.9323814840272796,0.7231034493217292,[2.69309988],[12.72449164],963,13,4.815001469501866,0.0,1.0,0.5,0.1
710,710,-6.003755330379549,-2.9778593737330463,1.4961199470273077,0.561449553860944,0.9339769564557684,0.7228751548699969,[3.00127783],[12.64096026],304,18,6.181869490669544,0.0,1.0,0.5,0.1
711,711,-6.003755330379549,-2.9778593737330463,1.975986246496176,0.5805438835180555,0.9134516402404573,0.7032694933609501,[3.34803095],[12.51352076],304,7,4.124969082323791,0.0,0.5,0.5,0.1
712,712,-6.003755330379549,-2.9778593737330463,2.455852545965045,0.5671311622820132,0.9279411949105306,0.7151304698496153,[3.04056253],[12.58241992],949,19,7.520865497100857,0.0,1.0,0.5,0.1
713,713,-6.003755330379549,-2.9778593737330463,2.935718845433913,0.60728903079516,0.8838504965259506,0.6719721610767684,[1.52740755],[12.56038336],949,4,3.889965947500614,0.0,0.5,1.0,0.1
714,714,-6.003755330379549,-2.9778593737330463,3.4155851449027828,0.5920279858450676,0.9008603664592009,0.6907088925768107,[2.29132929],[12.4465919],993,3,3.508415731479877,0.0,1.0,0.8968624101043865,0.0694538821211996
715,715,-6.003755330379549,-2.9778593737330463,3.89545144437165,0.5547878280833038,0.9410784072582311,0.713120212860293,[2.3224143],[12.75037484],955,10,3.2859801377771105,0.3416179257765805,0.9188041878987476,0.9629747171557408,0.0838921042657111
716,716,-6.003755330379549,-2.9778593737330463,4.37531774384052,0.573128226398081,0.9214908207231859,0.7120288849490715,[2.87010088],[12.64625792],985,34,4.024979812395194,0.0,0.5,0.5,0.1
717,717,-6.003755330379549,-2.9778593737330463,4.8551840433093885,0.5892344985570852,0.9039393139494765,0.6970927604677812,[2.81641474],[12.35514168],962,2,3.723311803029332,0.0085024920775711,0.5427691359831978,0.9488479612679656,0.0924625725058291
718,718,-6.003755330379549,-2.9778593737330463,5.335050342778257,0.71255011567284,0.756176825200331,0.5519768760384801,[3.2087945],[10.92491858],978,23,2.822362479534319,0.0,0.5,0.5,0.0955508305101874
719,719,-6.003755330379549,-2.9778593737330463,5.814916642247125,0.5736166035287356,0.920963538452564,0.7114879045866039,[2.59678354],[12.64968495],950,25,3.947840673121192,0.0,0.5,0.5,0.1
720,720,-6.003755330379549,-2.9778593737330463,6.294782941715995,0.6943578827531638,0.7797383485063101,0.5525893099557764,[1.06433286],[11.28178279],310,27,2.3926833210369853,0.0,1.0,1.0,0.1
721,721,-6.003755330379549,-2.9778593737330463,6.774649241184863,0.5732372521643173,0.9213731358998138,0.7112999178384003,[2.5776452],[12.6619697],993,12,3.814593572837087,0.0,0.5,0.5,0.1
722,722,-6.003755330379549,-2.9778593737330463,7.254515540653732,0.6945511746390258,0.7794917513854683,0.5523459537800298,[1.06402197],[11.27842299],316,29,2.649815793603222,0.0,1.0,1.0,0.1
723,723,-6.003755330379549,-2.9778593737330463,7.7343818401226,0.5912005099539677,0.9017734960412045,0.6898963874175291,[1.60043325],[12.39170031],308,23,4.590377168838288,0.0,0.9905278092886766,0.7932906168341295,0.0963100219016621
724,724,-6.003755330379549,-2.5990260686706312,-1.862944149254773,0.5870677207212535,0.9063447737724074,0.7001211322131117,[3.07736578],[12.71105675],943,20,2.4812705503211205,0.0,1.0,0.5,0.1
725,725,-6.003755330379549,-2.5990260686706312,-1.3830778497859042,0.5900743542918618,0.9030093113512545,0.6883304030081187,[1.5620183],[11.99642531],970,14,1.2241001886270213,0.0,0.5,1.0,0.1
726,726,-6.003755330379549,-2.5990260686706312,-0.9032115503170357,0.5615646151142346,0.9338433041587605,0.7241933143314409,[2.51098051],[12.73347525],944,8,3.410676161951772,0.0,1.0,0.5,0.1
727,727,-6.003755330379549,-2.5990260686706312,-0.42334525084816704,0.5636325944809326,0.9316383597862514,0.7219613751999528,[2.4635314],[12.71920304],929,35,3.8616316348326674,0.0,0.9963452963479124,0.6100446638154947,0.1
728,728,-6.003755330379549,-2.5990260686706312,0.05652104862070149,0.5476763809046792,0.9485185819826353,0.7329110196969302,[2.0311059],[12.60774045],972,15,4.112225136381041,0.0,0.5,1.0,0.1
729,729,-6.003755330379549,-2.5990260686706312,0.5363873480895702,0.5502487935756971,0.945875971463904,0.7306842304411649,[2.12347116],[12.62032465],715,28,4.904605658123739,0.0,0.5,1.0,0.1
730,730,-6.003755330379549,-2.5990260686706312,1.016253647558439,0.563071770224941,0.9322479462251824,0.722997546795065,[2.59403219],[12.73719458],990,19,3.5316160645083805,0.0,0.6257913937650832,0.5,0.1
731,731,-6.003755330379549,-2.5990260686706312,1.4961199470273077,0.5620146330074003,0.9333750405007089,0.7237344673616153,[2.49849977],[12.73072152],952,50,3.259234244553664,0.0,1.0,0.5,0.1
732,732,-6.003755330379549,-2.5990260686706312,1.975986246496176,0.7142942970670985,0.7538791788519529,0.5495948838718318,[3.17069711],[10.89915006],967,6,2.5027145204355,0.0,0.5,0.5,0.1
733,733,-6.003755330379549,-2.5990260686706312,2.455852545965045,0.60728903079516,0.8838504965259506,0.6719721610767684,[1.52740755],[12.56038336],949,4,3.892770583871204,0.0,0.5,1.0,0.1
734,734,-6.003755330379549,-2.5990260686706312,2.935718845433913,0.6942472052971544,0.7798795130264113,0.5527300434281724,[1.06284227],[11.28369371],306,17,2.062991035719206,0.0,1.0,1.0,0.1
735,735,-6.003755330379549,-2.5990260686706312,3.4155851449027828,0.5875128242142666,0.9058317097052537,0.6929431417020431,[2.1416892],[12.41963438],898,13,4.716571008378845,0.0,0.6617645159804221,0.8489723826204759,0.0353438231286391
736,736,-6.003755330379549,-2.5990260686706312,3.89545144437165,0.7435361925409039,0.7142583676470498,0.5180692129359628,[3.07030191],[10.39544169],991,23,2.681111132260318,0.0,0.8503980437618494,0.5,0.1
737,737,-6.003755330379549,-2.5990260686706312,4.37531774384052,0.5929395080361513,0.8998534182237221,0.6888270691284194,[1.25476255],[12.41417889],958,14,5.899325818698875,0.0,1.0,0.682680227693552,0.1
738,738,-6.003755330379549,-2.5990260686706312,4.8551840433093885,0.5822842908133004,0.9115546236722646,0.6968194640873349,[2.88367357],[12.50602488],301,26,6.649933601112998,0.0157482562423461,0.8367941950177016,0.6786629613155669,0.0612278681470478
739,739,-6.003755330379549,-2.5990260686706312,5.335050342778257,0.7148306027502508,0.7531712832845059,0.537993446189561,[1.60775842],[10.7938699],953,16,2.964787957976288,0.0,0.5,1.0,0.1
740,740,-6.003755330379549,-2.5990260686706312,5.814916642247125,0.5904648033663353,0.9025845812938434,0.6900978514616742,[1.89236536],[12.4223452],957,13,3.479101972741685,0.0,0.5442433721492458,0.6779170788979673,0.0875598369556563
741,741,-6.003755330379549,-2.5990260686706312,6.294782941715995,0.5722977857564638,0.9223867239653541,0.7127986435713267,[2.61903944],[12.65982346],990,19,3.5670924264448254,0.0,0.6239225647301918,0.5,0.1
742,742,-6.003755330379549,-2.5990260686706312,6.774649241184863,0.6038277261369438,0.8877370245420682,0.6747191499406752,[2.06130209],[12.59505324],972,14,4.110958558616016,0.0,0.5,1.0,0.1
743,743,-6.003755330379549,-2.5990260686706312,7.254515540653732,0.5664973951385925,0.9286202499572926,0.7062561483672245,[3.20530786],[12.70531897],302,22,7.00187106637512,0.144991998464411,0.9924158328558362,0.9203431664143652,0.0180221277820103
744,744,-6.003755330379549,-2.5990260686706312,7.7343818401226,0.6909261690161945,0.7841035349828176,0.5832354618620733,[3.50695886],[11.02157514],1000,1,1.0,8.881784197001252e-16,0.5,1.0,0.1
745,745,-6.003755330379549,-2.2201927636082157,-1.862944149254773,0.5801907268424139,0.9138607646202206,0.7071436217888456,[2.92012205],[12.7075396],987,27,4.443713736083736,0.0,0.6773425992653775,0.5703212542360144,0.1
746,746,-6.003755330379549,-2.2201927636082157,-1.3830778497859042,0.5655371275609833,0.9296426038386202,0.721847480500202,[2.94307413],[12.71439032],946,21,5.051321812192272,0.0,1.0,0.5,0.1
747,747,-6.003755330379549,-2.2201927636082157,-0.9032115503170357,0.548625873556275,0.9475225201913093,0.732086104247107,[2.08185663],[12.60281806],950,9,4.171415091664404,0.0,0.5,1.0,0.1
748,748,-6.003755330379549,-2.2201927636082157,-0.42334525084816704,0.5647762850922946,0.930416676975249,0.7211528289423411,[2.58688822],[12.72219996],990,19,3.5670924264448254,0.0,0.6239225647301918,0.5,0.1
749,749,-6.003755330379549,-2.2201927636082157,0.05652104862070149,0.5475249291022337,0.9486773652296647,0.7330616114106814,[2.0232295],[12.60994582],972,14,4.110958558616016,0.0,0.5,1.0,0.1
750,750,-6.003755330379549,-2.2201927636082157,0.5363873480895702,0.5634147979891069,0.9319283642681538,0.71023155600588,[3.20902529],[12.72374491],302,22,7.00187106637512,0.144991998464411,0.9924158328558362,0.9203431664143652,0.0180221277820103
751,751,-6.003755330379549,-2.2201927636082157,1.016253647558439,0.6220688365653424,0.8670272253236235,0.652178683195437,[3.36298742],[11.60700743],1000,1,1.0,8.881784197001252e-16,0.5,1.0,0.1
752,752,-6.003755330379549,-2.2201927636082157,1.4961199470273077,0.5648045309814564,0.9303975652326842,0.7216070664546114,[2.67690935],[12.72388749],987,27,4.443713736083736,0.0,0.6773425992653775,0.5703212542360144,0.1
753,753,-6.003755330379549,-2.2201927636082157,1.975986246496176,0.578445093188674,0.9157340617146397,0.7074980695832965,[2.84460344],[12.61509661],946,21,5.051321812192272,0.0,1.0,0.5,0.1
754,754,-6.003755330379549,-2.2201927636082157,2.455852545965045,0.6072430026854205,0.8839022913303536,0.6712424863951696,[2.07400408],[12.55483012],950,9,4.171415091664404,0.0,0.5,1.0,0.1
755,755,-6.003755330379549,-2.2201927636082157,2.935718845433913,0.5722977857564638,0.9223867239653541,0.7127986435713267,[2.61903944],[12.65982346],990,19,3.5670924264448254,0.0,0.6239225647301918,0.5,0.1
756,756,-6.003755330379549,-2.2201927636082157,3.4155851449027828,0.6038277261369438,0.8877370245420682,0.6747191499406752,[2.06130209],[12.59505324],972,14,4.110958558616016,0.0,0.5,1.0,0.1
757,757,-6.003755330379549,-2.2201927636082157,3.89545144437165,0.5664973951385925,0.9286202499572926,0.7062561483672245,[3.20530786],[12.70531897],302,22,7.00187106637512,0.144991998464411,0.9924158328558362,0.9203431664143652,0.0180221277820103
758,758,-6.003755330379549,-2.2201927636082157,4.37531774384052,0.6909261690161945,0.7841035349828176,0.5832354618620733,[3.50695886],[11.02157514],1000,1,1.0,8.881784197001252e-16,0.5,1.0,0.1
759,759,-6.003755330379549,-2.2201927636082157,4.8551840433093885,0.5735906937498885,0.9209915198412797,0.7118379339195925,[2.61642351],[12.65343718],987,27,4.443713736083736,0.0,0.6773425992653775,0.5703212542360144,0.1
760,760,-6.003755330379549,-2.2201927636082157,5.335050342778257,0.578445093188674,0.9157340617146397,0.7074980695832965,[2.84460344],[12.61509661],946,21,5.051321812192272,0.0,1.0,0.5,0.1
761,761,-6.003755330379549,-2.2201927636082157,5.814916642247125,0.6072430026854205,0.8839022913303536,0.6712424863951696,[2.07400408],[12.55483012],950,9,4.171415091664404,0.0,0.5,1.0,0.1
762,762,-6.003755330379549,-2.2201927636082157,6.294782941715995,0.5722977857564638,0.9223867239653541,0.7127986435713267,[2.61903944],[12.65982346],990,19,3.5670924264448254,0.0,0.6239225647301918,0.5,0.1
763,763,-6.003755330379549,-2.2201927636082157,6.774649241184863,0.6038277261369438,0.8877370245420682,0.6747191499406752,[2.06130209],[12.59505324],972,14,4.110958558616016,0.0,0.5,1.0,0.1
764,764,-6.003755330379549,-2.2201927636082157,7.254515540653732,0.5664973951385925,0.9286202499572926,0.7062561483672245,[3.20530786],[12.70531897],302,22,7.00187106637512,0.144991998464411,0.9924158328558362,0.9203431664143652,0.0180221277820103
765,765,-6.003755330379549,-2.2201927636082157,7.7343818401226,0.6909261690161945,0.7841035349828176,0.5832354618620733,[3.50695886],[11.02157514],1000,1,1.0,8.881784197001252e-16,0.5,1.0,0.1
766,766,-6.003755330379549,-1.8413594585458006,-1.862944149254773,0.5801907268424139,0.9138607646202206,0.7071436217888456,[2.92012205],[12.7075396],987,27,4.443713736083736,0.0,0.6773425992653775,0.5703212542360144,0.1
767,767,-6.003755330379549,-1.8413594585458006,-1.3830778497859042,0.5655371275609833,0.9296426038386202,0.721847480500202,[2.94307413],[12.71439032],946,21,5.051321812192272,0.0,1.0,0.5,0.1
768,768,-6.003755330379549,-1.8413594585458006,-0.9032115503170357,0.548625873556275,0.9475225201913093,0.732086104247107,[2.08185663],[12.60281806],950,9,4.171415091664404,0.0,0.5,1.0,0.1
769,769,-6.003755330379549,-1.8413594585458006,-0.42334525084816704,0.5474349163554555,0.9487717227031105,0.7331837044675097,[2.09028234],[12.6094089],972,15,4.12607515219649,0.0,0.5,1.0,0.1
770,770,-6.003755330379549,-1.8413594585458006,0.05652104862070149,0.5719175233115139,0.9227518735715325,0.7153273406494032,[3.0484313],[12.671845],297,12,5.0852895638541495,0.0,1.0,0.5,0.1
771,771,-6.003755330379549,-1.8413594585458006,0.5363873480895702,0.5703075987523762,0.9245424604818883,0.7171961732900571,[3.05788889],[12.68401389],297,12,5.0852895638541495,0.0,1.0,0.5,0.1
772,772,-6.003755330379549,-1.8413594585458006,1.016253647558439,0.5703000932899995,0.9245044636775298,0.7171304416190667,[3.05447664],[12.68293576],297,12,5.0852895638541495,0.0,1.0,0.5,0.1
773,773,-6.003755330379549,-1.8413594585458006,1.4961199470273077,0.5701523422340519,0.9246633940944842,0.7172898723797723,[3.05203333],[12.68404583],297,12,5.0852895638541495,0.0,1.0,0.5,0.1
774,774,-6.003755330379549,-1.8413594585458006,1.975986246496176,0.5797538220635925,0.9143114958886627,0.7064473362824659,[3.03650274],[12.60745387],297,12,5.0852895638541495,0.0,1.0,0.5,0.1
775,775,-6.003755330379549,-1.8413594585458006,2.455852545965045,0.5797538220635925,0.9143114958886627,0.7064473362824659,[3.03650274],[12.60745387],297,12,5.0852895638541495,0.0,1.0,0.5,0.1
776,776,-6.003755330379549,-1.8413594585458006,2.935718845433913,0.5797538220635925,0.9143114958886627,0.7064473362824659,[3.03650274],[12.60745387],297,12,5.0852895638541495,0.0,1.0,0.5,0.1
777,777,-6.003755330379549,-1.8413594585458006,3.4155851449027828,0.5797538220635925,0.9143114958886627,0.7064473362824659,[3.03650274],[12.60745387],297,12,5.0852895638541495,0.0,1.0,0.5,0.1
778,778,-6.003755330379549,-1.8413594585458006,3.89545144437165,0.5797538220635925,0.9143114958886627,0.7064473362824659,[3.03650274],[12.60745387],297,12,5.0852895638541495,0.0,1.0,0.5,0.1
779,779,-6.003755330379549,-1.8413594585458006,4.37531774384052,0.5797538220635925,0.9143114958886627,0.7064473362824659,[3.03650274],[12.60745387],297,12,5.0852895638541495,0.0,1.0,0.5,0.1
780,780,-6.003755330379549,-1.8413594585458006,4.8551840433093885,0.5797538220635925,0.9143114958886627,0.7064473362824659,[3.03650274],[12.60745387],297,12,5.0852895638541495,0.0,1.0,0.5,0.1
781,781,-6.003755330379549,-1.8413594585458006,5.335050342778257,0.5797538220635925,0.9143114958886627,0.7064473362824659,[3.03650274],[12.60745387],297,12,5.0852895638541495,0.0,1.0,0.5,0.1
782,782,-6.003755330379549,-1.8413594585458006,5.814916642247125,0.5797538220635925,0.9143114958886627,0.7064473362824659,[3.03650274],[12.60745387],297,12,5.0852895638541495,0.0,1.0,0.5,0.1
