,Temperature,pCH4_per_pO2,Contact time,Y(C2)_predicted,Extrapolation Strength,Extrapolating Variables
544,746.2,1.0,1.152,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
545,746.2,1.0,1.224,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
546,746.2,1.0,1.296,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
547,746.2,1.0,1.368,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
548,746.2,1.0,1.44,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
558,746.2,1.25,0.648,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
559,746.2,1.25,0.72,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
560,746.2,1.25,0.792,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
561,746.2,1.25,0.864,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
562,746.2,1.25,0.936,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
563,746.2,1.25,1.008,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
564,746.2,1.25,1.08,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
565,746.2,1.25,1.152,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
566,746.2,1.25,1.224,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
567,746.2,1.25,1.296,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
568,746.2,1.25,1.368,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
569,746.2,1.25,1.44,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
978,769.4,1.0,0.648,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
979,769.4,1.0,0.72,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
980,769.4,1.0,0.792,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
981,769.4,1.0,0.864,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
982,769.4,1.0,0.936,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
983,769.4,1.0,1.008,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
984,769.4,1.0,1.08,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
985,769.4,1.0,1.152,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
986,769.4,1.0,1.224,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
987,769.4,1.0,1.296,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
988,769.4,1.0,1.368,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
989,769.4,1.0,1.44,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
999,769.4,1.25,0.648,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1000,769.4,1.25,0.72,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1001,769.4,1.25,0.792,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1002,769.4,1.25,0.864,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1003,769.4,1.25,0.936,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1004,769.4,1.25,1.008,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1005,769.4,1.25,1.08,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1006,769.4,1.25,1.152,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1007,769.4,1.25,1.224,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1008,769.4,1.25,1.296,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1009,769.4,1.25,1.368,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1010,769.4,1.25,1.44,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1419,792.6,1.0,0.648,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1420,792.6,1.0,0.72,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1421,792.6,1.0,0.792,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1422,792.6,1.0,0.864,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1423,792.6,1.0,0.936,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1424,792.6,1.0,1.008,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1425,792.6,1.0,1.08,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1426,792.6,1.0,1.152,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1427,792.6,1.0,1.224,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1428,792.6,1.0,1.296,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1429,792.6,1.0,1.368,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1430,792.6,1.0,1.44,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1440,792.6,1.25,0.648,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1441,792.6,1.25,0.72,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1442,792.6,1.25,0.792,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1443,792.6,1.25,0.864,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1444,792.6,1.25,0.936,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1445,792.6,1.25,1.008,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1446,792.6,1.25,1.08,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1447,792.6,1.25,1.152,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1448,792.6,1.25,1.224,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1449,792.6,1.25,1.296,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1450,792.6,1.25,1.368,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1451,792.6,1.25,1.44,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1860,815.8,1.0,0.648,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1861,815.8,1.0,0.72,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1862,815.8,1.0,0.792,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1863,815.8,1.0,0.864,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1864,815.8,1.0,0.936,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1865,815.8,1.0,1.008,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1866,815.8,1.0,1.08,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1867,815.8,1.0,1.152,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1868,815.8,1.0,1.224,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1869,815.8,1.0,1.296,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1870,815.8,1.0,1.368,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1871,815.8,1.0,1.44,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1881,815.8,1.25,0.648,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1882,815.8,1.25,0.72,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1883,815.8,1.25,0.792,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1884,815.8,1.25,0.864,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1885,815.8,1.25,0.936,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1886,815.8,1.25,1.008,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1887,815.8,1.25,1.08,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1888,815.8,1.25,1.152,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1889,815.8,1.25,1.224,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1890,815.8,1.25,1.296,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1891,815.8,1.25,1.368,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
1892,815.8,1.25,1.44,9.933110279,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
4731,1047.8,1.0,0.648,19.2447947,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
4732,1047.8,1.0,0.72,19.2447947,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
4733,1047.8,1.0,0.792,19.2447947,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
4734,1047.8,1.0,0.864,19.2447947,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
4735,1047.8,1.0,0.936,19.2447947,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
4736,1047.8,1.0,1.008,19.2447947,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
4737,1047.8,1.0,1.08,19.2447947,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
4738,1047.8,1.0,1.152,19.2447947,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
4739,1047.8,1.0,1.224,19.2447947,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
4740,1047.8,1.0,1.296,19.2447947,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
4741,1047.8,1.0,1.368,19.2447947,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
4742,1047.8,1.0,1.44,19.2447947,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
4752,1047.8,1.25,0.648,19.2447947,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
4753,1047.8,1.25,0.72,19.2447947,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
4754,1047.8,1.25,0.792,19.2447947,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
4755,1047.8,1.25,0.864,19.2447947,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
4756,1047.8,1.25,0.936,19.2447947,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
4757,1047.8,1.25,1.008,19.2447947,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
4758,1047.8,1.25,1.08,19.2447947,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
4759,1047.8,1.25,1.152,19.2447947,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
4760,1047.8,1.25,1.224,19.2447947,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
4761,1047.8,1.25,1.296,19.2447947,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
4762,1047.8,1.25,1.368,19.2447947,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
4763,1047.8,1.25,1.44,19.2447947,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5172,1071.0,1.0,0.648,18.51351215,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5173,1071.0,1.0,0.72,18.51351215,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5174,1071.0,1.0,0.792,18.51351215,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5175,1071.0,1.0,0.864,18.51351215,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5176,1071.0,1.0,0.936,18.51351215,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5177,1071.0,1.0,1.008,18.51351215,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5178,1071.0,1.0,1.08,18.51351215,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5179,1071.0,1.0,1.152,18.51351215,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5180,1071.0,1.0,1.224,18.51351215,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5181,1071.0,1.0,1.296,18.51351215,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5182,1071.0,1.0,1.368,18.51351215,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5183,1071.0,1.0,1.44,18.51351215,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5193,1071.0,1.25,0.648,18.51351215,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5194,1071.0,1.25,0.72,18.51351215,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5195,1071.0,1.25,0.792,18.51351215,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5196,1071.0,1.25,0.864,18.51351215,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5197,1071.0,1.25,0.936,18.51351215,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5198,1071.0,1.25,1.008,18.51351215,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5199,1071.0,1.25,1.08,18.51351215,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5200,1071.0,1.25,1.152,18.51351215,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5201,1071.0,1.25,1.224,18.51351215,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5202,1071.0,1.25,1.296,18.51351215,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5203,1071.0,1.25,1.368,18.51351215,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5204,1071.0,1.25,1.44,18.51351215,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5613,1094.2,1.0,0.648,23.12969825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5614,1094.2,1.0,0.72,23.12969825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5615,1094.2,1.0,0.792,23.12969825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5616,1094.2,1.0,0.864,23.12969825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5617,1094.2,1.0,0.936,23.12969825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5618,1094.2,1.0,1.008,23.12969825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5619,1094.2,1.0,1.08,23.12969825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5620,1094.2,1.0,1.152,23.12969825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5621,1094.2,1.0,1.224,23.12969825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5622,1094.2,1.0,1.296,23.12969825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5623,1094.2,1.0,1.368,23.12969825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5624,1094.2,1.0,1.44,23.12969825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5634,1094.2,1.25,0.648,23.12969825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5635,1094.2,1.25,0.72,23.12969825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5636,1094.2,1.25,0.792,23.12969825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5637,1094.2,1.25,0.864,23.12969825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5638,1094.2,1.25,0.936,23.12969825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5639,1094.2,1.25,1.008,23.12969825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5640,1094.2,1.25,1.08,23.12969825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5641,1094.2,1.25,1.152,23.12969825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5642,1094.2,1.25,1.224,23.12969825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5643,1094.2,1.25,1.296,23.12969825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5644,1094.2,1.25,1.368,23.12969825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
5645,1094.2,1.25,1.44,23.12969825,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6054,1117.4,1.0,0.648,23.80998847,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6055,1117.4,1.0,0.72,23.80998847,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6056,1117.4,1.0,0.792,23.80998847,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6057,1117.4,1.0,0.864,23.80998847,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6058,1117.4,1.0,0.936,23.80998847,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6059,1117.4,1.0,1.008,23.80998847,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6060,1117.4,1.0,1.08,23.80998847,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6061,1117.4,1.0,1.152,23.80998847,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6062,1117.4,1.0,1.224,23.80998847,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6063,1117.4,1.0,1.296,23.80998847,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6064,1117.4,1.0,1.368,23.80998847,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6065,1117.4,1.0,1.44,23.80998847,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6075,1117.4,1.25,0.648,23.80998847,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6076,1117.4,1.25,0.72,23.80998847,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6077,1117.4,1.25,0.792,23.80998847,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6078,1117.4,1.25,0.864,23.80998847,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6079,1117.4,1.25,0.936,23.80998847,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6080,1117.4,1.25,1.008,23.80998847,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6081,1117.4,1.25,1.08,23.80998847,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6082,1117.4,1.25,1.152,23.80998847,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6083,1117.4,1.25,1.224,23.80998847,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6084,1117.4,1.25,1.296,23.80998847,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6085,1117.4,1.25,1.368,23.80998847,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6086,1117.4,1.25,1.44,23.80998847,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6495,1140.6,1.0,0.648,23.332874,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6496,1140.6,1.0,0.72,23.332874,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6497,1140.6,1.0,0.792,23.332874,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6498,1140.6,1.0,0.864,23.332874,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6499,1140.6,1.0,0.936,23.332874,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6500,1140.6,1.0,1.008,23.332874,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6501,1140.6,1.0,1.08,23.332874,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6502,1140.6,1.0,1.152,23.332874,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6503,1140.6,1.0,1.224,23.332874,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6504,1140.6,1.0,1.296,23.332874,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6505,1140.6,1.0,1.368,23.332874,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6506,1140.6,1.0,1.44,23.332874,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6516,1140.6,1.25,0.648,23.332874,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6517,1140.6,1.25,0.72,23.332874,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6518,1140.6,1.25,0.792,23.332874,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6519,1140.6,1.25,0.864,23.332874,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6520,1140.6,1.25,0.936,23.332874,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6521,1140.6,1.25,1.008,23.332874,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6522,1140.6,1.25,1.08,23.332874,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6523,1140.6,1.25,1.152,23.332874,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6524,1140.6,1.25,1.224,23.332874,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6525,1140.6,1.25,1.296,23.332874,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6526,1140.6,1.25,1.368,23.332874,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6527,1140.6,1.25,1.44,23.332874,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6936,1163.8,1.0,0.648,25.07122104,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6937,1163.8,1.0,0.72,25.07122104,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6938,1163.8,1.0,0.792,25.07122104,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6939,1163.8,1.0,0.864,25.07122104,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6940,1163.8,1.0,0.936,25.07122104,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6941,1163.8,1.0,1.008,25.07122104,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6942,1163.8,1.0,1.08,25.07122104,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6943,1163.8,1.0,1.152,25.07122104,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6944,1163.8,1.0,1.224,25.07122104,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6945,1163.8,1.0,1.296,25.07122104,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6946,1163.8,1.0,1.368,25.07122104,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6947,1163.8,1.0,1.44,25.07122104,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6957,1163.8,1.25,0.648,25.07122104,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6958,1163.8,1.25,0.72,25.07122104,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6959,1163.8,1.25,0.792,25.07122104,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6960,1163.8,1.25,0.864,25.07122104,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6961,1163.8,1.25,0.936,25.07122104,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6962,1163.8,1.25,1.008,25.07122104,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6963,1163.8,1.25,1.08,25.07122104,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6964,1163.8,1.25,1.152,25.07122104,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6965,1163.8,1.25,1.224,25.07122104,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6966,1163.8,1.25,1.296,25.07122104,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6967,1163.8,1.25,1.368,25.07122104,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
6968,1163.8,1.25,1.44,25.07122104,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
7377,1187.0,1.0,0.648,27.08547665,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
7378,1187.0,1.0,0.72,27.08547665,3,"['Temperature', 'pCH4_per_pO2', 'Contact time']"
